sectors,year,temperature,regions,aogcm
3.0,2059,1.1353726,1.0,ukesm1-0-ll_ssp585
3.0,2060,1.1977099,1.0,ukesm1-0-ll_ssp585
3.0,2061,1.2122918,1.0,ukesm1-0-ll_ssp585
3.0,2062,1.156743,1.0,ukesm1-0-ll_ssp585
3.0,2063,1.1835538,1.0,ukesm1-0-ll_ssp585
3.0,2064,1.186903,1.0,ukesm1-0-ll_ssp585
3.0,2065,1.2168427,1.0,ukesm1-0-ll_ssp585
3.0,2066,1.1461208,1.0,ukesm1-0-ll_ssp585
3.0,2067,1.099449,1.0,ukesm1-0-ll_ssp585
3.0,2068,1.0573202,1.0,ukesm1-0-ll_ssp585
3.0,2069,1.042867,1.0,ukesm1-0-ll_ssp585
3.0,2070,1.084358,1.0,ukesm1-0-ll_ssp585
3.0,2071,1.1144348,1.0,ukesm1-0-ll_ssp585
3.0,2072,1.1767617,1.0,ukesm1-0-ll_ssp585
3.0,2073,1.2047905,1.0,ukesm1-0-ll_ssp585
3.0,2074,1.1497617,1.0,ukesm1-0-ll_ssp585
3.0,2075,1.1250092,1.0,ukesm1-0-ll_ssp585
3.0,2076,1.1962557,1.0,ukesm1-0-ll_ssp585
3.0,2077,1.1864418,1.0,ukesm1-0-ll_ssp585
3.0,2078,1.1822793,1.0,ukesm1-0-ll_ssp585
3.0,2079,1.1973195,1.0,ukesm1-0-ll_ssp585
3.0,2080,1.2133741,1.0,ukesm1-0-ll_ssp585
3.0,2081,1.1774309,1.0,ukesm1-0-ll_ssp585
3.0,2082,1.1722163,1.0,ukesm1-0-ll_ssp585
3.0,2083,1.1652381,1.0,ukesm1-0-ll_ssp585
3.0,2084,1.2056092,1.0,ukesm1-0-ll_ssp585
3.0,2085,1.268238,1.0,ukesm1-0-ll_ssp585
3.0,2086,1.2761616,1.0,ukesm1-0-ll_ssp585
3.0,2087,1.2874616,1.0,ukesm1-0-ll_ssp585
3.0,2088,1.3055685,1.0,ukesm1-0-ll_ssp585
3.0,2089,1.3601106,1.0,ukesm1-0-ll_ssp585
3.0,2090,1.3669001,1.0,ukesm1-0-ll_ssp585
3.0,2091,1.3624779,1.0,ukesm1-0-ll_ssp585
3.0,2092,1.3452612,1.0,ukesm1-0-ll_ssp585
3.0,2093,1.3372493,1.0,ukesm1-0-ll_ssp585
3.0,2094,1.3855338,1.0,ukesm1-0-ll_ssp585
3.0,2095,1.408827,1.0,ukesm1-0-ll_ssp585
3.0,2096,1.4697868,1.0,ukesm1-0-ll_ssp585
3.0,2097,1.4548057,1.0,ukesm1-0-ll_ssp585
3.0,2098,1.5089091,1.0,ukesm1-0-ll_ssp585
3.0,2099,1.4540049,1.0,ukesm1-0-ll_ssp585
3.0,2100,1.445529,1.0,ukesm1-0-ll_ssp585
4.0,1995,-0.33143198,1.0,ukesm1-0-ll_ssp585
4.0,1996,-0.27436444,1.0,ukesm1-0-ll_ssp585
4.0,1997,-0.32436118,1.0,ukesm1-0-ll_ssp585
4.0,1998,-0.30840153,1.0,ukesm1-0-ll_ssp585
4.0,1999,-0.2918442,1.0,ukesm1-0-ll_ssp585
4.0,2000,-0.3023337,1.0,ukesm1-0-ll_ssp585
4.0,2001,-0.28517944,1.0,ukesm1-0-ll_ssp585
4.0,2002,-0.2503417,1.0,ukesm1-0-ll_ssp585
4.0,2003,-0.16934286,1.0,ukesm1-0-ll_ssp585
4.0,2004,-0.12874159,1.0,ukesm1-0-ll_ssp585
4.0,2005,-0.06996575,1.0,ukesm1-0-ll_ssp585
4.0,2006,-0.033064235,1.0,ukesm1-0-ll_ssp585
4.0,2007,-0.07124182,1.0,ukesm1-0-ll_ssp585
4.0,2008,-0.12670887,1.0,ukesm1-0-ll_ssp585
4.0,2009,-0.049765475,1.0,ukesm1-0-ll_ssp585
4.0,2010,-0.043247752,1.0,ukesm1-0-ll_ssp585
4.0,2011,-0.11460453,1.0,ukesm1-0-ll_ssp585
4.0,2012,-0.20142712,1.0,ukesm1-0-ll_ssp585
4.0,2013,-0.23720248,1.0,ukesm1-0-ll_ssp585
4.0,2014,-0.30714205,1.0,ukesm1-0-ll_ssp585
4.0,2015,-0.25462285,1.0,ukesm1-0-ll_ssp585
4.0,2016,-0.17161937,1.0,ukesm1-0-ll_ssp585
4.0,2017,-0.12846972,1.0,ukesm1-0-ll_ssp585
4.0,2018,-0.04580809,1.0,ukesm1-0-ll_ssp585
4.0,2019,-0.021796428,1.0,ukesm1-0-ll_ssp585
4.0,2020,-0.09381511,1.0,ukesm1-0-ll_ssp585
4.0,2021,-0.21400438,1.0,ukesm1-0-ll_ssp585
4.0,2022,-0.25852978,1.0,ukesm1-0-ll_ssp585
4.0,2023,-0.18335354,1.0,ukesm1-0-ll_ssp585
4.0,2024,-0.09748082,1.0,ukesm1-0-ll_ssp585
4.0,2025,-0.07076847,1.0,ukesm1-0-ll_ssp585
4.0,2026,-0.09557859,1.0,ukesm1-0-ll_ssp585
4.0,2027,-0.07039277,1.0,ukesm1-0-ll_ssp585
4.0,2028,-0.054151963,1.0,ukesm1-0-ll_ssp585
4.0,2029,0.012075476,1.0,ukesm1-0-ll_ssp585
4.0,2030,-0.025550455,1.0,ukesm1-0-ll_ssp585
4.0,2031,-0.07096923,1.0,ukesm1-0-ll_ssp585
4.0,2032,-0.11947304,1.0,ukesm1-0-ll_ssp585
4.0,2033,-0.14969711,1.0,ukesm1-0-ll_ssp585
4.0,2034,-0.13356219,1.0,ukesm1-0-ll_ssp585
4.0,2035,-0.12037248,1.0,ukesm1-0-ll_ssp585
4.0,2036,-0.10087192,1.0,ukesm1-0-ll_ssp585
4.0,2037,-0.032387216,1.0,ukesm1-0-ll_ssp585
4.0,2038,-0.018581988,1.0,ukesm1-0-ll_ssp585
4.0,2039,-0.09025407,1.0,ukesm1-0-ll_ssp585
4.0,2040,-0.022036303,1.0,ukesm1-0-ll_ssp585
4.0,2041,0.116359554,1.0,ukesm1-0-ll_ssp585
4.0,2042,0.2000375,1.0,ukesm1-0-ll_ssp585
4.0,2043,0.19395322,1.0,ukesm1-0-ll_ssp585
4.0,2044,0.21755019,1.0,ukesm1-0-ll_ssp585
4.0,2045,0.27372307,1.0,ukesm1-0-ll_ssp585
4.0,2046,0.2829844,1.0,ukesm1-0-ll_ssp585
4.0,2047,0.26320744,1.0,ukesm1-0-ll_ssp585
4.0,2048,0.3435403,1.0,ukesm1-0-ll_ssp585
4.0,2049,0.3152232,1.0,ukesm1-0-ll_ssp585
4.0,2050,0.27194315,1.0,ukesm1-0-ll_ssp585
4.0,2051,0.279052,1.0,ukesm1-0-ll_ssp585
4.0,2052,0.3118474,1.0,ukesm1-0-ll_ssp585
4.0,2053,0.2940917,1.0,ukesm1-0-ll_ssp585
4.0,2054,0.3417315,1.0,ukesm1-0-ll_ssp585
4.0,2055,0.373738,1.0,ukesm1-0-ll_ssp585
4.0,2056,0.38579315,1.0,ukesm1-0-ll_ssp585
4.0,2057,0.37747914,1.0,ukesm1-0-ll_ssp585
4.0,2058,0.4379486,1.0,ukesm1-0-ll_ssp585
4.0,2059,0.41410768,1.0,ukesm1-0-ll_ssp585
4.0,2060,0.44379616,1.0,ukesm1-0-ll_ssp585
4.0,2061,0.41301423,1.0,ukesm1-0-ll_ssp585
4.0,2062,0.40134624,1.0,ukesm1-0-ll_ssp585
4.0,2063,0.38306183,1.0,ukesm1-0-ll_ssp585
4.0,2064,0.4196688,1.0,ukesm1-0-ll_ssp585
4.0,2065,0.39633465,1.0,ukesm1-0-ll_ssp585
4.0,2066,0.35645264,1.0,ukesm1-0-ll_ssp585
4.0,2067,0.2953116,1.0,ukesm1-0-ll_ssp585
4.0,2068,0.29859173,1.0,ukesm1-0-ll_ssp585
4.0,2069,0.30704275,1.0,ukesm1-0-ll_ssp585
4.0,2070,0.31706488,1.0,ukesm1-0-ll_ssp585
4.0,2071,0.30546367,1.0,ukesm1-0-ll_ssp585
4.0,2072,0.29908046,1.0,ukesm1-0-ll_ssp585
4.0,2073,0.2888205,1.0,ukesm1-0-ll_ssp585
4.0,2074,0.27710027,1.0,ukesm1-0-ll_ssp585
4.0,2075,0.27957234,1.0,ukesm1-0-ll_ssp585
4.0,2076,0.29723462,1.0,ukesm1-0-ll_ssp585
4.0,2077,0.3101271,1.0,ukesm1-0-ll_ssp585
4.0,2078,0.28501424,1.0,ukesm1-0-ll_ssp585
4.0,2079,0.2855096,1.0,ukesm1-0-ll_ssp585
4.0,2080,0.28836906,1.0,ukesm1-0-ll_ssp585
4.0,2081,0.35123295,1.0,ukesm1-0-ll_ssp585
4.0,2082,0.2916156,1.0,ukesm1-0-ll_ssp585
4.0,2083,0.2546544,1.0,ukesm1-0-ll_ssp585
4.0,2084,0.2585245,1.0,ukesm1-0-ll_ssp585
4.0,2085,0.327027,1.0,ukesm1-0-ll_ssp585
4.0,2086,0.33613375,1.0,ukesm1-0-ll_ssp585
4.0,2087,0.3208391,1.0,ukesm1-0-ll_ssp585
4.0,2088,0.3839428,1.0,ukesm1-0-ll_ssp585
4.0,2089,0.46589345,1.0,ukesm1-0-ll_ssp585
4.0,2090,0.47982383,1.0,ukesm1-0-ll_ssp585
4.0,2091,0.46524063,1.0,ukesm1-0-ll_ssp585
4.0,2092,0.4387244,1.0,ukesm1-0-ll_ssp585
4.0,2093,0.41666085,1.0,ukesm1-0-ll_ssp585
4.0,2094,0.4545094,1.0,ukesm1-0-ll_ssp585
4.0,2095,0.4311692,1.0,ukesm1-0-ll_ssp585
4.0,2096,0.45176077,1.0,ukesm1-0-ll_ssp585
4.0,2097,0.4323383,1.0,ukesm1-0-ll_ssp585
4.0,2098,0.4922655,1.0,ukesm1-0-ll_ssp585
4.0,2099,0.5103142,1.0,ukesm1-0-ll_ssp585
4.0,2100,0.51017654,1.0,ukesm1-0-ll_ssp585
5.0,1995,-1.8107908,1.0,ukesm1-0-ll_ssp585
5.0,1996,-1.9274108,1.0,ukesm1-0-ll_ssp585
5.0,1997,-1.9885428,1.0,ukesm1-0-ll_ssp585
5.0,1998,-1.880734,1.0,ukesm1-0-ll_ssp585
5.0,1999,-1.8016449,1.0,ukesm1-0-ll_ssp585
5.0,2000,-1.8210115,1.0,ukesm1-0-ll_ssp585
5.0,2001,-1.8706561,1.0,ukesm1-0-ll_ssp585
5.0,2002,-1.7459965,1.0,ukesm1-0-ll_ssp585
5.0,2003,-1.727641,1.0,ukesm1-0-ll_ssp585
5.0,2004,-1.747785,1.0,ukesm1-0-ll_ssp585
5.0,2005,-1.7120132,1.0,ukesm1-0-ll_ssp585
5.0,2006,-1.7618364,1.0,ukesm1-0-ll_ssp585
5.0,2007,-1.823335,1.0,ukesm1-0-ll_ssp585
5.0,2008,-1.8168734,1.0,ukesm1-0-ll_ssp585
5.0,2009,-1.8358395,1.0,ukesm1-0-ll_ssp585
5.0,2010,-1.7357537,1.0,ukesm1-0-ll_ssp585
5.0,2011,-1.7128996,1.0,ukesm1-0-ll_ssp585
5.0,2012,-1.6250137,1.0,ukesm1-0-ll_ssp585
5.0,2013,-1.6066993,1.0,ukesm1-0-ll_ssp585
5.0,2014,-1.578556,1.0,ukesm1-0-ll_ssp585
5.0,2015,-1.6623071,1.0,ukesm1-0-ll_ssp585
5.0,2016,-1.7460173,1.0,ukesm1-0-ll_ssp585
5.0,2017,-1.8082342,1.0,ukesm1-0-ll_ssp585
5.0,2018,-1.6789846,1.0,ukesm1-0-ll_ssp585
5.0,2019,-1.6240275,1.0,ukesm1-0-ll_ssp585
5.0,2020,-1.6391163,1.0,ukesm1-0-ll_ssp585
5.0,2021,-1.6596692,1.0,ukesm1-0-ll_ssp585
5.0,2022,-1.5610943,1.0,ukesm1-0-ll_ssp585
5.0,2023,-1.5920376,1.0,ukesm1-0-ll_ssp585
5.0,2024,-1.5896693,1.0,ukesm1-0-ll_ssp585
5.0,2025,-1.5524098,1.0,ukesm1-0-ll_ssp585
5.0,2026,-1.520952,1.0,ukesm1-0-ll_ssp585
5.0,2027,-1.659663,1.0,ukesm1-0-ll_ssp585
5.0,2028,-1.6633437,1.0,ukesm1-0-ll_ssp585
5.0,2029,-1.7856894,1.0,ukesm1-0-ll_ssp585
5.0,2030,-1.7600032,1.0,ukesm1-0-ll_ssp585
5.0,2031,-1.767102,1.0,ukesm1-0-ll_ssp585
5.0,2032,-1.6505187,1.0,ukesm1-0-ll_ssp585
5.0,2033,-1.6608022,1.0,ukesm1-0-ll_ssp585
5.0,2034,-1.6275079,1.0,ukesm1-0-ll_ssp585
5.0,2035,-1.6388751,1.0,ukesm1-0-ll_ssp585
5.0,2036,-1.6680833,1.0,ukesm1-0-ll_ssp585
5.0,2037,-1.6623874,1.0,ukesm1-0-ll_ssp585
5.0,2038,-1.4756473,1.0,ukesm1-0-ll_ssp585
5.0,2039,-1.2802736,1.0,ukesm1-0-ll_ssp585
5.0,2040,-1.205527,1.0,ukesm1-0-ll_ssp585
5.0,2041,-1.1735907,1.0,ukesm1-0-ll_ssp585
5.0,2042,-1.2309954,1.0,ukesm1-0-ll_ssp585
5.0,2043,-1.2694695,1.0,ukesm1-0-ll_ssp585
5.0,2044,-1.1495531,1.0,ukesm1-0-ll_ssp585
5.0,2045,-1.3742043,1.0,ukesm1-0-ll_ssp585
5.0,2046,-1.200989,1.0,ukesm1-0-ll_ssp585
5.0,2047,-1.0834826,1.0,ukesm1-0-ll_ssp585
5.0,2048,-1.0875121,1.0,ukesm1-0-ll_ssp585
5.0,2049,-1.0802875,1.0,ukesm1-0-ll_ssp585
5.0,2050,-1.1907037,1.0,ukesm1-0-ll_ssp585
5.0,2051,-1.172594,1.0,ukesm1-0-ll_ssp585
5.0,2052,-1.126868,1.0,ukesm1-0-ll_ssp585
5.0,2053,-1.1555797,1.0,ukesm1-0-ll_ssp585
5.0,2054,-1.1803889,1.0,ukesm1-0-ll_ssp585
5.0,2055,-1.2998109,1.0,ukesm1-0-ll_ssp585
5.0,2056,-1.4015979,1.0,ukesm1-0-ll_ssp585
5.0,2057,-1.5137525,1.0,ukesm1-0-ll_ssp585
5.0,2058,-1.4394095,1.0,ukesm1-0-ll_ssp585
5.0,2059,-1.4095268,1.0,ukesm1-0-ll_ssp585
5.0,2060,-1.2961142,1.0,ukesm1-0-ll_ssp585
5.0,2061,-1.2056255,1.0,ukesm1-0-ll_ssp585
5.0,2062,-1.07272,1.0,ukesm1-0-ll_ssp585
5.0,2063,-1.0132574,1.0,ukesm1-0-ll_ssp585
5.0,2064,-0.9953388,1.0,ukesm1-0-ll_ssp585
5.0,2065,-1.0161798,1.0,ukesm1-0-ll_ssp585
5.0,2066,-0.9201365,1.0,ukesm1-0-ll_ssp585
5.0,2067,-0.94287974,1.0,ukesm1-0-ll_ssp585
5.0,2068,-0.9210997,1.0,ukesm1-0-ll_ssp585
5.0,2069,-0.92408025,1.0,ukesm1-0-ll_ssp585
5.0,2070,-0.8720717,1.0,ukesm1-0-ll_ssp585
5.0,2071,-0.89461905,1.0,ukesm1-0-ll_ssp585
5.0,2072,-0.99315006,1.0,ukesm1-0-ll_ssp585
5.0,2073,-1.1805043,1.0,ukesm1-0-ll_ssp585
5.0,2074,-1.1378193,1.0,ukesm1-0-ll_ssp585
5.0,2075,-1.1346439,1.0,ukesm1-0-ll_ssp585
5.0,2076,-1.1587442,1.0,ukesm1-0-ll_ssp585
5.0,2077,-1.1587832,1.0,ukesm1-0-ll_ssp585
5.0,2078,-1.1333898,1.0,ukesm1-0-ll_ssp585
5.0,2079,-1.0229582,1.0,ukesm1-0-ll_ssp585
5.0,2080,-0.848149,1.0,ukesm1-0-ll_ssp585
5.0,2081,-0.7914346,1.0,ukesm1-0-ll_ssp585
5.0,2082,-0.9428125,1.0,ukesm1-0-ll_ssp585
5.0,2083,-0.9141046,1.0,ukesm1-0-ll_ssp585
5.0,2084,-1.0961331,1.0,ukesm1-0-ll_ssp585
5.0,2085,-1.1378255,1.0,ukesm1-0-ll_ssp585
5.0,2086,-1.2093588,1.0,ukesm1-0-ll_ssp585
5.0,2087,-1.1633272,1.0,ukesm1-0-ll_ssp585
5.0,2088,-1.117,1.0,ukesm1-0-ll_ssp585
5.0,2089,-1.0363278,1.0,ukesm1-0-ll_ssp585
5.0,2090,-0.9594715,1.0,ukesm1-0-ll_ssp585
5.0,2091,-0.9802926,1.0,ukesm1-0-ll_ssp585
5.0,2092,-0.78175604,1.0,ukesm1-0-ll_ssp585
5.0,2093,-0.65121967,1.0,ukesm1-0-ll_ssp585
5.0,2094,-0.7250052,1.0,ukesm1-0-ll_ssp585
5.0,2095,-0.7351568,1.0,ukesm1-0-ll_ssp585
5.0,2096,-0.7646316,1.0,ukesm1-0-ll_ssp585
5.0,2097,-0.69955456,1.0,ukesm1-0-ll_ssp585
5.0,2098,-0.7808756,1.0,ukesm1-0-ll_ssp585
5.0,2099,-0.83530563,1.0,ukesm1-0-ll_ssp585
5.0,2100,-0.7324322,1.0,ukesm1-0-ll_ssp585
6.0,1995,-1.6634955,2.0,ukesm1-0-ll_ssp585
6.0,1996,-1.5345615,2.0,ukesm1-0-ll_ssp585
6.0,1997,-1.578249,2.0,ukesm1-0-ll_ssp585
6.0,1998,-1.5961517,2.0,ukesm1-0-ll_ssp585
6.0,1999,-1.5721729,2.0,ukesm1-0-ll_ssp585
6.0,2000,-1.5574687,2.0,ukesm1-0-ll_ssp585
6.0,2001,-1.6031322,2.0,ukesm1-0-ll_ssp585
6.0,2002,-1.5820807,2.0,ukesm1-0-ll_ssp585
6.0,2003,-1.5909309,2.0,ukesm1-0-ll_ssp585
6.0,2004,-1.5745019,2.0,ukesm1-0-ll_ssp585
6.0,2005,-1.590684,2.0,ukesm1-0-ll_ssp585
6.0,2006,-1.572843,2.0,ukesm1-0-ll_ssp585
6.0,2007,-1.5706253,2.0,ukesm1-0-ll_ssp585
6.0,2008,-1.4927328,2.0,ukesm1-0-ll_ssp585
6.0,2009,-1.4787179,2.0,ukesm1-0-ll_ssp585
6.0,2010,-1.3905725,2.0,ukesm1-0-ll_ssp585
6.0,2011,-1.4625384,2.0,ukesm1-0-ll_ssp585
6.0,2012,-1.4157572,2.0,ukesm1-0-ll_ssp585
6.0,2013,-1.5316515,2.0,ukesm1-0-ll_ssp585
6.0,2014,-1.5136882,2.0,ukesm1-0-ll_ssp585
6.0,2015,-1.572498,2.0,ukesm1-0-ll_ssp585
6.0,2016,-1.5195352,2.0,ukesm1-0-ll_ssp585
6.0,2017,-1.4631184,2.0,ukesm1-0-ll_ssp585
6.0,2018,-1.396604,2.0,ukesm1-0-ll_ssp585
6.0,2019,-1.2918519,2.0,ukesm1-0-ll_ssp585
6.0,2020,-1.4404777,2.0,ukesm1-0-ll_ssp585
6.0,2021,-1.3813299,2.0,ukesm1-0-ll_ssp585
6.0,2022,-1.510141,2.0,ukesm1-0-ll_ssp585
6.0,2023,-1.3834211,2.0,ukesm1-0-ll_ssp585
6.0,2024,-1.3242892,2.0,ukesm1-0-ll_ssp585
6.0,2025,-1.4967244,2.0,ukesm1-0-ll_ssp585
6.0,2026,-1.5027181,2.0,ukesm1-0-ll_ssp585
6.0,2027,-1.4398972,2.0,ukesm1-0-ll_ssp585
6.0,2028,-1.5079359,2.0,ukesm1-0-ll_ssp585
6.0,2029,-1.2916111,2.0,ukesm1-0-ll_ssp585
6.0,2030,-1.508422,2.0,ukesm1-0-ll_ssp585
6.0,2031,-1.5330082,2.0,ukesm1-0-ll_ssp585
6.0,2032,-1.5045594,2.0,ukesm1-0-ll_ssp585
6.0,2033,-1.5770295,2.0,ukesm1-0-ll_ssp585
6.0,2034,-1.4708639,2.0,ukesm1-0-ll_ssp585
6.0,2035,-1.5422299,2.0,ukesm1-0-ll_ssp585
6.0,2036,-1.470637,2.0,ukesm1-0-ll_ssp585
6.0,2037,-1.4377893,2.0,ukesm1-0-ll_ssp585
6.0,2038,-1.3727607,2.0,ukesm1-0-ll_ssp585
6.0,2039,-1.5038259,2.0,ukesm1-0-ll_ssp585
6.0,2040,-1.4046465,2.0,ukesm1-0-ll_ssp585
6.0,2041,-1.2933227,2.0,ukesm1-0-ll_ssp585
6.0,2042,-1.4980922,2.0,ukesm1-0-ll_ssp585
6.0,2043,-1.3922203,2.0,ukesm1-0-ll_ssp585
6.0,2044,-1.310905,2.0,ukesm1-0-ll_ssp585
6.0,2045,-1.3422073,2.0,ukesm1-0-ll_ssp585
6.0,2046,-1.3246179,2.0,ukesm1-0-ll_ssp585
6.0,2047,-1.2699047,2.0,ukesm1-0-ll_ssp585
6.0,2048,-1.2212974,2.0,ukesm1-0-ll_ssp585
6.0,2049,-1.11905,2.0,ukesm1-0-ll_ssp585
6.0,2050,-1.4244639,2.0,ukesm1-0-ll_ssp585
6.0,2051,-1.227626,2.0,ukesm1-0-ll_ssp585
6.0,2052,-1.3330722,2.0,ukesm1-0-ll_ssp585
6.0,2053,-1.045878,2.0,ukesm1-0-ll_ssp585
6.0,2054,-1.2929742,2.0,ukesm1-0-ll_ssp585
6.0,2055,-1.283686,2.0,ukesm1-0-ll_ssp585
6.0,2056,-1.2737366,2.0,ukesm1-0-ll_ssp585
6.0,2057,-1.2439197,2.0,ukesm1-0-ll_ssp585
6.0,2058,-1.0821398,2.0,ukesm1-0-ll_ssp585
6.0,2059,-1.0164238,2.0,ukesm1-0-ll_ssp585
6.0,2060,-1.045243,2.0,ukesm1-0-ll_ssp585
6.0,2061,-1.1369692,2.0,ukesm1-0-ll_ssp585
6.0,2062,-1.0935155,2.0,ukesm1-0-ll_ssp585
6.0,2063,-1.219683,2.0,ukesm1-0-ll_ssp585
6.0,2064,-1.0397668,2.0,ukesm1-0-ll_ssp585
6.0,2065,-1.0121644,2.0,ukesm1-0-ll_ssp585
6.0,2066,-1.031697,2.0,ukesm1-0-ll_ssp585
6.0,2067,-0.9320672,2.0,ukesm1-0-ll_ssp585
6.0,2068,-1.0376562,2.0,ukesm1-0-ll_ssp585
6.0,2069,-0.98469275,2.0,ukesm1-0-ll_ssp585
6.0,2070,-1.1222692,2.0,ukesm1-0-ll_ssp585
6.0,2071,-0.88420194,2.0,ukesm1-0-ll_ssp585
6.0,2072,-0.80327857,2.0,ukesm1-0-ll_ssp585
6.0,2073,-0.90608704,2.0,ukesm1-0-ll_ssp585
6.0,2074,-0.8638231,2.0,ukesm1-0-ll_ssp585
6.0,2075,-0.774701,2.0,ukesm1-0-ll_ssp585
6.0,2076,-0.8679344,2.0,ukesm1-0-ll_ssp585
6.0,2077,-0.68032575,2.0,ukesm1-0-ll_ssp585
6.0,2078,-0.64305574,2.0,ukesm1-0-ll_ssp585
6.0,2079,-0.6659946,2.0,ukesm1-0-ll_ssp585
6.0,2080,-0.69080305,2.0,ukesm1-0-ll_ssp585
6.0,2081,-0.6215489,2.0,ukesm1-0-ll_ssp585
6.0,2082,-0.5869844,2.0,ukesm1-0-ll_ssp585
6.0,2083,-0.5670035,2.0,ukesm1-0-ll_ssp585
6.0,2084,-0.51418656,2.0,ukesm1-0-ll_ssp585
6.0,2085,-0.5773714,2.0,ukesm1-0-ll_ssp585
6.0,2086,-0.5205391,2.0,ukesm1-0-ll_ssp585
6.0,2087,-0.4813513,2.0,ukesm1-0-ll_ssp585
6.0,2088,-0.48965344,2.0,ukesm1-0-ll_ssp585
6.0,2089,-0.36927167,2.0,ukesm1-0-ll_ssp585
6.0,2090,-0.23036142,2.0,ukesm1-0-ll_ssp585
6.0,2091,-0.2970455,2.0,ukesm1-0-ll_ssp585
6.0,2092,-0.5099193,2.0,ukesm1-0-ll_ssp585
6.0,2093,-0.27684134,2.0,ukesm1-0-ll_ssp585
6.0,2094,-0.40536863,2.0,ukesm1-0-ll_ssp585
6.0,2095,-0.33351582,2.0,ukesm1-0-ll_ssp585
6.0,2096,-0.31274268,2.0,ukesm1-0-ll_ssp585
6.0,2097,-0.18833932,2.0,ukesm1-0-ll_ssp585
6.0,2098,-0.16689312,2.0,ukesm1-0-ll_ssp585
6.0,2099,-0.21771139,2.0,ukesm1-0-ll_ssp585
6.0,2100,-0.28742212,2.0,ukesm1-0-ll_ssp585
7.0,1995,-0.1338366,2.0,ukesm1-0-ll_ssp585
7.0,1996,-0.14833817,2.0,ukesm1-0-ll_ssp585
7.0,1997,-0.15337476,2.0,ukesm1-0-ll_ssp585
7.0,1998,-0.1202673,2.0,ukesm1-0-ll_ssp585
7.0,1999,-0.043046847,2.0,ukesm1-0-ll_ssp585
7.0,2000,-0.16742282,2.0,ukesm1-0-ll_ssp585
7.0,2001,-0.27856946,2.0,ukesm1-0-ll_ssp585
7.0,2002,-0.35151586,2.0,ukesm1-0-ll_ssp585
7.0,2003,-0.41216266,2.0,ukesm1-0-ll_ssp585
7.0,2004,-0.47710082,2.0,ukesm1-0-ll_ssp585
7.0,2005,-0.4757039,2.0,ukesm1-0-ll_ssp585
7.0,2006,-0.50443506,2.0,ukesm1-0-ll_ssp585
7.0,2007,-0.4446358,2.0,ukesm1-0-ll_ssp585
7.0,2008,-0.43338394,2.0,ukesm1-0-ll_ssp585
7.0,2009,-0.35259077,2.0,ukesm1-0-ll_ssp585
7.0,2010,-0.32963875,2.0,ukesm1-0-ll_ssp585
7.0,2011,-0.38708156,2.0,ukesm1-0-ll_ssp585
7.0,2012,-0.35773808,2.0,ukesm1-0-ll_ssp585
7.0,2013,-0.4180418,2.0,ukesm1-0-ll_ssp585
7.0,2014,-0.46938723,2.0,ukesm1-0-ll_ssp585
7.0,2015,-0.37973326,2.0,ukesm1-0-ll_ssp585
7.0,2016,-0.39962122,2.0,ukesm1-0-ll_ssp585
7.0,2017,-0.38653338,2.0,ukesm1-0-ll_ssp585
7.0,2018,-0.4213728,2.0,ukesm1-0-ll_ssp585
7.0,2019,-0.2699375,2.0,ukesm1-0-ll_ssp585
7.0,2020,-0.31944406,2.0,ukesm1-0-ll_ssp585
7.0,2021,-0.29855245,2.0,ukesm1-0-ll_ssp585
7.0,2022,-0.29775724,2.0,ukesm1-0-ll_ssp585
7.0,2023,-0.3557198,2.0,ukesm1-0-ll_ssp585
7.0,2024,-0.43927178,2.0,ukesm1-0-ll_ssp585
7.0,2025,-0.40831473,2.0,ukesm1-0-ll_ssp585
7.0,2026,-0.29029757,2.0,ukesm1-0-ll_ssp585
7.0,2027,-0.4086673,2.0,ukesm1-0-ll_ssp585
7.0,2028,-0.49905932,2.0,ukesm1-0-ll_ssp585
7.0,2029,-0.4243853,2.0,ukesm1-0-ll_ssp585
7.0,2030,-0.40950954,2.0,ukesm1-0-ll_ssp585
7.0,2031,-0.46102417,2.0,ukesm1-0-ll_ssp585
7.0,2032,-0.38881844,2.0,ukesm1-0-ll_ssp585
7.0,2033,-0.32781792,2.0,ukesm1-0-ll_ssp585
7.0,2034,-0.23972821,2.0,ukesm1-0-ll_ssp585
7.0,2035,-0.19597383,2.0,ukesm1-0-ll_ssp585
7.0,2036,-0.19117996,2.0,ukesm1-0-ll_ssp585
7.0,2037,-0.17380501,2.0,ukesm1-0-ll_ssp585
7.0,2038,-0.18455346,2.0,ukesm1-0-ll_ssp585
7.0,2039,-0.13691552,2.0,ukesm1-0-ll_ssp585
7.0,2040,-0.11763061,2.0,ukesm1-0-ll_ssp585
7.0,2041,-0.21181214,2.0,ukesm1-0-ll_ssp585
7.0,2042,-0.16460104,2.0,ukesm1-0-ll_ssp585
7.0,2043,-0.10873294,2.0,ukesm1-0-ll_ssp585
7.0,2044,-0.15575737,2.0,ukesm1-0-ll_ssp585
7.0,2045,-0.09671699,2.0,ukesm1-0-ll_ssp585
7.0,2046,-0.050164387,2.0,ukesm1-0-ll_ssp585
7.0,2047,-0.04270049,2.0,ukesm1-0-ll_ssp585
7.0,2048,-0.10958605,2.0,ukesm1-0-ll_ssp585
7.0,2049,-0.033586945,2.0,ukesm1-0-ll_ssp585
