sectors,year,temperature,regions,aogcm
10.0,2022,-0.36047006,2.0,ccsm4_rcp8.5
10.0,2023,-0.39053494,2.0,ccsm4_rcp8.5
10.0,2024,-0.43940145,2.0,ccsm4_rcp8.5
10.0,2025,-0.4143499,2.0,ccsm4_rcp8.5
10.0,2026,-0.42469883,2.0,ccsm4_rcp8.5
10.0,2027,-0.41348246,2.0,ccsm4_rcp8.5
10.0,2028,-0.45040482,2.0,ccsm4_rcp8.5
10.0,2029,-0.4298025,2.0,ccsm4_rcp8.5
10.0,2030,-0.41162053,2.0,ccsm4_rcp8.5
10.0,2031,-0.3667206,2.0,ccsm4_rcp8.5
10.0,2032,-0.39298227,2.0,ccsm4_rcp8.5
10.0,2033,-0.39316466,2.0,ccsm4_rcp8.5
10.0,2034,-0.36600947,2.0,ccsm4_rcp8.5
10.0,2035,-0.3759738,2.0,ccsm4_rcp8.5
10.0,2036,-0.38757575,2.0,ccsm4_rcp8.5
10.0,2037,-0.38347724,2.0,ccsm4_rcp8.5
10.0,2038,-0.37459236,2.0,ccsm4_rcp8.5
10.0,2039,-0.3554863,2.0,ccsm4_rcp8.5
10.0,2040,-0.34010524,2.0,ccsm4_rcp8.5
10.0,2041,-0.32399204,2.0,ccsm4_rcp8.5
10.0,2042,-0.28748557,2.0,ccsm4_rcp8.5
10.0,2043,-0.28529888,2.0,ccsm4_rcp8.5
10.0,2044,-0.26680923,2.0,ccsm4_rcp8.5
10.0,2045,-0.3394029,2.0,ccsm4_rcp8.5
10.0,2046,-0.3069418,2.0,ccsm4_rcp8.5
10.0,2047,-0.2961175,2.0,ccsm4_rcp8.5
10.0,2048,-0.26483706,2.0,ccsm4_rcp8.5
10.0,2049,-0.26804426,2.0,ccsm4_rcp8.5
10.0,2050,-0.32935122,2.0,ccsm4_rcp8.5
10.0,2051,-0.33984363,2.0,ccsm4_rcp8.5
10.0,2052,-0.3248772,2.0,ccsm4_rcp8.5
10.0,2053,-0.3161444,2.0,ccsm4_rcp8.5
10.0,2054,-0.34764758,2.0,ccsm4_rcp8.5
10.0,2055,-0.29166302,2.0,ccsm4_rcp8.5
10.0,2056,-0.27042454,2.0,ccsm4_rcp8.5
10.0,2057,-0.28236392,2.0,ccsm4_rcp8.5
10.0,2058,-0.25968197,2.0,ccsm4_rcp8.5
10.0,2059,-0.22867028,2.0,ccsm4_rcp8.5
10.0,2060,-0.1687932,2.0,ccsm4_rcp8.5
10.0,2061,-0.14488903,2.0,ccsm4_rcp8.5
10.0,2062,-0.16385908,2.0,ccsm4_rcp8.5
10.0,2063,-0.16513044,2.0,ccsm4_rcp8.5
10.0,2064,-0.16153233,2.0,ccsm4_rcp8.5
10.0,2065,-0.11372553,2.0,ccsm4_rcp8.5
10.0,2066,-0.115832105,2.0,ccsm4_rcp8.5
10.0,2067,-0.087946065,2.0,ccsm4_rcp8.5
10.0,2068,-0.070140615,2.0,ccsm4_rcp8.5
10.0,2069,-0.093280725,2.0,ccsm4_rcp8.5
10.0,2070,-0.10539239,2.0,ccsm4_rcp8.5
10.0,2071,-0.13783896,2.0,ccsm4_rcp8.5
10.0,2072,-0.08841777,2.0,ccsm4_rcp8.5
10.0,2073,-0.058236174,2.0,ccsm4_rcp8.5
10.0,2074,-0.066822514,2.0,ccsm4_rcp8.5
10.0,2075,-0.09029634,2.0,ccsm4_rcp8.5
10.0,2076,-0.025369653,2.0,ccsm4_rcp8.5
10.0,2077,-0.0077563175,2.0,ccsm4_rcp8.5
10.0,2078,-0.003950823,2.0,ccsm4_rcp8.5
10.0,2079,-0.031131813,2.0,ccsm4_rcp8.5
10.0,2080,0.0036683793,2.0,ccsm4_rcp8.5
10.0,2081,-0.011888712,2.0,ccsm4_rcp8.5
10.0,2082,0.031695686,2.0,ccsm4_rcp8.5
10.0,2083,-0.008302644,2.0,ccsm4_rcp8.5
10.0,2084,-0.03217674,2.0,ccsm4_rcp8.5
10.0,2085,0.004511506,2.0,ccsm4_rcp8.5
10.0,2086,-0.009337972,2.0,ccsm4_rcp8.5
10.0,2087,-0.0072686565,2.0,ccsm4_rcp8.5
10.0,2088,0.042431217,2.0,ccsm4_rcp8.5
10.0,2089,0.06644951,2.0,ccsm4_rcp8.5
10.0,2090,0.03681739,2.0,ccsm4_rcp8.5
10.0,2091,0.107032284,2.0,ccsm4_rcp8.5
10.0,2092,0.15952908,2.0,ccsm4_rcp8.5
10.0,2093,0.16015434,2.0,ccsm4_rcp8.5
10.0,2094,0.14850001,2.0,ccsm4_rcp8.5
10.0,2095,0.13204785,2.0,ccsm4_rcp8.5
10.0,2096,0.14816792,2.0,ccsm4_rcp8.5
10.0,2097,0.1841856,2.0,ccsm4_rcp8.5
10.0,2098,0.22675729,2.0,ccsm4_rcp8.5
10.0,2099,0.20488712,2.0,ccsm4_rcp8.5
10.0,2100,0.19620194,2.0,ccsm4_rcp8.5
11.0,1995,-1.5820948,2.0,ccsm4_rcp8.5
11.0,1996,-1.6089317,2.0,ccsm4_rcp8.5
11.0,1997,-1.6109765,2.0,ccsm4_rcp8.5
11.0,1998,-1.6073092,2.0,ccsm4_rcp8.5
11.0,1999,-1.6158887,2.0,ccsm4_rcp8.5
11.0,2000,-1.5840201,2.0,ccsm4_rcp8.5
11.0,2001,-1.5202584,2.0,ccsm4_rcp8.5
11.0,2002,-1.5623772,2.0,ccsm4_rcp8.5
11.0,2003,-1.5430745,2.0,ccsm4_rcp8.5
11.0,2004,-1.5267366,2.0,ccsm4_rcp8.5
11.0,2005,-1.5233501,2.0,ccsm4_rcp8.5
11.0,2006,-1.5920808,2.0,ccsm4_rcp8.5
11.0,2007,-1.5462317,2.0,ccsm4_rcp8.5
11.0,2008,-1.5028901,2.0,ccsm4_rcp8.5
11.0,2009,-1.5171682,2.0,ccsm4_rcp8.5
11.0,2010,-1.537426,2.0,ccsm4_rcp8.5
11.0,2011,-1.5151169,2.0,ccsm4_rcp8.5
11.0,2012,-1.5066164,2.0,ccsm4_rcp8.5
11.0,2013,-1.4837432,2.0,ccsm4_rcp8.5
11.0,2014,-1.5302984,2.0,ccsm4_rcp8.5
11.0,2015,-1.525077,2.0,ccsm4_rcp8.5
11.0,2016,-1.4545623,2.0,ccsm4_rcp8.5
11.0,2017,-1.4286993,2.0,ccsm4_rcp8.5
11.0,2018,-1.4872408,2.0,ccsm4_rcp8.5
11.0,2019,-1.5324618,2.0,ccsm4_rcp8.5
11.0,2020,-1.5374808,2.0,ccsm4_rcp8.5
11.0,2021,-1.4969795,2.0,ccsm4_rcp8.5
11.0,2022,-1.4057437,2.0,ccsm4_rcp8.5
11.0,2023,-1.4514874,2.0,ccsm4_rcp8.5
11.0,2024,-1.456843,2.0,ccsm4_rcp8.5
11.0,2025,-1.4760399,2.0,ccsm4_rcp8.5
11.0,2026,-1.472733,2.0,ccsm4_rcp8.5
11.0,2027,-1.4530449,2.0,ccsm4_rcp8.5
11.0,2028,-1.4449738,2.0,ccsm4_rcp8.5
11.0,2029,-1.4241078,2.0,ccsm4_rcp8.5
11.0,2030,-1.4154708,2.0,ccsm4_rcp8.5
11.0,2031,-1.4189044,2.0,ccsm4_rcp8.5
11.0,2032,-1.4662395,2.0,ccsm4_rcp8.5
11.0,2033,-1.4404495,2.0,ccsm4_rcp8.5
11.0,2034,-1.4180506,2.0,ccsm4_rcp8.5
11.0,2035,-1.4262543,2.0,ccsm4_rcp8.5
11.0,2036,-1.433209,2.0,ccsm4_rcp8.5
11.0,2037,-1.4453448,2.0,ccsm4_rcp8.5
11.0,2038,-1.4359839,2.0,ccsm4_rcp8.5
11.0,2039,-1.4213196,2.0,ccsm4_rcp8.5
11.0,2040,-1.3950564,2.0,ccsm4_rcp8.5
11.0,2041,-1.4188349,2.0,ccsm4_rcp8.5
11.0,2042,-1.3566335,2.0,ccsm4_rcp8.5
11.0,2043,-1.3833035,2.0,ccsm4_rcp8.5
11.0,2044,-1.3784204,2.0,ccsm4_rcp8.5
11.0,2045,-1.3863072,2.0,ccsm4_rcp8.5
11.0,2046,-1.3172436,2.0,ccsm4_rcp8.5
11.0,2047,-1.3469856,2.0,ccsm4_rcp8.5
11.0,2048,-1.4014453,2.0,ccsm4_rcp8.5
11.0,2049,-1.4007943,2.0,ccsm4_rcp8.5
11.0,2050,-1.3399866,2.0,ccsm4_rcp8.5
11.0,2051,-1.3294569,2.0,ccsm4_rcp8.5
11.0,2052,-1.3465362,2.0,ccsm4_rcp8.5
11.0,2053,-1.3625165,2.0,ccsm4_rcp8.5
11.0,2054,-1.3986726,2.0,ccsm4_rcp8.5
11.0,2055,-1.3934383,2.0,ccsm4_rcp8.5
11.0,2056,-1.3451989,2.0,ccsm4_rcp8.5
11.0,2057,-1.3064523,2.0,ccsm4_rcp8.5
11.0,2058,-1.2772572,2.0,ccsm4_rcp8.5
11.0,2059,-1.3571697,2.0,ccsm4_rcp8.5
11.0,2060,-1.3791896,2.0,ccsm4_rcp8.5
11.0,2061,-1.3747233,2.0,ccsm4_rcp8.5
11.0,2062,-1.3549042,2.0,ccsm4_rcp8.5
11.0,2063,-1.3132539,2.0,ccsm4_rcp8.5
11.0,2064,-1.3294817,2.0,ccsm4_rcp8.5
11.0,2065,-1.2288607,2.0,ccsm4_rcp8.5
11.0,2066,-1.3477743,2.0,ccsm4_rcp8.5
11.0,2067,-1.360462,2.0,ccsm4_rcp8.5
11.0,2068,-1.3313684,2.0,ccsm4_rcp8.5
11.0,2069,-1.2878511,2.0,ccsm4_rcp8.5
11.0,2070,-1.2810075,2.0,ccsm4_rcp8.5
11.0,2071,-1.3287227,2.0,ccsm4_rcp8.5
11.0,2072,-1.297015,2.0,ccsm4_rcp8.5
11.0,2073,-1.1937729,2.0,ccsm4_rcp8.5
11.0,2074,-1.2407134,2.0,ccsm4_rcp8.5
11.0,2075,-1.2568076,2.0,ccsm4_rcp8.5
11.0,2076,-1.0964298,2.0,ccsm4_rcp8.5
11.0,2077,-1.1702578,2.0,ccsm4_rcp8.5
11.0,2078,-1.2210133,2.0,ccsm4_rcp8.5
11.0,2079,-1.1767805,2.0,ccsm4_rcp8.5
11.0,2080,-1.0945057,2.0,ccsm4_rcp8.5
11.0,2081,-1.2059591,2.0,ccsm4_rcp8.5
11.0,2082,-1.2665948,2.0,ccsm4_rcp8.5
11.0,2083,-1.2348869,2.0,ccsm4_rcp8.5
11.0,2084,-1.2294456,2.0,ccsm4_rcp8.5
11.0,2085,-1.1245952,2.0,ccsm4_rcp8.5
11.0,2086,-1.1761556,2.0,ccsm4_rcp8.5
11.0,2087,-1.1988333,2.0,ccsm4_rcp8.5
11.0,2088,-1.1389005,2.0,ccsm4_rcp8.5
11.0,2089,-1.1710299,2.0,ccsm4_rcp8.5
11.0,2090,-1.1709509,2.0,ccsm4_rcp8.5
11.0,2091,-1.1011889,2.0,ccsm4_rcp8.5
11.0,2092,-1.0661868,2.0,ccsm4_rcp8.5
11.0,2093,-1.1363103,2.0,ccsm4_rcp8.5
11.0,2094,-1.1616125,2.0,ccsm4_rcp8.5
11.0,2095,-1.1539541,2.0,ccsm4_rcp8.5
11.0,2096,-1.1363431,2.0,ccsm4_rcp8.5
11.0,2097,-1.0380211,2.0,ccsm4_rcp8.5
11.0,2098,-0.9248766,2.0,ccsm4_rcp8.5
11.0,2099,-1.1062074,2.0,ccsm4_rcp8.5
11.0,2100,-1.0996661,2.0,ccsm4_rcp8.5
12.0,1995,0.3904554,2.0,ccsm4_rcp8.5
12.0,1996,0.39685175,2.0,ccsm4_rcp8.5
12.0,1997,0.4098067,2.0,ccsm4_rcp8.5
12.0,1998,0.4150771,2.0,ccsm4_rcp8.5
12.0,1999,0.41524497,2.0,ccsm4_rcp8.5
12.0,2000,0.38760778,2.0,ccsm4_rcp8.5
12.0,2001,0.39702874,2.0,ccsm4_rcp8.5
12.0,2002,0.41670936,2.0,ccsm4_rcp8.5
12.0,2003,0.39877507,2.0,ccsm4_rcp8.5
12.0,2004,0.40221214,2.0,ccsm4_rcp8.5
12.0,2005,0.4073347,2.0,ccsm4_rcp8.5
12.0,2006,0.43211958,2.0,ccsm4_rcp8.5
12.0,2007,0.42264378,2.0,ccsm4_rcp8.5
12.0,2008,0.43303788,2.0,ccsm4_rcp8.5
12.0,2009,0.44920647,2.0,ccsm4_rcp8.5
12.0,2010,0.4535017,2.0,ccsm4_rcp8.5
12.0,2011,0.46942064,2.0,ccsm4_rcp8.5
12.0,2012,0.4723331,2.0,ccsm4_rcp8.5
12.0,2013,0.47680235,2.0,ccsm4_rcp8.5
12.0,2014,0.47682574,2.0,ccsm4_rcp8.5
12.0,2015,0.485127,2.0,ccsm4_rcp8.5
12.0,2016,0.4521499,2.0,ccsm4_rcp8.5
12.0,2017,0.44367126,2.0,ccsm4_rcp8.5
12.0,2018,0.4630015,2.0,ccsm4_rcp8.5
12.0,2019,0.48876417,2.0,ccsm4_rcp8.5
12.0,2020,0.4754474,2.0,ccsm4_rcp8.5
12.0,2021,0.46618676,2.0,ccsm4_rcp8.5
12.0,2022,0.47688553,2.0,ccsm4_rcp8.5
12.0,2023,0.4957083,2.0,ccsm4_rcp8.5
12.0,2024,0.4738529,2.0,ccsm4_rcp8.5
12.0,2025,0.4866698,2.0,ccsm4_rcp8.5
12.0,2026,0.50779444,2.0,ccsm4_rcp8.5
12.0,2027,0.5083047,2.0,ccsm4_rcp8.5
12.0,2028,0.5107415,2.0,ccsm4_rcp8.5
12.0,2029,0.50469875,2.0,ccsm4_rcp8.5
12.0,2030,0.5216768,2.0,ccsm4_rcp8.5
12.0,2031,0.51652414,2.0,ccsm4_rcp8.5
12.0,2032,0.5210646,2.0,ccsm4_rcp8.5
12.0,2033,0.52294403,2.0,ccsm4_rcp8.5
12.0,2034,0.53461456,2.0,ccsm4_rcp8.5
12.0,2035,0.52371037,2.0,ccsm4_rcp8.5
12.0,2036,0.53807867,2.0,ccsm4_rcp8.5
12.0,2037,0.55972606,2.0,ccsm4_rcp8.5
12.0,2038,0.53358936,2.0,ccsm4_rcp8.5
12.0,2039,0.5421569,2.0,ccsm4_rcp8.5
12.0,2040,0.5468737,2.0,ccsm4_rcp8.5
12.0,2041,0.54606867,2.0,ccsm4_rcp8.5
12.0,2042,0.5309937,2.0,ccsm4_rcp8.5
12.0,2043,0.5426654,2.0,ccsm4_rcp8.5
12.0,2044,0.5489894,2.0,ccsm4_rcp8.5
12.0,2045,0.56764627,2.0,ccsm4_rcp8.5
12.0,2046,0.5759223,2.0,ccsm4_rcp8.5
12.0,2047,0.56637394,2.0,ccsm4_rcp8.5
12.0,2048,0.57071984,2.0,ccsm4_rcp8.5
12.0,2049,0.58528095,2.0,ccsm4_rcp8.5
12.0,2050,0.58532035,2.0,ccsm4_rcp8.5
12.0,2051,0.5851072,2.0,ccsm4_rcp8.5
12.0,2052,0.57440066,2.0,ccsm4_rcp8.5
12.0,2053,0.5681064,2.0,ccsm4_rcp8.5
12.0,2054,0.5696906,2.0,ccsm4_rcp8.5
12.0,2055,0.58482444,2.0,ccsm4_rcp8.5
12.0,2056,0.6001993,2.0,ccsm4_rcp8.5
12.0,2057,0.59005994,2.0,ccsm4_rcp8.5
12.0,2058,0.5922389,2.0,ccsm4_rcp8.5
12.0,2059,0.6136002,2.0,ccsm4_rcp8.5
12.0,2060,0.6282989,2.0,ccsm4_rcp8.5
12.0,2061,0.618409,2.0,ccsm4_rcp8.5
12.0,2062,0.6076131,2.0,ccsm4_rcp8.5
12.0,2063,0.6377072,2.0,ccsm4_rcp8.5
12.0,2064,0.6141724,2.0,ccsm4_rcp8.5
12.0,2065,0.61359584,2.0,ccsm4_rcp8.5
12.0,2066,0.6238257,2.0,ccsm4_rcp8.5
12.0,2067,0.6380521,2.0,ccsm4_rcp8.5
12.0,2068,0.61727434,2.0,ccsm4_rcp8.5
12.0,2069,0.62841105,2.0,ccsm4_rcp8.5
12.0,2070,0.6527542,2.0,ccsm4_rcp8.5
12.0,2071,0.65053195,2.0,ccsm4_rcp8.5
12.0,2072,0.65341324,2.0,ccsm4_rcp8.5
12.0,2073,0.6565563,2.0,ccsm4_rcp8.5
12.0,2074,0.6679861,2.0,ccsm4_rcp8.5
12.0,2075,0.6852028,2.0,ccsm4_rcp8.5
12.0,2076,0.67861277,2.0,ccsm4_rcp8.5
12.0,2077,0.6860053,2.0,ccsm4_rcp8.5
12.0,2078,0.69570786,2.0,ccsm4_rcp8.5
12.0,2079,0.73980945,2.0,ccsm4_rcp8.5
12.0,2080,0.72324604,2.0,ccsm4_rcp8.5
12.0,2081,0.72685957,2.0,ccsm4_rcp8.5
12.0,2082,0.74025375,2.0,ccsm4_rcp8.5
12.0,2083,0.783262,2.0,ccsm4_rcp8.5
12.0,2084,0.7811951,2.0,ccsm4_rcp8.5
12.0,2085,0.7669959,2.0,ccsm4_rcp8.5
12.0,2086,0.78781956,2.0,ccsm4_rcp8.5
12.0,2087,0.79700273,2.0,ccsm4_rcp8.5
12.0,2088,0.8095878,2.0,ccsm4_rcp8.5
12.0,2089,0.80332935,2.0,ccsm4_rcp8.5
12.0,2090,0.8282829,2.0,ccsm4_rcp8.5
12.0,2091,0.8277268,2.0,ccsm4_rcp8.5
12.0,2092,0.8302292,2.0,ccsm4_rcp8.5
12.0,2093,0.8417239,2.0,ccsm4_rcp8.5
12.0,2094,0.8511524,2.0,ccsm4_rcp8.5
12.0,2095,0.85825974,2.0,ccsm4_rcp8.5
12.0,2096,0.86713445,2.0,ccsm4_rcp8.5
12.0,2097,0.85925096,2.0,ccsm4_rcp8.5
12.0,2098,0.89234054,2.0,ccsm4_rcp8.5
12.0,2099,0.9278359,2.0,ccsm4_rcp8.5
12.0,2100,0.9207922,2.0,ccsm4_rcp8.5
13.0,1995,0.05046441,2.0,ccsm4_rcp8.5
13.0,1996,0.06529602,2.0,ccsm4_rcp8.5
13.0,1997,0.046169896,2.0,ccsm4_rcp8.5
13.0,1998,0.041375365,2.0,ccsm4_rcp8.5
13.0,1999,0.043454077,2.0,ccsm4_rcp8.5
13.0,2000,0.034044538,2.0,ccsm4_rcp8.5
13.0,2001,0.048893478,2.0,ccsm4_rcp8.5
13.0,2002,0.049355287,2.0,ccsm4_rcp8.5
13.0,2003,0.046952497,2.0,ccsm4_rcp8.5
13.0,2004,0.05337583,2.0,ccsm4_rcp8.5
13.0,2005,0.054758538,2.0,ccsm4_rcp8.5
13.0,2006,0.044903968,2.0,ccsm4_rcp8.5
13.0,2007,0.040647563,2.0,ccsm4_rcp8.5
13.0,2008,0.056450505,2.0,ccsm4_rcp8.5
13.0,2009,0.06340252,2.0,ccsm4_rcp8.5
13.0,2010,0.06992889,2.0,ccsm4_rcp8.5
13.0,2011,0.067182474,2.0,ccsm4_rcp8.5
13.0,2012,0.06193249,2.0,ccsm4_rcp8.5
13.0,2013,0.09018609,2.0,ccsm4_rcp8.5
13.0,2014,0.07870832,2.0,ccsm4_rcp8.5
13.0,2015,0.071196176,2.0,ccsm4_rcp8.5
13.0,2016,0.08426856,2.0,ccsm4_rcp8.5
13.0,2017,0.094463535,2.0,ccsm4_rcp8.5
13.0,2018,0.08147146,2.0,ccsm4_rcp8.5
13.0,2019,0.08386577,2.0,ccsm4_rcp8.5
13.0,2020,0.07723177,2.0,ccsm4_rcp8.5
13.0,2021,0.077123314,2.0,ccsm4_rcp8.5
13.0,2022,0.10430707,2.0,ccsm4_rcp8.5
13.0,2023,0.10091729,2.0,ccsm4_rcp8.5
13.0,2024,0.09275891,2.0,ccsm4_rcp8.5
13.0,2025,0.11348835,2.0,ccsm4_rcp8.5
13.0,2026,0.12695992,2.0,ccsm4_rcp8.5
13.0,2027,0.11204311,2.0,ccsm4_rcp8.5
13.0,2028,0.08868665,2.0,ccsm4_rcp8.5
13.0,2029,0.088401735,2.0,ccsm4_rcp8.5
13.0,2030,0.114528716,2.0,ccsm4_rcp8.5
13.0,2031,0.11094648,2.0,ccsm4_rcp8.5
13.0,2032,0.104970336,2.0,ccsm4_rcp8.5
13.0,2033,0.07765277,2.0,ccsm4_rcp8.5
13.0,2034,0.09769448,2.0,ccsm4_rcp8.5
13.0,2035,0.12114435,2.0,ccsm4_rcp8.5
13.0,2036,0.14339735,2.0,ccsm4_rcp8.5
13.0,2037,0.12077129,2.0,ccsm4_rcp8.5
13.0,2038,0.12780125,2.0,ccsm4_rcp8.5
13.0,2039,0.13999473,2.0,ccsm4_rcp8.5
13.0,2040,0.13069712,2.0,ccsm4_rcp8.5
13.0,2041,0.1233406,2.0,ccsm4_rcp8.5
13.0,2042,0.13033782,2.0,ccsm4_rcp8.5
13.0,2043,0.12846346,2.0,ccsm4_rcp8.5
13.0,2044,0.16209768,2.0,ccsm4_rcp8.5
13.0,2045,0.15841791,2.0,ccsm4_rcp8.5
13.0,2046,0.17500739,2.0,ccsm4_rcp8.5
13.0,2047,0.18642576,2.0,ccsm4_rcp8.5
13.0,2048,0.1800456,2.0,ccsm4_rcp8.5
13.0,2049,0.15964417,2.0,ccsm4_rcp8.5
13.0,2050,0.16158344,2.0,ccsm4_rcp8.5
13.0,2051,0.16294234,2.0,ccsm4_rcp8.5
13.0,2052,0.17624955,2.0,ccsm4_rcp8.5
13.0,2053,0.17309985,2.0,ccsm4_rcp8.5
13.0,2054,0.16406405,2.0,ccsm4_rcp8.5
13.0,2055,0.18121856,2.0,ccsm4_rcp8.5
13.0,2056,0.19137596,2.0,ccsm4_rcp8.5
13.0,2057,0.19338621,2.0,ccsm4_rcp8.5
13.0,2058,0.19843163,2.0,ccsm4_rcp8.5
13.0,2059,0.23128219,2.0,ccsm4_rcp8.5
13.0,2060,0.25578803,2.0,ccsm4_rcp8.5
13.0,2061,0.23043127,2.0,ccsm4_rcp8.5
13.0,2062,0.24740738,2.0,ccsm4_rcp8.5
13.0,2063,0.23118289,2.0,ccsm4_rcp8.5
13.0,2064,0.23370962,2.0,ccsm4_rcp8.5
13.0,2065,0.24340393,2.0,ccsm4_rcp8.5
13.0,2066,0.25919884,2.0,ccsm4_rcp8.5
13.0,2067,0.25672495,2.0,ccsm4_rcp8.5
13.0,2068,0.28810847,2.0,ccsm4_rcp8.5
13.0,2069,0.27140012,2.0,ccsm4_rcp8.5
13.0,2070,0.25256616,2.0,ccsm4_rcp8.5
13.0,2071,0.2733498,2.0,ccsm4_rcp8.5
13.0,2072,0.30337238,2.0,ccsm4_rcp8.5
13.0,2073,0.29371,2.0,ccsm4_rcp8.5
13.0,2074,0.28178865,2.0,ccsm4_rcp8.5
13.0,2075,0.31173065,2.0,ccsm4_rcp8.5
13.0,2076,0.31574667,2.0,ccsm4_rcp8.5
13.0,2077,0.33463207,2.0,ccsm4_rcp8.5
13.0,2078,0.3247903,2.0,ccsm4_rcp8.5
13.0,2079,0.3151445,2.0,ccsm4_rcp8.5
13.0,2080,0.3650626,2.0,ccsm4_rcp8.5
13.0,2081,0.34528688,2.0,ccsm4_rcp8.5
13.0,2082,0.41682848,2.0,ccsm4_rcp8.5
13.0,2083,0.36883107,2.0,ccsm4_rcp8.5
13.0,2084,0.3704529,2.0,ccsm4_rcp8.5
13.0,2085,0.38505763,2.0,ccsm4_rcp8.5
13.0,2086,0.38373244,2.0,ccsm4_rcp8.5
13.0,2087,0.38600326,2.0,ccsm4_rcp8.5
13.0,2088,0.40864727,2.0,ccsm4_rcp8.5
13.0,2089,0.43131906,2.0,ccsm4_rcp8.5
13.0,2090,0.41360253,2.0,ccsm4_rcp8.5
13.0,2091,0.46249261,2.0,ccsm4_rcp8.5
13.0,2092,0.48947352,2.0,ccsm4_rcp8.5
13.0,2093,0.5064618,2.0,ccsm4_rcp8.5
13.0,2094,0.4995893,2.0,ccsm4_rcp8.5
13.0,2095,0.50733453,2.0,ccsm4_rcp8.5
13.0,2096,0.5081769,2.0,ccsm4_rcp8.5
13.0,2097,0.5309946,2.0,ccsm4_rcp8.5
13.0,2098,0.5093771,2.0,ccsm4_rcp8.5
13.0,2099,0.5542324,2.0,ccsm4_rcp8.5
13.0,2100,0.5595374,2.0,ccsm4_rcp8.5
14.0,1995,-0.8837922,2.0,ccsm4_rcp8.5
14.0,1996,-0.8546314,2.0,ccsm4_rcp8.5
14.0,1997,-0.85914415,2.0,ccsm4_rcp8.5
14.0,1998,-0.86197996,2.0,ccsm4_rcp8.5
14.0,1999,-0.8584631,2.0,ccsm4_rcp8.5
14.0,2000,-0.8868055,2.0,ccsm4_rcp8.5
14.0,2001,-0.8579477,2.0,ccsm4_rcp8.5
14.0,2002,-0.8639497,2.0,ccsm4_rcp8.5
14.0,2003,-0.84791833,2.0,ccsm4_rcp8.5
14.0,2004,-0.86651033,2.0,ccsm4_rcp8.5
14.0,2005,-0.8608428,2.0,ccsm4_rcp8.5
14.0,2006,-0.8824916,2.0,ccsm4_rcp8.5
14.0,2007,-0.8706337,2.0,ccsm4_rcp8.5
14.0,2008,-0.8595238,2.0,ccsm4_rcp8.5
14.0,2009,-0.852675,2.0,ccsm4_rcp8.5
14.0,2010,-0.84880966,2.0,ccsm4_rcp8.5
14.0,2011,-0.8388525,2.0,ccsm4_rcp8.5
14.0,2012,-0.8582496,2.0,ccsm4_rcp8.5
14.0,2013,-0.86020005,2.0,ccsm4_rcp8.5
14.0,2014,-0.8426815,2.0,ccsm4_rcp8.5
14.0,2015,-0.8356948,2.0,ccsm4_rcp8.5
14.0,2016,-0.8231051,2.0,ccsm4_rcp8.5
14.0,2017,-0.8284774,2.0,ccsm4_rcp8.5
14.0,2018,-0.8538181,2.0,ccsm4_rcp8.5
14.0,2019,-0.8426306,2.0,ccsm4_rcp8.5
14.0,2020,-0.83384246,2.0,ccsm4_rcp8.5
14.0,2021,-0.8208036,2.0,ccsm4_rcp8.5
14.0,2022,-0.83326644,2.0,ccsm4_rcp8.5
14.0,2023,-0.8373367,2.0,ccsm4_rcp8.5
14.0,2024,-0.8278406,2.0,ccsm4_rcp8.5
14.0,2025,-0.8095866,2.0,ccsm4_rcp8.5
14.0,2026,-0.80717593,2.0,ccsm4_rcp8.5
14.0,2027,-0.8127029,2.0,ccsm4_rcp8.5
14.0,2028,-0.83494294,2.0,ccsm4_rcp8.5
14.0,2029,-0.8387509,2.0,ccsm4_rcp8.5
14.0,2030,-0.8215298,2.0,ccsm4_rcp8.5
14.0,2031,-0.8093332,2.0,ccsm4_rcp8.5
14.0,2032,-0.8135269,2.0,ccsm4_rcp8.5
14.0,2033,-0.8240226,2.0,ccsm4_rcp8.5
14.0,2034,-0.80157346,2.0,ccsm4_rcp8.5
14.0,2035,-0.8031474,2.0,ccsm4_rcp8.5
14.0,2036,-0.79534554,2.0,ccsm4_rcp8.5
14.0,2037,-0.8090442,2.0,ccsm4_rcp8.5
14.0,2038,-0.80415714,2.0,ccsm4_rcp8.5
14.0,2039,-0.78949374,2.0,ccsm4_rcp8.5
14.0,2040,-0.79073095,2.0,ccsm4_rcp8.5
14.0,2041,-0.80990934,2.0,ccsm4_rcp8.5
14.0,2042,-0.7778195,2.0,ccsm4_rcp8.5
14.0,2043,-0.78672546,2.0,ccsm4_rcp8.5
14.0,2044,-0.7802077,2.0,ccsm4_rcp8.5
14.0,2045,-0.76721823,2.0,ccsm4_rcp8.5
14.0,2046,-0.7521351,2.0,ccsm4_rcp8.5
14.0,2047,-0.7662583,2.0,ccsm4_rcp8.5
14.0,2048,-0.76623166,2.0,ccsm4_rcp8.5
14.0,2049,-0.7659058,2.0,ccsm4_rcp8.5
14.0,2050,-0.77126926,2.0,ccsm4_rcp8.5
14.0,2051,-0.74751604,2.0,ccsm4_rcp8.5
14.0,2052,-0.7377936,2.0,ccsm4_rcp8.5
14.0,2053,-0.7542904,2.0,ccsm4_rcp8.5
14.0,2054,-0.7551376,2.0,ccsm4_rcp8.5
14.0,2055,-0.7612148,2.0,ccsm4_rcp8.5
