sectors,year,mask,regions,aogcm
10.0,2074,1.5080683e-05,2.0,CESM2_ssp585
10.0,2075,3.0161367e-05,2.0,CESM2_ssp585
10.0,2076,3.0161367e-05,2.0,CESM2_ssp585
10.0,2077,7.5403426e-05,2.0,CESM2_ssp585
10.0,2078,0.00012818581,2.0,CESM2_ssp585
10.0,2079,0.00045996087,2.0,CESM2_ssp585
10.0,2080,0.00045996087,2.0,CESM2_ssp585
10.0,2081,0.00045996087,2.0,CESM2_ssp585
10.0,2082,0.0010028655,2.0,CESM2_ssp585
10.0,2083,0.0013271002,2.0,CESM2_ssp585
10.0,2084,0.0026617409,2.0,CESM2_ssp585
10.0,2085,0.0029859755,2.0,CESM2_ssp585
10.0,2086,0.0034685575,2.0,CESM2_ssp585
10.0,2087,0.004652391,2.0,CESM2_ssp585
10.0,2088,0.0053838044,2.0,CESM2_ssp585
10.0,2089,0.0054592076,2.0,CESM2_ssp585
10.0,2090,0.00638667,2.0,CESM2_ssp585
10.0,2091,0.00683155,2.0,CESM2_ssp585
10.0,2092,0.00683155,2.0,CESM2_ssp585
10.0,2093,0.007751472,2.0,CESM2_ssp585
10.0,2094,0.007751472,2.0,CESM2_ssp585
10.0,2095,0.007894739,2.0,CESM2_ssp585
10.0,2096,0.007924899,2.0,CESM2_ssp585
10.0,2097,0.008256675,2.0,CESM2_ssp585
10.0,2098,0.008256675,2.0,CESM2_ssp585
10.0,2099,0.008565829,2.0,CESM2_ssp585
10.0,2100,0.0088825235,2.0,CESM2_ssp585
11.0,1995,0.0,2.0,CESM2_ssp585
11.0,1996,0.0,2.0,CESM2_ssp585
11.0,1997,0.0,2.0,CESM2_ssp585
11.0,1998,0.0,2.0,CESM2_ssp585
11.0,1999,0.0,2.0,CESM2_ssp585
11.0,2000,0.0,2.0,CESM2_ssp585
11.0,2001,0.0,2.0,CESM2_ssp585
11.0,2002,0.0,2.0,CESM2_ssp585
11.0,2003,0.0,2.0,CESM2_ssp585
11.0,2004,0.0,2.0,CESM2_ssp585
11.0,2005,0.0,2.0,CESM2_ssp585
11.0,2006,0.0,2.0,CESM2_ssp585
11.0,2007,0.0,2.0,CESM2_ssp585
11.0,2008,0.0,2.0,CESM2_ssp585
11.0,2009,0.0,2.0,CESM2_ssp585
11.0,2010,0.0,2.0,CESM2_ssp585
11.0,2011,0.0,2.0,CESM2_ssp585
11.0,2012,0.0,2.0,CESM2_ssp585
11.0,2013,0.0,2.0,CESM2_ssp585
11.0,2014,0.0,2.0,CESM2_ssp585
11.0,2015,0.0,2.0,CESM2_ssp585
11.0,2016,0.0,2.0,CESM2_ssp585
11.0,2017,0.0,2.0,CESM2_ssp585
11.0,2018,0.0,2.0,CESM2_ssp585
11.0,2019,0.0,2.0,CESM2_ssp585
11.0,2020,0.0,2.0,CESM2_ssp585
11.0,2021,0.0,2.0,CESM2_ssp585
11.0,2022,0.0,2.0,CESM2_ssp585
11.0,2023,0.0,2.0,CESM2_ssp585
11.0,2024,0.0,2.0,CESM2_ssp585
11.0,2025,0.0,2.0,CESM2_ssp585
11.0,2026,0.0,2.0,CESM2_ssp585
11.0,2027,0.0,2.0,CESM2_ssp585
11.0,2028,0.0,2.0,CESM2_ssp585
11.0,2029,0.0,2.0,CESM2_ssp585
11.0,2030,0.0,2.0,CESM2_ssp585
11.0,2031,0.0,2.0,CESM2_ssp585
11.0,2032,0.0,2.0,CESM2_ssp585
11.0,2033,0.0,2.0,CESM2_ssp585
11.0,2034,0.0,2.0,CESM2_ssp585
11.0,2035,0.0,2.0,CESM2_ssp585
11.0,2036,0.0,2.0,CESM2_ssp585
11.0,2037,0.0,2.0,CESM2_ssp585
11.0,2038,0.0,2.0,CESM2_ssp585
11.0,2039,0.0,2.0,CESM2_ssp585
11.0,2040,0.0,2.0,CESM2_ssp585
11.0,2041,0.0,2.0,CESM2_ssp585
11.0,2042,0.0,2.0,CESM2_ssp585
11.0,2043,0.0,2.0,CESM2_ssp585
11.0,2044,0.0,2.0,CESM2_ssp585
11.0,2045,0.0,2.0,CESM2_ssp585
11.0,2046,0.0,2.0,CESM2_ssp585
11.0,2047,0.0,2.0,CESM2_ssp585
11.0,2048,0.0,2.0,CESM2_ssp585
11.0,2049,0.0,2.0,CESM2_ssp585
11.0,2050,0.0,2.0,CESM2_ssp585
11.0,2051,0.0,2.0,CESM2_ssp585
11.0,2052,0.0,2.0,CESM2_ssp585
11.0,2053,0.0,2.0,CESM2_ssp585
11.0,2054,0.0,2.0,CESM2_ssp585
11.0,2055,0.0,2.0,CESM2_ssp585
11.0,2056,0.0,2.0,CESM2_ssp585
11.0,2057,0.0,2.0,CESM2_ssp585
11.0,2058,0.0,2.0,CESM2_ssp585
11.0,2059,0.0,2.0,CESM2_ssp585
11.0,2060,0.0,2.0,CESM2_ssp585
11.0,2061,0.0,2.0,CESM2_ssp585
11.0,2062,5.5587693e-06,2.0,CESM2_ssp585
11.0,2063,5.5587693e-06,2.0,CESM2_ssp585
11.0,2064,1.6676306e-05,2.0,CESM2_ssp585
11.0,2065,1.6676306e-05,2.0,CESM2_ssp585
11.0,2066,1.6676306e-05,2.0,CESM2_ssp585
11.0,2067,1.6676306e-05,2.0,CESM2_ssp585
11.0,2068,3.335261e-05,2.0,CESM2_ssp585
11.0,2069,3.335261e-05,2.0,CESM2_ssp585
11.0,2070,3.8911377e-05,2.0,CESM2_ssp585
11.0,2071,8.338153e-05,2.0,CESM2_ssp585
11.0,2072,8.338153e-05,2.0,CESM2_ssp585
11.0,2073,8.338153e-05,2.0,CESM2_ssp585
11.0,2074,8.8940295e-05,2.0,CESM2_ssp585
11.0,2075,9.449906e-05,2.0,CESM2_ssp585
11.0,2076,0.000111175366,2.0,CESM2_ssp585
11.0,2077,0.00014452798,2.0,CESM2_ssp585
11.0,2078,0.00015564551,2.0,CESM2_ssp585
11.0,2079,0.00018899812,2.0,CESM2_ssp585
11.0,2080,0.00020011565,2.0,CESM2_ssp585
11.0,2081,0.00020011565,2.0,CESM2_ssp585
11.0,2082,0.0002668209,2.0,CESM2_ssp585
11.0,2083,0.00033908486,2.0,CESM2_ssp585
11.0,2084,0.0007754478,2.0,CESM2_ssp585
11.0,2085,0.0009283141,2.0,CESM2_ssp585
11.0,2086,0.00093943166,2.0,CESM2_ssp585
11.0,2087,0.0010061369,2.0,CESM2_ssp585
11.0,2088,0.0010839596,2.0,CESM2_ssp585
11.0,2089,0.0010839596,2.0,CESM2_ssp585
11.0,2090,0.0012979718,2.0,CESM2_ssp585
11.0,2091,0.001342442,2.0,CESM2_ssp585
11.0,2092,0.001342442,2.0,CESM2_ssp585
11.0,2093,0.0014702937,2.0,CESM2_ssp585
11.0,2094,0.0014702937,2.0,CESM2_ssp585
11.0,2095,0.0014702937,2.0,CESM2_ssp585
11.0,2096,0.00148697,2.0,CESM2_ssp585
11.0,2097,0.0015536752,2.0,CESM2_ssp585
11.0,2098,0.0015647927,2.0,CESM2_ssp585
11.0,2099,0.0017315558,2.0,CESM2_ssp585
11.0,2100,0.0017593496,2.0,CESM2_ssp585
12.0,1995,1.7558648e-05,2.0,CESM2_ssp585
12.0,1996,1.7558648e-05,2.0,CESM2_ssp585
12.0,1997,1.7558648e-05,2.0,CESM2_ssp585
12.0,1998,1.7558648e-05,2.0,CESM2_ssp585
12.0,1999,1.7558648e-05,2.0,CESM2_ssp585
12.0,2000,1.7558648e-05,2.0,CESM2_ssp585
12.0,2001,1.7558648e-05,2.0,CESM2_ssp585
12.0,2002,1.7558648e-05,2.0,CESM2_ssp585
12.0,2003,1.7558648e-05,2.0,CESM2_ssp585
12.0,2004,1.7558648e-05,2.0,CESM2_ssp585
12.0,2005,1.7558648e-05,2.0,CESM2_ssp585
12.0,2006,1.7558648e-05,2.0,CESM2_ssp585
12.0,2007,1.7558648e-05,2.0,CESM2_ssp585
12.0,2008,1.7558648e-05,2.0,CESM2_ssp585
12.0,2009,1.7558648e-05,2.0,CESM2_ssp585
12.0,2010,1.7558648e-05,2.0,CESM2_ssp585
12.0,2011,1.7558648e-05,2.0,CESM2_ssp585
12.0,2012,1.7558648e-05,2.0,CESM2_ssp585
12.0,2013,1.7558648e-05,2.0,CESM2_ssp585
12.0,2014,1.7558648e-05,2.0,CESM2_ssp585
12.0,2015,1.7558648e-05,2.0,CESM2_ssp585
12.0,2016,1.7558648e-05,2.0,CESM2_ssp585
12.0,2017,1.7558648e-05,2.0,CESM2_ssp585
12.0,2018,1.7558648e-05,2.0,CESM2_ssp585
12.0,2019,2.9264414e-05,2.0,CESM2_ssp585
12.0,2020,2.9264414e-05,2.0,CESM2_ssp585
12.0,2021,2.9264414e-05,2.0,CESM2_ssp585
12.0,2022,2.9264414e-05,2.0,CESM2_ssp585
12.0,2023,2.9264414e-05,2.0,CESM2_ssp585
12.0,2024,2.9264414e-05,2.0,CESM2_ssp585
12.0,2025,2.9264414e-05,2.0,CESM2_ssp585
12.0,2026,2.9264414e-05,2.0,CESM2_ssp585
12.0,2027,4.0970182e-05,2.0,CESM2_ssp585
12.0,2028,7.02346e-05,2.0,CESM2_ssp585
12.0,2029,7.02346e-05,2.0,CESM2_ssp585
12.0,2030,0.00011120478,2.0,CESM2_ssp585
12.0,2031,0.00011120478,2.0,CESM2_ssp585
12.0,2032,0.00019899802,2.0,CESM2_ssp585
12.0,2033,0.00026337974,2.0,CESM2_ssp585
12.0,2034,0.00035702586,2.0,CESM2_ssp585
12.0,2035,0.00043018715,2.0,CESM2_ssp585
12.0,2036,0.00043018715,2.0,CESM2_ssp585
12.0,2037,0.00043018715,2.0,CESM2_ssp585
12.0,2038,0.00068186113,2.0,CESM2_ssp585
12.0,2039,0.00069356686,2.0,CESM2_ssp585
12.0,2040,0.00069356686,2.0,CESM2_ssp585
12.0,2041,0.0007989188,2.0,CESM2_ssp585
12.0,2042,0.00108571,2.0,CESM2_ssp585
12.0,2043,0.00108571,2.0,CESM2_ssp585
12.0,2044,0.0019051139,2.0,CESM2_ssp585
12.0,2045,0.0019051139,2.0,CESM2_ssp585
12.0,2046,0.003495635,2.0,CESM2_ssp585
12.0,2047,0.0043735676,2.0,CESM2_ssp585
12.0,2048,0.004707182,2.0,CESM2_ssp585
12.0,2049,0.0069064014,2.0,CESM2_ssp585
12.0,2050,0.006918107,2.0,CESM2_ssp585
12.0,2051,0.007333662,2.0,CESM2_ssp585
12.0,2052,0.007333662,2.0,CESM2_ssp585
12.0,2053,0.007333662,2.0,CESM2_ssp585
12.0,2054,0.007333662,2.0,CESM2_ssp585
12.0,2055,0.0077521433,2.0,CESM2_ssp585
12.0,2056,0.0077521433,2.0,CESM2_ssp585
12.0,2057,0.007845789,2.0,CESM2_ssp585
12.0,2058,0.00788676,2.0,CESM2_ssp585
12.0,2059,0.00788676,2.0,CESM2_ssp585
12.0,2060,0.008066735,2.0,CESM2_ssp585
12.0,2061,0.008072589,2.0,CESM2_ssp585
12.0,2062,0.008760302,2.0,CESM2_ssp585
12.0,2063,0.011508232,2.0,CESM2_ssp585
12.0,2064,0.013761593,2.0,CESM2_ssp585
12.0,2065,0.01427811,2.0,CESM2_ssp585
12.0,2066,0.014734634,2.0,CESM2_ssp585
12.0,2067,0.01474634,2.0,CESM2_ssp585
12.0,2068,0.015235056,2.0,CESM2_ssp585
12.0,2069,0.01665438,2.0,CESM2_ssp585
12.0,2070,0.01724991,2.0,CESM2_ssp585
12.0,2071,0.018121991,2.0,CESM2_ssp585
12.0,2072,0.019437427,2.0,CESM2_ssp585
12.0,2073,0.02034755,2.0,CESM2_ssp585
12.0,2074,0.02035633,2.0,CESM2_ssp585
12.0,2075,0.020627026,2.0,CESM2_ssp585
12.0,2076,0.022912577,2.0,CESM2_ssp585
12.0,2077,0.027501239,2.0,CESM2_ssp585
12.0,2078,0.027594885,2.0,CESM2_ssp585
12.0,2079,0.028155297,2.0,CESM2_ssp585
12.0,2080,0.02901421,2.0,CESM2_ssp585
12.0,2081,0.029977009,2.0,CESM2_ssp585
12.0,2082,0.03220696,2.0,CESM2_ssp585
12.0,2083,0.03320195,2.0,CESM2_ssp585
12.0,2084,0.035260703,2.0,CESM2_ssp585
12.0,2085,0.036251303,2.0,CESM2_ssp585
12.0,2086,0.03720386,2.0,CESM2_ssp585
12.0,2087,0.03743066,2.0,CESM2_ssp585
12.0,2088,0.038506128,2.0,CESM2_ssp585
12.0,2089,0.041355018,2.0,CESM2_ssp585
12.0,2090,0.043364022,2.0,CESM2_ssp585
12.0,2091,0.04562177,2.0,CESM2_ssp585
12.0,2092,0.046400208,2.0,CESM2_ssp585
12.0,2093,0.04666505,2.0,CESM2_ssp585
12.0,2094,0.04715523,2.0,CESM2_ssp585
12.0,2095,0.047570784,2.0,CESM2_ssp585
12.0,2096,0.049309094,2.0,CESM2_ssp585
12.0,2097,0.05009923,2.0,CESM2_ssp585
12.0,2098,0.051059105,2.0,CESM2_ssp585
12.0,2099,0.05217408,2.0,CESM2_ssp585
12.0,2100,0.05272864,2.0,CESM2_ssp585
13.0,1995,0.0,2.0,CESM2_ssp585
13.0,1996,0.0,2.0,CESM2_ssp585
13.0,1997,0.0,2.0,CESM2_ssp585
13.0,1998,0.0,2.0,CESM2_ssp585
13.0,1999,0.0,2.0,CESM2_ssp585
13.0,2000,0.0,2.0,CESM2_ssp585
13.0,2001,0.0,2.0,CESM2_ssp585
13.0,2002,0.0,2.0,CESM2_ssp585
13.0,2003,0.0,2.0,CESM2_ssp585
13.0,2004,0.0,2.0,CESM2_ssp585
13.0,2005,0.0,2.0,CESM2_ssp585
13.0,2006,0.0,2.0,CESM2_ssp585
13.0,2007,0.0,2.0,CESM2_ssp585
13.0,2008,0.0,2.0,CESM2_ssp585
13.0,2009,0.0,2.0,CESM2_ssp585
13.0,2010,0.0,2.0,CESM2_ssp585
13.0,2011,0.0,2.0,CESM2_ssp585
13.0,2012,0.0,2.0,CESM2_ssp585
13.0,2013,0.0,2.0,CESM2_ssp585
13.0,2014,0.0,2.0,CESM2_ssp585
13.0,2015,0.0,2.0,CESM2_ssp585
13.0,2016,0.0,2.0,CESM2_ssp585
13.0,2017,0.0,2.0,CESM2_ssp585
13.0,2018,0.0,2.0,CESM2_ssp585
13.0,2019,0.0,2.0,CESM2_ssp585
13.0,2020,0.0,2.0,CESM2_ssp585
13.0,2021,0.0,2.0,CESM2_ssp585
13.0,2022,0.0,2.0,CESM2_ssp585
13.0,2023,0.0,2.0,CESM2_ssp585
13.0,2024,0.0,2.0,CESM2_ssp585
13.0,2025,0.0,2.0,CESM2_ssp585
13.0,2026,0.0,2.0,CESM2_ssp585
13.0,2027,0.0,2.0,CESM2_ssp585
13.0,2028,0.0,2.0,CESM2_ssp585
13.0,2029,0.0,2.0,CESM2_ssp585
13.0,2030,0.0,2.0,CESM2_ssp585
13.0,2031,0.0,2.0,CESM2_ssp585
13.0,2032,0.0,2.0,CESM2_ssp585
13.0,2033,0.0,2.0,CESM2_ssp585
13.0,2034,0.0,2.0,CESM2_ssp585
13.0,2035,0.0,2.0,CESM2_ssp585
13.0,2036,0.0,2.0,CESM2_ssp585
13.0,2037,0.0,2.0,CESM2_ssp585
13.0,2038,0.0,2.0,CESM2_ssp585
13.0,2039,0.0,2.0,CESM2_ssp585
13.0,2040,0.0,2.0,CESM2_ssp585
13.0,2041,0.0,2.0,CESM2_ssp585
13.0,2042,0.0,2.0,CESM2_ssp585
13.0,2043,0.0,2.0,CESM2_ssp585
13.0,2044,0.0,2.0,CESM2_ssp585
13.0,2045,0.0,2.0,CESM2_ssp585
13.0,2046,0.0,2.0,CESM2_ssp585
13.0,2047,0.0,2.0,CESM2_ssp585
13.0,2048,0.0,2.0,CESM2_ssp585
13.0,2049,0.0,2.0,CESM2_ssp585
13.0,2050,0.0,2.0,CESM2_ssp585
13.0,2051,0.0,2.0,CESM2_ssp585
13.0,2052,0.0,2.0,CESM2_ssp585
13.0,2053,0.0,2.0,CESM2_ssp585
13.0,2054,0.0,2.0,CESM2_ssp585
13.0,2055,0.0,2.0,CESM2_ssp585
13.0,2056,0.0,2.0,CESM2_ssp585
13.0,2057,0.0,2.0,CESM2_ssp585
13.0,2058,0.0,2.0,CESM2_ssp585
13.0,2059,0.0,2.0,CESM2_ssp585
13.0,2060,0.0,2.0,CESM2_ssp585
13.0,2061,0.0,2.0,CESM2_ssp585
13.0,2062,0.0,2.0,CESM2_ssp585
13.0,2063,1.29634445e-05,2.0,CESM2_ssp585
13.0,2064,4.753263e-05,2.0,CESM2_ssp585
13.0,2065,4.753263e-05,2.0,CESM2_ssp585
13.0,2066,7.778067e-05,2.0,CESM2_ssp585
13.0,2067,0.0001512402,2.0,CESM2_ssp585
13.0,2068,0.00023334201,2.0,CESM2_ssp585
13.0,2069,0.00023334201,2.0,CESM2_ssp585
13.0,2070,0.00024630546,2.0,CESM2_ssp585
13.0,2071,0.00028951696,2.0,CESM2_ssp585
13.0,2072,0.00028951696,2.0,CESM2_ssp585
13.0,2073,0.00028951696,2.0,CESM2_ssp585
13.0,2074,0.00028951696,2.0,CESM2_ssp585
13.0,2075,0.00038890337,2.0,CESM2_ssp585
13.0,2076,0.00043211484,2.0,CESM2_ssp585
13.0,2077,0.00053150125,2.0,CESM2_ssp585
13.0,2078,0.0006136031,2.0,CESM2_ssp585
13.0,2079,0.00071731064,2.0,CESM2_ssp585
13.0,2080,0.00071731064,2.0,CESM2_ssp585
13.0,2081,0.00079077017,2.0,CESM2_ssp585
13.0,2082,0.0009765795,2.0,CESM2_ssp585
13.0,2083,0.0010975717,2.0,CESM2_ssp585
13.0,2084,0.0014605481,2.0,CESM2_ssp585
13.0,2085,0.0015253654,2.0,CESM2_ssp585
13.0,2086,0.0015599346,2.0,CESM2_ssp585
13.0,2087,0.0017673498,2.0,CESM2_ssp585
13.0,2088,0.001922911,2.0,CESM2_ssp585
13.0,2089,0.002065509,2.0,CESM2_ssp585
13.0,2090,0.0027180023,2.0,CESM2_ssp585
13.0,2091,0.0028130678,2.0,CESM2_ssp585
13.0,2092,0.0030377675,2.0,CESM2_ssp585
13.0,2093,0.0037075453,2.0,CESM2_ssp585
13.0,2094,0.0037075453,2.0,CESM2_ssp585
13.0,2095,0.0037118664,2.0,CESM2_ssp585
13.0,2096,0.0037680415,2.0,CESM2_ssp585
13.0,2097,0.003901997,2.0,CESM2_ssp585
13.0,2098,0.003984099,2.0,CESM2_ssp585
13.0,2099,0.004532885,2.0,CESM2_ssp585
13.0,2100,0.004846168,2.0,CESM2_ssp585
14.0,1995,0.0,2.0,CESM2_ssp585
14.0,1996,0.0,2.0,CESM2_ssp585
14.0,1997,0.0,2.0,CESM2_ssp585
14.0,1998,0.0,2.0,CESM2_ssp585
14.0,1999,0.0,2.0,CESM2_ssp585
14.0,2000,0.0,2.0,CESM2_ssp585
14.0,2001,0.0,2.0,CESM2_ssp585
14.0,2002,0.0,2.0,CESM2_ssp585
14.0,2003,0.0,2.0,CESM2_ssp585
14.0,2004,0.0,2.0,CESM2_ssp585
14.0,2005,0.0,2.0,CESM2_ssp585
14.0,2006,0.0,2.0,CESM2_ssp585
14.0,2007,0.0,2.0,CESM2_ssp585
14.0,2008,0.0,2.0,CESM2_ssp585
14.0,2009,0.0,2.0,CESM2_ssp585
14.0,2010,0.0,2.0,CESM2_ssp585
14.0,2011,0.0,2.0,CESM2_ssp585
14.0,2012,0.0,2.0,CESM2_ssp585
14.0,2013,0.0,2.0,CESM2_ssp585
14.0,2014,0.0,2.0,CESM2_ssp585
14.0,2015,0.0,2.0,CESM2_ssp585
14.0,2016,0.0,2.0,CESM2_ssp585
14.0,2017,0.0,2.0,CESM2_ssp585
14.0,2018,0.0,2.0,CESM2_ssp585
14.0,2019,0.0,2.0,CESM2_ssp585
14.0,2020,0.0,2.0,CESM2_ssp585
14.0,2021,0.0,2.0,CESM2_ssp585
14.0,2022,0.0,2.0,CESM2_ssp585
14.0,2023,0.0,2.0,CESM2_ssp585
14.0,2024,0.0,2.0,CESM2_ssp585
14.0,2025,0.0,2.0,CESM2_ssp585
14.0,2026,0.0,2.0,CESM2_ssp585
14.0,2027,0.0,2.0,CESM2_ssp585
14.0,2028,0.0,2.0,CESM2_ssp585
14.0,2029,0.0,2.0,CESM2_ssp585
14.0,2030,0.0,2.0,CESM2_ssp585
14.0,2031,0.0,2.0,CESM2_ssp585
14.0,2032,0.0,2.0,CESM2_ssp585
14.0,2033,0.0,2.0,CESM2_ssp585
14.0,2034,0.0,2.0,CESM2_ssp585
14.0,2035,0.0,2.0,CESM2_ssp585
14.0,2036,0.0,2.0,CESM2_ssp585
14.0,2037,0.0,2.0,CESM2_ssp585
14.0,2038,0.0,2.0,CESM2_ssp585
14.0,2039,0.0,2.0,CESM2_ssp585
14.0,2040,0.0,2.0,CESM2_ssp585
14.0,2041,0.0,2.0,CESM2_ssp585
14.0,2042,0.0,2.0,CESM2_ssp585
14.0,2043,0.0,2.0,CESM2_ssp585
14.0,2044,0.0,2.0,CESM2_ssp585
14.0,2045,0.0,2.0,CESM2_ssp585
14.0,2046,0.0,2.0,CESM2_ssp585
14.0,2047,0.0,2.0,CESM2_ssp585
14.0,2048,0.0,2.0,CESM2_ssp585
14.0,2049,0.0,2.0,CESM2_ssp585
14.0,2050,0.0,2.0,CESM2_ssp585
14.0,2051,0.0,2.0,CESM2_ssp585
14.0,2052,0.0,2.0,CESM2_ssp585
14.0,2053,0.0,2.0,CESM2_ssp585
14.0,2054,0.0,2.0,CESM2_ssp585
14.0,2055,0.0,2.0,CESM2_ssp585
14.0,2056,0.0,2.0,CESM2_ssp585
14.0,2057,0.0,2.0,CESM2_ssp585
14.0,2058,0.0,2.0,CESM2_ssp585
14.0,2059,0.0,2.0,CESM2_ssp585
14.0,2060,0.0,2.0,CESM2_ssp585
14.0,2061,0.0,2.0,CESM2_ssp585
14.0,2062,0.0,2.0,CESM2_ssp585
14.0,2063,0.0,2.0,CESM2_ssp585
14.0,2064,0.0,2.0,CESM2_ssp585
14.0,2065,0.0,2.0,CESM2_ssp585
14.0,2066,0.0,2.0,CESM2_ssp585
14.0,2067,0.0,2.0,CESM2_ssp585
14.0,2068,1.17074105e-05,2.0,CESM2_ssp585
14.0,2069,1.17074105e-05,2.0,CESM2_ssp585
14.0,2070,2.3414817e-05,2.0,CESM2_ssp585
14.0,2071,2.3414817e-05,2.0,CESM2_ssp585
14.0,2072,2.3414817e-05,2.0,CESM2_ssp585
14.0,2073,2.3414817e-05,2.0,CESM2_ssp585
14.0,2074,2.3414817e-05,2.0,CESM2_ssp585
14.0,2075,3.5122233e-05,2.0,CESM2_ssp585
14.0,2076,5.8537054e-05,2.0,CESM2_ssp585
14.0,2077,8.1951875e-05,2.0,CESM2_ssp585
14.0,2078,0.00010536669,2.0,CESM2_ssp585
14.0,2079,0.00017561116,2.0,CESM2_ssp585
14.0,2080,0.00019902598,2.0,CESM2_ssp585
14.0,2081,0.00028097784,2.0,CESM2_ssp585
14.0,2082,0.00040975938,2.0,CESM2_ssp585
14.0,2083,0.00057366316,2.0,CESM2_ssp585
14.0,2084,0.00085463974,2.0,CESM2_ssp585
14.0,2085,0.00085463974,2.0,CESM2_ssp585
14.0,2086,0.0009775674,2.0,CESM2_ssp585
14.0,2087,0.0010097624,2.0,CESM2_ssp585
14.0,2088,0.0011912268,2.0,CESM2_ssp585
14.0,2089,0.0013083009,2.0,CESM2_ssp585
14.0,2090,0.001574644,2.0,CESM2_ssp585
14.0,2091,0.001715133,2.0,CESM2_ssp585
14.0,2092,0.0021248923,2.0,CESM2_ssp585
14.0,2093,0.002862459,2.0,CESM2_ssp585
14.0,2094,0.002862459,2.0,CESM2_ssp585
14.0,2095,0.0029678259,2.0,CESM2_ssp585
14.0,2096,0.0029795333,2.0,CESM2_ssp585
14.0,2097,0.0037171,2.0,CESM2_ssp585
14.0,2098,0.0037171,2.0,CESM2_ssp585
14.0,2099,0.0051922337,2.0,CESM2_ssp585
14.0,2100,0.0063044378,2.0,CESM2_ssp585
15.0,1995,0.0,2.0,CESM2_ssp585
15.0,1996,0.0,2.0,CESM2_ssp585
15.0,1997,0.0,2.0,CESM2_ssp585
15.0,1998,0.0,2.0,CESM2_ssp585
15.0,1999,0.0,2.0,CESM2_ssp585
15.0,2000,0.0,2.0,CESM2_ssp585
15.0,2001,0.0,2.0,CESM2_ssp585
15.0,2002,0.0,2.0,CESM2_ssp585
15.0,2003,0.0,2.0,CESM2_ssp585
15.0,2004,0.0,2.0,CESM2_ssp585
15.0,2005,0.0,2.0,CESM2_ssp585
15.0,2006,0.0,2.0,CESM2_ssp585
15.0,2007,0.0,2.0,CESM2_ssp585
15.0,2008,0.0,2.0,CESM2_ssp585
15.0,2009,0.0,2.0,CESM2_ssp585
15.0,2010,0.0,2.0,CESM2_ssp585
15.0,2011,0.0,2.0,CESM2_ssp585
15.0,2012,0.0,2.0,CESM2_ssp585
15.0,2013,0.0,2.0,CESM2_ssp585
15.0,2014,0.0,2.0,CESM2_ssp585
15.0,2015,0.0,2.0,CESM2_ssp585
15.0,2016,0.0,2.0,CESM2_ssp585
15.0,2017,0.0,2.0,CESM2_ssp585
15.0,2018,0.0,2.0,CESM2_ssp585
15.0,2019,0.0,2.0,CESM2_ssp585
15.0,2020,0.0,2.0,CESM2_ssp585
15.0,2021,0.0,2.0,CESM2_ssp585
15.0,2022,0.0,2.0,CESM2_ssp585
15.0,2023,0.0,2.0,CESM2_ssp585
15.0,2024,0.0,2.0,CESM2_ssp585
15.0,2025,0.0,2.0,CESM2_ssp585
15.0,2026,0.0,2.0,CESM2_ssp585
15.0,2027,0.0,2.0,CESM2_ssp585
15.0,2028,0.0,2.0,CESM2_ssp585
15.0,2029,0.0,2.0,CESM2_ssp585
15.0,2030,0.0,2.0,CESM2_ssp585
15.0,2031,0.0,2.0,CESM2_ssp585
15.0,2032,0.0,2.0,CESM2_ssp585
15.0,2033,0.0,2.0,CESM2_ssp585
15.0,2034,0.0,2.0,CESM2_ssp585
15.0,2035,0.0,2.0,CESM2_ssp585
15.0,2036,0.0,2.0,CESM2_ssp585
15.0,2037,0.0,2.0,CESM2_ssp585
15.0,2038,0.0,2.0,CESM2_ssp585
15.0,2039,0.0,2.0,CESM2_ssp585
15.0,2040,0.0,2.0,CESM2_ssp585
15.0,2041,0.0,2.0,CESM2_ssp585
15.0,2042,0.0,2.0,CESM2_ssp585
15.0,2043,0.0,2.0,CESM2_ssp585
15.0,2044,0.0,2.0,CESM2_ssp585
15.0,2045,0.0,2.0,CESM2_ssp585
15.0,2046,0.0,2.0,CESM2_ssp585
15.0,2047,0.0,2.0,CESM2_ssp585
15.0,2048,0.0,2.0,CESM2_ssp585
15.0,2049,0.0,2.0,CESM2_ssp585
15.0,2050,0.0,2.0,CESM2_ssp585
15.0,2051,0.0,2.0,CESM2_ssp585
15.0,2052,0.0,2.0,CESM2_ssp585
15.0,2053,3.247597e-05,2.0,CESM2_ssp585
15.0,2054,8.930893e-05,2.0,CESM2_ssp585
15.0,2055,0.00022733181,2.0,CESM2_ssp585
15.0,2056,0.0002354508,2.0,CESM2_ssp585
15.0,2057,0.00034099774,2.0,CESM2_ssp585
15.0,2058,0.00034099774,2.0,CESM2_ssp585
15.0,2059,0.00034911672,2.0,CESM2_ssp585
15.0,2060,0.00043842563,2.0,CESM2_ssp585
15.0,2061,0.00043842563,2.0,CESM2_ssp585
15.0,2062,0.0005764485,2.0,CESM2_ssp585
15.0,2063,0.0007469474,2.0,CESM2_ssp585
15.0,2064,0.0009823982,2.0,CESM2_ssp585
15.0,2065,0.0009905172,2.0,CESM2_ssp585
15.0,2066,0.0013233959,2.0,CESM2_ssp585
15.0,2067,0.0013233959,2.0,CESM2_ssp585
15.0,2068,0.0016237987,2.0,CESM2_ssp585
15.0,2069,0.0016237987,2.0,CESM2_ssp585
