sectors,year,thermal_forcing,regions,aogcm
1.0,1995,3.9726872,1.0,miroc-esm-chem_rcp8.5
1.0,1996,3.9952536,1.0,miroc-esm-chem_rcp8.5
1.0,1997,3.9913929,1.0,miroc-esm-chem_rcp8.5
1.0,1998,3.9968672,1.0,miroc-esm-chem_rcp8.5
1.0,1999,3.9940279,1.0,miroc-esm-chem_rcp8.5
1.0,2000,3.9977643,1.0,miroc-esm-chem_rcp8.5
1.0,2001,3.9856248,1.0,miroc-esm-chem_rcp8.5
1.0,2002,3.9708521,1.0,miroc-esm-chem_rcp8.5
1.0,2003,3.9640973,1.0,miroc-esm-chem_rcp8.5
1.0,2004,3.9734538,1.0,miroc-esm-chem_rcp8.5
1.0,2005,3.9810476,1.0,miroc-esm-chem_rcp8.5
1.0,2006,3.981133,1.0,miroc-esm-chem_rcp8.5
1.0,2007,3.9853494,1.0,miroc-esm-chem_rcp8.5
1.0,2008,4.002372,1.0,miroc-esm-chem_rcp8.5
1.0,2009,4.002526,1.0,miroc-esm-chem_rcp8.5
1.0,2010,4.0064573,1.0,miroc-esm-chem_rcp8.5
1.0,2011,4.0213103,1.0,miroc-esm-chem_rcp8.5
1.0,2012,4.029201,1.0,miroc-esm-chem_rcp8.5
1.0,2013,4.034668,1.0,miroc-esm-chem_rcp8.5
1.0,2014,4.0183263,1.0,miroc-esm-chem_rcp8.5
1.0,2015,4.0226765,1.0,miroc-esm-chem_rcp8.5
1.0,2016,4.029313,1.0,miroc-esm-chem_rcp8.5
1.0,2017,4.03325,1.0,miroc-esm-chem_rcp8.5
1.0,2018,4.0191097,1.0,miroc-esm-chem_rcp8.5
1.0,2019,4.02451,1.0,miroc-esm-chem_rcp8.5
1.0,2020,4.035669,1.0,miroc-esm-chem_rcp8.5
1.0,2021,4.0331664,1.0,miroc-esm-chem_rcp8.5
1.0,2022,4.0461683,1.0,miroc-esm-chem_rcp8.5
1.0,2023,4.0546446,1.0,miroc-esm-chem_rcp8.5
1.0,2024,4.0513215,1.0,miroc-esm-chem_rcp8.5
1.0,2025,4.063666,1.0,miroc-esm-chem_rcp8.5
1.0,2026,4.067957,1.0,miroc-esm-chem_rcp8.5
1.0,2027,4.09638,1.0,miroc-esm-chem_rcp8.5
1.0,2028,4.1024127,1.0,miroc-esm-chem_rcp8.5
1.0,2029,4.0933022,1.0,miroc-esm-chem_rcp8.5
1.0,2030,4.094606,1.0,miroc-esm-chem_rcp8.5
1.0,2031,4.0945525,1.0,miroc-esm-chem_rcp8.5
1.0,2032,4.1114726,1.0,miroc-esm-chem_rcp8.5
1.0,2033,4.102274,1.0,miroc-esm-chem_rcp8.5
1.0,2034,4.1112947,1.0,miroc-esm-chem_rcp8.5
1.0,2035,4.0925565,1.0,miroc-esm-chem_rcp8.5
1.0,2036,4.0929103,1.0,miroc-esm-chem_rcp8.5
1.0,2037,4.1098733,1.0,miroc-esm-chem_rcp8.5
1.0,2038,4.1227818,1.0,miroc-esm-chem_rcp8.5
1.0,2039,4.1175094,1.0,miroc-esm-chem_rcp8.5
1.0,2040,4.1113796,1.0,miroc-esm-chem_rcp8.5
1.0,2041,4.1291385,1.0,miroc-esm-chem_rcp8.5
1.0,2042,4.1244273,1.0,miroc-esm-chem_rcp8.5
1.0,2043,4.131508,1.0,miroc-esm-chem_rcp8.5
1.0,2044,4.130606,1.0,miroc-esm-chem_rcp8.5
1.0,2045,4.135251,1.0,miroc-esm-chem_rcp8.5
1.0,2046,4.1433663,1.0,miroc-esm-chem_rcp8.5
1.0,2047,4.14591,1.0,miroc-esm-chem_rcp8.5
1.0,2048,4.141711,1.0,miroc-esm-chem_rcp8.5
1.0,2049,4.1489043,1.0,miroc-esm-chem_rcp8.5
1.0,2050,4.133603,1.0,miroc-esm-chem_rcp8.5
1.0,2051,4.139744,1.0,miroc-esm-chem_rcp8.5
1.0,2052,4.158761,1.0,miroc-esm-chem_rcp8.5
1.0,2053,4.168897,1.0,miroc-esm-chem_rcp8.5
1.0,2054,4.1757874,1.0,miroc-esm-chem_rcp8.5
1.0,2055,4.184329,1.0,miroc-esm-chem_rcp8.5
1.0,2056,4.171441,1.0,miroc-esm-chem_rcp8.5
1.0,2057,4.1929326,1.0,miroc-esm-chem_rcp8.5
1.0,2058,4.191472,1.0,miroc-esm-chem_rcp8.5
1.0,2059,4.1855083,1.0,miroc-esm-chem_rcp8.5
1.0,2060,4.192233,1.0,miroc-esm-chem_rcp8.5
1.0,2061,4.1821876,1.0,miroc-esm-chem_rcp8.5
1.0,2062,4.172565,1.0,miroc-esm-chem_rcp8.5
1.0,2063,4.191338,1.0,miroc-esm-chem_rcp8.5
1.0,2064,4.198894,1.0,miroc-esm-chem_rcp8.5
1.0,2065,4.1966743,1.0,miroc-esm-chem_rcp8.5
1.0,2066,4.1896935,1.0,miroc-esm-chem_rcp8.5
1.0,2067,4.207995,1.0,miroc-esm-chem_rcp8.5
1.0,2068,4.214728,1.0,miroc-esm-chem_rcp8.5
1.0,2069,4.21325,1.0,miroc-esm-chem_rcp8.5
1.0,2070,4.19273,1.0,miroc-esm-chem_rcp8.5
1.0,2071,4.1974216,1.0,miroc-esm-chem_rcp8.5
1.0,2072,4.204838,1.0,miroc-esm-chem_rcp8.5
1.0,2073,4.2014027,1.0,miroc-esm-chem_rcp8.5
1.0,2074,4.1909046,1.0,miroc-esm-chem_rcp8.5
1.0,2075,4.1945677,1.0,miroc-esm-chem_rcp8.5
1.0,2076,4.206189,1.0,miroc-esm-chem_rcp8.5
1.0,2077,4.20044,1.0,miroc-esm-chem_rcp8.5
1.0,2078,4.2129116,1.0,miroc-esm-chem_rcp8.5
1.0,2079,4.1877594,1.0,miroc-esm-chem_rcp8.5
1.0,2080,4.1933794,1.0,miroc-esm-chem_rcp8.5
1.0,2081,4.200206,1.0,miroc-esm-chem_rcp8.5
1.0,2082,4.200884,1.0,miroc-esm-chem_rcp8.5
1.0,2083,4.237318,1.0,miroc-esm-chem_rcp8.5
1.0,2084,4.234433,1.0,miroc-esm-chem_rcp8.5
1.0,2085,4.2358007,1.0,miroc-esm-chem_rcp8.5
1.0,2086,4.2374477,1.0,miroc-esm-chem_rcp8.5
1.0,2087,4.2423778,1.0,miroc-esm-chem_rcp8.5
1.0,2088,4.237532,1.0,miroc-esm-chem_rcp8.5
1.0,2089,4.2576957,1.0,miroc-esm-chem_rcp8.5
1.0,2090,4.2512555,1.0,miroc-esm-chem_rcp8.5
1.0,2091,4.2640424,1.0,miroc-esm-chem_rcp8.5
1.0,2092,4.282092,1.0,miroc-esm-chem_rcp8.5
1.0,2093,4.2762575,1.0,miroc-esm-chem_rcp8.5
1.0,2094,4.268607,1.0,miroc-esm-chem_rcp8.5
1.0,2095,4.283747,1.0,miroc-esm-chem_rcp8.5
1.0,2096,4.2793717,1.0,miroc-esm-chem_rcp8.5
1.0,2097,4.2794933,1.0,miroc-esm-chem_rcp8.5
1.0,2098,4.28436,1.0,miroc-esm-chem_rcp8.5
1.0,2099,4.291768,1.0,miroc-esm-chem_rcp8.5
1.0,2100,4.3000145,1.0,miroc-esm-chem_rcp8.5
2.0,1995,1.5681605,1.0,miroc-esm-chem_rcp8.5
2.0,1996,1.5153301,1.0,miroc-esm-chem_rcp8.5
2.0,1997,1.4929556,1.0,miroc-esm-chem_rcp8.5
2.0,1998,1.5592391,1.0,miroc-esm-chem_rcp8.5
2.0,1999,1.58261,1.0,miroc-esm-chem_rcp8.5
2.0,2000,1.6198349,1.0,miroc-esm-chem_rcp8.5
2.0,2001,1.6251278,1.0,miroc-esm-chem_rcp8.5
2.0,2002,1.6102629,1.0,miroc-esm-chem_rcp8.5
2.0,2003,1.6216819,1.0,miroc-esm-chem_rcp8.5
2.0,2004,1.6298118,1.0,miroc-esm-chem_rcp8.5
2.0,2005,1.6811743,1.0,miroc-esm-chem_rcp8.5
2.0,2006,1.6667371,1.0,miroc-esm-chem_rcp8.5
2.0,2007,1.6291754,1.0,miroc-esm-chem_rcp8.5
2.0,2008,1.6193295,1.0,miroc-esm-chem_rcp8.5
2.0,2009,1.5765139,1.0,miroc-esm-chem_rcp8.5
2.0,2010,1.5597532,1.0,miroc-esm-chem_rcp8.5
2.0,2011,1.5906264,1.0,miroc-esm-chem_rcp8.5
2.0,2012,1.6747111,1.0,miroc-esm-chem_rcp8.5
2.0,2013,1.6916839,1.0,miroc-esm-chem_rcp8.5
2.0,2014,1.6569238,1.0,miroc-esm-chem_rcp8.5
2.0,2015,1.6133577,1.0,miroc-esm-chem_rcp8.5
2.0,2016,1.6282908,1.0,miroc-esm-chem_rcp8.5
2.0,2017,1.6491034,1.0,miroc-esm-chem_rcp8.5
2.0,2018,1.7090746,1.0,miroc-esm-chem_rcp8.5
2.0,2019,1.7324423,1.0,miroc-esm-chem_rcp8.5
2.0,2020,1.7347313,1.0,miroc-esm-chem_rcp8.5
2.0,2021,1.7460763,1.0,miroc-esm-chem_rcp8.5
2.0,2022,1.7630999,1.0,miroc-esm-chem_rcp8.5
2.0,2023,1.763863,1.0,miroc-esm-chem_rcp8.5
2.0,2024,1.7789073,1.0,miroc-esm-chem_rcp8.5
2.0,2025,1.7910525,1.0,miroc-esm-chem_rcp8.5
2.0,2026,1.7964026,1.0,miroc-esm-chem_rcp8.5
2.0,2027,1.8161103,1.0,miroc-esm-chem_rcp8.5
2.0,2028,1.7988428,1.0,miroc-esm-chem_rcp8.5
2.0,2029,1.7543871,1.0,miroc-esm-chem_rcp8.5
2.0,2030,1.7651844,1.0,miroc-esm-chem_rcp8.5
2.0,2031,1.7356161,1.0,miroc-esm-chem_rcp8.5
2.0,2032,1.7289171,1.0,miroc-esm-chem_rcp8.5
2.0,2033,1.6742574,1.0,miroc-esm-chem_rcp8.5
2.0,2034,1.6441994,1.0,miroc-esm-chem_rcp8.5
2.0,2035,1.7054983,1.0,miroc-esm-chem_rcp8.5
2.0,2036,1.7177787,1.0,miroc-esm-chem_rcp8.5
2.0,2037,1.7213657,1.0,miroc-esm-chem_rcp8.5
2.0,2038,1.7360427,1.0,miroc-esm-chem_rcp8.5
2.0,2039,1.6944779,1.0,miroc-esm-chem_rcp8.5
2.0,2040,1.6918058,1.0,miroc-esm-chem_rcp8.5
2.0,2041,1.6995438,1.0,miroc-esm-chem_rcp8.5
2.0,2042,1.7358063,1.0,miroc-esm-chem_rcp8.5
2.0,2043,1.7637686,1.0,miroc-esm-chem_rcp8.5
2.0,2044,1.7988025,1.0,miroc-esm-chem_rcp8.5
2.0,2045,1.7918473,1.0,miroc-esm-chem_rcp8.5
2.0,2046,1.8348427,1.0,miroc-esm-chem_rcp8.5
2.0,2047,1.8490015,1.0,miroc-esm-chem_rcp8.5
2.0,2048,1.8529147,1.0,miroc-esm-chem_rcp8.5
2.0,2049,1.8964611,1.0,miroc-esm-chem_rcp8.5
2.0,2050,1.9022986,1.0,miroc-esm-chem_rcp8.5
2.0,2051,1.9086543,1.0,miroc-esm-chem_rcp8.5
2.0,2052,1.8915483,1.0,miroc-esm-chem_rcp8.5
2.0,2053,1.8764472,1.0,miroc-esm-chem_rcp8.5
2.0,2054,1.8828311,1.0,miroc-esm-chem_rcp8.5
2.0,2055,1.9163506,1.0,miroc-esm-chem_rcp8.5
2.0,2056,1.9310383,1.0,miroc-esm-chem_rcp8.5
2.0,2057,1.9510468,1.0,miroc-esm-chem_rcp8.5
2.0,2058,1.921521,1.0,miroc-esm-chem_rcp8.5
2.0,2059,1.9488904,1.0,miroc-esm-chem_rcp8.5
2.0,2060,1.9587849,1.0,miroc-esm-chem_rcp8.5
2.0,2061,1.9505441,1.0,miroc-esm-chem_rcp8.5
2.0,2062,1.9632254,1.0,miroc-esm-chem_rcp8.5
2.0,2063,1.967765,1.0,miroc-esm-chem_rcp8.5
2.0,2064,1.9439862,1.0,miroc-esm-chem_rcp8.5
2.0,2065,1.9428526,1.0,miroc-esm-chem_rcp8.5
2.0,2066,1.9573418,1.0,miroc-esm-chem_rcp8.5
2.0,2067,2.00743,1.0,miroc-esm-chem_rcp8.5
2.0,2068,2.0904617,1.0,miroc-esm-chem_rcp8.5
2.0,2069,2.1231127,1.0,miroc-esm-chem_rcp8.5
2.0,2070,2.0987754,1.0,miroc-esm-chem_rcp8.5
2.0,2071,2.0732186,1.0,miroc-esm-chem_rcp8.5
2.0,2072,2.0160255,1.0,miroc-esm-chem_rcp8.5
2.0,2073,2.0342882,1.0,miroc-esm-chem_rcp8.5
2.0,2074,2.0437717,1.0,miroc-esm-chem_rcp8.5
2.0,2075,2.097139,1.0,miroc-esm-chem_rcp8.5
2.0,2076,2.077292,1.0,miroc-esm-chem_rcp8.5
2.0,2077,2.1040246,1.0,miroc-esm-chem_rcp8.5
2.0,2078,2.1200747,1.0,miroc-esm-chem_rcp8.5
2.0,2079,2.0770478,1.0,miroc-esm-chem_rcp8.5
2.0,2080,2.0794942,1.0,miroc-esm-chem_rcp8.5
2.0,2081,2.1113608,1.0,miroc-esm-chem_rcp8.5
2.0,2082,2.1245167,1.0,miroc-esm-chem_rcp8.5
2.0,2083,2.1578422,1.0,miroc-esm-chem_rcp8.5
2.0,2084,2.2057824,1.0,miroc-esm-chem_rcp8.5
2.0,2085,2.196077,1.0,miroc-esm-chem_rcp8.5
2.0,2086,2.1874018,1.0,miroc-esm-chem_rcp8.5
2.0,2087,2.2211616,1.0,miroc-esm-chem_rcp8.5
2.0,2088,2.231409,1.0,miroc-esm-chem_rcp8.5
2.0,2089,2.2622967,1.0,miroc-esm-chem_rcp8.5
2.0,2090,2.239727,1.0,miroc-esm-chem_rcp8.5
2.0,2091,2.2019117,1.0,miroc-esm-chem_rcp8.5
2.0,2092,2.2120035,1.0,miroc-esm-chem_rcp8.5
2.0,2093,2.268451,1.0,miroc-esm-chem_rcp8.5
2.0,2094,2.3140063,1.0,miroc-esm-chem_rcp8.5
2.0,2095,2.3413138,1.0,miroc-esm-chem_rcp8.5
2.0,2096,2.3825097,1.0,miroc-esm-chem_rcp8.5
2.0,2097,2.3859863,1.0,miroc-esm-chem_rcp8.5
2.0,2098,2.3946936,1.0,miroc-esm-chem_rcp8.5
2.0,2099,2.3974285,1.0,miroc-esm-chem_rcp8.5
2.0,2100,2.4172666,1.0,miroc-esm-chem_rcp8.5
3.0,1995,3.5069487,1.0,miroc-esm-chem_rcp8.5
3.0,1996,3.490936,1.0,miroc-esm-chem_rcp8.5
3.0,1997,3.4898078,1.0,miroc-esm-chem_rcp8.5
3.0,1998,3.4988596,1.0,miroc-esm-chem_rcp8.5
3.0,1999,3.5030782,1.0,miroc-esm-chem_rcp8.5
3.0,2000,3.5185018,1.0,miroc-esm-chem_rcp8.5
3.0,2001,3.526186,1.0,miroc-esm-chem_rcp8.5
3.0,2002,3.5111618,1.0,miroc-esm-chem_rcp8.5
3.0,2003,3.486195,1.0,miroc-esm-chem_rcp8.5
3.0,2004,3.472473,1.0,miroc-esm-chem_rcp8.5
3.0,2005,3.487538,1.0,miroc-esm-chem_rcp8.5
3.0,2006,3.5019603,1.0,miroc-esm-chem_rcp8.5
3.0,2007,3.5100217,1.0,miroc-esm-chem_rcp8.5
3.0,2008,3.4813602,1.0,miroc-esm-chem_rcp8.5
3.0,2009,3.487428,1.0,miroc-esm-chem_rcp8.5
3.0,2010,3.4738097,1.0,miroc-esm-chem_rcp8.5
3.0,2011,3.5142121,1.0,miroc-esm-chem_rcp8.5
3.0,2012,3.585927,1.0,miroc-esm-chem_rcp8.5
3.0,2013,3.590454,1.0,miroc-esm-chem_rcp8.5
3.0,2014,3.5829942,1.0,miroc-esm-chem_rcp8.5
3.0,2015,3.581804,1.0,miroc-esm-chem_rcp8.5
3.0,2016,3.5943723,1.0,miroc-esm-chem_rcp8.5
3.0,2017,3.5917847,1.0,miroc-esm-chem_rcp8.5
3.0,2018,3.6115153,1.0,miroc-esm-chem_rcp8.5
3.0,2019,3.6149228,1.0,miroc-esm-chem_rcp8.5
3.0,2020,3.6361122,1.0,miroc-esm-chem_rcp8.5
3.0,2021,3.6148376,1.0,miroc-esm-chem_rcp8.5
3.0,2022,3.6122248,1.0,miroc-esm-chem_rcp8.5
3.0,2023,3.6312096,1.0,miroc-esm-chem_rcp8.5
3.0,2024,3.6117613,1.0,miroc-esm-chem_rcp8.5
3.0,2025,3.6188903,1.0,miroc-esm-chem_rcp8.5
3.0,2026,3.642735,1.0,miroc-esm-chem_rcp8.5
3.0,2027,3.6736312,1.0,miroc-esm-chem_rcp8.5
3.0,2028,3.695792,1.0,miroc-esm-chem_rcp8.5
3.0,2029,3.684818,1.0,miroc-esm-chem_rcp8.5
3.0,2030,3.702562,1.0,miroc-esm-chem_rcp8.5
3.0,2031,3.6767693,1.0,miroc-esm-chem_rcp8.5
3.0,2032,3.6744199,1.0,miroc-esm-chem_rcp8.5
3.0,2033,3.6700912,1.0,miroc-esm-chem_rcp8.5
3.0,2034,3.6478763,1.0,miroc-esm-chem_rcp8.5
3.0,2035,3.6703818,1.0,miroc-esm-chem_rcp8.5
3.0,2036,3.6619742,1.0,miroc-esm-chem_rcp8.5
3.0,2037,3.624324,1.0,miroc-esm-chem_rcp8.5
3.0,2038,3.6358268,1.0,miroc-esm-chem_rcp8.5
3.0,2039,3.6588988,1.0,miroc-esm-chem_rcp8.5
3.0,2040,3.6411767,1.0,miroc-esm-chem_rcp8.5
3.0,2041,3.6494281,1.0,miroc-esm-chem_rcp8.5
3.0,2042,3.6910763,1.0,miroc-esm-chem_rcp8.5
3.0,2043,3.7014604,1.0,miroc-esm-chem_rcp8.5
3.0,2044,3.6893325,1.0,miroc-esm-chem_rcp8.5
3.0,2045,3.6768508,1.0,miroc-esm-chem_rcp8.5
3.0,2046,3.6962457,1.0,miroc-esm-chem_rcp8.5
3.0,2047,3.7142515,1.0,miroc-esm-chem_rcp8.5
3.0,2048,3.7138288,1.0,miroc-esm-chem_rcp8.5
3.0,2049,3.7389886,1.0,miroc-esm-chem_rcp8.5
3.0,2050,3.7524848,1.0,miroc-esm-chem_rcp8.5
3.0,2051,3.7318053,1.0,miroc-esm-chem_rcp8.5
3.0,2052,3.7292893,1.0,miroc-esm-chem_rcp8.5
3.0,2053,3.7467477,1.0,miroc-esm-chem_rcp8.5
3.0,2054,3.7685058,1.0,miroc-esm-chem_rcp8.5
3.0,2055,3.791517,1.0,miroc-esm-chem_rcp8.5
3.0,2056,3.7644439,1.0,miroc-esm-chem_rcp8.5
3.0,2057,3.7901473,1.0,miroc-esm-chem_rcp8.5
3.0,2058,3.7945638,1.0,miroc-esm-chem_rcp8.5
3.0,2059,3.780474,1.0,miroc-esm-chem_rcp8.5
3.0,2060,3.7807672,1.0,miroc-esm-chem_rcp8.5
3.0,2061,3.7788343,1.0,miroc-esm-chem_rcp8.5
3.0,2062,3.7633386,1.0,miroc-esm-chem_rcp8.5
3.0,2063,3.7781794,1.0,miroc-esm-chem_rcp8.5
3.0,2064,3.7913828,1.0,miroc-esm-chem_rcp8.5
3.0,2065,3.8011286,1.0,miroc-esm-chem_rcp8.5
3.0,2066,3.788217,1.0,miroc-esm-chem_rcp8.5
3.0,2067,3.821357,1.0,miroc-esm-chem_rcp8.5
3.0,2068,3.8505604,1.0,miroc-esm-chem_rcp8.5
3.0,2069,3.8807414,1.0,miroc-esm-chem_rcp8.5
3.0,2070,3.8691037,1.0,miroc-esm-chem_rcp8.5
3.0,2071,3.8447044,1.0,miroc-esm-chem_rcp8.5
3.0,2072,3.7978,1.0,miroc-esm-chem_rcp8.5
3.0,2073,3.8071992,1.0,miroc-esm-chem_rcp8.5
3.0,2074,3.7939384,1.0,miroc-esm-chem_rcp8.5
3.0,2075,3.8055582,1.0,miroc-esm-chem_rcp8.5
3.0,2076,3.8454478,1.0,miroc-esm-chem_rcp8.5
3.0,2077,3.8627808,1.0,miroc-esm-chem_rcp8.5
3.0,2078,3.8894045,1.0,miroc-esm-chem_rcp8.5
3.0,2079,3.845835,1.0,miroc-esm-chem_rcp8.5
3.0,2080,3.8134012,1.0,miroc-esm-chem_rcp8.5
3.0,2081,3.818009,1.0,miroc-esm-chem_rcp8.5
3.0,2082,3.8219156,1.0,miroc-esm-chem_rcp8.5
3.0,2083,3.8510237,1.0,miroc-esm-chem_rcp8.5
3.0,2084,3.8800428,1.0,miroc-esm-chem_rcp8.5
3.0,2085,3.8825073,1.0,miroc-esm-chem_rcp8.5
3.0,2086,3.8742614,1.0,miroc-esm-chem_rcp8.5
3.0,2087,3.8795488,1.0,miroc-esm-chem_rcp8.5
3.0,2088,3.873402,1.0,miroc-esm-chem_rcp8.5
3.0,2089,3.875022,1.0,miroc-esm-chem_rcp8.5
3.0,2090,3.887234,1.0,miroc-esm-chem_rcp8.5
3.0,2091,3.8931222,1.0,miroc-esm-chem_rcp8.5
3.0,2092,3.9195073,1.0,miroc-esm-chem_rcp8.5
3.0,2093,3.9058073,1.0,miroc-esm-chem_rcp8.5
3.0,2094,3.8932347,1.0,miroc-esm-chem_rcp8.5
3.0,2095,3.9034846,1.0,miroc-esm-chem_rcp8.5
3.0,2096,3.9290447,1.0,miroc-esm-chem_rcp8.5
3.0,2097,3.928323,1.0,miroc-esm-chem_rcp8.5
3.0,2098,3.9264524,1.0,miroc-esm-chem_rcp8.5
3.0,2099,3.943874,1.0,miroc-esm-chem_rcp8.5
3.0,2100,3.957668,1.0,miroc-esm-chem_rcp8.5
4.0,1995,2.4355977,1.0,miroc-esm-chem_rcp8.5
4.0,1996,2.4465175,1.0,miroc-esm-chem_rcp8.5
4.0,1997,2.4520214,1.0,miroc-esm-chem_rcp8.5
4.0,1998,2.4378119,1.0,miroc-esm-chem_rcp8.5
4.0,1999,2.4247212,1.0,miroc-esm-chem_rcp8.5
4.0,2000,2.420122,1.0,miroc-esm-chem_rcp8.5
4.0,2001,2.4155588,1.0,miroc-esm-chem_rcp8.5
4.0,2002,2.4140086,1.0,miroc-esm-chem_rcp8.5
4.0,2003,2.4025776,1.0,miroc-esm-chem_rcp8.5
4.0,2004,2.4168482,1.0,miroc-esm-chem_rcp8.5
4.0,2005,2.3749166,1.0,miroc-esm-chem_rcp8.5
4.0,2006,2.3306863,1.0,miroc-esm-chem_rcp8.5
4.0,2007,2.3173473,1.0,miroc-esm-chem_rcp8.5
4.0,2008,2.292965,1.0,miroc-esm-chem_rcp8.5
4.0,2009,2.2954085,1.0,miroc-esm-chem_rcp8.5
4.0,2010,2.2930613,1.0,miroc-esm-chem_rcp8.5
4.0,2011,2.317188,1.0,miroc-esm-chem_rcp8.5
4.0,2012,2.3741226,1.0,miroc-esm-chem_rcp8.5
4.0,2013,2.4265547,1.0,miroc-esm-chem_rcp8.5
4.0,2014,2.4548352,1.0,miroc-esm-chem_rcp8.5
4.0,2015,2.4853923,1.0,miroc-esm-chem_rcp8.5
4.0,2016,2.5314646,1.0,miroc-esm-chem_rcp8.5
4.0,2017,2.548008,1.0,miroc-esm-chem_rcp8.5
4.0,2018,2.5653389,1.0,miroc-esm-chem_rcp8.5
4.0,2019,2.5792456,1.0,miroc-esm-chem_rcp8.5
4.0,2020,2.6058066,1.0,miroc-esm-chem_rcp8.5
4.0,2021,2.613057,1.0,miroc-esm-chem_rcp8.5
4.0,2022,2.637509,1.0,miroc-esm-chem_rcp8.5
4.0,2023,2.6574385,1.0,miroc-esm-chem_rcp8.5
4.0,2024,2.644311,1.0,miroc-esm-chem_rcp8.5
4.0,2025,2.6668231,1.0,miroc-esm-chem_rcp8.5
4.0,2026,2.652545,1.0,miroc-esm-chem_rcp8.5
4.0,2027,2.6593955,1.0,miroc-esm-chem_rcp8.5
4.0,2028,2.6721282,1.0,miroc-esm-chem_rcp8.5
4.0,2029,2.6916394,1.0,miroc-esm-chem_rcp8.5
4.0,2030,2.7221026,1.0,miroc-esm-chem_rcp8.5
4.0,2031,2.7310052,1.0,miroc-esm-chem_rcp8.5
4.0,2032,2.7370596,1.0,miroc-esm-chem_rcp8.5
4.0,2033,2.712372,1.0,miroc-esm-chem_rcp8.5
4.0,2034,2.7345223,1.0,miroc-esm-chem_rcp8.5
4.0,2035,2.7185626,1.0,miroc-esm-chem_rcp8.5
4.0,2036,2.720341,1.0,miroc-esm-chem_rcp8.5
4.0,2037,2.7095926,1.0,miroc-esm-chem_rcp8.5
4.0,2038,2.71327,1.0,miroc-esm-chem_rcp8.5
4.0,2039,2.701695,1.0,miroc-esm-chem_rcp8.5
4.0,2040,2.6857586,1.0,miroc-esm-chem_rcp8.5
4.0,2041,2.676001,1.0,miroc-esm-chem_rcp8.5
4.0,2042,2.6526535,1.0,miroc-esm-chem_rcp8.5
4.0,2043,2.6613257,1.0,miroc-esm-chem_rcp8.5
4.0,2044,2.6777382,1.0,miroc-esm-chem_rcp8.5
4.0,2045,2.6514375,1.0,miroc-esm-chem_rcp8.5
4.0,2046,2.6840098,1.0,miroc-esm-chem_rcp8.5
4.0,2047,2.7346265,1.0,miroc-esm-chem_rcp8.5
4.0,2048,2.7641706,1.0,miroc-esm-chem_rcp8.5
4.0,2049,2.7703576,1.0,miroc-esm-chem_rcp8.5
4.0,2050,2.7620435,1.0,miroc-esm-chem_rcp8.5
4.0,2051,2.7677743,1.0,miroc-esm-chem_rcp8.5
4.0,2052,2.7982235,1.0,miroc-esm-chem_rcp8.5
4.0,2053,2.792471,1.0,miroc-esm-chem_rcp8.5
4.0,2054,2.813013,1.0,miroc-esm-chem_rcp8.5
4.0,2055,2.8469703,1.0,miroc-esm-chem_rcp8.5
4.0,2056,2.847939,1.0,miroc-esm-chem_rcp8.5
4.0,2057,2.8665621,1.0,miroc-esm-chem_rcp8.5
4.0,2058,2.862437,1.0,miroc-esm-chem_rcp8.5
4.0,2059,2.8788111,1.0,miroc-esm-chem_rcp8.5
4.0,2060,2.8914516,1.0,miroc-esm-chem_rcp8.5
4.0,2061,2.894057,1.0,miroc-esm-chem_rcp8.5
4.0,2062,2.8477757,1.0,miroc-esm-chem_rcp8.5
4.0,2063,2.8459036,1.0,miroc-esm-chem_rcp8.5
4.0,2064,2.853763,1.0,miroc-esm-chem_rcp8.5
4.0,2065,2.8703048,1.0,miroc-esm-chem_rcp8.5
4.0,2066,2.8649056,1.0,miroc-esm-chem_rcp8.5
4.0,2067,2.8667912,1.0,miroc-esm-chem_rcp8.5
4.0,2068,2.9183903,1.0,miroc-esm-chem_rcp8.5
4.0,2069,2.924757,1.0,miroc-esm-chem_rcp8.5
4.0,2070,2.9111786,1.0,miroc-esm-chem_rcp8.5
4.0,2071,2.951326,1.0,miroc-esm-chem_rcp8.5
4.0,2072,2.9541314,1.0,miroc-esm-chem_rcp8.5
4.0,2073,2.945482,1.0,miroc-esm-chem_rcp8.5
4.0,2074,2.9311333,1.0,miroc-esm-chem_rcp8.5
4.0,2075,2.9369376,1.0,miroc-esm-chem_rcp8.5
4.0,2076,2.9495537,1.0,miroc-esm-chem_rcp8.5
4.0,2077,2.929488,1.0,miroc-esm-chem_rcp8.5
4.0,2078,2.950904,1.0,miroc-esm-chem_rcp8.5
4.0,2079,2.9225345,1.0,miroc-esm-chem_rcp8.5
4.0,2080,2.9298363,1.0,miroc-esm-chem_rcp8.5
4.0,2081,2.9716954,1.0,miroc-esm-chem_rcp8.5
4.0,2082,2.9681888,1.0,miroc-esm-chem_rcp8.5
4.0,2083,2.966938,1.0,miroc-esm-chem_rcp8.5
4.0,2084,2.9783037,1.0,miroc-esm-chem_rcp8.5
4.0,2085,2.9709287,1.0,miroc-esm-chem_rcp8.5
4.0,2086,2.982466,1.0,miroc-esm-chem_rcp8.5
4.0,2087,3.007993,1.0,miroc-esm-chem_rcp8.5
4.0,2088,3.0026102,1.0,miroc-esm-chem_rcp8.5
4.0,2089,3.0130873,1.0,miroc-esm-chem_rcp8.5
4.0,2090,3.0126343,1.0,miroc-esm-chem_rcp8.5
