,sectors,regions,year,aogcm,salinity,temperature,thermal_forcing,pr_anomaly,evspsbl_anomaly,mrro_anomaly,smb_anomaly,ts_anomaly
1486,15.0,2.0,1997,miroc_esm_chem_rcp85,34.588367,-0.3086717,2.2874875,-8.1052406e-07,-5.536615e-08,0.0,-7.551579e-07,-0.8443339
1487,15.0,2.0,1998,miroc_esm_chem_rcp85,34.57322,-0.31774938,2.2777393,7.9557644e-08,1.1615404e-08,0.0,6.794224e-08,-0.23069538
1488,15.0,2.0,1999,miroc_esm_chem_rcp85,34.572712,-0.28683728,2.3078845,-1.914915e-06,-5.6602794e-08,0.0,-1.8583122e-06,-0.54443085
1489,15.0,2.0,2000,miroc_esm_chem_rcp85,34.579662,-0.25663006,2.338489,-3.0915768e-08,-3.884689e-08,0.0,7.9311215e-09,-1.2239848
1490,15.0,2.0,2001,miroc_esm_chem_rcp85,34.591232,-0.2572176,2.338781,9.2677993e-07,-5.92023e-07,0.0,1.518803e-06,-0.51346177
1491,15.0,2.0,2002,miroc_esm_chem_rcp85,34.603226,-0.23954347,2.3569248,1.5208376e-06,1.4158053e-08,0.0,1.5066796e-06,0.55973107
1492,15.0,2.0,2003,miroc_esm_chem_rcp85,34.60278,-0.25307345,2.3442042,-8.895037e-07,-6.8210426e-08,0.0,-8.212933e-07,-0.80285794
1493,15.0,2.0,2004,miroc_esm_chem_rcp85,34.60547,-0.26114258,2.3355737,-2.4681484e-07,3.483455e-09,0.0,-2.5029829e-07,0.4222842
1494,15.0,2.0,2005,miroc_esm_chem_rcp85,34.590687,-0.26391637,2.3318903,4.4371723e-06,-2.4743052e-08,0.0,4.461915e-06,1.5754112
1495,15.0,2.0,2006,miroc_esm_chem_rcp85,34.58596,-0.26389706,2.3320096,5.4824744e-07,-9.0993794e-08,0.0,6.3924125e-07,-0.01352358
1496,15.0,2.0,2007,miroc_esm_chem_rcp85,34.58426,-0.23391446,2.3614724,4.2906112e-07,9.676933e-08,0.0,3.322918e-07,0.32594687
1497,15.0,2.0,2008,miroc_esm_chem_rcp85,34.579735,-0.24395587,2.3511677,-1.5778062e-06,2.0286133e-07,0.0,-1.7806675e-06,0.37082326
1498,15.0,2.0,2009,miroc_esm_chem_rcp85,34.566254,-0.24079701,2.353555,-6.8428653e-07,-1.947866e-07,0.0,-4.8949994e-07,-0.43474293
1499,15.0,2.0,2010,miroc_esm_chem_rcp85,34.57255,-0.22502847,2.369684,6.9099474e-07,7.323243e-08,0.0,6.177623e-07,0.23039484
1500,15.0,2.0,2011,miroc_esm_chem_rcp85,34.564884,-0.23038168,2.3638923,-6.509885e-07,1.2438801e-07,0.0,-7.753766e-07,1.2575102
1501,15.0,2.0,2012,miroc_esm_chem_rcp85,34.560856,-0.20182239,2.3922217,1.021098e-06,4.2735884e-08,0.0,9.783622e-07,-0.4737834
1502,15.0,2.0,2013,miroc_esm_chem_rcp85,34.57731,-0.15633105,2.4386551,2.7207733e-07,-1.524924e-07,0.0,4.2456975e-07,0.29858205
1503,15.0,2.0,2014,miroc_esm_chem_rcp85,34.574707,-0.1520939,2.442743,-1.2000268e-06,1.4900553e-07,0.0,-1.3490322e-06,0.68271494
1504,15.0,2.0,2015,miroc_esm_chem_rcp85,34.56693,-0.15867755,2.4357142,2.6414684e-06,2.1645408e-07,0.0,2.4250144e-06,1.4193447
1505,15.0,2.0,2016,miroc_esm_chem_rcp85,34.57152,-0.14427254,2.4503825,-6.607671e-07,3.3817741e-07,0.0,-9.989445e-07,1.0570045
1506,15.0,2.0,2017,miroc_esm_chem_rcp85,34.57887,-0.1363105,2.4587648,-1.0037759e-06,-1.7559292e-07,0.0,-8.281829e-07,-0.9225347
1507,15.0,2.0,2018,miroc_esm_chem_rcp85,34.583134,-0.13604876,2.4592702,-6.011173e-07,-4.658309e-08,0.0,-5.5453415e-07,0.5667283
1508,15.0,2.0,2019,miroc_esm_chem_rcp85,34.55832,-0.15418664,2.4397125,-5.1338054e-07,2.6210762e-07,0.0,-7.7548816e-07,0.6602676
1509,15.0,2.0,2020,miroc_esm_chem_rcp85,34.558453,-0.1481766,2.4457304,7.050691e-08,3.4370373e-08,0.0,3.613654e-08,0.7475009
1510,15.0,2.0,2021,miroc_esm_chem_rcp85,34.566513,-0.11638322,2.4779856,7.033132e-08,-8.278531e-08,0.0,1.5311663e-07,0.35375053
1511,15.0,2.0,2022,miroc_esm_chem_rcp85,34.582386,-0.10110166,2.4941754,4.921968e-07,1.4747017e-07,0.0,3.4472666e-07,1.0533248
1512,15.0,2.0,2023,miroc_esm_chem_rcp85,34.58563,-0.10475028,2.490712,2.7459805e-07,4.4779674e-07,0.0,-1.7319869e-07,0.68016243
1513,15.0,2.0,2024,miroc_esm_chem_rcp85,34.583996,-0.13423508,2.4611328,4.133879e-07,-1.996674e-07,0.0,6.130553e-07,0.8860254
1514,15.0,2.0,2025,miroc_esm_chem_rcp85,34.566353,-0.17395255,2.4204466,1.8756812e-06,2.4559296e-07,0.0,1.6300881e-06,1.9819388
1515,15.0,2.0,2026,miroc_esm_chem_rcp85,34.559418,-0.1674973,2.42653,4.0999873e-07,3.4475306e-07,0.0,6.524565e-08,1.5150087
1516,15.0,2.0,2027,miroc_esm_chem_rcp85,34.537224,-0.1390219,2.453671,-6.84546e-08,5.2843166e-07,-1.0127716e-31,-5.9688625e-07,2.0113523
1517,15.0,2.0,2028,miroc_esm_chem_rcp85,34.540203,-0.1099223,2.4829416,2.095937e-06,2.382704e-07,0.0,1.8576665e-06,1.4927161
1518,15.0,2.0,2029,miroc_esm_chem_rcp85,34.547886,-0.083418645,2.5098846,5.6454735e-07,3.563791e-07,0.0,2.0816822e-07,1.3562361
1519,15.0,2.0,2030,miroc_esm_chem_rcp85,34.553123,-0.08445636,2.5091465,1.580224e-06,8.905828e-07,0.0,6.896412e-07,1.8464557
1520,15.0,2.0,2031,miroc_esm_chem_rcp85,34.565136,-0.0790295,2.5152607,9.01304e-07,3.5870147e-07,0.0,5.4260255e-07,1.5481817
1521,15.0,2.0,2032,miroc_esm_chem_rcp85,34.567856,-0.068123564,2.5263228,2.3536652e-06,3.059742e-07,0.0,2.047691e-06,2.1424537
1522,15.0,2.0,2033,miroc_esm_chem_rcp85,34.57286,-0.07306362,2.5216684,1.608974e-06,6.147828e-07,0.0,9.941913e-07,1.3088005
1523,15.0,2.0,2034,miroc_esm_chem_rcp85,34.568127,-0.09986628,2.494594,1.2230562e-06,5.270417e-07,0.0,6.960145e-07,1.1757348
1524,15.0,2.0,2035,miroc_esm_chem_rcp85,34.57317,-0.09758528,2.4971635,2.7982978e-06,5.015812e-08,0.0,2.7481397e-06,1.6221676
1525,15.0,2.0,2036,miroc_esm_chem_rcp85,34.58597,-0.07757834,2.5181527,5.7320347e-07,4.1478157e-07,0.0,1.5842187e-07,0.92202044
1526,15.0,2.0,2037,miroc_esm_chem_rcp85,34.56608,-0.09980208,2.4950461,-8.249385e-07,8.463726e-07,0.0,-1.6713111e-06,1.6272254
1527,15.0,2.0,2038,miroc_esm_chem_rcp85,34.55998,-0.13352692,2.4605029,1.8455281e-06,5.467655e-07,0.0,1.2987626e-06,1.6621544
1528,15.0,2.0,2039,miroc_esm_chem_rcp85,34.551018,-0.11072872,2.4827526,1.6157005e-06,7.514531e-07,0.0,8.6424745e-07,1.8077116
1529,15.0,2.0,2040,miroc_esm_chem_rcp85,34.561657,-0.07150645,2.5225856,1.7080898e-06,2.2487505e-07,0.0,1.4832148e-06,1.5999197
1530,15.0,2.0,2041,miroc_esm_chem_rcp85,34.56225,-0.06688983,2.5273013,3.2333784e-07,6.6347445e-07,0.0,-3.4013664e-07,1.2622032
1531,15.0,2.0,2042,miroc_esm_chem_rcp85,34.5584,-0.07189921,2.5220041,-3.8344285e-07,1.639413e-07,0.0,-5.4738416e-07,0.4852142
1532,15.0,2.0,2043,miroc_esm_chem_rcp85,34.555473,-0.06805155,2.5256846,1.861356e-06,3.3215989e-07,0.0,1.5291961e-06,2.6353126
1533,15.0,2.0,2044,miroc_esm_chem_rcp85,34.553978,-0.04669676,2.5469542,3.0558815e-06,7.137276e-07,0.0,2.342154e-06,2.9776142
1534,15.0,2.0,2045,miroc_esm_chem_rcp85,34.55238,-0.039020415,2.5545392,2.5919178e-06,7.9944044e-07,0.0,1.7924773e-06,2.6979604
1535,15.0,2.0,2046,miroc_esm_chem_rcp85,34.54406,-0.031034885,2.5620492,2.6629818e-06,4.6910864e-07,0.0,2.1938733e-06,2.8212829
1536,15.0,2.0,2047,miroc_esm_chem_rcp85,34.53632,0.0015288845,2.5941708,1.984728e-06,4.655624e-07,0.0,1.5191655e-06,2.2163825
1537,15.0,2.0,2048,miroc_esm_chem_rcp85,34.55364,0.045210943,2.6388445,1.1908232e-06,3.931882e-07,0.0,7.97635e-07,2.1857598
1538,15.0,2.0,2049,miroc_esm_chem_rcp85,34.556843,0.024950353,2.618766,1.4184973e-06,5.658657e-07,1.6737117e-14,8.5263156e-07,2.4512277
1539,15.0,2.0,2050,miroc_esm_chem_rcp85,34.548225,-0.005470281,2.5879157,5.142576e-06,4.7097174e-07,9.7579476e-14,4.671604e-06,3.7387266
1540,15.0,2.0,2051,miroc_esm_chem_rcp85,34.541008,-0.00031734916,2.5927186,1.2229843e-06,1.6274616e-07,5.926379e-14,1.0602381e-06,1.8411168
1541,15.0,2.0,2052,miroc_esm_chem_rcp85,34.53977,-0.013473187,2.5794816,1.0387246e-06,4.1110886e-07,5.890595e-14,6.276157e-07,2.3096967
1542,15.0,2.0,2053,miroc_esm_chem_rcp85,34.539112,-0.008052056,2.5849037,-1.4010135e-07,6.389809e-07,0.0,-7.7908226e-07,2.545257
1543,15.0,2.0,2054,miroc_esm_chem_rcp85,34.526783,-0.007665569,2.5844302,2.7720944e-06,9.189661e-07,1.9478822e-13,1.853128e-06,2.9968467
1544,15.0,2.0,2055,miroc_esm_chem_rcp85,34.53437,0.0042039785,2.596734,3.559484e-06,4.879383e-07,0.0,3.0715457e-06,3.0362706
1545,15.0,2.0,2056,miroc_esm_chem_rcp85,34.544617,0.01052704,2.603914,1.3216729e-06,5.7773553e-07,0.0,7.4393733e-07,2.38757
1546,15.0,2.0,2057,miroc_esm_chem_rcp85,34.533226,-0.006537291,2.5865233,8.4890576e-07,8.0685516e-07,2.5052944e-13,4.205035e-08,2.3789914
1547,15.0,2.0,2058,miroc_esm_chem_rcp85,34.53339,-0.020925015,2.571551,1.6525048e-06,6.9975124e-07,0.0,9.527535e-07,2.7486503
1548,15.0,2.0,2059,miroc_esm_chem_rcp85,34.53858,-0.0040196255,2.5887628,1.6583118e-06,8.488371e-07,0.0,8.094747e-07,3.1112018
1549,15.0,2.0,2060,miroc_esm_chem_rcp85,34.543846,0.017584119,2.6108193,1.4820805e-06,6.036509e-07,4.2926955e-13,8.784292e-07,2.8030427
1550,15.0,2.0,2061,miroc_esm_chem_rcp85,34.542057,0.036094595,2.6293905,3.8314442e-06,1.0054202e-06,0.0,2.826024e-06,3.414329
1551,15.0,2.0,2062,miroc_esm_chem_rcp85,34.546593,0.052488387,2.6462433,4.24394e-06,1.0052786e-06,0.0,3.2386617e-06,3.5184863
1552,15.0,2.0,2063,miroc_esm_chem_rcp85,34.538456,0.027105793,2.620817,2.7469978e-06,9.897761e-07,0.0,1.7572216e-06,3.8074255
1553,15.0,2.0,2064,miroc_esm_chem_rcp85,34.536743,0.025216479,2.618726,2.8120387e-06,7.5340535e-07,0.0,2.0586333e-06,2.6363351
1554,15.0,2.0,2065,miroc_esm_chem_rcp85,34.54052,0.022280935,2.6164467,1.3130381e-06,1.2029296e-06,0.0,1.10108466e-07,3.404509
1555,15.0,2.0,2066,miroc_esm_chem_rcp85,34.536247,0.028593563,2.6218367,1.7584222e-06,8.655985e-07,0.0,8.928237e-07,3.573296
1556,15.0,2.0,2067,miroc_esm_chem_rcp85,34.53903,0.04581389,2.6390433,1.8339205e-06,9.198585e-07,1.3533638e-13,9.1406184e-07,3.346768
1557,15.0,2.0,2068,miroc_esm_chem_rcp85,34.54016,0.063195966,2.6566317,2.6586538e-06,1.1023612e-06,2.7037232e-13,1.5562923e-06,3.4149249
1558,15.0,2.0,2069,miroc_esm_chem_rcp85,34.53305,0.07074686,2.664015,1.2114749e-06,7.787988e-07,5.8085573e-13,4.3267548e-07,2.9644332
1559,15.0,2.0,2070,miroc_esm_chem_rcp85,34.526794,0.04265867,2.635902,3.6467738e-06,5.8806626e-07,5.853643e-13,3.058707e-06,3.190064
1560,15.0,2.0,2071,miroc_esm_chem_rcp85,34.523746,0.06257536,2.6555283,2.6423123e-07,6.298194e-07,0.0,-3.6558816e-07,2.6233478
1561,15.0,2.0,2072,miroc_esm_chem_rcp85,34.51645,0.0876987,2.6794374,2.3054124e-06,1.0640819e-06,4.97817e-13,1.24133e-06,3.647472
1562,15.0,2.0,2073,miroc_esm_chem_rcp85,34.53609,0.10824909,2.7013602,2.8530715e-06,6.8162194e-07,7.249821e-14,2.1714495e-06,3.111746
1563,15.0,2.0,2074,miroc_esm_chem_rcp85,34.534378,0.11911871,2.7127283,4.9021924e-06,7.0047764e-07,3.4821942e-13,4.2017145e-06,4.5730896
1564,15.0,2.0,2075,miroc_esm_chem_rcp85,34.54735,0.13381071,2.729261,3.6000768e-06,8.4494394e-07,6.2013876e-13,2.7551323e-06,3.4488227
1565,15.0,2.0,2076,miroc_esm_chem_rcp85,34.543034,0.1051052,2.701227,3.2189278e-06,1.585116e-06,0.0,1.6338117e-06,3.860273
1566,15.0,2.0,2077,miroc_esm_chem_rcp85,34.546814,0.086040184,2.683537,2.4488031e-06,1.0213181e-06,-1.298849e-13,1.4274851e-06,4.6960955
1567,15.0,2.0,2078,miroc_esm_chem_rcp85,34.531754,0.06365516,2.6676204,3.490526e-06,1.3987801e-06,8.902267e-11,2.091657e-06,4.125223
1568,15.0,2.0,2079,miroc_esm_chem_rcp85,34.54203,0.08473627,2.6856573,5.100984e-06,1.0076648e-06,5.6351757e-14,4.0933187e-06,4.383815
1569,15.0,2.0,2080,miroc_esm_chem_rcp85,34.537518,0.10731826,2.7048454,4.614117e-06,1.3210014e-06,4.322032e-13,3.2931155e-06,5.286081
1570,15.0,2.0,2081,miroc_esm_chem_rcp85,34.53799,0.1089886,2.7027535,2.8588045e-06,1.0465661e-06,5.8451697e-13,1.8122379e-06,4.088525
1571,15.0,2.0,2082,miroc_esm_chem_rcp85,34.536434,0.117416374,2.7123544,4.9165733e-06,1.513103e-06,7.676347e-13,3.4034695e-06,5.522685
1572,15.0,2.0,2083,miroc_esm_chem_rcp85,34.50546,0.12889971,2.720939,4.8325633e-06,1.350106e-06,2.823398e-08,3.4542234e-06,5.1556025
1573,15.0,2.0,2084,miroc_esm_chem_rcp85,34.525917,0.16219875,2.7545435,3.8309026e-06,1.0168542e-06,2.3384734e-13,2.8140485e-06,3.7610219
1574,15.0,2.0,2085,miroc_esm_chem_rcp85,34.510418,0.15261133,2.744842,3.2221833e-06,1.4242133e-06,2.2206132e-08,1.7757637e-06,5.431117
1575,15.0,2.0,2086,miroc_esm_chem_rcp85,34.498184,0.14165497,2.732206,4.0132063e-06,1.3032729e-06,3.1799362e-14,2.7099334e-06,5.382935
1576,15.0,2.0,2087,miroc_esm_chem_rcp85,34.509243,0.19288251,2.7839758,3.5262158e-06,1.7565313e-06,5.2888553e-13,1.7696839e-06,5.1078243
1577,15.0,2.0,2088,miroc_esm_chem_rcp85,34.515957,0.20562044,2.797098,4.963207e-06,1.1983926e-06,-4.632793e-13,3.7648151e-06,4.491012
1578,15.0,2.0,2089,miroc_esm_chem_rcp85,34.521927,0.20319948,2.795165,2.2815693e-06,1.4909384e-06,1.100564e-13,7.906308e-07,5.150421
1579,15.0,2.0,2090,miroc_esm_chem_rcp85,34.509983,0.18201298,2.773248,3.6185565e-06,1.0534637e-06,5.0433784e-13,2.5650922e-06,4.845384
1580,15.0,2.0,2091,miroc_esm_chem_rcp85,34.504982,0.19842732,2.7892766,2.029386e-06,1.5273574e-06,7.023393e-10,5.0132616e-07,5.8849277
1581,15.0,2.0,2092,miroc_esm_chem_rcp85,34.503624,0.23406048,2.8248332,4.0331097e-06,9.750815e-07,-3.3652717e-14,3.0580284e-06,4.3900003
1582,15.0,2.0,2093,miroc_esm_chem_rcp85,34.518814,0.24741231,2.839054,4.943966e-06,1.0517192e-06,1.2166121e-09,3.89103e-06,4.3239145
1583,15.0,2.0,2094,miroc_esm_chem_rcp85,34.494453,0.21341656,2.8039644,2.9354742e-06,9.4787725e-07,-1.7606748e-12,1.9875986e-06,5.8107553
1584,15.0,2.0,2095,miroc_esm_chem_rcp85,34.47761,0.26427522,2.853562,7.599452e-06,1.458427e-06,1.955202e-11,6.1410055e-06,6.004094
1585,15.0,2.0,2096,miroc_esm_chem_rcp85,34.51034,0.3267784,2.9179375,5.8363416e-06,6.6883524e-07,5.5846387e-13,5.167506e-06,4.1161914
1586,15.0,2.0,2097,miroc_esm_chem_rcp85,34.5098,0.3224547,2.9135818,4.065264e-06,1.2131309e-06,-7.378438e-14,2.8521329e-06,5.43917
1587,15.0,2.0,2098,miroc_esm_chem_rcp85,34.50866,0.32041818,2.9114788,4.720317e-06,1.3955599e-06,8.5360846e-08,3.2393962e-06,5.695572
1588,15.0,2.0,2099,miroc_esm_chem_rcp85,34.50276,0.29948205,2.8902054,4.6587757e-06,1.9996417e-06,1.3427878e-07,2.524855e-06,6.7570086
1589,15.0,2.0,2100,miroc_esm_chem_rcp85,34.495922,0.27698037,2.8679168,7.6115343e-06,1.9424544e-06,9.4022745e-08,5.5750575e-06,6.930312
1590,16.0,3.0,1995,miroc_esm_chem_rcp85,34.610134,-0.7155386,1.8818649,-2.920311e-06,1.0801565e-07,0.0,-3.0283268e-06,-1.0233362
1591,16.0,3.0,1996,miroc_esm_chem_rcp85,34.596085,-0.7429989,1.8534167,1.5583861e-06,-1.755021e-08,0.0,1.5759363e-06,-0.19893673
1592,16.0,3.0,1997,miroc_esm_chem_rcp85,34.579803,-0.75091815,1.8445412,-1.0565983e-06,-1.7335829e-07,0.0,-8.8324e-07,-0.8468672
1593,16.0,3.0,1998,miroc_esm_chem_rcp85,34.560368,-0.7494729,1.8448728,6.7703246e-07,-5.5039724e-08,0.0,7.3207224e-07,-0.056922372
1594,16.0,3.0,1999,miroc_esm_chem_rcp85,34.565083,-0.6983256,1.8961943,5.653262e-07,-4.2941746e-08,0.0,6.0826795e-07,0.08051548
1595,16.0,3.0,2000,miroc_esm_chem_rcp85,34.576077,-0.66305995,1.9320899,-1.0077609e-06,-1.884486e-07,0.0,-8.1931233e-07,-0.8935293
1596,16.0,3.0,2001,miroc_esm_chem_rcp85,34.59717,-0.63837886,1.9579867,-2.705858e-06,-6.757492e-08,0.0,-2.638283e-06,-0.956523
1597,16.0,3.0,2002,miroc_esm_chem_rcp85,34.625572,-0.6189455,1.9790375,-6.672871e-07,2.4133635e-07,0.0,-9.086234e-07,0.21640268
1598,16.0,3.0,2003,miroc_esm_chem_rcp85,34.613724,-0.65752083,1.9398469,-1.4589618e-06,-1.4815052e-07,0.0,-1.3108113e-06,-0.90509087
1599,16.0,3.0,2004,miroc_esm_chem_rcp85,34.6152,-0.67739075,1.9200124,1.8289976e-06,1.1963375e-07,0.0,1.7093638e-06,0.57678264
1600,16.0,3.0,2005,miroc_esm_chem_rcp85,34.603065,-0.6794921,1.9172168,-6.451041e-07,-5.1055498e-09,0.0,-6.399985e-07,0.6425259
1601,16.0,3.0,2006,miroc_esm_chem_rcp85,34.60321,-0.69534117,1.9013995,-2.0342986e-06,-1.7044121e-07,0.0,-1.8638575e-06,-0.85468584
1602,16.0,3.0,2007,miroc_esm_chem_rcp85,34.580795,-0.6671228,1.9282979,1.8373552e-06,6.35263e-08,0.0,1.7738289e-06,0.21262336
1603,16.0,3.0,2008,miroc_esm_chem_rcp85,34.569057,-0.665847,1.9289017,2.7655733e-06,-2.8079323e-09,0.0,2.7683811e-06,0.47981992
1604,16.0,3.0,2009,miroc_esm_chem_rcp85,34.545826,-0.62976813,1.9636489,-6.624514e-07,5.696119e-08,0.0,-7.194126e-07,-0.061587352
1605,16.0,3.0,2010,miroc_esm_chem_rcp85,34.564564,-0.59218997,2.0023012,2.2692419e-07,-3.567436e-08,0.0,2.6259855e-07,0.33085975
1606,16.0,3.0,2011,miroc_esm_chem_rcp85,34.56434,-0.5708621,2.0236156,6.470377e-07,1.2460791e-07,0.0,5.2242984e-07,1.5821183
1607,16.0,3.0,2012,miroc_esm_chem_rcp85,34.546436,-0.5509518,2.0425014,4.1861497e-07,3.056196e-08,0.0,3.88053e-07,-0.12450891
1608,16.0,3.0,2013,miroc_esm_chem_rcp85,34.5744,-0.52477825,2.0702758,6.892305e-07,9.5438885e-08,0.0,5.937916e-07,0.9954205
1609,16.0,3.0,2014,miroc_esm_chem_rcp85,34.562096,-0.53283215,2.0615177,1.9441507e-06,6.7010994e-08,0.0,1.8771397e-06,0.8049273
1610,16.0,3.0,2015,miroc_esm_chem_rcp85,34.5555,-0.5422862,2.0516853,-1.6392022e-06,2.557232e-07,0.0,-1.8949254e-06,0.14053999
1611,16.0,3.0,2016,miroc_esm_chem_rcp85,34.561176,-0.55883116,2.0354655,1.2753326e-06,1.8319714e-07,0.0,1.0921354e-06,1.2780443
1612,16.0,3.0,2017,miroc_esm_chem_rcp85,34.577053,-0.5331228,2.0620832,-1.5464377e-07,1.1914848e-08,0.0,-1.665586e-07,-0.6610616
1613,16.0,3.0,2018,miroc_esm_chem_rcp85,34.570545,-0.5652225,2.0296102,2.2147249e-06,2.1385081e-07,0.0,2.000874e-06,0.6610628
1614,16.0,3.0,2019,miroc_esm_chem_rcp85,34.52284,-0.59382594,1.9982759,1.8833384e-06,-1.5228416e-08,0.0,1.8985669e-06,1.4899057
1615,16.0,3.0,2020,miroc_esm_chem_rcp85,34.524284,-0.59962094,1.9925705,-1.08647995e-07,2.5992904e-07,0.0,-3.6857702e-07,0.7220261
1616,16.0,3.0,2021,miroc_esm_chem_rcp85,34.563946,-0.5222378,2.072218,1.2887872e-06,2.5170743e-07,0.0,1.0370798e-06,0.43061316
1617,16.0,3.0,2022,miroc_esm_chem_rcp85,34.5895,-0.52410346,2.071815,-1.5702824e-08,1.704161e-07,0.0,-1.8611894e-07,0.8628351
1618,16.0,3.0,2023,miroc_esm_chem_rcp85,34.580326,-0.5687614,2.0266309,3.813281e-07,8.468713e-08,0.0,2.9664096e-07,0.59672505
1619,16.0,3.0,2024,miroc_esm_chem_rcp85,34.56227,-0.6313204,1.9630386,3.116398e-08,1.0537992e-07,0.0,-7.4215926e-08,0.9273554
1620,16.0,3.0,2025,miroc_esm_chem_rcp85,34.559048,-0.64582276,1.948362,1.337974e-06,1.9397434e-07,0.0,1.1439996e-06,1.464129
1621,16.0,3.0,2026,miroc_esm_chem_rcp85,34.542942,-0.6557904,1.937474,1.8031909e-06,2.5305988e-07,0.0,1.5501311e-06,2.0849226
1622,16.0,3.0,2027,miroc_esm_chem_rcp85,34.48967,-0.63163435,1.9585685,4.1871895e-06,3.0053766e-07,-1.8471053000000001e-31,3.886652e-06,2.7047222
1623,16.0,3.0,2028,miroc_esm_chem_rcp85,34.500145,-0.57985216,2.0109582,3.020701e-06,-6.8162265e-08,0.0,3.088863e-06,1.5070053
1624,16.0,3.0,2029,miroc_esm_chem_rcp85,34.51618,-0.53218824,2.0595343,-4.6897588e-07,1.8754146e-07,0.0,-6.5651733e-07,0.6565508
1625,16.0,3.0,2030,miroc_esm_chem_rcp85,34.526886,-0.53527457,2.0570633,-2.474931e-06,1.5103025e-07,0.0,-2.6259613e-06,0.92326546
1626,16.0,3.0,2031,miroc_esm_chem_rcp85,34.56027,-0.51708084,2.0771637,2.7743006e-06,2.440747e-07,0.0,2.5302259e-06,1.6253984
1627,16.0,3.0,2032,miroc_esm_chem_rcp85,34.569992,-0.5295286,2.0652726,-5.034783e-07,3.1209566e-07,0.0,-8.15574e-07,1.6255538
1628,16.0,3.0,2033,miroc_esm_chem_rcp85,34.564743,-0.575443,2.0190587,-1.4015864e-06,1.1951772e-07,0.0,-1.5211041e-06,0.6099537
1629,16.0,3.0,2034,miroc_esm_chem_rcp85,34.547325,-0.6126512,1.9808508,-5.875299e-07,3.7538538e-08,0.0,-6.250684e-07,0.6042127
1630,16.0,3.0,2035,miroc_esm_chem_rcp85,34.564766,-0.58729124,2.0072098,-2.1549397e-06,5.7399454e-08,0.0,-2.212339e-06,1.0475845
1631,16.0,3.0,2036,miroc_esm_chem_rcp85,34.58815,-0.58039284,2.015492,-3.6533306e-06,2.2863887e-07,0.0,-3.8819694e-06,0.12882572
1632,16.0,3.0,2037,miroc_esm_chem_rcp85,34.52191,-0.66341925,1.9286839,6.164136e-06,2.0070334e-07,0.0,5.9634326e-06,2.1805708
1633,16.0,3.0,2038,miroc_esm_chem_rcp85,34.516846,-0.6952735,1.896505,1.7310566e-06,-5.49109e-08,0.0,1.7859675e-06,0.9699745
1634,16.0,3.0,2039,miroc_esm_chem_rcp85,34.534523,-0.6144624,1.9783068,8.6778795e-07,2.3060187e-07,0.0,6.371861e-07,1.1816223
1635,16.0,3.0,2040,miroc_esm_chem_rcp85,34.557297,-0.57192016,2.022157,1.1213988e-06,2.1581712e-07,0.0,9.055816e-07,1.8156713
1636,16.0,3.0,2041,miroc_esm_chem_rcp85,34.546818,-0.6007939,1.9926962,2.7549652e-07,2.0654127e-07,0.0,6.895522e-08,1.4878732
1637,16.0,3.0,2042,miroc_esm_chem_rcp85,34.530804,-0.5979867,1.9945692,1.6872285e-08,2.0452732e-07,2.7823607e-08,-2.1547864e-07,0.49554148
1638,16.0,3.0,2043,miroc_esm_chem_rcp85,34.532436,-0.5706697,2.0219798,-1.689492e-06,2.496216e-07,0.0,-1.9391136e-06,1.7577852
1639,16.0,3.0,2044,miroc_esm_chem_rcp85,34.533207,-0.5591535,2.0335402,-2.0009993e-07,2.3383235e-07,0.0,-4.3393229e-07,1.7965162
1640,16.0,3.0,2045,miroc_esm_chem_rcp85,34.52712,-0.5599531,2.0323923,1.0432695e-06,3.7920262e-07,0.0,6.640669e-07,2.180156
1641,16.0,3.0,2046,miroc_esm_chem_rcp85,34.510296,-0.5487402,2.0426435,6.9672154e-07,2.576121e-07,0.0,4.3910944e-07,2.0805423
1642,16.0,3.0,2047,miroc_esm_chem_rcp85,34.498768,-0.4938469,2.0968776,4.7683543e-06,2.8956993e-07,0.0,4.4787844e-06,2.3151896
1643,16.0,3.0,2048,miroc_esm_chem_rcp85,34.53177,-0.45695302,2.1356597,7.2821325e-07,4.512136e-07,0.0,2.7699963e-07,2.3114002
1644,16.0,3.0,2049,miroc_esm_chem_rcp85,34.53702,-0.48831677,2.1045961,2.3739171e-06,5.3175387e-07,8.327988e-08,1.7588834e-06,2.608028
1645,16.0,3.0,2050,miroc_esm_chem_rcp85,34.5239,-0.5528001,2.039377,1.1061662e-06,4.3210875e-07,1.0678109e-07,5.6727646e-07,3.0748725
1646,16.0,3.0,2051,miroc_esm_chem_rcp85,34.512936,-0.5696914,2.0218697,5.802277e-06,3.2387686e-07,0.0,5.4784e-06,2.2451766
1647,16.0,3.0,2052,miroc_esm_chem_rcp85,34.501686,-0.61257356,1.9783505,-2.8992903e-07,2.7069635e-07,2.4647528e-08,-5.852729e-07,2.5135984
1648,16.0,3.0,2053,miroc_esm_chem_rcp85,34.497486,-0.5961452,1.994536,1.9126567e-06,3.9065608e-07,4.6331117e-08,1.4756696e-06,2.696722
1649,16.0,3.0,2054,miroc_esm_chem_rcp85,34.48588,-0.58703446,2.0029504,-3.1207873e-07,2.644991e-07,2.1525928e-07,-7.9183707e-07,2.123895
