,sectors,regions,year,aogcm,salinity,temperature,thermal_forcing,pr_anomaly,evspsbl_anomaly,mrro_anomaly,smb_anomaly,ts_anomaly
69,1.0,1.0,2064,miroc_esm_chem_rcp85,34.5464,1.6055281,4.198894,2.4320836e-06,-1.8944739e-07,1.5926709e-10,2.6213718e-06,2.7867055
70,1.0,1.0,2065,miroc_esm_chem_rcp85,34.54672,1.6032935,4.1966743,1.3552443e-06,2.6680874e-07,1.7746157e-10,1.088258e-06,2.5535588
71,1.0,1.0,2066,miroc_esm_chem_rcp85,34.545338,1.596397,4.1896935,2.7805318e-06,-4.9552483e-07,2.5452143e-10,3.275802e-06,1.8731725
72,1.0,1.0,2067,miroc_esm_chem_rcp85,34.547806,1.6145605,4.207995,3.6214292e-06,-4.2234194e-07,4.417934e-10,4.043329e-06,2.9957254
73,1.0,1.0,2068,miroc_esm_chem_rcp85,34.548645,1.6212459,4.214728,3.412617e-06,6.7430625e-07,1.921548e-10,2.7381186e-06,3.239945
74,1.0,1.0,2069,miroc_esm_chem_rcp85,34.547153,1.6198504,4.21325,1.621361e-06,6.099539e-07,1.8071983e-10,1.0112263e-06,3.290281
75,1.0,1.0,2070,miroc_esm_chem_rcp85,34.548233,1.5992475,4.19273,2.1201486e-06,-5.93907e-07,2.357601e-10,2.7138196e-06,1.7585042
76,1.0,1.0,2071,miroc_esm_chem_rcp85,34.54758,1.603977,4.1974216,1.4481295e-06,-3.9978087e-07,1.1027614e-10,1.8478001e-06,1.5187621
77,1.0,1.0,2072,miroc_esm_chem_rcp85,34.54749,1.6113702,4.204838,2.8185582e-06,2.5672009e-07,1.4042503e-10,2.5616976e-06,2.8732944
78,1.0,1.0,2073,miroc_esm_chem_rcp85,34.550934,1.6077659,4.2014027,2.0054656e-06,1.1694132e-07,2.1828031e-10,1.888306e-06,2.1262975
79,1.0,1.0,2074,miroc_esm_chem_rcp85,34.55454,1.5970323,4.1909046,3.3963465e-06,5.1799162e-08,2.0268189e-10,3.3443446e-06,2.1918926
80,1.0,1.0,2075,miroc_esm_chem_rcp85,34.557766,1.6004988,4.1945677,2.8824327e-06,-1.874643e-07,2.9320285e-10,3.0696037e-06,2.8029575
81,1.0,1.0,2076,miroc_esm_chem_rcp85,34.558422,1.6120819,4.206189,2.6873763e-06,2.91463e-07,2.529542e-10,2.3956602e-06,3.0299542
82,1.0,1.0,2077,miroc_esm_chem_rcp85,34.559536,1.6063104,4.20044,4.5032375e-06,-3.348115e-07,3.3851516e-10,4.83771e-06,3.1586075
83,1.0,1.0,2078,miroc_esm_chem_rcp85,34.561054,1.6186687,4.2129116,4.1167086e-06,3.7631347e-07,5.2496073e-11,3.740343e-06,3.1493552
84,1.0,1.0,2079,miroc_esm_chem_rcp85,34.562584,1.5934211,4.1877594,1.3833444e-06,6.56093e-07,2.744014e-10,7.2697696e-07,2.528584
85,1.0,1.0,2080,miroc_esm_chem_rcp85,34.557945,1.5992998,4.1933794,2.4354147e-06,7.394904e-08,2.850924e-10,2.3611806e-06,3.2123327
86,1.0,1.0,2081,miroc_esm_chem_rcp85,34.55736,1.6061878,4.200206,4.3599944e-06,1.74841e-07,3.790483e-10,4.1847743e-06,2.6567657
87,1.0,1.0,2082,miroc_esm_chem_rcp85,34.55595,1.6069278,4.200884,6.851264e-07,-1.8798275e-08,2.9491784e-10,7.036297e-07,3.09694
88,1.0,1.0,2083,miroc_esm_chem_rcp85,34.5518,1.6436406,4.237318,4.669795e-06,2.7038107e-07,-1.0219056e-10,4.3995165e-06,4.23707
89,1.0,1.0,2084,miroc_esm_chem_rcp85,34.553608,1.6406664,4.234433,5.996435e-06,4.160312e-08,2.2397514e-10,5.9546082e-06,2.6855545
90,1.0,1.0,2085,miroc_esm_chem_rcp85,34.552555,1.642087,4.2358007,1.820173e-06,2.3634949e-07,2.1289573e-10,1.5836106e-06,3.7385216
91,1.0,1.0,2086,miroc_esm_chem_rcp85,34.54977,1.6438874,4.2374477,5.3318504e-06,3.604135e-07,2.8326183e-10,4.971154e-06,3.6117592
92,1.0,1.0,2087,miroc_esm_chem_rcp85,34.552967,1.6486474,4.2423778,2.0992018e-06,-2.626382e-07,2.39973e-10,2.3616e-06,2.7925854
93,1.0,1.0,2088,miroc_esm_chem_rcp85,34.55482,1.6436958,4.237532,4.3548766e-06,2.4745237e-08,1.7827853e-10,4.3299533e-06,3.1164699
94,1.0,1.0,2089,miroc_esm_chem_rcp85,34.5582,1.6636659,4.2576957,5.5413448e-06,-3.006775e-08,3.2104844e-10,5.5710916e-06,4.14066
95,1.0,1.0,2090,miroc_esm_chem_rcp85,34.56073,1.6570805,4.2512555,4.170081e-06,4.6685807e-07,3.6655226e-10,3.702856e-06,3.7887435
96,1.0,1.0,2091,miroc_esm_chem_rcp85,34.55739,1.670047,4.2640424,3.2906366e-06,2.4850408e-07,3.174049e-10,3.0418153e-06,4.7201047
97,1.0,1.0,2092,miroc_esm_chem_rcp85,34.555252,1.6882304,4.282092,6.074246e-06,3.7390686e-07,1.6767526e-10,5.700171e-06,4.521263
98,1.0,1.0,2093,miroc_esm_chem_rcp85,34.558285,1.6822228,4.2762575,5.3234785e-06,7.899498e-07,3.2662326e-10,4.533202e-06,3.8754723
99,1.0,1.0,2094,miroc_esm_chem_rcp85,34.555008,1.6747533,4.268607,4.0766263e-06,-3.4175164e-07,3.8635697e-10,4.4179915e-06,3.6349423
100,1.0,1.0,2095,miroc_esm_chem_rcp85,34.551548,1.6900927,4.283747,3.2805108e-06,1.7654654e-07,1.8469998e-10,3.1037796e-06,3.9831197
101,1.0,1.0,2096,miroc_esm_chem_rcp85,34.554916,1.685523,4.2793717,6.0999137e-06,1.4740849e-07,1.8047563e-10,5.9523245e-06,3.3621216
102,1.0,1.0,2097,miroc_esm_chem_rcp85,34.557903,1.6854757,4.2794933,6.1584565e-06,-1.2228261e-07,3.5943853e-10,6.2803797e-06,3.6193542
103,1.0,1.0,2098,miroc_esm_chem_rcp85,34.562454,1.6900723,4.28436,6.3499538e-06,1.6514149e-07,2.4270935e-10,6.1845694e-06,4.0592475
104,1.0,1.0,2099,miroc_esm_chem_rcp85,34.563328,1.6973647,4.291768,6.3014104e-06,3.0477727e-07,2.920656e-10,5.9963413e-06,4.7491765
105,1.0,1.0,2100,miroc_esm_chem_rcp85,34.559834,1.7058367,4.3000145,3.6031922e-06,7.2341425e-07,2.2212633e-10,2.8795557e-06,4.9082966
106,2.0,1.0,1995,miroc_esm_chem_rcp85,34.5118,-1.0234325,1.5681605,-6.2219925e-07,1.5121537e-07,8.731111e-08,-8.607257e-07,0.28782463
107,2.0,1.0,1996,miroc_esm_chem_rcp85,34.492916,-1.0757872,1.5153301,6.006825e-07,7.642132e-09,-1.0994182e-07,7.0298216e-07,0.1956348
108,2.0,1.0,1997,miroc_esm_chem_rcp85,34.470875,-1.1065558,1.4929556,5.1803966e-07,-1.2420087e-07,-1.3084852e-07,7.730891e-07,-0.5554709
109,2.0,1.0,1998,miroc_esm_chem_rcp85,34.487488,-1.0309737,1.5592391,-7.6509326e-07,-1.6320277e-07,-1.3005277e-07,-4.7183775e-07,-1.1161438
110,2.0,1.0,1999,miroc_esm_chem_rcp85,34.488754,-1.0076646,1.58261,-3.584362e-07,1.0470637e-07,2.2368017e-07,-6.868228e-07,0.15923093
111,2.0,1.0,2000,miroc_esm_chem_rcp85,34.49197,-0.97062415,1.6198349,-1.3340355e-06,3.3653567e-08,-7.635131e-08,-1.2913378e-06,-0.969615
112,2.0,1.0,2001,miroc_esm_chem_rcp85,34.496166,-0.9655713,1.6251278,2.775393e-07,-6.7389205e-09,-9.8841696e-08,3.831199e-07,0.0058624493
113,2.0,1.0,2002,miroc_esm_chem_rcp85,34.48959,-0.9800659,1.6102629,1.1555402e-07,-8.775094e-08,2.0350228e-08,1.8295474e-07,-0.33884335
114,2.0,1.0,2003,miroc_esm_chem_rcp85,34.47099,-0.9675783,1.6216819,1.03471e-06,3.7080458e-08,1.0254103e-08,9.873753e-07,0.456536
115,2.0,1.0,2004,miroc_esm_chem_rcp85,34.477352,-0.9598146,1.6298118,4.1441336e-07,5.4260356e-09,-1.8778022e-07,5.9676756e-07,-0.067698695
116,2.0,1.0,2005,miroc_esm_chem_rcp85,34.493134,-0.90935224,1.6811743,-5.583769e-07,-2.7806038e-08,-7.176518e-08,-4.5880566e-07,-0.7250489
117,2.0,1.0,2006,miroc_esm_chem_rcp85,34.498405,-0.9240911,1.6667371,-6.0554254e-07,-1.415565e-08,-1.2633775e-07,-4.6504914e-07,-0.36737874
118,2.0,1.0,2007,miroc_esm_chem_rcp85,34.487698,-0.9610401,1.6291754,-4.64757e-07,1.2345612e-07,-6.868989e-08,-5.195232e-07,-0.028235756
119,2.0,1.0,2008,miroc_esm_chem_rcp85,34.490295,-0.9710342,1.6193295,-1.2815838e-06,3.080102e-08,-8.1421284e-08,-1.2309634e-06,-0.768995
120,2.0,1.0,2009,miroc_esm_chem_rcp85,34.471493,-1.0178969,1.5765139,1.0040534e-06,-2.255293e-07,-2.4480233e-08,1.2540629e-06,0.64221704
121,2.0,1.0,2010,miroc_esm_chem_rcp85,34.46698,-1.0360737,1.5597532,2.6238405e-07,-1.11940636e-07,1.3538283e-07,2.3894185e-07,-0.5286403
122,2.0,1.0,2011,miroc_esm_chem_rcp85,34.470837,-0.9986237,1.5906264,7.806131e-07,-1.8800076e-08,3.0661897e-07,4.9279424e-07,1.2501279
123,2.0,1.0,2012,miroc_esm_chem_rcp85,34.485466,-0.9153767,1.6747111,1.030012e-06,-4.681505e-08,-6.283659e-08,1.1396636e-06,0.9899579
124,2.0,1.0,2013,miroc_esm_chem_rcp85,34.486782,-0.89847946,1.6916839,-1.8568704e-07,4.815746e-08,1.8082244e-07,-4.1466694e-07,0.4625146
125,2.0,1.0,2014,miroc_esm_chem_rcp85,34.468407,-0.93218815,1.6569238,1.4047673e-07,2.855538e-07,2.0492747e-07,-3.5000454e-07,1.0495646
126,2.0,1.0,2015,miroc_esm_chem_rcp85,34.466408,-0.97563946,1.6133577,-1.4780761e-07,1.1527634e-07,1.7790516e-07,-4.409891e-07,1.1811514
127,2.0,1.0,2016,miroc_esm_chem_rcp85,34.45075,-0.95981187,1.6282908,6.348683e-07,2.2151002e-07,4.4202503e-07,-2.8666758e-08,0.82970977
128,2.0,1.0,2017,miroc_esm_chem_rcp85,34.458145,-0.939422,1.6491034,1.1290523e-07,3.1055492e-08,1.987283e-07,-1.1687857e-07,0.11301858
129,2.0,1.0,2018,miroc_esm_chem_rcp85,34.47491,-0.88041,1.7090746,8.3880735e-07,-2.1171248e-08,1.6485785e-07,6.951207e-07,0.14742406
130,2.0,1.0,2019,miroc_esm_chem_rcp85,34.47334,-0.85695255,1.7324423,-1.2372708e-07,1.5491077e-08,3.528187e-07,-4.920368e-07,0.7366788
131,2.0,1.0,2020,miroc_esm_chem_rcp85,34.474632,-0.85473716,1.7347313,8.7707576e-07,1.9551065e-07,4.6579544e-07,2.1576965e-07,1.8831778
132,2.0,1.0,2021,miroc_esm_chem_rcp85,34.462883,-0.84272087,1.7460763,2.7832386e-06,1.451481e-07,6.0513634e-07,2.0329542e-06,1.8464644
133,2.0,1.0,2022,miroc_esm_chem_rcp85,34.470295,-0.8261214,1.7630999,5.496847e-07,2.033147e-08,2.6069017e-07,2.686631e-07,1.4497144
134,2.0,1.0,2023,miroc_esm_chem_rcp85,34.465202,-0.8250673,1.763863,1.6337002e-06,9.1697906e-08,5.219572e-10,1.5414804e-06,1.9947495
135,2.0,1.0,2024,miroc_esm_chem_rcp85,34.469116,-0.8102468,1.7789073,-8.259058e-07,1.5926614e-07,2.3135027e-07,-1.2165222e-06,0.35384303
136,2.0,1.0,2025,miroc_esm_chem_rcp85,34.473324,-0.7983417,1.7910525,1.4084507e-06,1.2625682e-07,2.7731474e-07,1.0048791e-06,0.9747399
137,2.0,1.0,2026,miroc_esm_chem_rcp85,34.47239,-0.79293805,1.7964026,-2.5776964e-07,2.7382708e-08,5.542059e-07,-8.393582e-07,0.6898037
138,2.0,1.0,2027,miroc_esm_chem_rcp85,34.46288,-0.7726866,1.8161103,2.1804224e-06,1.9551614e-07,2.5092933e-07,1.733977e-06,2.3043382
139,2.0,1.0,2028,miroc_esm_chem_rcp85,34.460815,-0.7898351,1.7988428,-2.3615452e-07,9.744582e-08,4.906059e-07,-8.2420627e-07,0.7280488
140,2.0,1.0,2029,miroc_esm_chem_rcp85,34.46187,-0.83435017,1.7543871,-6.934069e-07,4.0595076e-08,1.6720382e-08,-7.5072234e-07,0.5452839
141,2.0,1.0,2030,miroc_esm_chem_rcp85,34.456146,-0.82322603,1.7651844,2.6447137e-07,3.0355807e-07,5.096614e-07,-5.487481e-07,0.94516456
142,2.0,1.0,2031,miroc_esm_chem_rcp85,34.460182,-0.85400665,1.7356161,-7.7188173e-07,6.5919274e-08,3.6444203e-07,-1.202243e-06,0.4748493
143,2.0,1.0,2032,miroc_esm_chem_rcp85,34.45296,-0.8593108,1.7289171,1.1271608e-06,-6.0276277e-09,2.2862724e-07,9.0456115e-07,1.778044
144,2.0,1.0,2033,miroc_esm_chem_rcp85,34.437614,-0.9159744,1.6742574,1.9222805e-06,-4.90799e-08,1.6429023e-08,1.9549313e-06,1.8073257
145,2.0,1.0,2034,miroc_esm_chem_rcp85,34.41254,-0.97437507,1.6441994,-1.6269037e-06,7.0277615e-08,3.924343e-07,-2.0896155e-06,-0.04287934
146,2.0,1.0,2035,miroc_esm_chem_rcp85,34.43697,-0.8864687,1.7054983,1.749071e-06,7.881069e-08,1.395098e-07,1.5307505e-06,2.616412
147,2.0,1.0,2036,miroc_esm_chem_rcp85,34.422897,-0.8718545,1.7177787,1.4139206e-06,1.3696186e-07,3.1219378e-07,9.647649e-07,2.5802214
148,2.0,1.0,2037,miroc_esm_chem_rcp85,34.429188,-0.8784929,1.7213657,-2.3519897e-06,2.0464718e-07,2.7873048e-07,-2.8353675e-06,0.46122378
149,2.0,1.0,2038,miroc_esm_chem_rcp85,34.45258,-0.86025,1.7360427,-1.0735622e-06,2.3736604e-07,8.573925e-08,-1.3966675e-06,0.92817247
150,2.0,1.0,2039,miroc_esm_chem_rcp85,34.436455,-0.9136452,1.6944779,8.4244607e-07,2.9730495e-07,5.4570927e-07,-5.681284e-10,2.1489267
151,2.0,1.0,2040,miroc_esm_chem_rcp85,34.435734,-0.91285837,1.6918058,-1.2516249e-07,1.8494185e-07,3.4502267e-07,-6.55127e-07,0.88077027
152,2.0,1.0,2041,miroc_esm_chem_rcp85,34.429577,-0.91017026,1.6995438,3.8378366e-07,9.826656e-08,4.338341e-07,-1.4831699e-07,1.0991753
153,2.0,1.0,2042,miroc_esm_chem_rcp85,34.410503,-0.8592035,1.7358063,1.2127721e-06,4.565176e-08,3.5421806e-07,8.129023e-07,1.5408831
154,2.0,1.0,2043,miroc_esm_chem_rcp85,34.416943,-0.8317202,1.7637686,-1.7797677e-06,2.3284879e-07,3.8012914e-07,-2.3927455e-06,2.2486272
155,2.0,1.0,2044,miroc_esm_chem_rcp85,34.409695,-0.79806185,1.7988025,2.102372e-06,4.086694e-07,5.936708e-07,1.1000319e-06,2.5285418
156,2.0,1.0,2045,miroc_esm_chem_rcp85,34.40316,-0.8034839,1.7918473,1.1805852e-06,8.309871e-08,2.569671e-07,8.405194e-07,2.6180632
157,2.0,1.0,2046,miroc_esm_chem_rcp85,34.41174,-0.7563907,1.8348427,2.4634458e-06,3.6463027e-07,9.633062e-07,1.1355094e-06,2.2182598
158,2.0,1.0,2047,miroc_esm_chem_rcp85,34.408802,-0.7431818,1.8490015,1.241371e-06,1.4696697e-07,4.6766954e-07,6.2673456e-07,2.7861104
