sectors,year,salinity,regions,aogcm
13.0,2025,34.453674,2.0,hadgem2-es_rcp8.5
13.0,2026,34.445805,2.0,hadgem2-es_rcp8.5
13.0,2027,34.42796,2.0,hadgem2-es_rcp8.5
13.0,2028,34.43154,2.0,hadgem2-es_rcp8.5
13.0,2029,34.450615,2.0,hadgem2-es_rcp8.5
13.0,2030,34.43711,2.0,hadgem2-es_rcp8.5
13.0,2031,34.42596,2.0,hadgem2-es_rcp8.5
13.0,2032,34.40991,2.0,hadgem2-es_rcp8.5
13.0,2033,34.41942,2.0,hadgem2-es_rcp8.5
13.0,2034,34.429073,2.0,hadgem2-es_rcp8.5
13.0,2035,34.431423,2.0,hadgem2-es_rcp8.5
13.0,2036,34.435505,2.0,hadgem2-es_rcp8.5
13.0,2037,34.432148,2.0,hadgem2-es_rcp8.5
13.0,2038,34.41762,2.0,hadgem2-es_rcp8.5
13.0,2039,34.410686,2.0,hadgem2-es_rcp8.5
13.0,2040,34.43143,2.0,hadgem2-es_rcp8.5
13.0,2041,34.419117,2.0,hadgem2-es_rcp8.5
13.0,2042,34.404457,2.0,hadgem2-es_rcp8.5
13.0,2043,34.397167,2.0,hadgem2-es_rcp8.5
13.0,2044,34.40127,2.0,hadgem2-es_rcp8.5
13.0,2045,34.3973,2.0,hadgem2-es_rcp8.5
13.0,2046,34.39612,2.0,hadgem2-es_rcp8.5
13.0,2047,34.39903,2.0,hadgem2-es_rcp8.5
13.0,2048,34.414738,2.0,hadgem2-es_rcp8.5
13.0,2049,34.419735,2.0,hadgem2-es_rcp8.5
13.0,2050,34.39969,2.0,hadgem2-es_rcp8.5
13.0,2051,34.406704,2.0,hadgem2-es_rcp8.5
13.0,2052,34.394913,2.0,hadgem2-es_rcp8.5
13.0,2053,34.389908,2.0,hadgem2-es_rcp8.5
13.0,2054,34.381702,2.0,hadgem2-es_rcp8.5
13.0,2055,34.36868,2.0,hadgem2-es_rcp8.5
13.0,2056,34.360977,2.0,hadgem2-es_rcp8.5
13.0,2057,34.36817,2.0,hadgem2-es_rcp8.5
13.0,2058,34.359596,2.0,hadgem2-es_rcp8.5
13.0,2059,34.364197,2.0,hadgem2-es_rcp8.5
13.0,2060,34.37578,2.0,hadgem2-es_rcp8.5
13.0,2061,34.36356,2.0,hadgem2-es_rcp8.5
13.0,2062,34.3829,2.0,hadgem2-es_rcp8.5
13.0,2063,34.36701,2.0,hadgem2-es_rcp8.5
13.0,2064,34.3783,2.0,hadgem2-es_rcp8.5
13.0,2065,34.382927,2.0,hadgem2-es_rcp8.5
13.0,2066,34.360233,2.0,hadgem2-es_rcp8.5
13.0,2067,34.35421,2.0,hadgem2-es_rcp8.5
13.0,2068,34.33757,2.0,hadgem2-es_rcp8.5
13.0,2069,34.33393,2.0,hadgem2-es_rcp8.5
13.0,2070,34.369358,2.0,hadgem2-es_rcp8.5
13.0,2071,34.371525,2.0,hadgem2-es_rcp8.5
13.0,2072,34.371677,2.0,hadgem2-es_rcp8.5
13.0,2073,34.393326,2.0,hadgem2-es_rcp8.5
13.0,2074,34.37992,2.0,hadgem2-es_rcp8.5
13.0,2075,34.382698,2.0,hadgem2-es_rcp8.5
13.0,2076,34.3737,2.0,hadgem2-es_rcp8.5
13.0,2077,34.368156,2.0,hadgem2-es_rcp8.5
13.0,2078,34.36447,2.0,hadgem2-es_rcp8.5
13.0,2079,34.35418,2.0,hadgem2-es_rcp8.5
13.0,2080,34.358738,2.0,hadgem2-es_rcp8.5
13.0,2081,34.367302,2.0,hadgem2-es_rcp8.5
13.0,2082,34.358086,2.0,hadgem2-es_rcp8.5
13.0,2083,34.36146,2.0,hadgem2-es_rcp8.5
13.0,2084,34.379593,2.0,hadgem2-es_rcp8.5
13.0,2085,34.364376,2.0,hadgem2-es_rcp8.5
13.0,2086,34.36533,2.0,hadgem2-es_rcp8.5
13.0,2087,34.36301,2.0,hadgem2-es_rcp8.5
13.0,2088,34.350536,2.0,hadgem2-es_rcp8.5
13.0,2089,34.338886,2.0,hadgem2-es_rcp8.5
13.0,2090,34.348667,2.0,hadgem2-es_rcp8.5
13.0,2091,34.34563,2.0,hadgem2-es_rcp8.5
13.0,2092,34.34097,2.0,hadgem2-es_rcp8.5
13.0,2093,34.337013,2.0,hadgem2-es_rcp8.5
13.0,2094,34.326744,2.0,hadgem2-es_rcp8.5
13.0,2095,34.3399,2.0,hadgem2-es_rcp8.5
13.0,2096,34.319748,2.0,hadgem2-es_rcp8.5
13.0,2097,34.319607,2.0,hadgem2-es_rcp8.5
13.0,2098,34.301857,2.0,hadgem2-es_rcp8.5
13.0,2099,34.319855,2.0,hadgem2-es_rcp8.5
13.0,2100,34.307995,2.0,hadgem2-es_rcp8.5
14.0,1995,34.28863,2.0,hadgem2-es_rcp8.5
14.0,1996,34.278965,2.0,hadgem2-es_rcp8.5
14.0,1997,34.276577,2.0,hadgem2-es_rcp8.5
14.0,1998,34.283012,2.0,hadgem2-es_rcp8.5
14.0,1999,34.28593,2.0,hadgem2-es_rcp8.5
14.0,2000,34.268517,2.0,hadgem2-es_rcp8.5
14.0,2001,34.29219,2.0,hadgem2-es_rcp8.5
14.0,2002,34.299633,2.0,hadgem2-es_rcp8.5
14.0,2003,34.296284,2.0,hadgem2-es_rcp8.5
14.0,2004,34.290104,2.0,hadgem2-es_rcp8.5
14.0,2005,34.2875,2.0,hadgem2-es_rcp8.5
14.0,2006,34.287575,2.0,hadgem2-es_rcp8.5
14.0,2007,34.27099,2.0,hadgem2-es_rcp8.5
14.0,2008,34.28729,2.0,hadgem2-es_rcp8.5
14.0,2009,34.29778,2.0,hadgem2-es_rcp8.5
14.0,2010,34.30559,2.0,hadgem2-es_rcp8.5
14.0,2011,34.30619,2.0,hadgem2-es_rcp8.5
14.0,2012,34.319324,2.0,hadgem2-es_rcp8.5
14.0,2013,34.30381,2.0,hadgem2-es_rcp8.5
14.0,2014,34.29703,2.0,hadgem2-es_rcp8.5
14.0,2015,34.297974,2.0,hadgem2-es_rcp8.5
14.0,2016,34.291668,2.0,hadgem2-es_rcp8.5
14.0,2017,34.285786,2.0,hadgem2-es_rcp8.5
14.0,2018,34.279232,2.0,hadgem2-es_rcp8.5
14.0,2019,34.29708,2.0,hadgem2-es_rcp8.5
14.0,2020,34.295925,2.0,hadgem2-es_rcp8.5
14.0,2021,34.291946,2.0,hadgem2-es_rcp8.5
14.0,2022,34.29387,2.0,hadgem2-es_rcp8.5
14.0,2023,34.302746,2.0,hadgem2-es_rcp8.5
14.0,2024,34.313427,2.0,hadgem2-es_rcp8.5
14.0,2025,34.298027,2.0,hadgem2-es_rcp8.5
14.0,2026,34.303486,2.0,hadgem2-es_rcp8.5
14.0,2027,34.297115,2.0,hadgem2-es_rcp8.5
14.0,2028,34.29587,2.0,hadgem2-es_rcp8.5
14.0,2029,34.270626,2.0,hadgem2-es_rcp8.5
14.0,2030,34.28898,2.0,hadgem2-es_rcp8.5
14.0,2031,34.277397,2.0,hadgem2-es_rcp8.5
14.0,2032,34.263393,2.0,hadgem2-es_rcp8.5
14.0,2033,34.26045,2.0,hadgem2-es_rcp8.5
14.0,2034,34.277164,2.0,hadgem2-es_rcp8.5
14.0,2035,34.275448,2.0,hadgem2-es_rcp8.5
14.0,2036,34.25431,2.0,hadgem2-es_rcp8.5
14.0,2037,34.258873,2.0,hadgem2-es_rcp8.5
14.0,2038,34.258316,2.0,hadgem2-es_rcp8.5
14.0,2039,34.26634,2.0,hadgem2-es_rcp8.5
14.0,2040,34.228565,2.0,hadgem2-es_rcp8.5
14.0,2041,34.263042,2.0,hadgem2-es_rcp8.5
14.0,2042,34.263557,2.0,hadgem2-es_rcp8.5
14.0,2043,34.27582,2.0,hadgem2-es_rcp8.5
14.0,2044,34.294857,2.0,hadgem2-es_rcp8.5
14.0,2045,34.29015,2.0,hadgem2-es_rcp8.5
14.0,2046,34.27344,2.0,hadgem2-es_rcp8.5
14.0,2047,34.279926,2.0,hadgem2-es_rcp8.5
14.0,2048,34.272823,2.0,hadgem2-es_rcp8.5
14.0,2049,34.28297,2.0,hadgem2-es_rcp8.5
14.0,2050,34.27897,2.0,hadgem2-es_rcp8.5
14.0,2051,34.277752,2.0,hadgem2-es_rcp8.5
14.0,2052,34.278133,2.0,hadgem2-es_rcp8.5
14.0,2053,34.282467,2.0,hadgem2-es_rcp8.5
14.0,2054,34.295002,2.0,hadgem2-es_rcp8.5
14.0,2055,34.278698,2.0,hadgem2-es_rcp8.5
14.0,2056,34.25732,2.0,hadgem2-es_rcp8.5
14.0,2057,34.25352,2.0,hadgem2-es_rcp8.5
14.0,2058,34.253647,2.0,hadgem2-es_rcp8.5
14.0,2059,34.259026,2.0,hadgem2-es_rcp8.5
14.0,2060,34.2608,2.0,hadgem2-es_rcp8.5
14.0,2061,34.25369,2.0,hadgem2-es_rcp8.5
14.0,2062,34.230663,2.0,hadgem2-es_rcp8.5
14.0,2063,34.241642,2.0,hadgem2-es_rcp8.5
14.0,2064,34.250957,2.0,hadgem2-es_rcp8.5
14.0,2065,34.242207,2.0,hadgem2-es_rcp8.5
14.0,2066,34.224537,2.0,hadgem2-es_rcp8.5
14.0,2067,34.227066,2.0,hadgem2-es_rcp8.5
14.0,2068,34.22159,2.0,hadgem2-es_rcp8.5
14.0,2069,34.219856,2.0,hadgem2-es_rcp8.5
14.0,2070,34.246365,2.0,hadgem2-es_rcp8.5
14.0,2071,34.262302,2.0,hadgem2-es_rcp8.5
14.0,2072,34.26418,2.0,hadgem2-es_rcp8.5
14.0,2073,34.25759,2.0,hadgem2-es_rcp8.5
14.0,2074,34.262726,2.0,hadgem2-es_rcp8.5
14.0,2075,34.246048,2.0,hadgem2-es_rcp8.5
14.0,2076,34.212154,2.0,hadgem2-es_rcp8.5
14.0,2077,34.214092,2.0,hadgem2-es_rcp8.5
14.0,2078,34.230846,2.0,hadgem2-es_rcp8.5
14.0,2079,34.21781,2.0,hadgem2-es_rcp8.5
14.0,2080,34.233955,2.0,hadgem2-es_rcp8.5
14.0,2081,34.239925,2.0,hadgem2-es_rcp8.5
14.0,2082,34.236977,2.0,hadgem2-es_rcp8.5
14.0,2083,34.23733,2.0,hadgem2-es_rcp8.5
14.0,2084,34.206028,2.0,hadgem2-es_rcp8.5
14.0,2085,34.22872,2.0,hadgem2-es_rcp8.5
14.0,2086,34.228218,2.0,hadgem2-es_rcp8.5
14.0,2087,34.239532,2.0,hadgem2-es_rcp8.5
14.0,2088,34.248016,2.0,hadgem2-es_rcp8.5
14.0,2089,34.242035,2.0,hadgem2-es_rcp8.5
14.0,2090,34.2579,2.0,hadgem2-es_rcp8.5
14.0,2091,34.271893,2.0,hadgem2-es_rcp8.5
14.0,2092,34.275677,2.0,hadgem2-es_rcp8.5
14.0,2093,34.259937,2.0,hadgem2-es_rcp8.5
14.0,2094,34.23657,2.0,hadgem2-es_rcp8.5
14.0,2095,34.218327,2.0,hadgem2-es_rcp8.5
14.0,2096,34.218212,2.0,hadgem2-es_rcp8.5
14.0,2097,34.236404,2.0,hadgem2-es_rcp8.5
14.0,2098,34.242405,2.0,hadgem2-es_rcp8.5
14.0,2099,34.237755,2.0,hadgem2-es_rcp8.5
14.0,2100,34.236485,2.0,hadgem2-es_rcp8.5
15.0,1995,34.550182,2.0,hadgem2-es_rcp8.5
15.0,1996,34.564445,2.0,hadgem2-es_rcp8.5
15.0,1997,34.576046,2.0,hadgem2-es_rcp8.5
15.0,1998,34.58286,2.0,hadgem2-es_rcp8.5
15.0,1999,34.592426,2.0,hadgem2-es_rcp8.5
15.0,2000,34.599503,2.0,hadgem2-es_rcp8.5
15.0,2001,34.588837,2.0,hadgem2-es_rcp8.5
15.0,2002,34.58516,2.0,hadgem2-es_rcp8.5
15.0,2003,34.598305,2.0,hadgem2-es_rcp8.5
15.0,2004,34.60259,2.0,hadgem2-es_rcp8.5
15.0,2005,34.60129,2.0,hadgem2-es_rcp8.5
15.0,2006,34.594234,2.0,hadgem2-es_rcp8.5
15.0,2007,34.599903,2.0,hadgem2-es_rcp8.5
15.0,2008,34.564987,2.0,hadgem2-es_rcp8.5
15.0,2009,34.569687,2.0,hadgem2-es_rcp8.5
15.0,2010,34.583344,2.0,hadgem2-es_rcp8.5
15.0,2011,34.5962,2.0,hadgem2-es_rcp8.5
15.0,2012,34.577927,2.0,hadgem2-es_rcp8.5
15.0,2013,34.57013,2.0,hadgem2-es_rcp8.5
15.0,2014,34.56688,2.0,hadgem2-es_rcp8.5
15.0,2015,34.57933,2.0,hadgem2-es_rcp8.5
15.0,2016,34.558693,2.0,hadgem2-es_rcp8.5
15.0,2017,34.537502,2.0,hadgem2-es_rcp8.5
15.0,2018,34.539845,2.0,hadgem2-es_rcp8.5
15.0,2019,34.520367,2.0,hadgem2-es_rcp8.5
15.0,2020,34.511856,2.0,hadgem2-es_rcp8.5
15.0,2021,34.512115,2.0,hadgem2-es_rcp8.5
15.0,2022,34.528324,2.0,hadgem2-es_rcp8.5
15.0,2023,34.562897,2.0,hadgem2-es_rcp8.5
15.0,2024,34.576447,2.0,hadgem2-es_rcp8.5
15.0,2025,34.5633,2.0,hadgem2-es_rcp8.5
15.0,2026,34.55784,2.0,hadgem2-es_rcp8.5
15.0,2027,34.54461,2.0,hadgem2-es_rcp8.5
15.0,2028,34.552788,2.0,hadgem2-es_rcp8.5
15.0,2029,34.569008,2.0,hadgem2-es_rcp8.5
15.0,2030,34.551453,2.0,hadgem2-es_rcp8.5
15.0,2031,34.545547,2.0,hadgem2-es_rcp8.5
15.0,2032,34.54364,2.0,hadgem2-es_rcp8.5
15.0,2033,34.561195,2.0,hadgem2-es_rcp8.5
15.0,2034,34.551346,2.0,hadgem2-es_rcp8.5
15.0,2035,34.54901,2.0,hadgem2-es_rcp8.5
15.0,2036,34.527493,2.0,hadgem2-es_rcp8.5
15.0,2037,34.521614,2.0,hadgem2-es_rcp8.5
15.0,2038,34.544243,2.0,hadgem2-es_rcp8.5
15.0,2039,34.534325,2.0,hadgem2-es_rcp8.5
15.0,2040,34.54356,2.0,hadgem2-es_rcp8.5
15.0,2041,34.535927,2.0,hadgem2-es_rcp8.5
15.0,2042,34.529747,2.0,hadgem2-es_rcp8.5
15.0,2043,34.518417,2.0,hadgem2-es_rcp8.5
15.0,2044,34.543835,2.0,hadgem2-es_rcp8.5
15.0,2045,34.52079,2.0,hadgem2-es_rcp8.5
15.0,2046,34.51709,2.0,hadgem2-es_rcp8.5
15.0,2047,34.51786,2.0,hadgem2-es_rcp8.5
15.0,2048,34.50276,2.0,hadgem2-es_rcp8.5
15.0,2049,34.512657,2.0,hadgem2-es_rcp8.5
15.0,2050,34.520973,2.0,hadgem2-es_rcp8.5
15.0,2051,34.522163,2.0,hadgem2-es_rcp8.5
15.0,2052,34.505344,2.0,hadgem2-es_rcp8.5
15.0,2053,34.510555,2.0,hadgem2-es_rcp8.5
15.0,2054,34.508514,2.0,hadgem2-es_rcp8.5
15.0,2055,34.510647,2.0,hadgem2-es_rcp8.5
15.0,2056,34.478973,2.0,hadgem2-es_rcp8.5
15.0,2057,34.4739,2.0,hadgem2-es_rcp8.5
15.0,2058,34.481815,2.0,hadgem2-es_rcp8.5
15.0,2059,34.480137,2.0,hadgem2-es_rcp8.5
15.0,2060,34.501205,2.0,hadgem2-es_rcp8.5
15.0,2061,34.498875,2.0,hadgem2-es_rcp8.5
15.0,2062,34.507236,2.0,hadgem2-es_rcp8.5
15.0,2063,34.51499,2.0,hadgem2-es_rcp8.5
15.0,2064,34.515575,2.0,hadgem2-es_rcp8.5
15.0,2065,34.49783,2.0,hadgem2-es_rcp8.5
15.0,2066,34.475677,2.0,hadgem2-es_rcp8.5
15.0,2067,34.471413,2.0,hadgem2-es_rcp8.5
15.0,2068,34.486126,2.0,hadgem2-es_rcp8.5
15.0,2069,34.47891,2.0,hadgem2-es_rcp8.5
15.0,2070,34.49113,2.0,hadgem2-es_rcp8.5
15.0,2071,34.49349,2.0,hadgem2-es_rcp8.5
15.0,2072,34.48187,2.0,hadgem2-es_rcp8.5
15.0,2073,34.486534,2.0,hadgem2-es_rcp8.5
15.0,2074,34.48196,2.0,hadgem2-es_rcp8.5
15.0,2075,34.48742,2.0,hadgem2-es_rcp8.5
15.0,2076,34.49073,2.0,hadgem2-es_rcp8.5
15.0,2077,34.47256,2.0,hadgem2-es_rcp8.5
15.0,2078,34.47948,2.0,hadgem2-es_rcp8.5
15.0,2079,34.47983,2.0,hadgem2-es_rcp8.5
15.0,2080,34.476223,2.0,hadgem2-es_rcp8.5
15.0,2081,34.492275,2.0,hadgem2-es_rcp8.5
15.0,2082,34.51332,2.0,hadgem2-es_rcp8.5
15.0,2083,34.497646,2.0,hadgem2-es_rcp8.5
15.0,2084,34.490776,2.0,hadgem2-es_rcp8.5
15.0,2085,34.47304,2.0,hadgem2-es_rcp8.5
15.0,2086,34.459835,2.0,hadgem2-es_rcp8.5
15.0,2087,34.464607,2.0,hadgem2-es_rcp8.5
15.0,2088,34.47821,2.0,hadgem2-es_rcp8.5
15.0,2089,34.438625,2.0,hadgem2-es_rcp8.5
15.0,2090,34.459076,2.0,hadgem2-es_rcp8.5
15.0,2091,34.452797,2.0,hadgem2-es_rcp8.5
15.0,2092,34.438015,2.0,hadgem2-es_rcp8.5
15.0,2093,34.44958,2.0,hadgem2-es_rcp8.5
15.0,2094,34.447746,2.0,hadgem2-es_rcp8.5
15.0,2095,34.450806,2.0,hadgem2-es_rcp8.5
15.0,2096,34.44022,2.0,hadgem2-es_rcp8.5
15.0,2097,34.43998,2.0,hadgem2-es_rcp8.5
15.0,2098,34.4251,2.0,hadgem2-es_rcp8.5
15.0,2099,34.42471,2.0,hadgem2-es_rcp8.5
15.0,2100,34.422874,2.0,hadgem2-es_rcp8.5
16.0,1995,34.514824,3.0,hadgem2-es_rcp8.5
16.0,1996,34.549904,3.0,hadgem2-es_rcp8.5
16.0,1997,34.572327,3.0,hadgem2-es_rcp8.5
16.0,1998,34.593132,3.0,hadgem2-es_rcp8.5
16.0,1999,34.59576,3.0,hadgem2-es_rcp8.5
16.0,2000,34.60816,3.0,hadgem2-es_rcp8.5
16.0,2001,34.59484,3.0,hadgem2-es_rcp8.5
16.0,2002,34.595036,3.0,hadgem2-es_rcp8.5
16.0,2003,34.61564,3.0,hadgem2-es_rcp8.5
16.0,2004,34.61895,3.0,hadgem2-es_rcp8.5
16.0,2005,34.608597,3.0,hadgem2-es_rcp8.5
16.0,2006,34.592464,3.0,hadgem2-es_rcp8.5
16.0,2007,34.60321,3.0,hadgem2-es_rcp8.5
16.0,2008,34.54973,3.0,hadgem2-es_rcp8.5
16.0,2009,34.57473,3.0,hadgem2-es_rcp8.5
16.0,2010,34.592594,3.0,hadgem2-es_rcp8.5
16.0,2011,34.60289,3.0,hadgem2-es_rcp8.5
16.0,2012,34.558434,3.0,hadgem2-es_rcp8.5
16.0,2013,34.55156,3.0,hadgem2-es_rcp8.5
16.0,2014,34.56023,3.0,hadgem2-es_rcp8.5
16.0,2015,34.579086,3.0,hadgem2-es_rcp8.5
16.0,2016,34.53369,3.0,hadgem2-es_rcp8.5
16.0,2017,34.49785,3.0,hadgem2-es_rcp8.5
16.0,2018,34.5145,3.0,hadgem2-es_rcp8.5
16.0,2019,34.485184,3.0,hadgem2-es_rcp8.5
16.0,2020,34.471954,3.0,hadgem2-es_rcp8.5
16.0,2021,34.47872,3.0,hadgem2-es_rcp8.5
16.0,2022,34.51165,3.0,hadgem2-es_rcp8.5
16.0,2023,34.5585,3.0,hadgem2-es_rcp8.5
16.0,2024,34.580647,3.0,hadgem2-es_rcp8.5
16.0,2025,34.554077,3.0,hadgem2-es_rcp8.5
16.0,2026,34.533054,3.0,hadgem2-es_rcp8.5
16.0,2027,34.51535,3.0,hadgem2-es_rcp8.5
16.0,2028,34.531902,3.0,hadgem2-es_rcp8.5
16.0,2029,34.5621,3.0,hadgem2-es_rcp8.5
16.0,2030,34.52742,3.0,hadgem2-es_rcp8.5
16.0,2031,34.521824,3.0,hadgem2-es_rcp8.5
16.0,2032,34.532642,3.0,hadgem2-es_rcp8.5
16.0,2033,34.5576,3.0,hadgem2-es_rcp8.5
16.0,2034,34.52024,3.0,hadgem2-es_rcp8.5
16.0,2035,34.499046,3.0,hadgem2-es_rcp8.5
16.0,2036,34.480026,3.0,hadgem2-es_rcp8.5
16.0,2037,34.461773,3.0,hadgem2-es_rcp8.5
16.0,2038,34.49324,3.0,hadgem2-es_rcp8.5
16.0,2039,34.491333,3.0,hadgem2-es_rcp8.5
16.0,2040,34.517906,3.0,hadgem2-es_rcp8.5
16.0,2041,34.500034,3.0,hadgem2-es_rcp8.5
16.0,2042,34.48386,3.0,hadgem2-es_rcp8.5
16.0,2043,34.463406,3.0,hadgem2-es_rcp8.5
16.0,2044,34.488823,3.0,hadgem2-es_rcp8.5
16.0,2045,34.439976,3.0,hadgem2-es_rcp8.5
16.0,2046,34.43728,3.0,hadgem2-es_rcp8.5
16.0,2047,34.42964,3.0,hadgem2-es_rcp8.5
16.0,2048,34.407303,3.0,hadgem2-es_rcp8.5
16.0,2049,34.442345,3.0,hadgem2-es_rcp8.5
16.0,2050,34.4514,3.0,hadgem2-es_rcp8.5
16.0,2051,34.45004,3.0,hadgem2-es_rcp8.5
16.0,2052,34.418312,3.0,hadgem2-es_rcp8.5
16.0,2053,34.43296,3.0,hadgem2-es_rcp8.5
16.0,2054,34.42338,3.0,hadgem2-es_rcp8.5
16.0,2055,34.421257,3.0,hadgem2-es_rcp8.5
16.0,2056,34.36383,3.0,hadgem2-es_rcp8.5
16.0,2057,34.381416,3.0,hadgem2-es_rcp8.5
16.0,2058,34.383236,3.0,hadgem2-es_rcp8.5
16.0,2059,34.373783,3.0,hadgem2-es_rcp8.5
16.0,2060,34.42692,3.0,hadgem2-es_rcp8.5
16.0,2061,34.408234,3.0,hadgem2-es_rcp8.5
16.0,2062,34.422005,3.0,hadgem2-es_rcp8.5
16.0,2063,34.427277,3.0,hadgem2-es_rcp8.5
16.0,2064,34.430157,3.0,hadgem2-es_rcp8.5
16.0,2065,34.397274,3.0,hadgem2-es_rcp8.5
16.0,2066,34.374165,3.0,hadgem2-es_rcp8.5
16.0,2067,34.367508,3.0,hadgem2-es_rcp8.5
16.0,2068,34.37714,3.0,hadgem2-es_rcp8.5
16.0,2069,34.357803,3.0,hadgem2-es_rcp8.5
16.0,2070,34.38681,3.0,hadgem2-es_rcp8.5
16.0,2071,34.390022,3.0,hadgem2-es_rcp8.5
16.0,2072,34.3533,3.0,hadgem2-es_rcp8.5
16.0,2073,34.36752,3.0,hadgem2-es_rcp8.5
16.0,2074,34.344734,3.0,hadgem2-es_rcp8.5
16.0,2075,34.350727,3.0,hadgem2-es_rcp8.5
16.0,2076,34.366547,3.0,hadgem2-es_rcp8.5
16.0,2077,34.337864,3.0,hadgem2-es_rcp8.5
16.0,2078,34.35443,3.0,hadgem2-es_rcp8.5
16.0,2079,34.355396,3.0,hadgem2-es_rcp8.5
16.0,2080,34.362522,3.0,hadgem2-es_rcp8.5
16.0,2081,34.397198,3.0,hadgem2-es_rcp8.5
16.0,2082,34.42959,3.0,hadgem2-es_rcp8.5
16.0,2083,34.384823,3.0,hadgem2-es_rcp8.5
16.0,2084,34.3785,3.0,hadgem2-es_rcp8.5
16.0,2085,34.34242,3.0,hadgem2-es_rcp8.5
16.0,2086,34.337738,3.0,hadgem2-es_rcp8.5
16.0,2087,34.341488,3.0,hadgem2-es_rcp8.5
16.0,2088,34.347485,3.0,hadgem2-es_rcp8.5
16.0,2089,34.271534,3.0,hadgem2-es_rcp8.5
16.0,2090,34.312916,3.0,hadgem2-es_rcp8.5
16.0,2091,34.306385,3.0,hadgem2-es_rcp8.5
16.0,2092,34.26973,3.0,hadgem2-es_rcp8.5
16.0,2093,34.29928,3.0,hadgem2-es_rcp8.5
16.0,2094,34.300724,3.0,hadgem2-es_rcp8.5
16.0,2095,34.32509,3.0,hadgem2-es_rcp8.5
16.0,2096,34.298367,3.0,hadgem2-es_rcp8.5
16.0,2097,34.283993,3.0,hadgem2-es_rcp8.5
16.0,2098,34.243916,3.0,hadgem2-es_rcp8.5
16.0,2099,34.23949,3.0,hadgem2-es_rcp8.5
16.0,2100,34.24301,3.0,hadgem2-es_rcp8.5
17.0,1995,34.565166,3.0,hadgem2-es_rcp8.5
17.0,1996,34.559006,3.0,hadgem2-es_rcp8.5
17.0,1997,34.564243,3.0,hadgem2-es_rcp8.5
17.0,1998,34.56787,3.0,hadgem2-es_rcp8.5
17.0,1999,34.568157,3.0,hadgem2-es_rcp8.5
17.0,2000,34.573986,3.0,hadgem2-es_rcp8.5
17.0,2001,34.573833,3.0,hadgem2-es_rcp8.5
17.0,2002,34.579952,3.0,hadgem2-es_rcp8.5
17.0,2003,34.583477,3.0,hadgem2-es_rcp8.5
17.0,2004,34.58858,3.0,hadgem2-es_rcp8.5
17.0,2005,34.58775,3.0,hadgem2-es_rcp8.5
17.0,2006,34.57873,3.0,hadgem2-es_rcp8.5
17.0,2007,34.582684,3.0,hadgem2-es_rcp8.5
17.0,2008,34.58132,3.0,hadgem2-es_rcp8.5
17.0,2009,34.58553,3.0,hadgem2-es_rcp8.5
17.0,2010,34.590965,3.0,hadgem2-es_rcp8.5
17.0,2011,34.58621,3.0,hadgem2-es_rcp8.5
17.0,2012,34.585876,3.0,hadgem2-es_rcp8.5
17.0,2013,34.57781,3.0,hadgem2-es_rcp8.5
17.0,2014,34.578148,3.0,hadgem2-es_rcp8.5
17.0,2015,34.581696,3.0,hadgem2-es_rcp8.5
17.0,2016,34.57219,3.0,hadgem2-es_rcp8.5
17.0,2017,34.56628,3.0,hadgem2-es_rcp8.5
17.0,2018,34.56913,3.0,hadgem2-es_rcp8.5
17.0,2019,34.566498,3.0,hadgem2-es_rcp8.5
17.0,2020,34.56404,3.0,hadgem2-es_rcp8.5
17.0,2021,34.562088,3.0,hadgem2-es_rcp8.5
17.0,2022,34.57107,3.0,hadgem2-es_rcp8.5
17.0,2023,34.57689,3.0,hadgem2-es_rcp8.5
17.0,2024,34.578323,3.0,hadgem2-es_rcp8.5
17.0,2025,34.572037,3.0,hadgem2-es_rcp8.5
17.0,2026,34.568188,3.0,hadgem2-es_rcp8.5
17.0,2027,34.571842,3.0,hadgem2-es_rcp8.5
17.0,2028,34.57566,3.0,hadgem2-es_rcp8.5
17.0,2029,34.5754,3.0,hadgem2-es_rcp8.5
17.0,2030,34.567165,3.0,hadgem2-es_rcp8.5
17.0,2031,34.56771,3.0,hadgem2-es_rcp8.5
17.0,2032,34.566723,3.0,hadgem2-es_rcp8.5
17.0,2033,34.576904,3.0,hadgem2-es_rcp8.5
17.0,2034,34.57093,3.0,hadgem2-es_rcp8.5
17.0,2035,34.568108,3.0,hadgem2-es_rcp8.5
17.0,2036,34.56226,3.0,hadgem2-es_rcp8.5
17.0,2037,34.568,3.0,hadgem2-es_rcp8.5
17.0,2038,34.57213,3.0,hadgem2-es_rcp8.5
17.0,2039,34.562244,3.0,hadgem2-es_rcp8.5
17.0,2040,34.5607,3.0,hadgem2-es_rcp8.5
17.0,2041,34.556267,3.0,hadgem2-es_rcp8.5
17.0,2042,34.554134,3.0,hadgem2-es_rcp8.5
17.0,2043,34.56237,3.0,hadgem2-es_rcp8.5
17.0,2044,34.561893,3.0,hadgem2-es_rcp8.5
17.0,2045,34.551353,3.0,hadgem2-es_rcp8.5
17.0,2046,34.54845,3.0,hadgem2-es_rcp8.5
17.0,2047,34.54516,3.0,hadgem2-es_rcp8.5
17.0,2048,34.53693,3.0,hadgem2-es_rcp8.5
17.0,2049,34.542515,3.0,hadgem2-es_rcp8.5
17.0,2050,34.549294,3.0,hadgem2-es_rcp8.5
17.0,2051,34.54934,3.0,hadgem2-es_rcp8.5
