sectors,year,salinity,regions,aogcm
18.0,2066,34.3022,3.0,ccsm4_rcp8.5
18.0,2067,34.2937,3.0,ccsm4_rcp8.5
18.0,2068,34.277313,3.0,ccsm4_rcp8.5
18.0,2069,34.277256,3.0,ccsm4_rcp8.5
18.0,2070,34.292503,3.0,ccsm4_rcp8.5
18.0,2071,34.289867,3.0,ccsm4_rcp8.5
18.0,2072,34.29204,3.0,ccsm4_rcp8.5
18.0,2073,34.296688,3.0,ccsm4_rcp8.5
18.0,2074,34.298225,3.0,ccsm4_rcp8.5
18.0,2075,34.294685,3.0,ccsm4_rcp8.5
18.0,2076,34.302063,3.0,ccsm4_rcp8.5
18.0,2077,34.295124,3.0,ccsm4_rcp8.5
18.0,2078,34.301346,3.0,ccsm4_rcp8.5
18.0,2079,34.300392,3.0,ccsm4_rcp8.5
18.0,2080,34.29729,3.0,ccsm4_rcp8.5
18.0,2081,34.289448,3.0,ccsm4_rcp8.5
18.0,2082,34.265278,3.0,ccsm4_rcp8.5
18.0,2083,34.25689,3.0,ccsm4_rcp8.5
18.0,2084,34.244976,3.0,ccsm4_rcp8.5
18.0,2085,34.254642,3.0,ccsm4_rcp8.5
18.0,2086,34.254097,3.0,ccsm4_rcp8.5
18.0,2087,34.270454,3.0,ccsm4_rcp8.5
18.0,2088,34.26106,3.0,ccsm4_rcp8.5
18.0,2089,34.261883,3.0,ccsm4_rcp8.5
18.0,2090,34.267494,3.0,ccsm4_rcp8.5
18.0,2091,34.25843,3.0,ccsm4_rcp8.5
18.0,2092,34.25168,3.0,ccsm4_rcp8.5
18.0,2093,34.228138,3.0,ccsm4_rcp8.5
18.0,2094,34.212704,3.0,ccsm4_rcp8.5
18.0,2095,34.18895,3.0,ccsm4_rcp8.5
18.0,2096,34.18379,3.0,ccsm4_rcp8.5
18.0,2097,34.17499,3.0,ccsm4_rcp8.5
18.0,2098,34.194103,3.0,ccsm4_rcp8.5
18.0,2099,34.184914,3.0,ccsm4_rcp8.5
18.0,2100,34.17545,3.0,ccsm4_rcp8.5
1.0,1995,34.540672,1.0,cnrm-cm6-1_ssp585
1.0,1996,34.541256,1.0,cnrm-cm6-1_ssp585
1.0,1997,34.542385,1.0,cnrm-cm6-1_ssp585
1.0,1998,34.541687,1.0,cnrm-cm6-1_ssp585
1.0,1999,34.540318,1.0,cnrm-cm6-1_ssp585
1.0,2000,34.54013,1.0,cnrm-cm6-1_ssp585
1.0,2001,34.541138,1.0,cnrm-cm6-1_ssp585
1.0,2002,34.542213,1.0,cnrm-cm6-1_ssp585
1.0,2003,34.53742,1.0,cnrm-cm6-1_ssp585
1.0,2004,34.533188,1.0,cnrm-cm6-1_ssp585
1.0,2005,34.534435,1.0,cnrm-cm6-1_ssp585
1.0,2006,34.530403,1.0,cnrm-cm6-1_ssp585
1.0,2007,34.52832,1.0,cnrm-cm6-1_ssp585
1.0,2008,34.530907,1.0,cnrm-cm6-1_ssp585
1.0,2009,34.528767,1.0,cnrm-cm6-1_ssp585
1.0,2010,34.53047,1.0,cnrm-cm6-1_ssp585
1.0,2011,34.538643,1.0,cnrm-cm6-1_ssp585
1.0,2012,34.537117,1.0,cnrm-cm6-1_ssp585
1.0,2013,34.53716,1.0,cnrm-cm6-1_ssp585
1.0,2014,34.535366,1.0,cnrm-cm6-1_ssp585
1.0,2015,34.532433,1.0,cnrm-cm6-1_ssp585
1.0,2016,34.53495,1.0,cnrm-cm6-1_ssp585
1.0,2017,34.53535,1.0,cnrm-cm6-1_ssp585
1.0,2018,34.53533,1.0,cnrm-cm6-1_ssp585
1.0,2019,34.53735,1.0,cnrm-cm6-1_ssp585
1.0,2020,34.538765,1.0,cnrm-cm6-1_ssp585
1.0,2021,34.54199,1.0,cnrm-cm6-1_ssp585
1.0,2022,34.54335,1.0,cnrm-cm6-1_ssp585
1.0,2023,34.54523,1.0,cnrm-cm6-1_ssp585
1.0,2024,34.543404,1.0,cnrm-cm6-1_ssp585
1.0,2025,34.54286,1.0,cnrm-cm6-1_ssp585
1.0,2026,34.540928,1.0,cnrm-cm6-1_ssp585
1.0,2027,34.53841,1.0,cnrm-cm6-1_ssp585
1.0,2028,34.53136,1.0,cnrm-cm6-1_ssp585
1.0,2029,34.528072,1.0,cnrm-cm6-1_ssp585
1.0,2030,34.52572,1.0,cnrm-cm6-1_ssp585
1.0,2031,34.531162,1.0,cnrm-cm6-1_ssp585
1.0,2032,34.534325,1.0,cnrm-cm6-1_ssp585
1.0,2033,34.53267,1.0,cnrm-cm6-1_ssp585
1.0,2034,34.5336,1.0,cnrm-cm6-1_ssp585
1.0,2035,34.528793,1.0,cnrm-cm6-1_ssp585
1.0,2036,34.53043,1.0,cnrm-cm6-1_ssp585
1.0,2037,34.529877,1.0,cnrm-cm6-1_ssp585
1.0,2038,34.533813,1.0,cnrm-cm6-1_ssp585
1.0,2039,34.536945,1.0,cnrm-cm6-1_ssp585
1.0,2040,34.538902,1.0,cnrm-cm6-1_ssp585
1.0,2041,34.536583,1.0,cnrm-cm6-1_ssp585
1.0,2042,34.533558,1.0,cnrm-cm6-1_ssp585
1.0,2043,34.5382,1.0,cnrm-cm6-1_ssp585
1.0,2044,34.537792,1.0,cnrm-cm6-1_ssp585
1.0,2045,34.534023,1.0,cnrm-cm6-1_ssp585
1.0,2046,34.53243,1.0,cnrm-cm6-1_ssp585
1.0,2047,34.53385,1.0,cnrm-cm6-1_ssp585
1.0,2048,34.530502,1.0,cnrm-cm6-1_ssp585
1.0,2049,34.533424,1.0,cnrm-cm6-1_ssp585
1.0,2050,34.536648,1.0,cnrm-cm6-1_ssp585
1.0,2051,34.536865,1.0,cnrm-cm6-1_ssp585
1.0,2052,34.539238,1.0,cnrm-cm6-1_ssp585
1.0,2053,34.53857,1.0,cnrm-cm6-1_ssp585
1.0,2054,34.535023,1.0,cnrm-cm6-1_ssp585
1.0,2055,34.531796,1.0,cnrm-cm6-1_ssp585
1.0,2056,34.532333,1.0,cnrm-cm6-1_ssp585
1.0,2057,34.531845,1.0,cnrm-cm6-1_ssp585
1.0,2058,34.53156,1.0,cnrm-cm6-1_ssp585
1.0,2059,34.533726,1.0,cnrm-cm6-1_ssp585
1.0,2060,34.5312,1.0,cnrm-cm6-1_ssp585
1.0,2061,34.531204,1.0,cnrm-cm6-1_ssp585
1.0,2062,34.53185,1.0,cnrm-cm6-1_ssp585
1.0,2063,34.5303,1.0,cnrm-cm6-1_ssp585
1.0,2064,34.53269,1.0,cnrm-cm6-1_ssp585
1.0,2065,34.52935,1.0,cnrm-cm6-1_ssp585
1.0,2066,34.527332,1.0,cnrm-cm6-1_ssp585
1.0,2067,34.53508,1.0,cnrm-cm6-1_ssp585
1.0,2068,34.535522,1.0,cnrm-cm6-1_ssp585
1.0,2069,34.53316,1.0,cnrm-cm6-1_ssp585
1.0,2070,34.5324,1.0,cnrm-cm6-1_ssp585
1.0,2071,34.531963,1.0,cnrm-cm6-1_ssp585
1.0,2072,34.532387,1.0,cnrm-cm6-1_ssp585
1.0,2073,34.5315,1.0,cnrm-cm6-1_ssp585
1.0,2074,34.531635,1.0,cnrm-cm6-1_ssp585
1.0,2075,34.539124,1.0,cnrm-cm6-1_ssp585
1.0,2076,34.543118,1.0,cnrm-cm6-1_ssp585
1.0,2077,34.54603,1.0,cnrm-cm6-1_ssp585
1.0,2078,34.544815,1.0,cnrm-cm6-1_ssp585
1.0,2079,34.54546,1.0,cnrm-cm6-1_ssp585
1.0,2080,34.54294,1.0,cnrm-cm6-1_ssp585
1.0,2081,34.542404,1.0,cnrm-cm6-1_ssp585
1.0,2082,34.542816,1.0,cnrm-cm6-1_ssp585
1.0,2083,34.54141,1.0,cnrm-cm6-1_ssp585
1.0,2084,34.543995,1.0,cnrm-cm6-1_ssp585
1.0,2085,34.542046,1.0,cnrm-cm6-1_ssp585
1.0,2086,34.53931,1.0,cnrm-cm6-1_ssp585
1.0,2087,34.54343,1.0,cnrm-cm6-1_ssp585
1.0,2088,34.545277,1.0,cnrm-cm6-1_ssp585
1.0,2089,34.547276,1.0,cnrm-cm6-1_ssp585
1.0,2090,34.54893,1.0,cnrm-cm6-1_ssp585
1.0,2091,34.54471,1.0,cnrm-cm6-1_ssp585
1.0,2092,34.546207,1.0,cnrm-cm6-1_ssp585
1.0,2093,34.545914,1.0,cnrm-cm6-1_ssp585
1.0,2094,34.55024,1.0,cnrm-cm6-1_ssp585
1.0,2095,34.550453,1.0,cnrm-cm6-1_ssp585
1.0,2096,34.545673,1.0,cnrm-cm6-1_ssp585
1.0,2097,34.54216,1.0,cnrm-cm6-1_ssp585
1.0,2098,34.5421,1.0,cnrm-cm6-1_ssp585
1.0,2099,34.539005,1.0,cnrm-cm6-1_ssp585
1.0,2100,34.537323,1.0,cnrm-cm6-1_ssp585
2.0,1995,34.50124,1.0,cnrm-cm6-1_ssp585
2.0,1996,34.496155,1.0,cnrm-cm6-1_ssp585
2.0,1997,34.508137,1.0,cnrm-cm6-1_ssp585
2.0,1998,34.504654,1.0,cnrm-cm6-1_ssp585
2.0,1999,34.513985,1.0,cnrm-cm6-1_ssp585
2.0,2000,34.50176,1.0,cnrm-cm6-1_ssp585
2.0,2001,34.502777,1.0,cnrm-cm6-1_ssp585
2.0,2002,34.4895,1.0,cnrm-cm6-1_ssp585
2.0,2003,34.49134,1.0,cnrm-cm6-1_ssp585
2.0,2004,34.469215,1.0,cnrm-cm6-1_ssp585
2.0,2005,34.47562,1.0,cnrm-cm6-1_ssp585
2.0,2006,34.46009,1.0,cnrm-cm6-1_ssp585
2.0,2007,34.44102,1.0,cnrm-cm6-1_ssp585
2.0,2008,34.429424,1.0,cnrm-cm6-1_ssp585
2.0,2009,34.49142,1.0,cnrm-cm6-1_ssp585
2.0,2010,34.483013,1.0,cnrm-cm6-1_ssp585
2.0,2011,34.501675,1.0,cnrm-cm6-1_ssp585
2.0,2012,34.490993,1.0,cnrm-cm6-1_ssp585
2.0,2013,34.462036,1.0,cnrm-cm6-1_ssp585
2.0,2014,34.483353,1.0,cnrm-cm6-1_ssp585
2.0,2015,34.505684,1.0,cnrm-cm6-1_ssp585
2.0,2016,34.484985,1.0,cnrm-cm6-1_ssp585
2.0,2017,34.49209,1.0,cnrm-cm6-1_ssp585
2.0,2018,34.5163,1.0,cnrm-cm6-1_ssp585
2.0,2019,34.510605,1.0,cnrm-cm6-1_ssp585
2.0,2020,34.518482,1.0,cnrm-cm6-1_ssp585
2.0,2021,34.51245,1.0,cnrm-cm6-1_ssp585
2.0,2022,34.521217,1.0,cnrm-cm6-1_ssp585
2.0,2023,34.510593,1.0,cnrm-cm6-1_ssp585
2.0,2024,34.53194,1.0,cnrm-cm6-1_ssp585
2.0,2025,34.52622,1.0,cnrm-cm6-1_ssp585
2.0,2026,34.50325,1.0,cnrm-cm6-1_ssp585
2.0,2027,34.442577,1.0,cnrm-cm6-1_ssp585
2.0,2028,34.465088,1.0,cnrm-cm6-1_ssp585
2.0,2029,34.476112,1.0,cnrm-cm6-1_ssp585
2.0,2030,34.485638,1.0,cnrm-cm6-1_ssp585
2.0,2031,34.49589,1.0,cnrm-cm6-1_ssp585
2.0,2032,34.46021,1.0,cnrm-cm6-1_ssp585
2.0,2033,34.455566,1.0,cnrm-cm6-1_ssp585
2.0,2034,34.44951,1.0,cnrm-cm6-1_ssp585
2.0,2035,34.417637,1.0,cnrm-cm6-1_ssp585
2.0,2036,34.430893,1.0,cnrm-cm6-1_ssp585
2.0,2037,34.384914,1.0,cnrm-cm6-1_ssp585
2.0,2038,34.409813,1.0,cnrm-cm6-1_ssp585
2.0,2039,34.40844,1.0,cnrm-cm6-1_ssp585
2.0,2040,34.42163,1.0,cnrm-cm6-1_ssp585
2.0,2041,34.39438,1.0,cnrm-cm6-1_ssp585
2.0,2042,34.440617,1.0,cnrm-cm6-1_ssp585
2.0,2043,34.420914,1.0,cnrm-cm6-1_ssp585
2.0,2044,34.417282,1.0,cnrm-cm6-1_ssp585
2.0,2045,34.4196,1.0,cnrm-cm6-1_ssp585
2.0,2046,34.412796,1.0,cnrm-cm6-1_ssp585
2.0,2047,34.4237,1.0,cnrm-cm6-1_ssp585
2.0,2048,34.426987,1.0,cnrm-cm6-1_ssp585
2.0,2049,34.378582,1.0,cnrm-cm6-1_ssp585
2.0,2050,34.400223,1.0,cnrm-cm6-1_ssp585
2.0,2051,34.39045,1.0,cnrm-cm6-1_ssp585
2.0,2052,34.379776,1.0,cnrm-cm6-1_ssp585
2.0,2053,34.387398,1.0,cnrm-cm6-1_ssp585
2.0,2054,34.360115,1.0,cnrm-cm6-1_ssp585
2.0,2055,34.324192,1.0,cnrm-cm6-1_ssp585
2.0,2056,34.343468,1.0,cnrm-cm6-1_ssp585
2.0,2057,34.36724,1.0,cnrm-cm6-1_ssp585
2.0,2058,34.360287,1.0,cnrm-cm6-1_ssp585
2.0,2059,34.346035,1.0,cnrm-cm6-1_ssp585
2.0,2060,34.340183,1.0,cnrm-cm6-1_ssp585
2.0,2061,34.35589,1.0,cnrm-cm6-1_ssp585
2.0,2062,34.35482,1.0,cnrm-cm6-1_ssp585
2.0,2063,34.343975,1.0,cnrm-cm6-1_ssp585
2.0,2064,34.344666,1.0,cnrm-cm6-1_ssp585
2.0,2065,34.379444,1.0,cnrm-cm6-1_ssp585
2.0,2066,34.361374,1.0,cnrm-cm6-1_ssp585
2.0,2067,34.32279,1.0,cnrm-cm6-1_ssp585
2.0,2068,34.320995,1.0,cnrm-cm6-1_ssp585
2.0,2069,34.348114,1.0,cnrm-cm6-1_ssp585
2.0,2070,34.341984,1.0,cnrm-cm6-1_ssp585
2.0,2071,34.339664,1.0,cnrm-cm6-1_ssp585
2.0,2072,34.365925,1.0,cnrm-cm6-1_ssp585
2.0,2073,34.329655,1.0,cnrm-cm6-1_ssp585
2.0,2074,34.34233,1.0,cnrm-cm6-1_ssp585
2.0,2075,34.338573,1.0,cnrm-cm6-1_ssp585
2.0,2076,34.355774,1.0,cnrm-cm6-1_ssp585
2.0,2077,34.368095,1.0,cnrm-cm6-1_ssp585
2.0,2078,34.35123,1.0,cnrm-cm6-1_ssp585
2.0,2079,34.341427,1.0,cnrm-cm6-1_ssp585
2.0,2080,34.3563,1.0,cnrm-cm6-1_ssp585
2.0,2081,34.38776,1.0,cnrm-cm6-1_ssp585
2.0,2082,34.37679,1.0,cnrm-cm6-1_ssp585
2.0,2083,34.335922,1.0,cnrm-cm6-1_ssp585
2.0,2084,34.33024,1.0,cnrm-cm6-1_ssp585
2.0,2085,34.349373,1.0,cnrm-cm6-1_ssp585
2.0,2086,34.376125,1.0,cnrm-cm6-1_ssp585
2.0,2087,34.348854,1.0,cnrm-cm6-1_ssp585
2.0,2088,34.311657,1.0,cnrm-cm6-1_ssp585
2.0,2089,34.318287,1.0,cnrm-cm6-1_ssp585
2.0,2090,34.34905,1.0,cnrm-cm6-1_ssp585
2.0,2091,34.351963,1.0,cnrm-cm6-1_ssp585
2.0,2092,34.310078,1.0,cnrm-cm6-1_ssp585
2.0,2093,34.36208,1.0,cnrm-cm6-1_ssp585
2.0,2094,34.366325,1.0,cnrm-cm6-1_ssp585
2.0,2095,34.35528,1.0,cnrm-cm6-1_ssp585
2.0,2096,34.35813,1.0,cnrm-cm6-1_ssp585
2.0,2097,34.329514,1.0,cnrm-cm6-1_ssp585
2.0,2098,34.28061,1.0,cnrm-cm6-1_ssp585
2.0,2099,34.26411,1.0,cnrm-cm6-1_ssp585
2.0,2100,34.29822,1.0,cnrm-cm6-1_ssp585
3.0,1995,34.587074,1.0,cnrm-cm6-1_ssp585
3.0,1996,34.591843,1.0,cnrm-cm6-1_ssp585
3.0,1997,34.591625,1.0,cnrm-cm6-1_ssp585
3.0,1998,34.589405,1.0,cnrm-cm6-1_ssp585
3.0,1999,34.589417,1.0,cnrm-cm6-1_ssp585
3.0,2000,34.587257,1.0,cnrm-cm6-1_ssp585
3.0,2001,34.58747,1.0,cnrm-cm6-1_ssp585
3.0,2002,34.586452,1.0,cnrm-cm6-1_ssp585
3.0,2003,34.588852,1.0,cnrm-cm6-1_ssp585
3.0,2004,34.58954,1.0,cnrm-cm6-1_ssp585
3.0,2005,34.59459,1.0,cnrm-cm6-1_ssp585
3.0,2006,34.59458,1.0,cnrm-cm6-1_ssp585
3.0,2007,34.587753,1.0,cnrm-cm6-1_ssp585
3.0,2008,34.58444,1.0,cnrm-cm6-1_ssp585
3.0,2009,34.586376,1.0,cnrm-cm6-1_ssp585
3.0,2010,34.588913,1.0,cnrm-cm6-1_ssp585
3.0,2011,34.593197,1.0,cnrm-cm6-1_ssp585
3.0,2012,34.592102,1.0,cnrm-cm6-1_ssp585
3.0,2013,34.590324,1.0,cnrm-cm6-1_ssp585
3.0,2014,34.589203,1.0,cnrm-cm6-1_ssp585
3.0,2015,34.5888,1.0,cnrm-cm6-1_ssp585
3.0,2016,34.58961,1.0,cnrm-cm6-1_ssp585
3.0,2017,34.587414,1.0,cnrm-cm6-1_ssp585
3.0,2018,34.592636,1.0,cnrm-cm6-1_ssp585
3.0,2019,34.594097,1.0,cnrm-cm6-1_ssp585
3.0,2020,34.59063,1.0,cnrm-cm6-1_ssp585
3.0,2021,34.58997,1.0,cnrm-cm6-1_ssp585
3.0,2022,34.592014,1.0,cnrm-cm6-1_ssp585
3.0,2023,34.594368,1.0,cnrm-cm6-1_ssp585
3.0,2024,34.592537,1.0,cnrm-cm6-1_ssp585
3.0,2025,34.589596,1.0,cnrm-cm6-1_ssp585
3.0,2026,34.58777,1.0,cnrm-cm6-1_ssp585
3.0,2027,34.57759,1.0,cnrm-cm6-1_ssp585
3.0,2028,34.57503,1.0,cnrm-cm6-1_ssp585
3.0,2029,34.574837,1.0,cnrm-cm6-1_ssp585
3.0,2030,34.57679,1.0,cnrm-cm6-1_ssp585
3.0,2031,34.578045,1.0,cnrm-cm6-1_ssp585
3.0,2032,34.57454,1.0,cnrm-cm6-1_ssp585
3.0,2033,34.567795,1.0,cnrm-cm6-1_ssp585
3.0,2034,34.569675,1.0,cnrm-cm6-1_ssp585
3.0,2035,34.572487,1.0,cnrm-cm6-1_ssp585
3.0,2036,34.56964,1.0,cnrm-cm6-1_ssp585
3.0,2037,34.56824,1.0,cnrm-cm6-1_ssp585
3.0,2038,34.575855,1.0,cnrm-cm6-1_ssp585
3.0,2039,34.57364,1.0,cnrm-cm6-1_ssp585
3.0,2040,34.57628,1.0,cnrm-cm6-1_ssp585
3.0,2041,34.580517,1.0,cnrm-cm6-1_ssp585
3.0,2042,34.581306,1.0,cnrm-cm6-1_ssp585
3.0,2043,34.57779,1.0,cnrm-cm6-1_ssp585
3.0,2044,34.58494,1.0,cnrm-cm6-1_ssp585
3.0,2045,34.587585,1.0,cnrm-cm6-1_ssp585
3.0,2046,34.582516,1.0,cnrm-cm6-1_ssp585
3.0,2047,34.581207,1.0,cnrm-cm6-1_ssp585
3.0,2048,34.580357,1.0,cnrm-cm6-1_ssp585
3.0,2049,34.578716,1.0,cnrm-cm6-1_ssp585
3.0,2050,34.574223,1.0,cnrm-cm6-1_ssp585
3.0,2051,34.57279,1.0,cnrm-cm6-1_ssp585
3.0,2052,34.57406,1.0,cnrm-cm6-1_ssp585
3.0,2053,34.576153,1.0,cnrm-cm6-1_ssp585
3.0,2054,34.574425,1.0,cnrm-cm6-1_ssp585
3.0,2055,34.567764,1.0,cnrm-cm6-1_ssp585
3.0,2056,34.571606,1.0,cnrm-cm6-1_ssp585
3.0,2057,34.578377,1.0,cnrm-cm6-1_ssp585
3.0,2058,34.582317,1.0,cnrm-cm6-1_ssp585
3.0,2059,34.583965,1.0,cnrm-cm6-1_ssp585
3.0,2060,34.58508,1.0,cnrm-cm6-1_ssp585
3.0,2061,34.586845,1.0,cnrm-cm6-1_ssp585
3.0,2062,34.583244,1.0,cnrm-cm6-1_ssp585
3.0,2063,34.587326,1.0,cnrm-cm6-1_ssp585
3.0,2064,34.582825,1.0,cnrm-cm6-1_ssp585
3.0,2065,34.57745,1.0,cnrm-cm6-1_ssp585
3.0,2066,34.5778,1.0,cnrm-cm6-1_ssp585
3.0,2067,34.575397,1.0,cnrm-cm6-1_ssp585
3.0,2068,34.57267,1.0,cnrm-cm6-1_ssp585
3.0,2069,34.576283,1.0,cnrm-cm6-1_ssp585
3.0,2070,34.580803,1.0,cnrm-cm6-1_ssp585
3.0,2071,34.57942,1.0,cnrm-cm6-1_ssp585
3.0,2072,34.573425,1.0,cnrm-cm6-1_ssp585
3.0,2073,34.577507,1.0,cnrm-cm6-1_ssp585
3.0,2074,34.584587,1.0,cnrm-cm6-1_ssp585
3.0,2075,34.58495,1.0,cnrm-cm6-1_ssp585
3.0,2076,34.589622,1.0,cnrm-cm6-1_ssp585
3.0,2077,34.596016,1.0,cnrm-cm6-1_ssp585
3.0,2078,34.593082,1.0,cnrm-cm6-1_ssp585
3.0,2079,34.5956,1.0,cnrm-cm6-1_ssp585
3.0,2080,34.59497,1.0,cnrm-cm6-1_ssp585
3.0,2081,34.59607,1.0,cnrm-cm6-1_ssp585
3.0,2082,34.594997,1.0,cnrm-cm6-1_ssp585
3.0,2083,34.59145,1.0,cnrm-cm6-1_ssp585
3.0,2084,34.59404,1.0,cnrm-cm6-1_ssp585
3.0,2085,34.59365,1.0,cnrm-cm6-1_ssp585
3.0,2086,34.59491,1.0,cnrm-cm6-1_ssp585
3.0,2087,34.59677,1.0,cnrm-cm6-1_ssp585
3.0,2088,34.593937,1.0,cnrm-cm6-1_ssp585
3.0,2089,34.592274,1.0,cnrm-cm6-1_ssp585
3.0,2090,34.59637,1.0,cnrm-cm6-1_ssp585
3.0,2091,34.595417,1.0,cnrm-cm6-1_ssp585
3.0,2092,34.59667,1.0,cnrm-cm6-1_ssp585
3.0,2093,34.592514,1.0,cnrm-cm6-1_ssp585
3.0,2094,34.5961,1.0,cnrm-cm6-1_ssp585
3.0,2095,34.59898,1.0,cnrm-cm6-1_ssp585
3.0,2096,34.60109,1.0,cnrm-cm6-1_ssp585
3.0,2097,34.593555,1.0,cnrm-cm6-1_ssp585
3.0,2098,34.58684,1.0,cnrm-cm6-1_ssp585
3.0,2099,34.585236,1.0,cnrm-cm6-1_ssp585
3.0,2100,34.586033,1.0,cnrm-cm6-1_ssp585
4.0,1995,34.363976,1.0,cnrm-cm6-1_ssp585
4.0,1996,34.362785,1.0,cnrm-cm6-1_ssp585
4.0,1997,34.366943,1.0,cnrm-cm6-1_ssp585
4.0,1998,34.360584,1.0,cnrm-cm6-1_ssp585
4.0,1999,34.37096,1.0,cnrm-cm6-1_ssp585
4.0,2000,34.37276,1.0,cnrm-cm6-1_ssp585
4.0,2001,34.37065,1.0,cnrm-cm6-1_ssp585
4.0,2002,34.3525,1.0,cnrm-cm6-1_ssp585
4.0,2003,34.344482,1.0,cnrm-cm6-1_ssp585
4.0,2004,34.33835,1.0,cnrm-cm6-1_ssp585
4.0,2005,34.35602,1.0,cnrm-cm6-1_ssp585
4.0,2006,34.351337,1.0,cnrm-cm6-1_ssp585
4.0,2007,34.34941,1.0,cnrm-cm6-1_ssp585
4.0,2008,34.34717,1.0,cnrm-cm6-1_ssp585
4.0,2009,34.33941,1.0,cnrm-cm6-1_ssp585
4.0,2010,34.34982,1.0,cnrm-cm6-1_ssp585
4.0,2011,34.365803,1.0,cnrm-cm6-1_ssp585
4.0,2012,34.355423,1.0,cnrm-cm6-1_ssp585
4.0,2013,34.357616,1.0,cnrm-cm6-1_ssp585
4.0,2014,34.368233,1.0,cnrm-cm6-1_ssp585
4.0,2015,34.354233,1.0,cnrm-cm6-1_ssp585
4.0,2016,34.350998,1.0,cnrm-cm6-1_ssp585
4.0,2017,34.35014,1.0,cnrm-cm6-1_ssp585
4.0,2018,34.351994,1.0,cnrm-cm6-1_ssp585
4.0,2019,34.36345,1.0,cnrm-cm6-1_ssp585
4.0,2020,34.374905,1.0,cnrm-cm6-1_ssp585
4.0,2021,34.373425,1.0,cnrm-cm6-1_ssp585
4.0,2022,34.37285,1.0,cnrm-cm6-1_ssp585
4.0,2023,34.37382,1.0,cnrm-cm6-1_ssp585
4.0,2024,34.38066,1.0,cnrm-cm6-1_ssp585
4.0,2025,34.365894,1.0,cnrm-cm6-1_ssp585
4.0,2026,34.368835,1.0,cnrm-cm6-1_ssp585
4.0,2027,34.35932,1.0,cnrm-cm6-1_ssp585
4.0,2028,34.33572,1.0,cnrm-cm6-1_ssp585
4.0,2029,34.320435,1.0,cnrm-cm6-1_ssp585
4.0,2030,34.338955,1.0,cnrm-cm6-1_ssp585
4.0,2031,34.356262,1.0,cnrm-cm6-1_ssp585
4.0,2032,34.35526,1.0,cnrm-cm6-1_ssp585
4.0,2033,34.343777,1.0,cnrm-cm6-1_ssp585
4.0,2034,34.324924,1.0,cnrm-cm6-1_ssp585
4.0,2035,34.32631,1.0,cnrm-cm6-1_ssp585
4.0,2036,34.330902,1.0,cnrm-cm6-1_ssp585
4.0,2037,34.335564,1.0,cnrm-cm6-1_ssp585
4.0,2038,34.341927,1.0,cnrm-cm6-1_ssp585
4.0,2039,34.33637,1.0,cnrm-cm6-1_ssp585
4.0,2040,34.33593,1.0,cnrm-cm6-1_ssp585
4.0,2041,34.32364,1.0,cnrm-cm6-1_ssp585
4.0,2042,34.32974,1.0,cnrm-cm6-1_ssp585
4.0,2043,34.335773,1.0,cnrm-cm6-1_ssp585
4.0,2044,34.326435,1.0,cnrm-cm6-1_ssp585
4.0,2045,34.326904,1.0,cnrm-cm6-1_ssp585
4.0,2046,34.342243,1.0,cnrm-cm6-1_ssp585
4.0,2047,34.341625,1.0,cnrm-cm6-1_ssp585
4.0,2048,34.33565,1.0,cnrm-cm6-1_ssp585
4.0,2049,34.346073,1.0,cnrm-cm6-1_ssp585
4.0,2050,34.34275,1.0,cnrm-cm6-1_ssp585
4.0,2051,34.336388,1.0,cnrm-cm6-1_ssp585
4.0,2052,34.328064,1.0,cnrm-cm6-1_ssp585
4.0,2053,34.31784,1.0,cnrm-cm6-1_ssp585
4.0,2054,34.315075,1.0,cnrm-cm6-1_ssp585
4.0,2055,34.311386,1.0,cnrm-cm6-1_ssp585
4.0,2056,34.29285,1.0,cnrm-cm6-1_ssp585
4.0,2057,34.311985,1.0,cnrm-cm6-1_ssp585
4.0,2058,34.3101,1.0,cnrm-cm6-1_ssp585
4.0,2059,34.320602,1.0,cnrm-cm6-1_ssp585
4.0,2060,34.31314,1.0,cnrm-cm6-1_ssp585
4.0,2061,34.30443,1.0,cnrm-cm6-1_ssp585
4.0,2062,34.31397,1.0,cnrm-cm6-1_ssp585
4.0,2063,34.3314,1.0,cnrm-cm6-1_ssp585
4.0,2064,34.32405,1.0,cnrm-cm6-1_ssp585
4.0,2065,34.326565,1.0,cnrm-cm6-1_ssp585
4.0,2066,34.323437,1.0,cnrm-cm6-1_ssp585
4.0,2067,34.3311,1.0,cnrm-cm6-1_ssp585
4.0,2068,34.314518,1.0,cnrm-cm6-1_ssp585
4.0,2069,34.31778,1.0,cnrm-cm6-1_ssp585
4.0,2070,34.320774,1.0,cnrm-cm6-1_ssp585
4.0,2071,34.33287,1.0,cnrm-cm6-1_ssp585
4.0,2072,34.322575,1.0,cnrm-cm6-1_ssp585
4.0,2073,34.318222,1.0,cnrm-cm6-1_ssp585
4.0,2074,34.32498,1.0,cnrm-cm6-1_ssp585
4.0,2075,34.336224,1.0,cnrm-cm6-1_ssp585
4.0,2076,34.34622,1.0,cnrm-cm6-1_ssp585
4.0,2077,34.350475,1.0,cnrm-cm6-1_ssp585
4.0,2078,34.34988,1.0,cnrm-cm6-1_ssp585
4.0,2079,34.349598,1.0,cnrm-cm6-1_ssp585
4.0,2080,34.338703,1.0,cnrm-cm6-1_ssp585
4.0,2081,34.350075,1.0,cnrm-cm6-1_ssp585
