sectors,year,pr_anomaly,evspsbl_anomaly,mrro_anomaly,smb_anomaly,ts_anomaly,regions,aogcm
11.0,2096.0,1.3169849e-07,1.12870005e-07,3.7453066e-08,-1.8624583e-08,2.675636,2.0,noresm1-m_rcp8.5
11.0,2097.0,5.443277e-07,8.742557e-08,4.774393e-08,4.0915816e-07,3.6861567,2.0,noresm1-m_rcp8.5
11.0,2098.0,3.7005674e-07,4.4506493e-08,2.3697572e-08,3.0185268e-07,3.5690343,2.0,noresm1-m_rcp8.5
11.0,2099.0,2.5723475e-07,6.7415066e-08,3.8873445e-08,1.5094624e-07,3.9664235,2.0,noresm1-m_rcp8.5
11.0,2100.0,7.6311363e-07,6.335011e-08,2.8771314e-08,6.7099216e-07,4.493001,2.0,noresm1-m_rcp8.5
12.0,1995.0,-1.141217e-06,-3.7937628e-08,-1.6564333e-07,-9.3763606e-07,-0.43903297,2.0,noresm1-m_rcp8.5
12.0,1996.0,-2.2977617e-06,-1.3963759e-07,-6.6072744e-08,-2.0920513e-06,0.7560605,2.0,noresm1-m_rcp8.5
12.0,1997.0,1.9815468e-06,5.6539335e-07,-1.9343436e-07,1.6095879e-06,1.489622,2.0,noresm1-m_rcp8.5
12.0,1998.0,-5.368078e-07,1.0000343e-06,-2.2931873e-07,-1.3075233e-06,0.0017020823,2.0,noresm1-m_rcp8.5
12.0,1999.0,9.346888e-07,-1.0492225e-06,1.0090468e-07,1.8830066e-06,0.5342064,2.0,noresm1-m_rcp8.5
12.0,2000.0,-1.1149696e-06,1.3165557e-07,2.1846874e-07,-1.4650939e-06,-0.46690416,2.0,noresm1-m_rcp8.5
12.0,2001.0,1.526593e-06,4.6202706e-07,-7.683926e-08,1.1414052e-06,-0.04695726,2.0,noresm1-m_rcp8.5
12.0,2002.0,-1.4154971e-06,-8.123505e-07,-9.849657e-08,-5.0465e-07,-0.7615861,2.0,noresm1-m_rcp8.5
12.0,2003.0,-1.6747249e-06,-4.3039967e-07,-1.0623952e-07,-1.1380857e-06,-0.9804672,2.0,noresm1-m_rcp8.5
12.0,2004.0,-4.1178697e-07,6.449749e-08,-2.0970924e-07,-2.6657523e-07,0.043397356,2.0,noresm1-m_rcp8.5
12.0,2005.0,1.8479527e-07,3.9714587e-07,-2.1141125e-07,-9.393615e-10,0.23709124,2.0,noresm1-m_rcp8.5
12.0,2006.0,-8.830597e-07,4.9805124e-07,-6.0852274e-09,-1.3750257e-06,-0.04256483,2.0,noresm1-m_rcp8.5
12.0,2007.0,1.7672381e-08,3.5880288e-07,3.648126e-08,-3.7761177e-07,-0.28971514,2.0,noresm1-m_rcp8.5
12.0,2008.0,2.35643e-06,5.7311604e-07,1.231483e-07,1.6601656e-06,0.7698061,2.0,noresm1-m_rcp8.5
12.0,2009.0,-2.6348666e-06,1.1350117e-07,1.1653167e-07,-2.8648994e-06,-0.09716841,2.0,noresm1-m_rcp8.5
12.0,2010.0,2.1555088e-06,-1.2311027e-06,5.1839135e-07,2.86822e-06,1.2737708,2.0,noresm1-m_rcp8.5
12.0,2011.0,1.9823422e-06,3.2253317e-07,1.5507456e-07,1.5047344e-06,-0.23822527,2.0,noresm1-m_rcp8.5
12.0,2012.0,5.594174e-07,2.1654542e-07,1.9752153e-07,1.4535044e-07,0.008903991,2.0,noresm1-m_rcp8.5
12.0,2013.0,-2.1138444e-06,-4.4655883e-07,-1.5548308e-07,-1.5118026e-06,-0.84365106,2.0,noresm1-m_rcp8.5
12.0,2014.0,2.5255422e-06,-5.5609377e-07,5.221127e-08,3.0294248e-06,-0.9082863,2.0,noresm1-m_rcp8.5
12.0,2015.0,-1.2472119e-06,-9.127458e-07,-1.4381787e-08,-3.2008438e-07,-0.7736389,2.0,noresm1-m_rcp8.5
12.0,2016.0,3.750988e-06,-2.1588093e-07,1.6253618e-07,3.804333e-06,0.2623482,2.0,noresm1-m_rcp8.5
12.0,2017.0,9.255103e-07,-5.428133e-07,2.2033004e-07,1.2479936e-06,0.01026497,2.0,noresm1-m_rcp8.5
12.0,2018.0,1.7246858e-06,-1.7213607e-07,1.7683617e-07,1.7199857e-06,0.30059856,2.0,noresm1-m_rcp8.5
12.0,2019.0,-5.702224e-07,2.2262795e-07,3.7347453e-07,-1.1663249e-06,-1.0164694,2.0,noresm1-m_rcp8.5
12.0,2020.0,-2.1711233e-07,-5.8274094e-07,1.5443833e-07,2.111903e-07,-1.1116806,2.0,noresm1-m_rcp8.5
12.0,2021.0,8.3906326e-07,7.567813e-08,3.3466588e-07,4.2871923e-07,0.13458651,2.0,noresm1-m_rcp8.5
12.0,2022.0,1.9833132e-07,5.242086e-07,1.2884757e-07,-4.5472487e-07,0.78298044,2.0,noresm1-m_rcp8.5
12.0,2023.0,1.5455834e-06,3.3352322e-07,2.6398138e-07,9.4807876e-07,1.1502162,2.0,noresm1-m_rcp8.5
12.0,2024.0,2.37674e-06,5.084413e-07,2.5785144e-07,1.6104473e-06,0.027507303,2.0,noresm1-m_rcp8.5
12.0,2025.0,3.8420828e-07,-1.3855768e-07,3.238786e-08,4.903781e-07,-1.2370661,2.0,noresm1-m_rcp8.5
12.0,2026.0,1.1638612e-06,-1.5383039e-06,1.3003765e-07,2.5721274e-06,-0.3405158,2.0,noresm1-m_rcp8.5
12.0,2027.0,2.548268e-06,-7.8015387e-07,1.922138e-07,3.1362079e-06,0.10547836,2.0,noresm1-m_rcp8.5
12.0,2028.0,2.095783e-06,5.5179686e-07,1.9561651e-07,1.3483697e-06,-0.015443374,2.0,noresm1-m_rcp8.5
12.0,2029.0,2.973353e-06,-3.0560463e-07,3.1317475e-07,2.9657829e-06,0.0032933713,2.0,noresm1-m_rcp8.5
12.0,2030.0,-4.728032e-07,-8.0770434e-07,2.0739577e-07,1.2750536e-07,0.37770915,2.0,noresm1-m_rcp8.5
12.0,2031.0,1.1902816e-06,7.408645e-07,2.2021007e-07,2.2920709e-07,0.60951024,2.0,noresm1-m_rcp8.5
12.0,2032.0,1.7715447e-06,3.6788484e-07,3.0373715e-07,1.0999227e-06,0.51038104,2.0,noresm1-m_rcp8.5
12.0,2033.0,3.260208e-06,3.7179163e-07,1.592898e-07,2.7291267e-06,0.49832103,2.0,noresm1-m_rcp8.5
12.0,2034.0,-1.8498295e-06,5.4776933e-07,1.4135138e-07,-2.5389502e-06,0.21767524,2.0,noresm1-m_rcp8.5
12.0,2035.0,-2.828534e-07,-5.6347363e-07,5.5206465e-07,-2.714444e-07,0.87959486,2.0,noresm1-m_rcp8.5
12.0,2036.0,-3.974428e-08,-3.2741175e-07,4.830256e-07,-1.9535813e-07,1.03837,2.0,noresm1-m_rcp8.5
12.0,2037.0,1.4387103e-06,6.6908615e-07,3.204203e-07,4.4920384e-07,1.4175688,2.0,noresm1-m_rcp8.5
12.0,2038.0,2.6954494e-06,1.7856851e-06,1.9146742e-07,7.1829703e-07,0.5169814,2.0,noresm1-m_rcp8.5
12.0,2039.0,-7.751949e-07,7.482663e-07,2.1943029e-07,-1.7428915e-06,-0.16918083,2.0,noresm1-m_rcp8.5
12.0,2040.0,1.5675081e-06,-1.3488823e-06,2.9244507e-07,2.6239454e-06,0.9669153,2.0,noresm1-m_rcp8.5
12.0,2041.0,-1.5179353e-06,-5.4308376e-09,-1.0511366e-07,-1.4073908e-06,-0.06962746,2.0,noresm1-m_rcp8.5
12.0,2042.0,3.835289e-06,9.366794e-07,6.6413753e-07,2.2344723e-06,1.1897316,2.0,noresm1-m_rcp8.5
12.0,2043.0,3.2687674e-06,-4.267529e-07,3.6813313e-07,3.3273873e-06,0.8322018,2.0,noresm1-m_rcp8.5
12.0,2044.0,1.0457542e-06,-1.0355475e-06,4.2608283e-07,1.6552187e-06,-0.13169087,2.0,noresm1-m_rcp8.5
12.0,2045.0,3.4342916e-06,-1.2097191e-06,5.582215e-07,4.085789e-06,1.030239,2.0,noresm1-m_rcp8.5
12.0,2046.0,8.1868353e-07,-3.2752137e-08,4.0368158e-07,4.4775413e-07,1.772765,2.0,noresm1-m_rcp8.5
12.0,2047.0,2.4690562e-06,2.206925e-07,3.192251e-07,1.9291388e-06,-0.0652108,2.0,noresm1-m_rcp8.5
12.0,2048.0,1.6113229e-06,-6.0524565e-07,3.9532262e-07,1.821246e-06,0.5836776,2.0,noresm1-m_rcp8.5
12.0,2049.0,3.838323e-06,-5.4014725e-07,2.8620536e-07,4.092265e-06,0.30935743,2.0,noresm1-m_rcp8.5
12.0,2050.0,-1.8811029e-06,-1.0323721e-06,2.2549455e-07,-1.0742253e-06,0.17107469,2.0,noresm1-m_rcp8.5
12.0,2051.0,4.4536687e-06,3.2570645e-07,4.8800837e-07,3.6399538e-06,1.6694962,2.0,noresm1-m_rcp8.5
12.0,2052.0,4.553898e-06,6.80483e-07,5.639918e-07,3.3094234e-06,1.0113399,2.0,noresm1-m_rcp8.5
12.0,2053.0,1.5989348e-06,-8.3458383e-07,3.2569622e-07,2.1078224e-06,1.0697284,2.0,noresm1-m_rcp8.5
12.0,2054.0,1.1317807e-06,8.5558463e-07,2.3087092e-07,4.5325088e-08,-0.55316556,2.0,noresm1-m_rcp8.5
12.0,2055.0,2.811336e-06,-1.8443062e-08,4.549968e-07,2.3747823e-06,0.7729725,2.0,noresm1-m_rcp8.5
12.0,2056.0,3.2057685e-06,3.536436e-07,3.032448e-07,2.54888e-06,1.4239906,2.0,noresm1-m_rcp8.5
12.0,2057.0,1.1165878e-06,-3.4157978e-07,4.4920245e-07,1.0089651e-06,0.35763913,2.0,noresm1-m_rcp8.5
12.0,2058.0,4.0993077e-06,4.123181e-07,8.190541e-07,2.8679356e-06,0.76640207,2.0,noresm1-m_rcp8.5
12.0,2059.0,1.6659584e-06,1.0453111e-06,-3.6133468e-08,6.5678074e-07,-0.12229914,2.0,noresm1-m_rcp8.5
12.0,2060.0,5.54667e-07,-1.6983257e-06,3.0781362e-07,1.945179e-06,0.87094617,2.0,noresm1-m_rcp8.5
12.0,2061.0,3.9176653e-06,5.3113416e-07,6.5814027e-07,2.7283909e-06,1.549895,2.0,noresm1-m_rcp8.5
12.0,2062.0,-6.663061e-07,3.0757597e-08,2.1309567e-07,-9.101594e-07,0.722158,2.0,noresm1-m_rcp8.5
12.0,2063.0,1.6202789e-06,1.5263136e-06,3.8204706e-07,-2.880817e-07,1.2551075,2.0,noresm1-m_rcp8.5
12.0,2064.0,8.0275345e-07,3.3026507e-07,4.318587e-07,4.0629672e-08,1.4153959,2.0,noresm1-m_rcp8.5
12.0,2065.0,2.6089529e-06,-5.962396e-07,5.3865557e-07,2.6665368e-06,1.1588461,2.0,noresm1-m_rcp8.5
12.0,2066.0,1.6694128e-06,1.4744882e-06,4.114427e-07,-2.1651809e-07,0.86454934,2.0,noresm1-m_rcp8.5
12.0,2067.0,1.4471987e-06,-9.31167e-08,3.2839324e-07,1.211922e-06,0.062505595,2.0,noresm1-m_rcp8.5
12.0,2068.0,4.646353e-06,4.273386e-07,3.8577997e-07,3.8332346e-06,1.2154282,2.0,noresm1-m_rcp8.5
12.0,2069.0,2.3509244e-06,1.1798238e-06,2.3815949e-07,9.329413e-07,0.84943014,2.0,noresm1-m_rcp8.5
12.0,2070.0,3.629246e-06,-5.040365e-07,2.8791982e-07,3.8453627e-06,0.5662856,2.0,noresm1-m_rcp8.5
12.0,2071.0,1.979029e-06,-9.200831e-07,4.9250986e-07,2.4066023e-06,0.815815,2.0,noresm1-m_rcp8.5
12.0,2072.0,3.4518387e-06,-2.50687e-08,7.073825e-07,2.7695248e-06,0.44337994,2.0,noresm1-m_rcp8.5
12.0,2073.0,3.7788875e-06,-1.3188612e-06,6.699148e-07,4.427834e-06,1.4464972,2.0,noresm1-m_rcp8.5
12.0,2074.0,8.3033206e-07,2.2521242e-07,5.5244107e-07,5.26786e-08,1.3474234,2.0,noresm1-m_rcp8.5
12.0,2075.0,1.7935332e-06,-3.6520498e-07,4.5302957e-07,1.7057085e-06,1.2179694,2.0,noresm1-m_rcp8.5
12.0,2076.0,2.4142828e-06,2.2589474e-07,4.927038e-07,1.6956842e-06,1.4046348,2.0,noresm1-m_rcp8.5
12.0,2077.0,2.036423e-06,2.580151e-07,7.616999e-07,1.016708e-06,2.2726965,2.0,noresm1-m_rcp8.5
12.0,2078.0,4.9038586e-06,7.940109e-08,9.881677e-07,3.83629e-06,1.9889345,2.0,noresm1-m_rcp8.5
12.0,2079.0,5.042351e-06,-2.8993298e-07,8.772935e-07,4.4549906e-06,2.3045,2.0,noresm1-m_rcp8.5
12.0,2080.0,2.992496e-06,-5.301583e-07,7.1997925e-07,2.802675e-06,0.9295523,2.0,noresm1-m_rcp8.5
12.0,2081.0,2.4043902e-06,-1.0636768e-06,4.9749474e-07,2.9705723e-06,1.3429341,2.0,noresm1-m_rcp8.5
12.0,2082.0,5.395916e-06,7.5027594e-07,5.9065013e-07,4.05499e-06,0.9434915,2.0,noresm1-m_rcp8.5
12.0,2083.0,9.819948e-09,-5.224655e-07,5.871114e-07,-5.482595e-08,1.1465753,2.0,noresm1-m_rcp8.5
12.0,2084.0,4.5763445e-06,-2.7549027e-07,8.656784e-07,3.9861566e-06,2.3324695,2.0,noresm1-m_rcp8.5
12.0,2085.0,4.9314117e-06,2.420604e-07,1.4256485e-06,3.2637029e-06,2.7655203,2.0,noresm1-m_rcp8.5
12.0,2086.0,4.2967754e-06,1.8902338e-07,9.481316e-07,3.1596205e-06,1.835834,2.0,noresm1-m_rcp8.5
12.0,2087.0,3.6090828e-06,-1.1275854e-06,8.769007e-07,3.8597673e-06,2.2605357,2.0,noresm1-m_rcp8.5
12.0,2088.0,5.420999e-06,3.1176225e-07,1.5038244e-06,3.6054125e-06,2.6694396,2.0,noresm1-m_rcp8.5
12.0,2089.0,5.681371e-06,4.2648608e-07,1.0102889e-06,4.244596e-06,2.2690682,2.0,noresm1-m_rcp8.5
12.0,2090.0,2.5238703e-06,-9.0020606e-08,1.0015211e-06,1.6123698e-06,2.2503743,2.0,noresm1-m_rcp8.5
12.0,2091.0,3.9512065e-06,-8.092499e-07,1.030117e-06,3.7303391e-06,1.8518049,2.0,noresm1-m_rcp8.5
12.0,2092.0,4.777017e-06,3.958661e-07,7.8535203e-07,3.5957987e-06,1.9226756,2.0,noresm1-m_rcp8.5
12.0,2093.0,3.993503e-06,8.1666013e-07,7.1602506e-07,2.460818e-06,1.1180769,2.0,noresm1-m_rcp8.5
12.0,2094.0,1.0829369e-07,-1.4577394e-06,9.217927e-07,6.4424034e-07,1.8316118,2.0,noresm1-m_rcp8.5
12.0,2095.0,2.0024272e-06,5.1756774e-07,1.0504309e-06,4.3442847e-07,3.1706016,2.0,noresm1-m_rcp8.5
12.0,2096.0,2.883335e-06,3.9566774e-07,9.3469987e-07,1.5529672e-06,3.075053,2.0,noresm1-m_rcp8.5
12.0,2097.0,5.1290635e-06,-9.66099e-07,1.3380827e-06,4.7570798e-06,3.5067735,2.0,noresm1-m_rcp8.5
12.0,2098.0,4.122364e-06,1.3063493e-06,1.3545672e-06,1.4614471e-06,2.8536642,2.0,noresm1-m_rcp8.5
12.0,2099.0,5.3208832e-06,5.765469e-07,9.749411e-07,3.7693953e-06,2.4980745,2.0,noresm1-m_rcp8.5
12.0,2100.0,7.1433183e-06,2.7860835e-07,9.629242e-07,5.901786e-06,2.090159,2.0,noresm1-m_rcp8.5
13.0,1995.0,-1.7819425e-06,5.736927e-07,-2.7385845e-08,-2.3282494e-06,-0.6837799,2.0,noresm1-m_rcp8.5
13.0,1996.0,-9.813517e-07,-7.038672e-07,-1.729597e-08,-2.6018856e-07,-1.283091,2.0,noresm1-m_rcp8.5
13.0,1997.0,-1.5233618e-06,-9.634566e-07,-1.0464034e-08,-5.494412e-07,-0.8505492,2.0,noresm1-m_rcp8.5
13.0,1998.0,-4.9092455e-07,-4.1903903e-07,-2.5068802e-08,-4.6816744e-08,-0.7176431,2.0,noresm1-m_rcp8.5
13.0,1999.0,-1.264172e-07,-4.5946453e-07,-2.0182163e-08,3.532295e-07,-0.3264006,2.0,noresm1-m_rcp8.5
13.0,2000.0,5.005615e-07,-9.0175433e-07,-2.0196222e-08,1.422512e-06,0.28599632,2.0,noresm1-m_rcp8.5
13.0,2001.0,2.808683e-07,-3.2507734e-07,5.9361707e-09,6.0000946e-07,0.71918064,2.0,noresm1-m_rcp8.5
13.0,2002.0,-1.1209528e-06,2.1597258e-07,-1.0049886e-08,-1.3268756e-06,0.7596143,2.0,noresm1-m_rcp8.5
13.0,2003.0,6.963631e-07,3.5313033e-07,-2.9428407e-10,3.4352703e-07,0.7293235,2.0,noresm1-m_rcp8.5
13.0,2004.0,1.6470624e-07,1.240942e-06,-2.9718782e-08,-1.046517e-06,0.73055315,2.0,noresm1-m_rcp8.5
13.0,2005.0,8.990754e-07,9.253791e-08,-2.5354732e-08,8.3189224e-07,0.072709076,2.0,noresm1-m_rcp8.5
13.0,2006.0,4.3561758e-07,8.3533257e-07,2.2230303e-08,-4.219453e-07,0.8319623,2.0,noresm1-m_rcp8.5
13.0,2007.0,2.5855974e-07,1.5363298e-07,2.2872245e-08,8.205452e-08,0.22020516,2.0,noresm1-m_rcp8.5
13.0,2008.0,-3.6429674e-07,3.4368085e-07,3.3850597e-08,-7.4182816e-07,-0.38895383,2.0,noresm1-m_rcp8.5
13.0,2009.0,1.3305373e-06,-2.7385542e-07,1.3198933e-08,1.5911938e-06,0.55052125,2.0,noresm1-m_rcp8.5
13.0,2010.0,-9.789873e-07,3.9844485e-07,3.3633534e-09,-1.3807954e-06,-1.3636351,2.0,noresm1-m_rcp8.5
13.0,2011.0,-5.1671844e-07,-4.955144e-07,-1.8099833e-08,-3.1041643e-09,-0.17390499,2.0,noresm1-m_rcp8.5
13.0,2012.0,1.1415219e-06,-2.739855e-07,1.2386588e-08,1.4031209e-06,0.10474628,2.0,noresm1-m_rcp8.5
13.0,2013.0,2.3843193e-06,6.944534e-07,2.020098e-08,1.6696648e-06,0.7915652,2.0,noresm1-m_rcp8.5
13.0,2014.0,-2.0717705e-07,-8.580566e-08,7.007138e-08,-1.9144277e-07,-0.008431904,2.0,noresm1-m_rcp8.5
13.0,2015.0,1.4227311e-06,-1.311683e-07,7.011907e-08,1.4837804e-06,0.2764215,2.0,noresm1-m_rcp8.5
13.0,2016.0,-1.1581959e-06,-3.653442e-08,-5.517086e-09,-1.1161444e-06,-0.39322123,2.0,noresm1-m_rcp8.5
13.0,2017.0,-6.498652e-07,-4.0265346e-07,2.1273912e-09,-2.4933917e-07,-0.25435358,2.0,noresm1-m_rcp8.5
13.0,2018.0,7.2339685e-07,-5.8330517e-07,-6.2434213e-09,1.3129454e-06,0.051706444,2.0,noresm1-m_rcp8.5
13.0,2019.0,3.9115744e-07,-6.625351e-07,3.4070663e-08,1.0196219e-06,0.83998346,2.0,noresm1-m_rcp8.5
13.0,2020.0,4.4072203e-07,2.1421344e-07,1.5092647e-08,2.1141594e-07,0.5440471,2.0,noresm1-m_rcp8.5
13.0,2021.0,3.4608697e-06,-5.790804e-07,-1.2923079e-09,4.0412424e-06,0.6651742,2.0,noresm1-m_rcp8.5
13.0,2022.0,6.552649e-07,2.1224807e-07,4.816573e-09,4.382003e-07,0.8716533,2.0,noresm1-m_rcp8.5
13.0,2023.0,5.4725643e-07,-6.1615555e-07,-5.276515e-09,1.1686885e-06,0.39576766,2.0,noresm1-m_rcp8.5
13.0,2024.0,1.5763636e-06,-5.8154853e-08,-1.7931171e-08,1.6524497e-06,0.426372,2.0,noresm1-m_rcp8.5
13.0,2025.0,2.6131722e-06,-4.430944e-07,5.3103966e-09,3.0509561e-06,1.5474699,2.0,noresm1-m_rcp8.5
13.0,2026.0,5.8996704e-07,3.865477e-07,-3.005103e-09,2.0642443e-07,0.60457104,2.0,noresm1-m_rcp8.5
13.0,2027.0,1.737792e-06,-5.361663e-07,1.3809724e-08,2.2601487e-06,0.22573102,2.0,noresm1-m_rcp8.5
13.0,2028.0,1.6711205e-07,1.393933e-07,-7.770228e-09,3.5488984e-08,0.31311327,2.0,noresm1-m_rcp8.5
13.0,2029.0,1.5920658e-07,-1.3278742e-06,-7.0977024e-09,1.4941785e-06,-0.07142997,2.0,noresm1-m_rcp8.5
13.0,2030.0,7.544995e-07,-1.4865071e-07,-1.2750277e-08,9.159005e-07,0.36602744,2.0,noresm1-m_rcp8.5
13.0,2031.0,9.620163e-07,1.2022231e-07,3.6363632e-09,8.381577e-07,1.2155534,2.0,noresm1-m_rcp8.5
13.0,2032.0,9.267173e-07,5.7571907e-07,1.26970665e-08,3.3830116e-07,0.65876853,2.0,noresm1-m_rcp8.5
13.0,2033.0,-6.91702e-08,1.521601e-07,-1.0995629e-08,-2.1033466e-07,0.33317202,2.0,noresm1-m_rcp8.5
13.0,2034.0,-8.454154e-07,2.877239e-07,-9.784949e-09,-1.1233543e-06,0.60340863,2.0,noresm1-m_rcp8.5
13.0,2035.0,-8.892366e-09,2.2364665e-07,-3.904183e-12,-2.3253511e-07,0.42336482,2.0,noresm1-m_rcp8.5
13.0,2036.0,2.493108e-07,5.4533774e-07,6.9505273e-09,-3.0297747e-07,0.414846,2.0,noresm1-m_rcp8.5
13.0,2037.0,-8.7737106e-07,-6.6218126e-07,-7.058384e-09,-2.081314e-07,-0.7924655,2.0,noresm1-m_rcp8.5
13.0,2038.0,2.2667487e-07,-1.1186166e-06,-7.864838e-09,1.3531563e-06,-0.7072974,2.0,noresm1-m_rcp8.5
13.0,2039.0,-2.1283048e-08,-3.7277624e-07,-1.7999037e-08,3.6949223e-07,0.61988324,2.0,noresm1-m_rcp8.5
13.0,2040.0,8.3617107e-07,8.2530516e-07,4.6646744e-09,6.2012115e-09,1.0495142,2.0,noresm1-m_rcp8.5
13.0,2041.0,1.2853219e-06,9.115989e-07,-4.0887724e-09,3.7781177e-07,0.55915225,2.0,noresm1-m_rcp8.5
13.0,2042.0,1.2474001e-06,-8.1121004e-07,2.150636e-09,2.0564594e-06,-0.20075873,2.0,noresm1-m_rcp8.5
13.0,2043.0,1.2550752e-06,-4.1653476e-07,-4.9508357e-09,1.6765607e-06,0.3184821,2.0,noresm1-m_rcp8.5
13.0,2044.0,2.5923189e-06,3.4483034e-07,-7.027469e-09,2.254516e-06,1.048227,2.0,noresm1-m_rcp8.5
13.0,2045.0,2.8324428e-06,-1.3938819e-07,5.414083e-09,2.966417e-06,1.7405462,2.0,noresm1-m_rcp8.5
13.0,2046.0,2.2720233e-06,6.059125e-07,-1.5114596e-08,1.6812254e-06,0.77757716,2.0,noresm1-m_rcp8.5
13.0,2047.0,2.3477667e-06,4.095526e-08,1.3091924e-08,2.2937195e-06,0.78455615,2.0,noresm1-m_rcp8.5
13.0,2048.0,2.5748173e-07,7.474773e-07,-6.7753643e-09,-4.832202e-07,0.86594373,2.0,noresm1-m_rcp8.5
13.0,2049.0,1.7622918e-06,5.1765153e-07,1.768463e-08,1.2269558e-06,0.56182826,2.0,noresm1-m_rcp8.5
13.0,2050.0,1.2178092e-06,5.557717e-08,3.194036e-08,1.1302917e-06,1.182801,2.0,noresm1-m_rcp8.5
13.0,2051.0,1.7976901e-06,5.1999615e-07,1.0487073e-08,1.2672069e-06,0.9879562,2.0,noresm1-m_rcp8.5
13.0,2052.0,6.5788356e-07,1.634258e-07,9.0025845e-09,4.854552e-07,0.90917766,2.0,noresm1-m_rcp8.5
13.0,2053.0,2.352506e-06,5.2884195e-07,-5.468891e-09,1.829133e-06,1.223612,2.0,noresm1-m_rcp8.5
13.0,2054.0,3.3115805e-06,1.1912506e-06,1.7558278e-07,1.944747e-06,1.4500996,2.0,noresm1-m_rcp8.5
13.0,2055.0,2.1754297e-06,2.8785848e-07,2.401447e-08,1.8635568e-06,1.367322,2.0,noresm1-m_rcp8.5
13.0,2056.0,5.972672e-07,4.951076e-07,5.025924e-08,5.1900376e-08,1.1539799,2.0,noresm1-m_rcp8.5
13.0,2057.0,2.082751e-06,-1.4514814e-07,-6.2936008e-09,2.2341928e-06,1.0375395,2.0,noresm1-m_rcp8.5
13.0,2058.0,3.8021224e-06,2.3579295e-07,5.2827442e-08,3.513502e-06,1.3341243,2.0,noresm1-m_rcp8.5
13.0,2059.0,3.9118996e-07,8.585104e-07,1.0448794e-08,-4.777693e-07,0.7507372,2.0,noresm1-m_rcp8.5
13.0,2060.0,-6.8958485e-07,-5.915122e-07,-1.6740447e-08,-8.1332175e-08,0.11651953,2.0,noresm1-m_rcp8.5
13.0,2061.0,1.5001854e-06,3.2797053e-07,-8.851222e-09,1.1810661e-06,1.1464075,2.0,noresm1-m_rcp8.5
13.0,2062.0,9.764002e-07,-1.0140101e-06,2.311451e-09,1.9880988e-06,1.1776406,2.0,noresm1-m_rcp8.5
13.0,2063.0,4.3222659e-07,-6.970939e-07,1.1008394e-08,1.1183121e-06,1.0406597,2.0,noresm1-m_rcp8.5
13.0,2064.0,2.3600842e-06,3.7485353e-07,1.6214146e-08,1.9690167e-06,1.3301529,2.0,noresm1-m_rcp8.5
13.0,2065.0,2.1901171e-06,6.4796546e-07,9.481798e-09,1.5326699e-06,0.39850786,2.0,noresm1-m_rcp8.5
13.0,2066.0,3.1029763e-06,-1.1858927e-07,-1.572137e-08,3.2372868e-06,1.2565993,2.0,noresm1-m_rcp8.5
13.0,2067.0,1.3897269e-06,-5.309331e-08,5.6022355e-08,1.3867979e-06,1.5537279,2.0,noresm1-m_rcp8.5
13.0,2068.0,3.3263314e-06,8.053437e-07,-2.798696e-09,2.5237864e-06,1.9123945,2.0,noresm1-m_rcp8.5
13.0,2069.0,2.7152344e-06,4.2837283e-07,8.765604e-08,2.1992055e-06,1.8547592,2.0,noresm1-m_rcp8.5
13.0,2070.0,1.691486e-06,1.4708273e-07,-1.51511e-09,1.5459184e-06,1.7439919,2.0,noresm1-m_rcp8.5
13.0,2071.0,3.7932032e-06,-4.5369617e-07,1.850579e-08,4.2283937e-06,1.0823426,2.0,noresm1-m_rcp8.5
13.0,2072.0,1.6013709e-06,-3.0641317e-07,-1.2940613e-08,1.9207246e-06,0.8598288,2.0,noresm1-m_rcp8.5
13.0,2073.0,2.481023e-06,9.3364264e-08,-3.2986658e-09,2.3909574e-06,1.2591355,2.0,noresm1-m_rcp8.5
13.0,2074.0,4.1389662e-06,6.668971e-07,-7.260318e-09,3.4793297e-06,1.5387251,2.0,noresm1-m_rcp8.5
13.0,2075.0,2.9617772e-06,-2.7744687e-07,2.743633e-08,3.2117878e-06,1.3886068,2.0,noresm1-m_rcp8.5
13.0,2076.0,2.0193645e-06,-3.4155057e-08,6.4148416e-08,1.9893712e-06,1.6544427,2.0,noresm1-m_rcp8.5
13.0,2077.0,2.6675561e-06,9.0881724e-07,5.788017e-08,1.7008587e-06,1.7332879,2.0,noresm1-m_rcp8.5
13.0,2078.0,3.3320164e-06,4.3529747e-07,4.4939792e-08,2.851779e-06,1.6937186,2.0,noresm1-m_rcp8.5
13.0,2079.0,3.2875353e-06,1.1388803e-06,6.036916e-08,2.0882858e-06,1.6272985,2.0,noresm1-m_rcp8.5
13.0,2080.0,2.9626997e-06,3.8577812e-07,3.1273174e-08,2.5456484e-06,1.3131596,2.0,noresm1-m_rcp8.5
13.0,2081.0,2.126009e-06,3.8431384e-07,2.6901741e-08,1.7147934e-06,1.0773213,2.0,noresm1-m_rcp8.5
13.0,2082.0,4.715308e-06,3.6172665e-07,1.2099963e-07,4.232582e-06,2.289245,2.0,noresm1-m_rcp8.5
13.0,2083.0,2.9198634e-06,9.720653e-07,3.5055727e-08,1.9127424e-06,2.7254715,2.0,noresm1-m_rcp8.5
13.0,2084.0,1.255197e-06,8.5999386e-07,8.3193655e-08,3.1200952e-07,2.0245957,2.0,noresm1-m_rcp8.5
