year,sectors,ctrl_sle,modelname,ocean_forcing
2050,16,39.603794,NCAR_CISM,Standard
2051,16,39.603916,NCAR_CISM,Standard
2052,16,39.604393,NCAR_CISM,Standard
2053,16,39.604218,NCAR_CISM,Standard
2054,16,39.604332,NCAR_CISM,Standard
2055,16,39.60444,NCAR_CISM,Standard
2056,16,39.60461,NCAR_CISM,Standard
2057,16,39.604706,NCAR_CISM,Standard
2058,16,39.604794,NCAR_CISM,Standard
2059,16,39.604942,NCAR_CISM,Standard
2060,16,39.606785,NCAR_CISM,Standard
2061,16,39.60508,NCAR_CISM,Standard
2062,16,39.60549,NCAR_CISM,Standard
2063,16,39.60525,NCAR_CISM,Standard
2064,16,39.605297,NCAR_CISM,Standard
2065,16,39.605698,NCAR_CISM,Standard
2066,16,39.605446,NCAR_CISM,Standard
2067,16,39.605488,NCAR_CISM,Standard
2068,16,39.605526,NCAR_CISM,Standard
2069,16,39.605633,NCAR_CISM,Standard
2070,16,39.605675,NCAR_CISM,Standard
2071,16,39.60572,NCAR_CISM,Standard
2072,16,39.60584,NCAR_CISM,Standard
2073,16,39.605896,NCAR_CISM,Standard
2074,16,39.60595,NCAR_CISM,Standard
2075,16,39.60608,NCAR_CISM,Standard
2076,16,39.606144,NCAR_CISM,Standard
2077,16,39.60621,NCAR_CISM,Standard
2078,16,39.60634,NCAR_CISM,Standard
2079,16,39.608177,NCAR_CISM,Standard
2080,16,39.606472,NCAR_CISM,Standard
2081,16,39.606606,NCAR_CISM,Standard
2082,16,39.606674,NCAR_CISM,Standard
2083,16,39.606747,NCAR_CISM,Standard
2084,16,39.606884,NCAR_CISM,Standard
2085,16,39.607132,NCAR_CISM,Standard
2086,16,39.607193,NCAR_CISM,Standard
2087,16,39.608894,NCAR_CISM,Standard
2088,16,39.607185,NCAR_CISM,Standard
2089,16,39.607433,NCAR_CISM,Standard
2090,16,39.607555,NCAR_CISM,Standard
2091,16,39.60742,NCAR_CISM,Standard
2092,16,39.607483,NCAR_CISM,Standard
2093,16,39.607788,NCAR_CISM,Standard
2094,16,39.60765,NCAR_CISM,Standard
2095,16,39.60789,NCAR_CISM,Standard
2096,16,39.60801,NCAR_CISM,Standard
2097,16,39.607872,NCAR_CISM,Standard
2098,16,39.60988,NCAR_CISM,Standard
2099,16,39.60803,NCAR_CISM,Standard
2100,16,39.60826,NCAR_CISM,Standard
2101,16,39.60811,NCAR_CISM,Standard
2016,17,20.461548,NCAR_CISM,Standard
2017,17,20.463379,NCAR_CISM,Standard
2018,17,20.46473,NCAR_CISM,Standard
2019,17,20.46571,NCAR_CISM,Standard
2020,17,20.466524,NCAR_CISM,Standard
2021,17,20.46722,NCAR_CISM,Standard
2022,17,20.467842,NCAR_CISM,Standard
2023,17,20.468433,NCAR_CISM,Standard
2024,17,20.468939,NCAR_CISM,Standard
2025,17,20.469439,NCAR_CISM,Standard
2026,17,20.469912,NCAR_CISM,Standard
2027,17,20.470358,NCAR_CISM,Standard
2028,17,20.470802,NCAR_CISM,Standard
2029,17,20.471197,NCAR_CISM,Standard
2030,17,20.471548,NCAR_CISM,Standard
2031,17,20.471909,NCAR_CISM,Standard
2032,17,20.472256,NCAR_CISM,Standard
2033,17,20.472616,NCAR_CISM,Standard
2034,17,20.472942,NCAR_CISM,Standard
2035,17,20.47323,NCAR_CISM,Standard
2036,17,20.473532,NCAR_CISM,Standard
2037,17,20.473824,NCAR_CISM,Standard
2038,17,20.4741,NCAR_CISM,Standard
2039,17,20.474392,NCAR_CISM,Standard
2040,17,20.474625,NCAR_CISM,Standard
2041,17,20.474873,NCAR_CISM,Standard
2042,17,20.475113,NCAR_CISM,Standard
2043,17,20.475348,NCAR_CISM,Standard
2044,17,20.475597,NCAR_CISM,Standard
2045,17,20.475792,NCAR_CISM,Standard
2046,17,20.476006,NCAR_CISM,Standard
2047,17,20.476215,NCAR_CISM,Standard
2048,17,20.476416,NCAR_CISM,Standard
2049,17,20.476635,NCAR_CISM,Standard
2050,17,20.476803,NCAR_CISM,Standard
2051,17,20.476986,NCAR_CISM,Standard
2052,17,20.477167,NCAR_CISM,Standard
2053,17,20.477343,NCAR_CISM,Standard
2054,17,20.477537,NCAR_CISM,Standard
2055,17,20.477676,NCAR_CISM,Standard
2056,17,20.477839,NCAR_CISM,Standard
2057,17,20.477995,NCAR_CISM,Standard
2058,17,20.478148,NCAR_CISM,Standard
2059,17,20.478321,NCAR_CISM,Standard
2060,17,20.47844,NCAR_CISM,Standard
2061,17,20.47858,NCAR_CISM,Standard
2062,17,20.478716,NCAR_CISM,Standard
2063,17,20.47885,NCAR_CISM,Standard
2064,17,20.479004,NCAR_CISM,Standard
2065,17,20.479105,NCAR_CISM,Standard
2066,17,20.479229,NCAR_CISM,Standard
2067,17,20.479347,NCAR_CISM,Standard
2068,17,20.479464,NCAR_CISM,Standard
2069,17,20.4796,NCAR_CISM,Standard
2070,17,20.479687,NCAR_CISM,Standard
2071,17,20.479795,NCAR_CISM,Standard
2072,17,20.479902,NCAR_CISM,Standard
2073,17,20.480003,NCAR_CISM,Standard
2074,17,20.480127,NCAR_CISM,Standard
2075,17,20.480225,NCAR_CISM,Standard
2076,17,20.480295,NCAR_CISM,Standard
2077,17,20.480389,NCAR_CISM,Standard
2078,17,20.480478,NCAR_CISM,Standard
2079,17,20.48059,NCAR_CISM,Standard
2080,17,20.480677,NCAR_CISM,Standard
2081,17,20.480738,NCAR_CISM,Standard
2082,17,20.48082,NCAR_CISM,Standard
2083,17,20.480902,NCAR_CISM,Standard
2084,17,20.48098,NCAR_CISM,Standard
2085,17,20.481077,NCAR_CISM,Standard
2086,17,20.481127,NCAR_CISM,Standard
2087,17,20.4812,NCAR_CISM,Standard
2088,17,20.481268,NCAR_CISM,Standard
2089,17,20.481337,NCAR_CISM,Standard
2090,17,20.481424,NCAR_CISM,Standard
2091,17,20.481464,NCAR_CISM,Standard
2092,17,20.48153,NCAR_CISM,Standard
2093,17,20.48159,NCAR_CISM,Standard
2094,17,20.48165,NCAR_CISM,Standard
2095,17,20.481731,NCAR_CISM,Standard
2096,17,20.481764,NCAR_CISM,Standard
2097,17,20.481817,NCAR_CISM,Standard
2098,17,20.48187,NCAR_CISM,Standard
2099,17,20.481924,NCAR_CISM,Standard
2100,17,20.481998,NCAR_CISM,Standard
2101,17,20.482025,NCAR_CISM,Standard
2016,18,248.60947,NCAR_CISM,Standard
2017,18,248.6139,NCAR_CISM,Standard
2018,18,248.61757,NCAR_CISM,Standard
2019,18,248.62086,NCAR_CISM,Standard
2020,18,248.62349,NCAR_CISM,Standard
2021,18,248.62668,NCAR_CISM,Standard
2022,18,248.62927,NCAR_CISM,Standard
2023,18,248.63326,NCAR_CISM,Standard
2024,18,248.63411,NCAR_CISM,Standard
2025,18,248.63638,NCAR_CISM,Standard
2026,18,248.63852,NCAR_CISM,Standard
2027,18,248.6401,NCAR_CISM,Standard
2028,18,248.64427,NCAR_CISM,Standard
2029,18,248.64417,NCAR_CISM,Standard
2030,18,248.64726,NCAR_CISM,Standard
2031,18,248.64737,NCAR_CISM,Standard
2032,18,248.64888,NCAR_CISM,Standard
2033,18,248.65033,NCAR_CISM,Standard
2034,18,248.65172,NCAR_CISM,Standard
2035,18,248.65302,NCAR_CISM,Standard
2036,18,248.65428,NCAR_CISM,Standard
2037,18,248.65552,NCAR_CISM,Standard
2038,18,248.65631,NCAR_CISM,Standard
2039,18,248.65788,NCAR_CISM,Standard
2040,18,248.65903,NCAR_CISM,Standard
2041,18,248.66017,NCAR_CISM,Standard
2042,18,248.66086,NCAR_CISM,Standard
2043,18,248.66237,NCAR_CISM,Standard
2044,18,248.6653,NCAR_CISM,Standard
2045,18,248.6645,NCAR_CISM,Standard
2046,18,248.66559,NCAR_CISM,Standard
2047,18,248.66806,NCAR_CISM,Standard
2048,18,248.6676,NCAR_CISM,Standard
2049,18,248.66864,NCAR_CISM,Standard
2050,18,248.6715,NCAR_CISM,Standard
2051,18,248.67064,NCAR_CISM,Standard
2052,18,248.67168,NCAR_CISM,Standard
2053,18,248.67271,NCAR_CISM,Standard
2054,18,248.67377,NCAR_CISM,Standard
2055,18,248.67494,NCAR_CISM,Standard
2056,18,248.67621,NCAR_CISM,Standard
2057,18,248.67767,NCAR_CISM,Standard
2058,18,248.67935,NCAR_CISM,Standard
2059,18,248.68112,NCAR_CISM,Standard
2060,18,248.6829,NCAR_CISM,Standard
2061,18,248.6847,NCAR_CISM,Standard
2062,18,248.68642,NCAR_CISM,Standard
2063,18,248.68814,NCAR_CISM,Standard
2064,18,248.68944,NCAR_CISM,Standard
2065,18,248.69151,NCAR_CISM,Standard
2066,18,248.69319,NCAR_CISM,Standard
2067,18,248.69446,NCAR_CISM,Standard
2068,18,248.6966,NCAR_CISM,Standard
2069,18,248.6998,NCAR_CISM,Standard
2070,18,248.7001,NCAR_CISM,Standard
2071,18,248.70197,NCAR_CISM,Standard
2072,18,248.70384,NCAR_CISM,Standard
2073,18,248.7057,NCAR_CISM,Standard
2074,18,248.70758,NCAR_CISM,Standard
2075,18,248.70903,NCAR_CISM,Standard
2076,18,248.71132,NCAR_CISM,Standard
2077,18,248.71315,NCAR_CISM,Standard
2078,18,248.715,NCAR_CISM,Standard
2079,18,248.7169,NCAR_CISM,Standard
2080,18,248.71875,NCAR_CISM,Standard
2081,18,248.72052,NCAR_CISM,Standard
2082,18,248.7222,NCAR_CISM,Standard
2083,18,248.72382,NCAR_CISM,Standard
2084,18,248.72565,NCAR_CISM,Standard
2085,18,248.72769,NCAR_CISM,Standard
2086,18,248.72993,NCAR_CISM,Standard
2087,18,248.73227,NCAR_CISM,Standard
2088,18,248.73468,NCAR_CISM,Standard
2089,18,248.73714,NCAR_CISM,Standard
2090,18,248.73961,NCAR_CISM,Standard
2091,18,248.74225,NCAR_CISM,Standard
2092,18,248.74525,NCAR_CISM,Standard
2093,18,248.74823,NCAR_CISM,Standard
2094,18,248.75134,NCAR_CISM,Standard
2095,18,248.75526,NCAR_CISM,Standard
2096,18,248.75827,NCAR_CISM,Standard
2097,18,248.75934,NCAR_CISM,Standard
2098,18,248.75731,NCAR_CISM,Standard
2099,18,248.75516,NCAR_CISM,Standard
2100,18,248.75375,NCAR_CISM,Standard
2101,18,248.75291,NCAR_CISM,Standard
2016,1,201.48083,AWI_PISM1,Open
2017,1,201.46823,AWI_PISM1,Open
2018,1,201.45787,AWI_PISM1,Open
2019,1,201.46986,AWI_PISM1,Open
2020,1,201.41786,AWI_PISM1,Open
2021,1,201.44853,AWI_PISM1,Open
2022,1,201.4403,AWI_PISM1,Open
2023,1,201.43971,AWI_PISM1,Open
2024,1,201.43132,AWI_PISM1,Open
2025,1,201.42914,AWI_PISM1,Open
2026,1,201.41101,AWI_PISM1,Open
2027,1,201.40927,AWI_PISM1,Open
2028,1,201.41476,AWI_PISM1,Open
2029,1,201.41544,AWI_PISM1,Open
2030,1,201.42223,AWI_PISM1,Open
2031,1,201.43399,AWI_PISM1,Open
2032,1,201.44943,AWI_PISM1,Open
2033,1,201.45511,AWI_PISM1,Open
2034,1,201.47534,AWI_PISM1,Open
2035,1,201.47691,AWI_PISM1,Open
2036,1,201.50153,AWI_PISM1,Open
2037,1,201.50873,AWI_PISM1,Open
2038,1,201.51292,AWI_PISM1,Open
2039,1,201.49084,AWI_PISM1,Open
2040,1,201.48996,AWI_PISM1,Open
2041,1,201.49374,AWI_PISM1,Open
2042,1,201.48868,AWI_PISM1,Open
2043,1,201.48688,AWI_PISM1,Open
2044,1,201.48828,AWI_PISM1,Open
2045,1,201.49348,AWI_PISM1,Open
2046,1,201.49677,AWI_PISM1,Open
2047,1,201.49724,AWI_PISM1,Open
2048,1,201.5011,AWI_PISM1,Open
2049,1,201.50424,AWI_PISM1,Open
2050,1,201.49533,AWI_PISM1,Open
2051,1,201.4869,AWI_PISM1,Open
2052,1,201.49092,AWI_PISM1,Open
2053,1,201.48872,AWI_PISM1,Open
2054,1,201.48392,AWI_PISM1,Open
2055,1,201.49002,AWI_PISM1,Open
2056,1,201.49345,AWI_PISM1,Open
2057,1,201.48804,AWI_PISM1,Open
2058,1,201.4425,AWI_PISM1,Open
2059,1,201.4336,AWI_PISM1,Open
2060,1,201.4331,AWI_PISM1,Open
2061,1,201.41261,AWI_PISM1,Open
2062,1,201.38826,AWI_PISM1,Open
2063,1,201.41672,AWI_PISM1,Open
2064,1,201.4008,AWI_PISM1,Open
2065,1,201.39246,AWI_PISM1,Open
2066,1,201.39534,AWI_PISM1,Open
2067,1,201.39886,AWI_PISM1,Open
2068,1,201.41264,AWI_PISM1,Open
2069,1,201.42491,AWI_PISM1,Open
2070,1,201.44331,AWI_PISM1,Open
2071,1,201.45685,AWI_PISM1,Open
2072,1,201.47783,AWI_PISM1,Open
2073,1,201.41086,AWI_PISM1,Open
2074,1,201.42508,AWI_PISM1,Open
2075,1,201.35979,AWI_PISM1,Open
2076,1,201.3429,AWI_PISM1,Open
2077,1,201.40222,AWI_PISM1,Open
2078,1,201.41052,AWI_PISM1,Open
2079,1,201.4199,AWI_PISM1,Open
2080,1,201.43166,AWI_PISM1,Open
2081,1,201.42421,AWI_PISM1,Open
2082,1,201.43733,AWI_PISM1,Open
2083,1,201.39032,AWI_PISM1,Open
2084,1,201.4327,AWI_PISM1,Open
2085,1,201.44724,AWI_PISM1,Open
2086,1,201.4377,AWI_PISM1,Open
2087,1,201.435,AWI_PISM1,Open
2088,1,201.4457,AWI_PISM1,Open
2089,1,201.45631,AWI_PISM1,Open
2090,1,201.45164,AWI_PISM1,Open
2091,1,201.46158,AWI_PISM1,Open
2092,1,201.4619,AWI_PISM1,Open
2093,1,201.38776,AWI_PISM1,Open
2094,1,201.37685,AWI_PISM1,Open
2095,1,201.37454,AWI_PISM1,Open
2096,1,201.40645,AWI_PISM1,Open
2097,1,201.39688,AWI_PISM1,Open
2098,1,201.38649,AWI_PISM1,Open
2099,1,201.38165,AWI_PISM1,Open
2100,1,201.37843,AWI_PISM1,Open
2101,1,201.37303,AWI_PISM1,Open
2016,2,3001.9517,AWI_PISM1,Open
2017,2,3001.9504,AWI_PISM1,Open
2018,2,3001.9487,AWI_PISM1,Open
2019,2,3001.9465,AWI_PISM1,Open
2020,2,3001.95,AWI_PISM1,Open
2021,2,3001.9456,AWI_PISM1,Open
2022,2,3001.944,AWI_PISM1,Open
2023,2,3001.9421,AWI_PISM1,Open
2024,2,3001.94,AWI_PISM1,Open
2025,2,3001.9373,AWI_PISM1,Open
2026,2,3001.937,AWI_PISM1,Open
2027,2,3001.9363,AWI_PISM1,Open
2028,2,3001.9333,AWI_PISM1,Open
2029,2,3001.9346,AWI_PISM1,Open
2030,2,3001.9387,AWI_PISM1,Open
2031,2,3001.9373,AWI_PISM1,Open
2032,2,3001.9365,AWI_PISM1,Open
2033,2,3001.9365,AWI_PISM1,Open
2034,2,3001.9363,AWI_PISM1,Open
2035,2,3001.9373,AWI_PISM1,Open
2036,2,3001.9382,AWI_PISM1,Open
2037,2,3001.9382,AWI_PISM1,Open
2038,2,3001.9392,AWI_PISM1,Open
2039,2,3001.9382,AWI_PISM1,Open
2040,2,3001.9392,AWI_PISM1,Open
2041,2,3001.9407,AWI_PISM1,Open
2042,2,3001.9414,AWI_PISM1,Open
2043,2,3001.941,AWI_PISM1,Open
2044,2,3001.9424,AWI_PISM1,Open
2045,2,3001.948,AWI_PISM1,Open
2046,2,3001.9482,AWI_PISM1,Open
2047,2,3001.949,AWI_PISM1,Open
2048,2,3001.9487,AWI_PISM1,Open
2049,2,3001.9468,AWI_PISM1,Open
2050,2,3001.9539,AWI_PISM1,Open
2051,2,3001.9531,AWI_PISM1,Open
2052,2,3001.9524,AWI_PISM1,Open
2053,2,3001.9497,AWI_PISM1,Open
2054,2,3001.9507,AWI_PISM1,Open
2055,2,3001.9514,AWI_PISM1,Open
2056,2,3001.9521,AWI_PISM1,Open
2057,2,3001.9507,AWI_PISM1,Open
2058,2,3001.941,AWI_PISM1,Open
2059,2,3001.9404,AWI_PISM1,Open
2060,2,3001.9392,AWI_PISM1,Open
2061,2,3001.9465,AWI_PISM1,Open
2062,2,3001.951,AWI_PISM1,Open
2063,2,3001.9514,AWI_PISM1,Open
2064,2,3001.9517,AWI_PISM1,Open
2065,2,3001.9563,AWI_PISM1,Open
2066,2,3001.9592,AWI_PISM1,Open
2067,2,3001.9592,AWI_PISM1,Open
2068,2,3001.9583,AWI_PISM1,Open
2069,2,3001.9583,AWI_PISM1,Open
2070,2,3001.9583,AWI_PISM1,Open
2071,2,3001.9568,AWI_PISM1,Open
2072,2,3001.9587,AWI_PISM1,Open
2073,2,3001.9539,AWI_PISM1,Open
2074,2,3001.9558,AWI_PISM1,Open
2075,2,3001.958,AWI_PISM1,Open
2076,2,3001.9631,AWI_PISM1,Open
2077,2,3001.964,AWI_PISM1,Open
2078,2,3001.9639,AWI_PISM1,Open
2079,2,3001.9631,AWI_PISM1,Open
2080,2,3001.9624,AWI_PISM1,Open
2081,2,3001.9631,AWI_PISM1,Open
2082,2,3001.9604,AWI_PISM1,Open
2083,2,3001.9592,AWI_PISM1,Open
2084,2,3001.9597,AWI_PISM1,Open
2085,2,3001.9587,AWI_PISM1,Open
2086,2,3001.9607,AWI_PISM1,Open
2087,2,3001.96,AWI_PISM1,Open
2088,2,3001.958,AWI_PISM1,Open
2089,2,3001.958,AWI_PISM1,Open
2090,2,3001.9583,AWI_PISM1,Open
2091,2,3001.959,AWI_PISM1,Open
2092,2,3001.9639,AWI_PISM1,Open
2093,2,3001.9646,AWI_PISM1,Open
2094,2,3001.965,AWI_PISM1,Open
2095,2,3001.9663,AWI_PISM1,Open
2096,2,3001.9683,AWI_PISM1,Open
2097,2,3001.9673,AWI_PISM1,Open
2098,2,3001.97,AWI_PISM1,Open
2099,2,3001.9731,AWI_PISM1,Open
2100,2,3001.9817,AWI_PISM1,Open
2101,2,3001.9832,AWI_PISM1,Open
2016,3,324.03882,AWI_PISM1,Open
2017,3,324.03195,AWI_PISM1,Open
2018,3,324.03174,AWI_PISM1,Open
2019,3,324.03326,AWI_PISM1,Open
2020,3,324.01086,AWI_PISM1,Open
2021,3,324.02646,AWI_PISM1,Open
2022,3,324.03116,AWI_PISM1,Open
2023,3,324.0205,AWI_PISM1,Open
2024,3,324.02112,AWI_PISM1,Open
2025,3,324.0137,AWI_PISM1,Open
2026,3,324.0231,AWI_PISM1,Open
2027,3,324.00153,AWI_PISM1,Open
2028,3,323.99316,AWI_PISM1,Open
2029,3,324.0071,AWI_PISM1,Open
2030,3,323.99777,AWI_PISM1,Open
2031,3,324.00195,AWI_PISM1,Open
2032,3,323.99084,AWI_PISM1,Open
2033,3,323.9954,AWI_PISM1,Open
2034,3,324.00958,AWI_PISM1,Open
2035,3,324.00247,AWI_PISM1,Open
2036,3,323.99387,AWI_PISM1,Open
2037,3,323.9892,AWI_PISM1,Open
2038,3,323.98712,AWI_PISM1,Open
2039,3,323.99887,AWI_PISM1,Open
2040,3,324.00372,AWI_PISM1,Open
2041,3,324.01505,AWI_PISM1,Open
2042,3,324.05203,AWI_PISM1,Open
2043,3,324.06357,AWI_PISM1,Open
2044,3,324.04846,AWI_PISM1,Open
2045,3,324.05865,AWI_PISM1,Open
2046,3,324.0689,AWI_PISM1,Open
2047,3,324.07874,AWI_PISM1,Open
2048,3,324.0916,AWI_PISM1,Open
2049,3,324.0965,AWI_PISM1,Open
2050,3,324.099,AWI_PISM1,Open
2051,3,324.11182,AWI_PISM1,Open
2052,3,324.14166,AWI_PISM1,Open
2053,3,324.14404,AWI_PISM1,Open
2054,3,324.15115,AWI_PISM1,Open
2055,3,324.13907,AWI_PISM1,Open
2056,3,324.14505,AWI_PISM1,Open
2057,3,324.1445,AWI_PISM1,Open
2058,3,324.14905,AWI_PISM1,Open
2059,3,324.14557,AWI_PISM1,Open
2060,3,324.14334,AWI_PISM1,Open
2061,3,324.147,AWI_PISM1,Open
2062,3,324.15674,AWI_PISM1,Open
2063,3,324.15796,AWI_PISM1,Open
2064,3,324.17102,AWI_PISM1,Open
2065,3,324.17828,AWI_PISM1,Open
2066,3,324.18918,AWI_PISM1,Open
2067,3,324.19952,AWI_PISM1,Open
2068,3,324.20547,AWI_PISM1,Open
2069,3,324.2106,AWI_PISM1,Open
2070,3,324.21387,AWI_PISM1,Open
2071,3,324.19373,AWI_PISM1,Open
2072,3,324.1918,AWI_PISM1,Open
2073,3,324.18192,AWI_PISM1,Open
2074,3,324.20364,AWI_PISM1,Open
2075,3,324.20563,AWI_PISM1,Open
2076,3,324.21225,AWI_PISM1,Open
2077,3,324.2427,AWI_PISM1,Open
2078,3,324.2336,AWI_PISM1,Open
2079,3,324.23206,AWI_PISM1,Open
2080,3,324.23456,AWI_PISM1,Open
2081,3,324.23392,AWI_PISM1,Open
2082,3,324.22226,AWI_PISM1,Open
2083,3,324.22812,AWI_PISM1,Open
2084,3,324.22995,AWI_PISM1,Open
2085,3,324.22897,AWI_PISM1,Open
2086,3,324.2124,AWI_PISM1,Open
2087,3,324.22546,AWI_PISM1,Open
2088,3,324.22607,AWI_PISM1,Open
2089,3,324.20984,AWI_PISM1,Open
2090,3,324.2147,AWI_PISM1,Open
2091,3,324.17902,AWI_PISM1,Open
2092,3,324.21027,AWI_PISM1,Open
2093,3,324.18173,AWI_PISM1,Open
2094,3,324.17526,AWI_PISM1,Open
2095,3,324.16293,AWI_PISM1,Open
2096,3,324.15155,AWI_PISM1,Open
2097,3,324.11926,AWI_PISM1,Open
2098,3,324.0975,AWI_PISM1,Open
2099,3,324.05975,AWI_PISM1,Open
2100,3,324.03098,AWI_PISM1,Open
2101,3,324.0263,AWI_PISM1,Open
2016,4,1468.3441,AWI_PISM1,Open
2017,4,1468.3381,AWI_PISM1,Open
2018,4,1468.3414,AWI_PISM1,Open
2019,4,1468.3414,AWI_PISM1,Open
2020,4,1468.355,AWI_PISM1,Open
2021,4,1468.3478,AWI_PISM1,Open
2022,4,1468.3433,AWI_PISM1,Open
2023,4,1468.3444,AWI_PISM1,Open
2024,4,1468.3448,AWI_PISM1,Open
2025,4,1468.3457,AWI_PISM1,Open
2026,4,1468.3549,AWI_PISM1,Open
2027,4,1468.3622,AWI_PISM1,Open
2028,4,1468.3705,AWI_PISM1,Open
2029,4,1468.3854,AWI_PISM1,Open
2030,4,1468.3943,AWI_PISM1,Open
2031,4,1468.4045,AWI_PISM1,Open
2032,4,1468.4092,AWI_PISM1,Open
2033,4,1468.4098,AWI_PISM1,Open
2034,4,1468.4197,AWI_PISM1,Open
2035,4,1468.4327,AWI_PISM1,Open
2036,4,1468.4377,AWI_PISM1,Open
2037,4,1468.4465,AWI_PISM1,Open
2038,4,1468.4547,AWI_PISM1,Open
2039,4,1468.4645,AWI_PISM1,Open
2040,4,1468.4716,AWI_PISM1,Open
2041,4,1468.48,AWI_PISM1,Open
2042,4,1468.4598,AWI_PISM1,Open
2043,4,1468.4459,AWI_PISM1,Open
2044,4,1468.4456,AWI_PISM1,Open
2045,4,1468.4503,AWI_PISM1,Open
2046,4,1468.4573,AWI_PISM1,Open
2047,4,1468.4628,AWI_PISM1,Open
2048,4,1468.4702,AWI_PISM1,Open
2049,4,1468.4803,AWI_PISM1,Open
2050,4,1468.4812,AWI_PISM1,Open
2051,4,1468.4934,AWI_PISM1,Open
2052,4,1468.4917,AWI_PISM1,Open
2053,4,1468.4949,AWI_PISM1,Open
2054,4,1468.4987,AWI_PISM1,Open
2055,4,1468.5,AWI_PISM1,Open
2056,4,1468.4946,AWI_PISM1,Open
2057,4,1468.4991,AWI_PISM1,Open
2058,4,1468.5054,AWI_PISM1,Open
2059,4,1468.5101,AWI_PISM1,Open
2060,4,1468.5128,AWI_PISM1,Open
2061,4,1468.5225,AWI_PISM1,Open
2062,4,1468.5355,AWI_PISM1,Open
2063,4,1468.5392,AWI_PISM1,Open
2064,4,1468.5293,AWI_PISM1,Open
2065,4,1468.5201,AWI_PISM1,Open
2066,4,1468.5305,AWI_PISM1,Open
2067,4,1468.5383,AWI_PISM1,Open
2068,4,1468.5569,AWI_PISM1,Open
2069,4,1468.5598,AWI_PISM1,Open
2070,4,1468.5688,AWI_PISM1,Open
2071,4,1468.5745,AWI_PISM1,Open
2072,4,1468.56,AWI_PISM1,Open
2073,4,1468.5397,AWI_PISM1,Open
2074,4,1468.5071,AWI_PISM1,Open
2075,4,1468.4855,AWI_PISM1,Open
2076,4,1468.4811,AWI_PISM1,Open
2077,4,1468.477,AWI_PISM1,Open
2078,4,1468.4707,AWI_PISM1,Open
2079,4,1468.4762,AWI_PISM1,Open
2080,4,1468.4803,AWI_PISM1,Open
2081,4,1468.4845,AWI_PISM1,Open
2082,4,1468.4879,AWI_PISM1,Open
2083,4,1468.5004,AWI_PISM1,Open
2084,4,1468.4996,AWI_PISM1,Open
2085,4,1468.4913,AWI_PISM1,Open
2086,4,1468.4863,AWI_PISM1,Open
2087,4,1468.4833,AWI_PISM1,Open
2088,4,1468.4766,AWI_PISM1,Open
2089,4,1468.4703,AWI_PISM1,Open
2090,4,1468.4702,AWI_PISM1,Open
2091,4,1468.4473,AWI_PISM1,Open
2092,4,1468.4174,AWI_PISM1,Open
2093,4,1468.4064,AWI_PISM1,Open
2094,4,1468.3964,AWI_PISM1,Open
2095,4,1468.3842,AWI_PISM1,Open
2096,4,1468.3859,AWI_PISM1,Open
2097,4,1468.3828,AWI_PISM1,Open
2098,4,1468.385,AWI_PISM1,Open
2099,4,1468.3759,AWI_PISM1,Open
2100,4,1468.3711,AWI_PISM1,Open
2101,4,1468.3875,AWI_PISM1,Open
2016,5,1968.6841,AWI_PISM1,Open
2017,5,1968.6843,AWI_PISM1,Open
2018,5,1968.684,AWI_PISM1,Open
2019,5,1968.6853,AWI_PISM1,Open
2020,5,1968.6848,AWI_PISM1,Open
2021,5,1968.6843,AWI_PISM1,Open
2022,5,1968.6835,AWI_PISM1,Open
2023,5,1968.6843,AWI_PISM1,Open
2024,5,1968.6772,AWI_PISM1,Open
2025,5,1968.6771,AWI_PISM1,Open
2026,5,1968.6785,AWI_PISM1,Open
2027,5,1968.6777,AWI_PISM1,Open
2028,5,1968.6768,AWI_PISM1,Open
2029,5,1968.6772,AWI_PISM1,Open
2030,5,1968.6769,AWI_PISM1,Open
2031,5,1968.6764,AWI_PISM1,Open
2032,5,1968.6764,AWI_PISM1,Open
2033,5,1968.6761,AWI_PISM1,Open
2034,5,1968.6765,AWI_PISM1,Open
2035,5,1968.6759,AWI_PISM1,Open
2036,5,1968.6748,AWI_PISM1,Open
2037,5,1968.6671,AWI_PISM1,Open
2038,5,1968.6665,AWI_PISM1,Open
2039,5,1968.6644,AWI_PISM1,Open
2040,5,1968.6636,AWI_PISM1,Open
2041,5,1968.6604,AWI_PISM1,Open
2042,5,1968.6586,AWI_PISM1,Open
2043,5,1968.6543,AWI_PISM1,Open
2044,5,1968.6509,AWI_PISM1,Open
2045,5,1968.6466,AWI_PISM1,Open
2046,5,1968.6433,AWI_PISM1,Open
2047,5,1968.6396,AWI_PISM1,Open
2048,5,1968.6372,AWI_PISM1,Open
2049,5,1968.6364,AWI_PISM1,Open
2050,5,1968.6359,AWI_PISM1,Open
2051,5,1968.6355,AWI_PISM1,Open
2052,5,1968.6354,AWI_PISM1,Open
2053,5,1968.6279,AWI_PISM1,Open
2054,5,1968.6293,AWI_PISM1,Open
2055,5,1968.6295,AWI_PISM1,Open
2056,5,1968.6307,AWI_PISM1,Open
2057,5,1968.6317,AWI_PISM1,Open
2058,5,1968.6338,AWI_PISM1,Open
2059,5,1968.6338,AWI_PISM1,Open
2060,5,1968.6342,AWI_PISM1,Open
2061,5,1968.6333,AWI_PISM1,Open
2062,5,1968.6329,AWI_PISM1,Open
2063,5,1968.6343,AWI_PISM1,Open
