year,sectors,ctrl_sle,modelname,ocean_forcing
2046,8,7667.102,DOE_MALI,Standard
2047,8,7666.9077,DOE_MALI,Standard
2048,8,7666.7173,DOE_MALI,Standard
2049,8,7666.5234,DOE_MALI,Standard
2050,8,7666.3315,DOE_MALI,Standard
2051,8,7666.152,DOE_MALI,Standard
2052,8,7665.957,DOE_MALI,Standard
2053,8,7665.771,DOE_MALI,Standard
2054,8,7665.573,DOE_MALI,Standard
2055,8,7665.3877,DOE_MALI,Standard
2056,8,7665.196,DOE_MALI,Standard
2057,8,7665.0054,DOE_MALI,Standard
2058,8,7664.807,DOE_MALI,Standard
2059,8,7664.612,DOE_MALI,Standard
2060,8,7664.425,DOE_MALI,Standard
2061,8,7664.2275,DOE_MALI,Standard
2062,8,7664.044,DOE_MALI,Standard
2063,8,7663.851,DOE_MALI,Standard
2064,8,7663.6577,DOE_MALI,Standard
2065,8,7663.4683,DOE_MALI,Standard
2066,8,7663.269,DOE_MALI,Standard
2067,8,7663.0757,DOE_MALI,Standard
2068,8,7662.8833,DOE_MALI,Standard
2069,8,7662.686,DOE_MALI,Standard
2070,8,7662.4966,DOE_MALI,Standard
2071,8,7662.308,DOE_MALI,Standard
2072,8,7662.1133,DOE_MALI,Standard
2073,8,7661.9277,DOE_MALI,Standard
2074,8,7661.7295,DOE_MALI,Standard
2075,8,7661.5366,DOE_MALI,Standard
2076,8,7661.346,DOE_MALI,Standard
2077,8,7661.159,DOE_MALI,Standard
2078,8,7660.9717,DOE_MALI,Standard
2079,8,7660.788,DOE_MALI,Standard
2080,8,7660.5933,DOE_MALI,Standard
2081,8,7660.4033,DOE_MALI,Standard
2082,8,7660.211,DOE_MALI,Standard
2083,8,7660.0273,DOE_MALI,Standard
2084,8,7659.8364,DOE_MALI,Standard
2085,8,7659.6406,DOE_MALI,Standard
2086,8,7659.457,DOE_MALI,Standard
2087,8,7659.2627,DOE_MALI,Standard
2088,8,7659.077,DOE_MALI,Standard
2089,8,7658.886,DOE_MALI,Standard
2090,8,7658.697,DOE_MALI,Standard
2091,8,7658.5103,DOE_MALI,Standard
2092,8,7658.315,DOE_MALI,Standard
2093,8,7658.1323,DOE_MALI,Standard
2094,8,7657.941,DOE_MALI,Standard
2095,8,7657.753,DOE_MALI,Standard
2096,8,7657.5767,DOE_MALI,Standard
2097,8,7657.3716,DOE_MALI,Standard
2098,8,7657.182,DOE_MALI,Standard
2099,8,7656.996,DOE_MALI,Standard
2100,8,7656.808,DOE_MALI,Standard
2101,8,7656.6143,DOE_MALI,Standard
2016,9,8621.184,DOE_MALI,Standard
2017,9,8621.135,DOE_MALI,Standard
2018,9,8621.084,DOE_MALI,Standard
2019,9,8621.053,DOE_MALI,Standard
2020,9,8620.999,DOE_MALI,Standard
2021,9,8620.944,DOE_MALI,Standard
2022,9,8620.885,DOE_MALI,Standard
2023,9,8620.831,DOE_MALI,Standard
2024,9,8620.779,DOE_MALI,Standard
2025,9,8620.72,DOE_MALI,Standard
2026,9,8620.675,DOE_MALI,Standard
2027,9,8620.613,DOE_MALI,Standard
2028,9,8620.553,DOE_MALI,Standard
2029,9,8620.516,DOE_MALI,Standard
2030,9,8620.46,DOE_MALI,Standard
2031,9,8620.4,DOE_MALI,Standard
2032,9,8620.349,DOE_MALI,Standard
2033,9,8620.291,DOE_MALI,Standard
2034,9,8620.254,DOE_MALI,Standard
2035,9,8620.19,DOE_MALI,Standard
2036,9,8620.126,DOE_MALI,Standard
2037,9,8620.062,DOE_MALI,Standard
2038,9,8619.997,DOE_MALI,Standard
2039,9,8619.937,DOE_MALI,Standard
2040,9,8619.869,DOE_MALI,Standard
2041,9,8619.795,DOE_MALI,Standard
2042,9,8619.75,DOE_MALI,Standard
2043,9,8619.689,DOE_MALI,Standard
2044,9,8619.612,DOE_MALI,Standard
2045,9,8619.567,DOE_MALI,Standard
2046,9,8619.508,DOE_MALI,Standard
2047,9,8619.436,DOE_MALI,Standard
2048,9,8619.397,DOE_MALI,Standard
2049,9,8619.364,DOE_MALI,Standard
2050,9,8619.303,DOE_MALI,Standard
2051,9,8619.223,DOE_MALI,Standard
2052,9,8619.203,DOE_MALI,Standard
2053,9,8619.138,DOE_MALI,Standard
2054,9,8619.093,DOE_MALI,Standard
2055,9,8619.023,DOE_MALI,Standard
2056,9,8618.98,DOE_MALI,Standard
2057,9,8618.911,DOE_MALI,Standard
2058,9,8618.85,DOE_MALI,Standard
2059,9,8618.797,DOE_MALI,Standard
2060,9,8618.732,DOE_MALI,Standard
2061,9,8618.661,DOE_MALI,Standard
2062,9,8618.595,DOE_MALI,Standard
2063,9,8618.524,DOE_MALI,Standard
2064,9,8618.479,DOE_MALI,Standard
2065,9,8618.426,DOE_MALI,Standard
2066,9,8618.366,DOE_MALI,Standard
2067,9,8618.293,DOE_MALI,Standard
2068,9,8618.222,DOE_MALI,Standard
2069,9,8618.155,DOE_MALI,Standard
2070,9,8618.086,DOE_MALI,Standard
2071,9,8618.012,DOE_MALI,Standard
2072,9,8617.953,DOE_MALI,Standard
2073,9,8617.893,DOE_MALI,Standard
2074,9,8617.809,DOE_MALI,Standard
2075,9,8617.731,DOE_MALI,Standard
2076,9,8617.667,DOE_MALI,Standard
2077,9,8617.6,DOE_MALI,Standard
2078,9,8617.525,DOE_MALI,Standard
2079,9,8617.447,DOE_MALI,Standard
2080,9,8617.384,DOE_MALI,Standard
2081,9,8617.304,DOE_MALI,Standard
2082,9,8617.231,DOE_MALI,Standard
2083,9,8617.149,DOE_MALI,Standard
2084,9,8617.08,DOE_MALI,Standard
2085,9,8617.02,DOE_MALI,Standard
2086,9,8616.947,DOE_MALI,Standard
2087,9,8616.866,DOE_MALI,Standard
2088,9,8616.788,DOE_MALI,Standard
2089,9,8616.713,DOE_MALI,Standard
2090,9,8616.639,DOE_MALI,Standard
2091,9,8616.589,DOE_MALI,Standard
2092,9,8616.524,DOE_MALI,Standard
2093,9,8616.466,DOE_MALI,Standard
2094,9,8616.374,DOE_MALI,Standard
2095,9,8616.307,DOE_MALI,Standard
2096,9,8616.226,DOE_MALI,Standard
2097,9,8616.153,DOE_MALI,Standard
2098,9,8616.071,DOE_MALI,Standard
2099,9,8616.014,DOE_MALI,Standard
2100,9,8615.945,DOE_MALI,Standard
2101,9,8615.876,DOE_MALI,Standard
2016,10,3442.5894,DOE_MALI,Standard
2017,10,3442.4407,DOE_MALI,Standard
2018,10,3442.2878,DOE_MALI,Standard
2019,10,3442.1729,DOE_MALI,Standard
2020,10,3442.0244,DOE_MALI,Standard
2021,10,3441.9346,DOE_MALI,Standard
2022,10,3441.7932,DOE_MALI,Standard
2023,10,3441.6448,DOE_MALI,Standard
2024,10,3441.4907,DOE_MALI,Standard
2025,10,3441.3445,DOE_MALI,Standard
2026,10,3441.2234,DOE_MALI,Standard
2027,10,3441.065,DOE_MALI,Standard
2028,10,3440.9075,DOE_MALI,Standard
2029,10,3440.7527,DOE_MALI,Standard
2030,10,3440.616,DOE_MALI,Standard
2031,10,3440.464,DOE_MALI,Standard
2032,10,3440.3071,DOE_MALI,Standard
2033,10,3440.1458,DOE_MALI,Standard
2034,10,3439.9817,DOE_MALI,Standard
2035,10,3439.831,DOE_MALI,Standard
2036,10,3439.6772,DOE_MALI,Standard
2037,10,3439.5234,DOE_MALI,Standard
2038,10,3439.3787,DOE_MALI,Standard
2039,10,3439.2358,DOE_MALI,Standard
2040,10,3439.0955,DOE_MALI,Standard
2041,10,3438.9446,DOE_MALI,Standard
2042,10,3438.7961,DOE_MALI,Standard
2043,10,3438.6423,DOE_MALI,Standard
2044,10,3438.5002,DOE_MALI,Standard
2045,10,3438.3545,DOE_MALI,Standard
2046,10,3438.2046,DOE_MALI,Standard
2047,10,3438.0608,DOE_MALI,Standard
2048,10,3437.9114,DOE_MALI,Standard
2049,10,3437.7566,DOE_MALI,Standard
2050,10,3437.6082,DOE_MALI,Standard
2051,10,3437.4534,DOE_MALI,Standard
2052,10,3437.3203,DOE_MALI,Standard
2053,10,3437.2024,DOE_MALI,Standard
2054,10,3437.0583,DOE_MALI,Standard
2055,10,3436.9133,DOE_MALI,Standard
2056,10,3436.816,DOE_MALI,Standard
2057,10,3436.6675,DOE_MALI,Standard
2058,10,3436.5295,DOE_MALI,Standard
2059,10,3436.3914,DOE_MALI,Standard
2060,10,3436.2473,DOE_MALI,Standard
2061,10,3436.1165,DOE_MALI,Standard
2062,10,3435.9766,DOE_MALI,Standard
2063,10,3435.8523,DOE_MALI,Standard
2064,10,3435.7156,DOE_MALI,Standard
2065,10,3435.5825,DOE_MALI,Standard
2066,10,3435.45,DOE_MALI,Standard
2067,10,3435.3137,DOE_MALI,Standard
2068,10,3435.1816,DOE_MALI,Standard
2069,10,3435.0479,DOE_MALI,Standard
2070,10,3434.9158,DOE_MALI,Standard
2071,10,3434.7803,DOE_MALI,Standard
2072,10,3434.654,DOE_MALI,Standard
2073,10,3434.5208,DOE_MALI,Standard
2074,10,3434.393,DOE_MALI,Standard
2075,10,3434.2766,DOE_MALI,Standard
2076,10,3434.1458,DOE_MALI,Standard
2077,10,3434.025,DOE_MALI,Standard
2078,10,3433.9058,DOE_MALI,Standard
2079,10,3433.7832,DOE_MALI,Standard
2080,10,3433.6545,DOE_MALI,Standard
2081,10,3433.5278,DOE_MALI,Standard
2082,10,3433.4292,DOE_MALI,Standard
2083,10,3433.3093,DOE_MALI,Standard
2084,10,3433.1833,DOE_MALI,Standard
2085,10,3433.0608,DOE_MALI,Standard
2086,10,3432.979,DOE_MALI,Standard
2087,10,3432.8523,DOE_MALI,Standard
2088,10,3432.7314,DOE_MALI,Standard
2089,10,3432.613,DOE_MALI,Standard
2090,10,3432.4956,DOE_MALI,Standard
2091,10,3432.379,DOE_MALI,Standard
2092,10,3432.2634,DOE_MALI,Standard
2093,10,3432.148,DOE_MALI,Standard
2094,10,3432.0361,DOE_MALI,Standard
2095,10,3431.9216,DOE_MALI,Standard
2096,10,3431.801,DOE_MALI,Standard
2097,10,3431.6833,DOE_MALI,Standard
2098,10,3431.5952,DOE_MALI,Standard
2099,10,3431.484,DOE_MALI,Standard
2100,10,3431.3706,DOE_MALI,Standard
2101,10,3431.2583,DOE_MALI,Standard
2016,11,13657.815,DOE_MALI,Standard
2017,11,13657.623,DOE_MALI,Standard
2018,11,13657.433,DOE_MALI,Standard
2019,11,13657.24,DOE_MALI,Standard
2020,11,13657.051,DOE_MALI,Standard
2021,11,13656.86,DOE_MALI,Standard
2022,11,13656.665,DOE_MALI,Standard
2023,11,13656.479,DOE_MALI,Standard
2024,11,13656.302,DOE_MALI,Standard
2025,11,13656.114,DOE_MALI,Standard
2026,11,13655.92,DOE_MALI,Standard
2027,11,13655.726,DOE_MALI,Standard
2028,11,13655.549,DOE_MALI,Standard
2029,11,13655.3545,DOE_MALI,Standard
2030,11,13655.161,DOE_MALI,Standard
2031,11,13654.999,DOE_MALI,Standard
2032,11,13654.815,DOE_MALI,Standard
2033,11,13654.659,DOE_MALI,Standard
2034,11,13654.471,DOE_MALI,Standard
2035,11,13654.277,DOE_MALI,Standard
2036,11,13654.083,DOE_MALI,Standard
2037,11,13653.89,DOE_MALI,Standard
2038,11,13653.701,DOE_MALI,Standard
2039,11,13653.504,DOE_MALI,Standard
2040,11,13653.311,DOE_MALI,Standard
2041,11,13653.128,DOE_MALI,Standard
2042,11,13652.93,DOE_MALI,Standard
2043,11,13652.739,DOE_MALI,Standard
2044,11,13652.571,DOE_MALI,Standard
2045,11,13652.382,DOE_MALI,Standard
2046,11,13652.193,DOE_MALI,Standard
2047,11,13652.01,DOE_MALI,Standard
2048,11,13651.82,DOE_MALI,Standard
2049,11,13651.619,DOE_MALI,Standard
2050,11,13651.435,DOE_MALI,Standard
2051,11,13651.25,DOE_MALI,Standard
2052,11,13651.063,DOE_MALI,Standard
2053,11,13650.87,DOE_MALI,Standard
2054,11,13650.672,DOE_MALI,Standard
2055,11,13650.478,DOE_MALI,Standard
2056,11,13650.287,DOE_MALI,Standard
2057,11,13650.087,DOE_MALI,Standard
2058,11,13649.906,DOE_MALI,Standard
2059,11,13649.708,DOE_MALI,Standard
2060,11,13649.513,DOE_MALI,Standard
2061,11,13649.318,DOE_MALI,Standard
2062,11,13649.128,DOE_MALI,Standard
2063,11,13648.929,DOE_MALI,Standard
2064,11,13648.773,DOE_MALI,Standard
2065,11,13648.588,DOE_MALI,Standard
2066,11,13648.394,DOE_MALI,Standard
2067,11,13648.198,DOE_MALI,Standard
2068,11,13648.007,DOE_MALI,Standard
2069,11,13647.823,DOE_MALI,Standard
2070,11,13647.643,DOE_MALI,Standard
2071,11,13647.442,DOE_MALI,Standard
2072,11,13647.252,DOE_MALI,Standard
2073,11,13647.063,DOE_MALI,Standard
2074,11,13646.87,DOE_MALI,Standard
2075,11,13646.68,DOE_MALI,Standard
2076,11,13646.485,DOE_MALI,Standard
2077,11,13646.288,DOE_MALI,Standard
2078,11,13646.093,DOE_MALI,Standard
2079,11,13645.897,DOE_MALI,Standard
2080,11,13645.701,DOE_MALI,Standard
2081,11,13645.516,DOE_MALI,Standard
2082,11,13645.324,DOE_MALI,Standard
2083,11,13645.131,DOE_MALI,Standard
2084,11,13644.934,DOE_MALI,Standard
2085,11,13644.763,DOE_MALI,Standard
2086,11,13644.583,DOE_MALI,Standard
2087,11,13644.391,DOE_MALI,Standard
2088,11,13644.193,DOE_MALI,Standard
2089,11,13644.008,DOE_MALI,Standard
2090,11,13643.819,DOE_MALI,Standard
2091,11,13643.621,DOE_MALI,Standard
2092,11,13643.429,DOE_MALI,Standard
2093,11,13643.234,DOE_MALI,Standard
2094,11,13643.043,DOE_MALI,Standard
2095,11,13642.85,DOE_MALI,Standard
2096,11,13642.658,DOE_MALI,Standard
2097,11,13642.461,DOE_MALI,Standard
2098,11,13642.267,DOE_MALI,Standard
2099,11,13642.069,DOE_MALI,Standard
2100,11,13641.867,DOE_MALI,Standard
2101,11,13641.67,DOE_MALI,Standard
2016,12,1761.8591,DOE_MALI,Standard
2017,12,1761.8849,DOE_MALI,Standard
2018,12,1761.955,DOE_MALI,Standard
2019,12,1761.9745,DOE_MALI,Standard
2020,12,1761.9857,DOE_MALI,Standard
2021,12,1762.0295,DOE_MALI,Standard
2022,12,1762.0565,DOE_MALI,Standard
2023,12,1762.1421,DOE_MALI,Standard
2024,12,1762.1743,DOE_MALI,Standard
2025,12,1762.2255,DOE_MALI,Standard
2026,12,1762.2638,DOE_MALI,Standard
2027,12,1762.332,DOE_MALI,Standard
2028,12,1762.364,DOE_MALI,Standard
2029,12,1762.4056,DOE_MALI,Standard
2030,12,1762.4476,DOE_MALI,Standard
2031,12,1762.459,DOE_MALI,Standard
2032,12,1762.4858,DOE_MALI,Standard
2033,12,1762.5193,DOE_MALI,Standard
2034,12,1762.7194,DOE_MALI,Standard
2035,12,1762.7676,DOE_MALI,Standard
2036,12,1762.7992,DOE_MALI,Standard
2037,12,1762.834,DOE_MALI,Standard
2038,12,1762.8726,DOE_MALI,Standard
2039,12,1762.9398,DOE_MALI,Standard
2040,12,1762.9862,DOE_MALI,Standard
2041,12,1763.0392,DOE_MALI,Standard
2042,12,1763.1425,DOE_MALI,Standard
2043,12,1763.1572,DOE_MALI,Standard
2044,12,1763.1969,DOE_MALI,Standard
2045,12,1763.2216,DOE_MALI,Standard
2046,12,1763.249,DOE_MALI,Standard
2047,12,1763.2574,DOE_MALI,Standard
2048,12,1763.3076,DOE_MALI,Standard
2049,12,1763.3302,DOE_MALI,Standard
2050,12,1763.3605,DOE_MALI,Standard
2051,12,1763.3682,DOE_MALI,Standard
2052,12,1763.4186,DOE_MALI,Standard
2053,12,1763.4441,DOE_MALI,Standard
2054,12,1763.499,DOE_MALI,Standard
2055,12,1763.5476,DOE_MALI,Standard
2056,12,1763.5916,DOE_MALI,Standard
2057,12,1763.6462,DOE_MALI,Standard
2058,12,1763.6654,DOE_MALI,Standard
2059,12,1763.6831,DOE_MALI,Standard
2060,12,1763.6924,DOE_MALI,Standard
2061,12,1763.7144,DOE_MALI,Standard
2062,12,1763.7208,DOE_MALI,Standard
2063,12,1763.7411,DOE_MALI,Standard
2064,12,1763.7622,DOE_MALI,Standard
2065,12,1763.7872,DOE_MALI,Standard
2066,12,1763.7872,DOE_MALI,Standard
2067,12,1763.8085,DOE_MALI,Standard
2068,12,1763.8064,DOE_MALI,Standard
2069,12,1763.826,DOE_MALI,Standard
2070,12,1763.8691,DOE_MALI,Standard
2071,12,1763.8826,DOE_MALI,Standard
2072,12,1763.8892,DOE_MALI,Standard
2073,12,1763.9036,DOE_MALI,Standard
2074,12,1763.9092,DOE_MALI,Standard
2075,12,1763.9224,DOE_MALI,Standard
2076,12,1763.9352,DOE_MALI,Standard
2077,12,1763.9369,DOE_MALI,Standard
2078,12,1763.9556,DOE_MALI,Standard
2079,12,1763.9587,DOE_MALI,Standard
2080,12,1763.9644,DOE_MALI,Standard
2081,12,1763.9678,DOE_MALI,Standard
2082,12,1763.9678,DOE_MALI,Standard
2083,12,1763.9734,DOE_MALI,Standard
2084,12,1763.9734,DOE_MALI,Standard
2085,12,1763.9852,DOE_MALI,Standard
2086,12,1763.9866,DOE_MALI,Standard
2087,12,1763.9932,DOE_MALI,Standard
2088,12,1763.9957,DOE_MALI,Standard
2089,12,1763.9984,DOE_MALI,Standard
2090,12,1764.0088,DOE_MALI,Standard
2091,12,1764.0109,DOE_MALI,Standard
2092,12,1764.0239,DOE_MALI,Standard
2093,12,1764.0256,DOE_MALI,Standard
2094,12,1764.0591,DOE_MALI,Standard
2095,12,1764.0562,DOE_MALI,Standard
2096,12,1764.0659,DOE_MALI,Standard
2097,12,1764.0659,DOE_MALI,Standard
2098,12,1764.0698,DOE_MALI,Standard
2099,12,1764.0674,DOE_MALI,Standard
2100,12,1764.0677,DOE_MALI,Standard
2101,12,1764.0814,DOE_MALI,Standard
2016,13,2899.9922,DOE_MALI,Standard
2017,13,2899.9822,DOE_MALI,Standard
2018,13,2899.9556,DOE_MALI,Standard
2019,13,2899.9563,DOE_MALI,Standard
2020,13,2899.9363,DOE_MALI,Standard
2021,13,2899.9292,DOE_MALI,Standard
2022,13,2899.9158,DOE_MALI,Standard
2023,13,2899.9006,DOE_MALI,Standard
2024,13,2899.8955,DOE_MALI,Standard
2025,13,2899.878,DOE_MALI,Standard
2026,13,2899.8704,DOE_MALI,Standard
2027,13,2899.859,DOE_MALI,Standard
2028,13,2899.8413,DOE_MALI,Standard
2029,13,2899.8328,DOE_MALI,Standard
2030,13,2899.8235,DOE_MALI,Standard
2031,13,2899.8008,DOE_MALI,Standard
2032,13,2899.7969,DOE_MALI,Standard
2033,13,2899.7832,DOE_MALI,Standard
2034,13,2899.766,DOE_MALI,Standard
2035,13,2899.7585,DOE_MALI,Standard
2036,13,2899.752,DOE_MALI,Standard
2037,13,2899.7341,DOE_MALI,Standard
2038,13,2899.719,DOE_MALI,Standard
2039,13,2899.7087,DOE_MALI,Standard
2040,13,2899.6887,DOE_MALI,Standard
2041,13,2899.6838,DOE_MALI,Standard
2042,13,2899.6692,DOE_MALI,Standard
2043,13,2899.649,DOE_MALI,Standard
2044,13,2899.6365,DOE_MALI,Standard
2045,13,2899.62,DOE_MALI,Standard
2046,13,2899.6118,DOE_MALI,Standard
2047,13,2899.598,DOE_MALI,Standard
2048,13,2899.5813,DOE_MALI,Standard
2049,13,2899.567,DOE_MALI,Standard
2050,13,2899.5586,DOE_MALI,Standard
2051,13,2899.5452,DOE_MALI,Standard
2052,13,2899.5393,DOE_MALI,Standard
2053,13,2899.5193,DOE_MALI,Standard
2054,13,2899.5044,DOE_MALI,Standard
2055,13,2899.488,DOE_MALI,Standard
2056,13,2899.4692,DOE_MALI,Standard
2057,13,2899.4663,DOE_MALI,Standard
2058,13,2899.4487,DOE_MALI,Standard
2059,13,2899.4258,DOE_MALI,Standard
2060,13,2899.4263,DOE_MALI,Standard
2061,13,2899.413,DOE_MALI,Standard
2062,13,2899.3872,DOE_MALI,Standard
2063,13,2899.3718,DOE_MALI,Standard
2064,13,2899.3535,DOE_MALI,Standard
2065,13,2899.343,DOE_MALI,Standard
2066,13,2899.327,DOE_MALI,Standard
2067,13,2899.312,DOE_MALI,Standard
2068,13,2899.3103,DOE_MALI,Standard
2069,13,2899.2903,DOE_MALI,Standard
2070,13,2899.2732,DOE_MALI,Standard
2071,13,2899.2532,DOE_MALI,Standard
2072,13,2899.2334,DOE_MALI,Standard
2073,13,2899.2231,DOE_MALI,Standard
2074,13,2899.2126,DOE_MALI,Standard
2075,13,2899.1929,DOE_MALI,Standard
2076,13,2899.1797,DOE_MALI,Standard
2077,13,2899.163,DOE_MALI,Standard
2078,13,2899.1436,DOE_MALI,Standard
2079,13,2899.1177,DOE_MALI,Standard
2080,13,2899.1165,DOE_MALI,Standard
2081,13,2899.103,DOE_MALI,Standard
2082,13,2899.0884,DOE_MALI,Standard
2083,13,2899.0679,DOE_MALI,Standard
2084,13,2899.0479,DOE_MALI,Standard
2085,13,2899.0293,DOE_MALI,Standard
2086,13,2899.0256,DOE_MALI,Standard
2087,13,2898.9922,DOE_MALI,Standard
2088,13,2898.9866,DOE_MALI,Standard
2089,13,2898.9666,DOE_MALI,Standard
2090,13,2898.9539,DOE_MALI,Standard
2091,13,2898.945,DOE_MALI,Standard
2092,13,2898.922,DOE_MALI,Standard
2093,13,2898.9045,DOE_MALI,Standard
2094,13,2898.8887,DOE_MALI,Standard
2095,13,2898.867,DOE_MALI,Standard
2096,13,2898.8552,DOE_MALI,Standard
2097,13,2898.8345,DOE_MALI,Standard
2098,13,2898.8242,DOE_MALI,Standard
2099,13,2898.7976,DOE_MALI,Standard
2100,13,2898.795,DOE_MALI,Standard
2101,13,2898.7761,DOE_MALI,Standard
2016,14,3981.7322,DOE_MALI,Standard
2017,14,3981.539,DOE_MALI,Standard
2018,14,3981.3472,DOE_MALI,Standard
2019,14,3981.1511,DOE_MALI,Standard
2020,14,3980.9539,DOE_MALI,Standard
2021,14,3980.7603,DOE_MALI,Standard
2022,14,3980.5625,DOE_MALI,Standard
2023,14,3980.3728,DOE_MALI,Standard
2024,14,3980.178,DOE_MALI,Standard
2025,14,3979.9907,DOE_MALI,Standard
2026,14,3979.8,DOE_MALI,Standard
2027,14,3979.6094,DOE_MALI,Standard
2028,14,3979.4187,DOE_MALI,Standard
2029,14,3979.2314,DOE_MALI,Standard
2030,14,3979.0432,DOE_MALI,Standard
2031,14,3978.85,DOE_MALI,Standard
2032,14,3978.6614,DOE_MALI,Standard
2033,14,3978.4739,DOE_MALI,Standard
2034,14,3978.2854,DOE_MALI,Standard
2035,14,3978.0955,DOE_MALI,Standard
2036,14,3977.912,DOE_MALI,Standard
2037,14,3977.7234,DOE_MALI,Standard
2038,14,3977.539,DOE_MALI,Standard
2039,14,3977.35,DOE_MALI,Standard
2040,14,3977.167,DOE_MALI,Standard
2041,14,3976.9758,DOE_MALI,Standard
2042,14,3976.7954,DOE_MALI,Standard
2043,14,3976.603,DOE_MALI,Standard
2044,14,3976.4207,DOE_MALI,Standard
2045,14,3976.2407,DOE_MALI,Standard
2046,14,3976.0535,DOE_MALI,Standard
2047,14,3975.8723,DOE_MALI,Standard
2048,14,3975.6882,DOE_MALI,Standard
2049,14,3975.498,DOE_MALI,Standard
2050,14,3975.3127,DOE_MALI,Standard
2051,14,3975.1313,DOE_MALI,Standard
2052,14,3974.9507,DOE_MALI,Standard
2053,14,3974.7573,DOE_MALI,Standard
2054,14,3974.5752,DOE_MALI,Standard
2055,14,3974.3945,DOE_MALI,Standard
2056,14,3974.208,DOE_MALI,Standard
2057,14,3974.0227,DOE_MALI,Standard
2058,14,3973.8406,DOE_MALI,Standard
2059,14,3973.6548,DOE_MALI,Standard
2060,14,3973.4639,DOE_MALI,Standard
2061,14,3973.282,DOE_MALI,Standard
2062,14,3973.1,DOE_MALI,Standard
2063,14,3972.912,DOE_MALI,Standard
2064,14,3972.7283,DOE_MALI,Standard
2065,14,3972.5508,DOE_MALI,Standard
2066,14,3972.3677,DOE_MALI,Standard
2067,14,3972.179,DOE_MALI,Standard
2068,14,3972.0034,DOE_MALI,Standard
2069,14,3971.8245,DOE_MALI,Standard
2070,14,3971.6462,DOE_MALI,Standard
2071,14,3971.4683,DOE_MALI,Standard
2072,14,3971.2854,DOE_MALI,Standard
2073,14,3971.1096,DOE_MALI,Standard
2074,14,3970.9265,DOE_MALI,Standard
2075,14,3970.7466,DOE_MALI,Standard
2076,14,3970.5718,DOE_MALI,Standard
2077,14,3970.3965,DOE_MALI,Standard
2078,14,3970.214,DOE_MALI,Standard
2079,14,3970.0393,DOE_MALI,Standard
2080,14,3969.8638,DOE_MALI,Standard
2081,14,3969.6807,DOE_MALI,Standard
2082,14,3969.5125,DOE_MALI,Standard
2083,14,3969.3362,DOE_MALI,Standard
2084,14,3969.1633,DOE_MALI,Standard
2085,14,3968.9868,DOE_MALI,Standard
2086,14,3968.8096,DOE_MALI,Standard
2087,14,3968.637,DOE_MALI,Standard
2088,14,3968.4614,DOE_MALI,Standard
2089,14,3968.2815,DOE_MALI,Standard
2090,14,3968.1128,DOE_MALI,Standard
2091,14,3967.9355,DOE_MALI,Standard
2092,14,3967.7507,DOE_MALI,Standard
2093,14,3967.5735,DOE_MALI,Standard
2094,14,3967.3977,DOE_MALI,Standard
2095,14,3967.2175,DOE_MALI,Standard
2096,14,3967.0486,DOE_MALI,Standard
2097,14,3966.8647,DOE_MALI,Standard
2098,14,3966.6873,DOE_MALI,Standard
2099,14,3966.5173,DOE_MALI,Standard
2100,14,3966.3396,DOE_MALI,Standard
2101,14,3966.1536,DOE_MALI,Standard
2016,15,806.8943,DOE_MALI,Standard
2017,15,806.8652,DOE_MALI,Standard
2018,15,806.8293,DOE_MALI,Standard
2019,15,806.79596,DOE_MALI,Standard
2020,15,806.7596,DOE_MALI,Standard
2021,15,806.7329,DOE_MALI,Standard
2022,15,806.69653,DOE_MALI,Standard
2023,15,806.671,DOE_MALI,Standard
2024,15,806.6349,DOE_MALI,Standard
2025,15,806.6057,DOE_MALI,Standard
2026,15,806.57635,DOE_MALI,Standard
2027,15,806.5482,DOE_MALI,Standard
2028,15,806.5181,DOE_MALI,Standard
2029,15,806.4872,DOE_MALI,Standard
2030,15,806.45544,DOE_MALI,Standard
2031,15,806.4267,DOE_MALI,Standard
2032,15,806.4001,DOE_MALI,Standard
2033,15,806.36993,DOE_MALI,Standard
2034,15,806.3387,DOE_MALI,Standard
2035,15,806.3118,DOE_MALI,Standard
2036,15,806.2782,DOE_MALI,Standard
2037,15,806.25104,DOE_MALI,Standard
2038,15,806.22144,DOE_MALI,Standard
2039,15,806.1934,DOE_MALI,Standard
2040,15,806.1688,DOE_MALI,Standard
2041,15,806.13837,DOE_MALI,Standard
2042,15,806.1076,DOE_MALI,Standard
2043,15,806.07697,DOE_MALI,Standard
2044,15,806.05414,DOE_MALI,Standard
2045,15,806.0203,DOE_MALI,Standard
2046,15,805.986,DOE_MALI,Standard
2047,15,805.9596,DOE_MALI,Standard
2048,15,805.9342,DOE_MALI,Standard
2049,15,805.88654,DOE_MALI,Standard
2050,15,805.8748,DOE_MALI,Standard
2051,15,805.84863,DOE_MALI,Standard
2052,15,805.82166,DOE_MALI,Standard
2053,15,805.7874,DOE_MALI,Standard
2054,15,805.76337,DOE_MALI,Standard
2055,15,805.736,DOE_MALI,Standard
2056,15,805.7059,DOE_MALI,Standard
2057,15,805.6838,DOE_MALI,Standard
2058,15,805.6575,DOE_MALI,Standard
2059,15,805.6317,DOE_MALI,Standard
2060,15,805.60785,DOE_MALI,Standard
2061,15,805.56506,DOE_MALI,Standard
2062,15,805.5575,DOE_MALI,Standard
2063,15,805.5284,DOE_MALI,Standard
2064,15,805.49646,DOE_MALI,Standard
