,preds,sd
0,-0.6625881163775921,0.16093389059371102
1,-0.6694877010583877,0.13289209973905416
2,-0.6279785668849945,0.15564384680407273
3,-0.6215816175937653,0.14949880822034128
4,-0.6452661299705506,0.15439038502839345
5,-0.6486931462585926,0.1722436120447365
6,-0.661676481962204,0.15849550112947994
7,-0.6088705417513848,0.1567960421105343
8,-0.6116288927197456,0.13977139300232186
9,-0.5813531595468521,0.15412489135633578
10,-0.6041008706390858,0.1462342156068364
11,-0.6299047856032849,0.1614046564782132
12,-0.6663346666097641,0.14188005630785863
13,-0.6771532309055328,0.14919215328236005
14,-0.6911577880382538,0.19186647268594478
15,-0.7754060018062592,0.1568305228418742
16,-0.6592917937040329,0.1569247593457032
17,-0.6046333117783069,0.13735329909952923
18,-0.6091954748332501,0.15436201345633757
19,-0.6204527406394482,0.177977661062129
20,-0.581552060842514,0.15307792804209686
21,-0.5523146750032901,0.15074950584872168
22,-0.5973169338703156,0.13654666344004046
23,-0.749961371421814,0.17380356699996963
24,-0.8553489196300507,0.17281309354009677
25,-0.8701696509122848,0.18075565696450163
26,-0.7898546727746725,0.18745735514377684
27,-0.7178650824725628,0.18039761901037232
28,-0.8417720848321915,0.20737555513672962
29,-0.8537318176031112,0.17053422362202214
30,-0.7754232972860337,0.15525930729347093
31,-0.7420588663220405,0.16939706210486238
32,-0.7868354988098144,0.16640087133400816
33,-0.8136980253458023,0.18125780576242012
34,-0.8141964745521545,0.19704943422476592
35,-0.8758397084474564,0.17822786037358293
36,-0.8966503685712814,0.1965311097462365
37,-1.0956025940179825,0.1815671572017879
38,-1.1084480309486389,0.2277067835418853
39,-1.0813467210531236,0.20151335370395537
40,-1.1684137237071992,0.1933792250304496
41,-1.2737908828258515,0.2435567695617158
42,-1.2517605006694794,0.2514480548050511
43,-1.1562945079803466,0.21278738315608806
44,-1.1484612286090852,0.21822513068633667
45,-1.133603229522705,0.21871519370072073
46,-1.1773845541477204,0.2143598229444094
47,-1.2068956971168519,0.2382617403628244
48,-1.2043074905872344,0.2406278915036036
49,-1.3610360103845596,0.25104023975467743
50,-1.3652997648715972,0.26553402356278794
51,-1.309896513223648,0.2769946142838726
52,-1.5612522560358046,0.24820901321725336
53,-1.5875285071134568,0.30185199701372406
54,-1.705346006155014,0.3202106164368079
55,-1.8060730630159378,0.3487438005882117
56,-1.7781756979227066,0.2781833390655599
57,-1.8539029252529144,0.3322047088199436
58,-1.9295878493785859,0.34596402406451193
59,-1.854445875287056,0.34827601505183936
60,-1.8406046557426452,0.33142957689440466
61,-1.9051737236976622,0.3429584777434232
62,-1.8999798130989074,0.40227545133132103
63,-2.1456978130340576,0.32786967483211465
64,-2.224047305583954,0.36876003194599843
65,-2.2656335973739625,0.424896522102089
66,-2.42905131816864,0.43976614211007775
67,-2.2972618734836576,0.437392013705992
68,-2.306085375547409,0.46643723521109176
69,-2.3441739356517792,0.44087645995529917
70,-2.428546841144562,0.4764259195534626
71,-2.656733078956604,0.4208217173895541
72,-2.7010279512405395,0.4037469700801558
73,-2.6154208624362947,0.4753527916931391
74,-2.6228051912784576,0.5630789567581005
75,-2.798275227546692,0.5734563750149514
76,-2.7580825221538543,0.4683971216571715
77,-2.7317795586586,0.5413625017741339
78,-2.770859327316284,0.51805394031137
79,-2.980096023082733,0.5432584862922645
80,-2.769139266014099,0.4901321588166262
81,-2.797533435821533,0.49711586050595613
82,-3.066352758407593,0.5225326640712472
83,-2.9247840070724487,0.6065080048326151
84,-2.8457373654842377,0.5084141934641411
85,0.05852924719452858,0.013104133021390416
86,0.060060396790504456,0.0
87,0.060060396790504456,0.0
88,0.060155071541666987,0.0009420018801791171
89,0.07411092929542065,0.033741089238339794
90,0.06040362007915974,0.025156278382957243
91,0.057986252456903455,0.020221076903897794
92,0.06346080686897039,0.01919045941937738
93,0.06179281890392303,0.012738757121179084
94,0.07061362870037556,0.03179696543219932
95,0.0769820973649621,0.03926540957302605
96,0.07266772754490375,0.03475171574703655
97,0.07156781483441592,0.02774037104915634
98,0.06301921997219324,0.021405866387504583
99,0.05218473631888628,0.03254148156195523
100,0.05016416655853391,0.03566229649350646
101,0.03462610762566328,0.038678999771822285
102,0.01979242479428649,0.04676554922632487
103,-0.05806662267073989,0.0593475796616439
104,0.0022354112938046456,0.04115582785349384
105,-0.005697352793067694,0.04960820319787191
106,0.025293589793145655,0.04953829859096262
107,-0.04108477931469679,0.04991815896968496
108,-0.07079079780727625,0.06431103742457502
109,-0.07520682267844676,0.06742392932646668
110,-0.09009085856378078,0.07688049376573138
111,-0.10559783797711134,0.08099588995333551
112,-0.11727778311818839,0.07337222076045083
113,-0.02854284195229411,0.07041332859692107
114,0.02708696434274316,0.09272753744020316
115,0.17538138095289468,0.10724236588057573
116,0.07788970995694398,0.07153438234943107
117,0.06995780985802412,0.07447627462433379
118,0.12496778078377246,0.07694154703680423
119,0.11750527013093233,0.07347140771288642
120,-0.10957417506724595,0.07353274329968881
121,-0.18190859761089087,0.10459030010700161
122,-0.19453864865005016,0.10695093562779612
123,-0.187422241140157,0.10851902025243047
124,-0.17201739117503168,0.11866384411378796
125,-0.23719486359506844,0.12860680355075674
126,-0.24855076652020217,0.15175093834193548
127,-0.2551670068129897,0.12814906090252148
128,-0.2903045613691211,0.12369885524621298
129,-0.23295214593410493,0.14890940359580918
130,-0.269896514415741,0.12483795227209675
131,-0.25439728958532215,0.12284524139111314
132,-0.24550800252705812,0.1278892557816954
133,-0.24995805263519288,0.13495871954296704
134,-0.2369261948391795,0.13382877756729386
135,-0.2187914030626416,0.11484986608486875
136,-0.1564785847812891,0.09302845402456869
137,-0.13347687304019928,0.10305948640122067
138,-0.10122384250164032,0.08926738136033494
139,0.007331302259117365,0.05787943294575044
140,0.04683656916022301,0.04262286931492248
141,0.05683628775179386,0.030142668122877046
142,0.0628385704010725,0.029395711539820624
143,0.06121708311140537,0.0360512158997544
144,0.05556448735296726,0.027351130260397302
145,0.05775942714884877,0.03174505473260954
146,0.052628649473190306,0.04420715144843027
147,0.045104154534637925,0.05860112319149361
148,0.004892349541187287,0.10221951201208002
149,0.010591340139508248,0.12726454847700533
150,0.01952810011804104,0.10921270241498338
151,-0.11008678134530783,0.14149878549811873
152,0.024439529962837696,0.12621451819096116
153,-0.0230088484659791,0.14365029923965503
154,0.14641550440341233,0.16437284434526014
155,0.28572382070124147,0.1799679903244049
156,0.3263864417746663,0.17334436961471358
157,0.27496640231460334,0.17507609284416376
158,0.15203815497457981,0.15763002889675878
159,0.18649199090898036,0.1501166983922557
160,0.3513822768256068,0.1458108036824107
161,0.5253924159705639,0.15041972203994272
162,0.6268855063617229,0.1892478903790466
163,0.6818613485991954,0.14579309597028997
164,0.6754355455935002,0.15887792577135493
165,0.6799263849854469,0.1694095030331337
166,0.6847580419480801,0.1747371056072754
167,0.6530781473219395,0.178414562126538
168,0.727322883605957,0.17033040807585514
169,0.7617120504379272,0.17483759881725836
170,0.10433928739279509,0.06959661777389922
171,0.059414960257709024,0.010505673159152093
172,0.06018820241093636,0.004483755834316358
173,0.04898358099162579,0.04469245452773719
174,0.018870656602084635,0.03935714724791105
175,0.013895218931138516,0.04321187257330974
176,0.0053403227962553505,0.04390794800696993
177,0.020257095098495482,0.04452226351561279
178,0.03281123273074627,0.04219734284152701
179,0.034916190020740034,0.03127065339063381
180,0.024594380892813204,0.03704396034567505
181,0.0261048237234354,0.04062256639582739
182,0.013403961528092622,0.03754909261376493
183,0.0021174779161810876,0.03593744754674539
184,-0.01519126858562231,0.05049815081823884
185,-0.015440514832735062,0.0536479070422888
186,0.001498083807528019,0.0479637952476922
187,0.014230279121547937,0.049236492867363806
188,0.03724144797772169,0.03770609896499634
189,0.09589792672544718,0.05474667354207746
190,0.1463186105340719,0.06493262575079334
191,0.18393935680389403,0.05693143934987595
192,0.25578094892203806,0.06899253880572695
193,0.2064473678916693,0.061817818640450314
194,0.21735567703843117,0.06936209887057747
195,0.23701716512441634,0.06743272854729866
196,0.2972862960398197,0.07826177951843326
197,0.3042264461517334,0.07148533048129571
198,0.2905126778036356,0.08108663226103686
199,0.28558878012001515,0.08799997989026066
200,0.31076707735657694,0.08210302316507552
201,0.3419629292935133,0.09175425320561222
202,0.33127561330795285,0.08328534929991184
203,0.29527831137180327,0.08687926462222419
204,0.31538938999176025,0.08603166147386783
205,0.3303478114306927,0.08798627751738133
206,0.3161598381400108,0.07632791248148307
207,0.2913991786539555,0.09009702990608282
208,0.22914594709873198,0.06085977702289579
209,0.1990138829126954,0.049697596779738624
210,0.14834017917513848,0.05747035205238358
211,0.22279522959142922,0.06401067731881095
212,0.1857969306409359,0.05929246656769983
213,0.13175480093806982,0.04215203326373315
214,0.17052251152694226,0.048893923190980154
215,0.18191984109580517,0.061637539301517684
216,0.23373144190758466,0.06729682290073813
217,0.21635811902582647,0.06579504375094268
218,0.22289594162255524,0.07979352308611741
219,0.24654152788221836,0.06283290035070477
220,0.22659738771617413,0.060736015451650645
221,0.1398961366713047,0.05331314200349852
222,0.11450545862317085,0.040912205977800174
223,0.10828193452209234,0.0413674809545147
224,0.11947575367987157,0.04052753804898622
225,0.11011361934244633,0.04391627708920797
226,0.10332386642694473,0.03536604373641705
227,0.16134366866201164,0.0576070527375143
228,0.2036895452439785,0.06883546200115971
229,0.20125114493072033,0.060593183334453335
230,0.19393924698233606,0.06333752618606397
231,0.2188417285680771,0.06291159559218022
232,0.21165023885667325,0.06942408580555805
233,0.22042867198586463,0.07868859391778284
234,0.18662174299359321,0.07945365238777212
235,0.14686100475490094,0.09237974400995592
236,0.1398431855067611,0.0823935258749499
237,0.207089766766876,0.07600922264271558
238,0.2792130095511675,0.07989216208516085
239,0.3719177059829235,0.08677167059092025
240,0.39191158205270765,0.09438584249057753
241,0.35184611633419993,0.0879659521502832
242,0.3706538785994053,0.08265282265091696
243,0.3880309950560331,0.10255377884495753
244,0.4227822504937649,0.1133818281943821
245,0.4749454765021801,0.11659703101318879
246,0.47653218016028404,0.11674431312615839
247,0.45237985149025917,0.11377399825207457
248,0.43230764985084535,0.09693616723607104
249,0.4831655077636242,0.1075477730430047
250,0.544310285449028,0.10944594227959592
251,0.5062100094556808,0.10553841023638423
252,0.5095974044501781,0.12517552530654452
253,0.5868210695683956,0.14072956863096545
254,0.5775374016165733,0.14303536822984367
255,0.07680159155279398,0.038852942216179125
256,0.06227919071912766,0.01615859792382792
257,0.060060396790504456,0.0
258,0.06057723708450794,0.006954183863481766
259,-0.49406748339533807,0.15268581718985086
260,-0.42120049491524697,0.12610764252501439
261,-0.48340044647455216,0.11241876687284034
262,-0.4790795649588108,0.1403135356195527
263,-0.43600733995437624,0.12963235218816638
264,-0.4291455140709877,0.12068448942041489
265,0.08296917423605919,0.08945002131603264
266,0.0705170949921012,0.11600878080234345
267,0.11201211417093873,0.08755091150744707
268,0.1692892921715975,0.06965163555696376
269,0.18329252276569605,0.08639515842347838
270,0.15606148682534696,0.06957069347059462
271,0.15851975556463002,0.10456823840201775
272,0.19166394233703613,0.09190516573142118
273,0.1824812837690115,0.09413649684876679
274,0.2001075730472803,0.09609240242274021
275,0.19823301250115036,0.09700173654622109
276,0.1928327028080821,0.09092074064646065
277,0.21461107920855282,0.09989849138247149
278,0.17894100986421108,0.07477406443755455
279,0.13369234312325717,0.06536042171245653
280,0.11444156469777227,0.08031281680726442
281,0.056194667182862756,0.10741293494795127
282,-0.08888136127963663,0.11244699181879905
283,0.04291908161714673,0.11508753021060084
284,-0.07832964722067118,0.12411145523131197
285,-0.4648562967777252,0.14283724663336467
286,-0.1431379371508956,0.10165129889613184
287,0.06635917330160737,0.08364715623209355
288,0.15167287170886992,0.09604571760559238
289,0.19460965279489756,0.11501954975372504
290,0.3265129415690899,0.1066122373505786
291,0.3416635040938854,0.10760619408958756
292,0.30312216296792033,0.1188678335845099
