,aSMB,sector,aogcm,year,aST,sector,aogcm,year
82,-2.402359633346033e-05,5.0,hadgem2-es_rcp85,83,6.573979189167227,5.0,hadgem2-es_rcp85,83
83,-2.1718481193413275e-05,5.0,hadgem2-es_rcp85,84,6.078336006453057,5.0,hadgem2-es_rcp85,84
84,-2.342118691672745e-05,5.0,hadgem2-es_rcp85,85,6.791032818689515,5.0,hadgem2-es_rcp85,85
85,-2.342118691672745e-05,5.0,hadgem2-es_rcp85,86,6.791032818689515,5.0,hadgem2-es_rcp85,86
0,-3.0317124425530165e-06,6.0,hadgem2-es_rcp85,1,2.0915014297325754,6.0,hadgem2-es_rcp85,1
1,1.3445991831580546e-07,6.0,hadgem2-es_rcp85,2,1.906947445793551,6.0,hadgem2-es_rcp85,2
2,-3.260310908146798e-06,6.0,hadgem2-es_rcp85,3,2.0960043694876496,6.0,hadgem2-es_rcp85,3
3,-4.21184755444863e-06,6.0,hadgem2-es_rcp85,4,1.570366360979657,6.0,hadgem2-es_rcp85,4
4,-4.928376699777733e-06,6.0,hadgem2-es_rcp85,5,1.6478651295905224,6.0,hadgem2-es_rcp85,5
5,-2.073264753863416e-06,6.0,hadgem2-es_rcp85,6,0.8346729066275422,6.0,hadgem2-es_rcp85,6
6,2.3137542115884802e-07,6.0,hadgem2-es_rcp85,7,1.514275562530108,6.0,hadgem2-es_rcp85,7
7,-1.5892763582029594e-06,6.0,hadgem2-es_rcp85,8,2.090500869117796,6.0,hadgem2-es_rcp85,8
8,-3.619255455357807e-06,6.0,hadgem2-es_rcp85,9,1.8210524772177397,6.0,hadgem2-es_rcp85,9
9,-6.970491918422154e-06,6.0,hadgem2-es_rcp85,10,1.7026304933037093,6.0,hadgem2-es_rcp85,10
10,-5.757383427277675e-06,6.0,hadgem2-es_rcp85,11,2.470672396130321,6.0,hadgem2-es_rcp85,11
11,-4.608360675716869e-06,6.0,hadgem2-es_rcp85,12,2.160872533723624,6.0,hadgem2-es_rcp85,12
12,-5.173628442181319e-06,6.0,hadgem2-es_rcp85,13,2.000917638611284,6.0,hadgem2-es_rcp85,13
13,-3.200664973539189e-06,6.0,hadgem2-es_rcp85,14,1.4910290241891984,6.0,hadgem2-es_rcp85,14
14,-4.294071505084702e-06,6.0,hadgem2-es_rcp85,15,1.7277079054202313,6.0,hadgem2-es_rcp85,15
15,-5.167951767172546e-06,6.0,hadgem2-es_rcp85,16,1.5639587576034775,6.0,hadgem2-es_rcp85,16
16,-9.103827514107555e-06,6.0,hadgem2-es_rcp85,17,2.7334961064352994,6.0,hadgem2-es_rcp85,17
17,-2.557157788211121e-07,6.0,hadgem2-es_rcp85,18,1.86906012207229,6.0,hadgem2-es_rcp85,18
18,-9.879203083663133e-06,6.0,hadgem2-es_rcp85,19,2.4798493671113655,6.0,hadgem2-es_rcp85,19
19,-6.08332881692491e-06,6.0,hadgem2-es_rcp85,20,2.1296316786536633,6.0,hadgem2-es_rcp85,20
20,-7.879207536336647e-06,6.0,hadgem2-es_rcp85,21,2.5547864507577156,6.0,hadgem2-es_rcp85,21
21,-1.5193902565737597e-05,6.0,hadgem2-es_rcp85,22,4.136733914831108,6.0,hadgem2-es_rcp85,22
22,-6.654865469989155e-06,6.0,hadgem2-es_rcp85,23,2.2559587900613645,6.0,hadgem2-es_rcp85,23
23,-5.871567688413002e-06,6.0,hadgem2-es_rcp85,24,3.2869678641298026,6.0,hadgem2-es_rcp85,24
24,-6.9283879072498975e-06,6.0,hadgem2-es_rcp85,25,2.840936955000499,6.0,hadgem2-es_rcp85,25
25,-6.832837555853049e-06,6.0,hadgem2-es_rcp85,26,2.594918677155242,6.0,hadgem2-es_rcp85,26
26,-6.538841209183177e-06,6.0,hadgem2-es_rcp85,27,2.090032376826704,6.0,hadgem2-es_rcp85,27
27,-3.1700607548657927e-06,6.0,hadgem2-es_rcp85,28,2.782548498662833,6.0,hadgem2-es_rcp85,28
28,-1.1059688774598338e-05,6.0,hadgem2-es_rcp85,29,2.75240883215713,6.0,hadgem2-es_rcp85,29
29,-5.997594870606073e-06,6.0,hadgem2-es_rcp85,30,2.6961909386069736,6.0,hadgem2-es_rcp85,30
30,-8.888233598413676e-06,6.0,hadgem2-es_rcp85,31,2.797760560372679,6.0,hadgem2-es_rcp85,31
31,-7.334692899493241e-06,6.0,hadgem2-es_rcp85,32,2.4838074509801515,6.0,hadgem2-es_rcp85,32
32,-7.504866293436991e-06,6.0,hadgem2-es_rcp85,33,2.533036575538562,6.0,hadgem2-es_rcp85,33
33,-9.270896123191642e-06,6.0,hadgem2-es_rcp85,34,4.458083480875727,6.0,hadgem2-es_rcp85,34
34,-1.1006650346584119e-05,6.0,hadgem2-es_rcp85,35,2.966811877871275,6.0,hadgem2-es_rcp85,35
35,-3.623622735385151e-06,6.0,hadgem2-es_rcp85,36,3.1990518538937778,6.0,hadgem2-es_rcp85,36
36,-1.2136700437071349e-05,6.0,hadgem2-es_rcp85,37,3.694336241166556,6.0,hadgem2-es_rcp85,37
37,-5.193513974980745e-06,6.0,hadgem2-es_rcp85,38,2.6913643817892936,6.0,hadgem2-es_rcp85,38
38,-9.297135494301423e-06,6.0,hadgem2-es_rcp85,39,3.146259608535454,6.0,hadgem2-es_rcp85,39
39,-1.3284614959358711e-05,6.0,hadgem2-es_rcp85,40,2.7231991436764456,6.0,hadgem2-es_rcp85,40
40,-8.313738409841793e-06,6.0,hadgem2-es_rcp85,41,3.4531915390800485,6.0,hadgem2-es_rcp85,41
41,-8.038915005728424e-06,6.0,hadgem2-es_rcp85,42,4.007937122052667,6.0,hadgem2-es_rcp85,42
42,-1.2982245095661386e-05,6.0,hadgem2-es_rcp85,43,3.2348049548063673,6.0,hadgem2-es_rcp85,43
43,-1.3991455280415016e-05,6.0,hadgem2-es_rcp85,44,3.741038784757426,6.0,hadgem2-es_rcp85,44
44,-5.305686664454986e-06,6.0,hadgem2-es_rcp85,45,4.1630562776432845,6.0,hadgem2-es_rcp85,45
45,-7.908494363759516e-06,6.0,hadgem2-es_rcp85,46,3.882476070025879,6.0,hadgem2-es_rcp85,46
46,-1.0872026169421985e-05,6.0,hadgem2-es_rcp85,47,3.681494655041003,6.0,hadgem2-es_rcp85,47
47,-1.5558223137782607e-05,6.0,hadgem2-es_rcp85,48,4.017656476500902,6.0,hadgem2-es_rcp85,48
48,-1.4566046871560916e-05,6.0,hadgem2-es_rcp85,49,4.474629440476755,6.0,hadgem2-es_rcp85,49
49,-1.8567051323983692e-05,6.0,hadgem2-es_rcp85,50,3.9817011477568847,6.0,hadgem2-es_rcp85,50
50,-1.7049318688155965e-05,6.0,hadgem2-es_rcp85,51,5.309887146266713,6.0,hadgem2-es_rcp85,51
51,-1.3016789843324041e-05,6.0,hadgem2-es_rcp85,52,4.089245907574038,6.0,hadgem2-es_rcp85,52
52,-1.503532155347788e-05,6.0,hadgem2-es_rcp85,53,4.0761274823713105,6.0,hadgem2-es_rcp85,53
53,-1.476766590532306e-05,6.0,hadgem2-es_rcp85,54,4.5569552803213025,6.0,hadgem2-es_rcp85,54
54,-1.552514227096082e-05,6.0,hadgem2-es_rcp85,55,4.898907344912659,6.0,hadgem2-es_rcp85,55
55,-1.274556308334257e-05,6.0,hadgem2-es_rcp85,56,4.541195801443921,6.0,hadgem2-es_rcp85,56
56,-7.90624877797814e-06,6.0,hadgem2-es_rcp85,57,4.335754118121825,6.0,hadgem2-es_rcp85,57
57,-1.116549005497508e-05,6.0,hadgem2-es_rcp85,58,4.10427350095859,6.0,hadgem2-es_rcp85,58
58,-9.026813125295016e-06,6.0,hadgem2-es_rcp85,59,4.0116610386524485,6.0,hadgem2-es_rcp85,59
59,-1.6944189887975128e-05,6.0,hadgem2-es_rcp85,60,4.0065371430315935,6.0,hadgem2-es_rcp85,60
60,-1.497452341057899e-05,6.0,hadgem2-es_rcp85,61,5.150775398910994,6.0,hadgem2-es_rcp85,61
61,-1.5747220102652748e-05,6.0,hadgem2-es_rcp85,62,5.272872443717412,6.0,hadgem2-es_rcp85,62
62,-1.227345055128552e-05,6.0,hadgem2-es_rcp85,63,4.285853201175289,6.0,hadgem2-es_rcp85,63
63,-1.5944079650938624e-05,6.0,hadgem2-es_rcp85,64,4.893654806866544,6.0,hadgem2-es_rcp85,64
64,-2.4074601473071703e-05,6.0,hadgem2-es_rcp85,65,5.231852812136016,6.0,hadgem2-es_rcp85,65
65,-8.129630707685493e-06,6.0,hadgem2-es_rcp85,66,5.493024652640675,6.0,hadgem2-es_rcp85,66
66,-1.9668243805932696e-05,6.0,hadgem2-es_rcp85,67,6.029372810222388,6.0,hadgem2-es_rcp85,67
67,-2.3165756379277563e-05,6.0,hadgem2-es_rcp85,68,5.3144034110074045,6.0,hadgem2-es_rcp85,68
68,-8.695024154455079e-06,6.0,hadgem2-es_rcp85,69,5.486147242147525,6.0,hadgem2-es_rcp85,69
69,-2.303852061050222e-05,6.0,hadgem2-es_rcp85,70,5.723334039780919,6.0,hadgem2-es_rcp85,70
70,-2.415983180859949e-05,6.0,hadgem2-es_rcp85,71,5.240440834647366,6.0,hadgem2-es_rcp85,71
71,-2.2181235718388385e-05,6.0,hadgem2-es_rcp85,72,6.144024008824208,6.0,hadgem2-es_rcp85,72
72,-1.6515442274823773e-05,6.0,hadgem2-es_rcp85,73,4.715675095722533,6.0,hadgem2-es_rcp85,73
73,-1.747913895716851e-05,6.0,hadgem2-es_rcp85,74,5.690934054143541,6.0,hadgem2-es_rcp85,74
74,-1.7947367763351452e-05,6.0,hadgem2-es_rcp85,75,5.882585820527226,6.0,hadgem2-es_rcp85,75
75,-2.4697503099475522e-05,6.0,hadgem2-es_rcp85,76,6.259282392564281,6.0,hadgem2-es_rcp85,76
76,-2.3623123799047542e-05,6.0,hadgem2-es_rcp85,77,5.709418303514405,6.0,hadgem2-es_rcp85,77
77,-2.3172732831979125e-05,6.0,hadgem2-es_rcp85,78,5.974945326944328,6.0,hadgem2-es_rcp85,78
78,-2.612270254916205e-05,6.0,hadgem2-es_rcp85,79,6.019814326970238,6.0,hadgem2-es_rcp85,79
79,-2.7773977201530662e-05,6.0,hadgem2-es_rcp85,80,6.465545377410396,6.0,hadgem2-es_rcp85,80
80,-1.7610023129449645e-05,6.0,hadgem2-es_rcp85,81,6.419950808498631,6.0,hadgem2-es_rcp85,81
81,-1.6880505951917882e-05,6.0,hadgem2-es_rcp85,82,5.665828680742758,6.0,hadgem2-es_rcp85,82
82,-2.442006509591997e-05,6.0,hadgem2-es_rcp85,83,6.533997043082258,6.0,hadgem2-es_rcp85,83
83,-2.753762665530692e-05,6.0,hadgem2-es_rcp85,84,6.478310947691435,6.0,hadgem2-es_rcp85,84
84,-1.962840316789186e-05,6.0,hadgem2-es_rcp85,85,6.927410861913482,6.0,hadgem2-es_rcp85,85
85,-1.962840316789186e-05,6.0,hadgem2-es_rcp85,86,6.927410861913482,6.0,hadgem2-es_rcp85,86
0,-9.537494609919945e-06,1.0,ipsl-cm5-mr_rcp85,1,1.0444677822489714,1.0,ipsl-cm5-mr_rcp85,1
1,-2.653983379895148e-06,1.0,ipsl-cm5-mr_rcp85,2,1.3911545889803545,1.0,ipsl-cm5-mr_rcp85,2
2,2.3505323236503219e-07,1.0,ipsl-cm5-mr_rcp85,3,0.68473715637941,1.0,ipsl-cm5-mr_rcp85,3
3,-1.5543841723603885e-06,1.0,ipsl-cm5-mr_rcp85,4,1.068664810850105,1.0,ipsl-cm5-mr_rcp85,4
4,-6.20571143726644e-06,1.0,ipsl-cm5-mr_rcp85,5,1.451947317740475,1.0,ipsl-cm5-mr_rcp85,5
5,7.943451275321964e-07,1.0,ipsl-cm5-mr_rcp85,6,0.1550699748968357,1.0,ipsl-cm5-mr_rcp85,6
6,-5.368965435462884e-06,1.0,ipsl-cm5-mr_rcp85,7,1.5064275414026485,1.0,ipsl-cm5-mr_rcp85,7
7,-4.533584867771284e-06,1.0,ipsl-cm5-mr_rcp85,8,1.8009459549085092,1.0,ipsl-cm5-mr_rcp85,8
8,-6.5207394138256486e-06,1.0,ipsl-cm5-mr_rcp85,9,1.3295729133837246,1.0,ipsl-cm5-mr_rcp85,9
9,-8.458867650215373e-06,1.0,ipsl-cm5-mr_rcp85,10,1.5288374885781344,1.0,ipsl-cm5-mr_rcp85,10
10,-1.5069549114595007e-05,1.0,ipsl-cm5-mr_rcp85,11,2.215362124419653,1.0,ipsl-cm5-mr_rcp85,11
11,-4.688683946842296e-06,1.0,ipsl-cm5-mr_rcp85,12,1.6714921998229153,1.0,ipsl-cm5-mr_rcp85,12
12,-3.691119941829333e-06,1.0,ipsl-cm5-mr_rcp85,13,1.7659162657985585,1.0,ipsl-cm5-mr_rcp85,13
13,-4.9478950518467725e-06,1.0,ipsl-cm5-mr_rcp85,14,1.7481894180920823,1.0,ipsl-cm5-mr_rcp85,14
14,2.2932658559176827e-06,1.0,ipsl-cm5-mr_rcp85,15,1.5007647947879867,1.0,ipsl-cm5-mr_rcp85,15
15,-5.908290364262845e-06,1.0,ipsl-cm5-mr_rcp85,16,1.823633587790649,1.0,ipsl-cm5-mr_rcp85,16
16,-5.43782890470852e-06,1.0,ipsl-cm5-mr_rcp85,17,2.042868368483989,1.0,ipsl-cm5-mr_rcp85,17
17,-1.2661956332883716e-05,1.0,ipsl-cm5-mr_rcp85,18,1.86936105491349,1.0,ipsl-cm5-mr_rcp85,18
18,-3.661758755331289e-06,1.0,ipsl-cm5-mr_rcp85,19,2.0404695028268076,1.0,ipsl-cm5-mr_rcp85,19
19,-3.421464546119349e-06,1.0,ipsl-cm5-mr_rcp85,20,2.1850066171222373,1.0,ipsl-cm5-mr_rcp85,20
20,-6.777434812598642e-06,1.0,ipsl-cm5-mr_rcp85,21,2.2550326213881147,1.0,ipsl-cm5-mr_rcp85,21
21,-1.0321423979864272e-05,1.0,ipsl-cm5-mr_rcp85,22,2.1325143769641195,1.0,ipsl-cm5-mr_rcp85,22
22,-1.560160064351527e-06,1.0,ipsl-cm5-mr_rcp85,23,2.2843419579349944,1.0,ipsl-cm5-mr_rcp85,23
23,-8.855188499460923e-06,1.0,ipsl-cm5-mr_rcp85,24,2.539873841221211,1.0,ipsl-cm5-mr_rcp85,24
24,-5.525904684013032e-06,1.0,ipsl-cm5-mr_rcp85,25,1.664873226233884,1.0,ipsl-cm5-mr_rcp85,25
25,-5.796223218328879e-06,1.0,ipsl-cm5-mr_rcp85,26,2.1917472603484467,1.0,ipsl-cm5-mr_rcp85,26
26,-5.7253905082841306e-06,1.0,ipsl-cm5-mr_rcp85,27,1.5892349606928526,1.0,ipsl-cm5-mr_rcp85,27
27,-5.201137289110372e-06,1.0,ipsl-cm5-mr_rcp85,28,2.4861075285561407,1.0,ipsl-cm5-mr_rcp85,28
28,-1.2061763846902053e-05,1.0,ipsl-cm5-mr_rcp85,29,1.7434225283880287,1.0,ipsl-cm5-mr_rcp85,29
29,-1.1411125254208674e-05,1.0,ipsl-cm5-mr_rcp85,30,2.2252036974252585,1.0,ipsl-cm5-mr_rcp85,30
30,-6.3736641159568914e-06,1.0,ipsl-cm5-mr_rcp85,31,1.9677276851149117,1.0,ipsl-cm5-mr_rcp85,31
31,-9.703500006372144e-06,1.0,ipsl-cm5-mr_rcp85,32,2.2819076630993753,1.0,ipsl-cm5-mr_rcp85,32
32,-9.853380613548356e-06,1.0,ipsl-cm5-mr_rcp85,33,2.7221404559214535,1.0,ipsl-cm5-mr_rcp85,33
33,-1.3266819944148189e-05,1.0,ipsl-cm5-mr_rcp85,34,2.69818321448895,1.0,ipsl-cm5-mr_rcp85,34
34,-1.5610311427792298e-05,1.0,ipsl-cm5-mr_rcp85,35,2.9340062111544563,1.0,ipsl-cm5-mr_rcp85,35
35,-1.517077524244703e-05,1.0,ipsl-cm5-mr_rcp85,36,3.633142075119239,1.0,ipsl-cm5-mr_rcp85,36
36,-7.366646931699988e-06,1.0,ipsl-cm5-mr_rcp85,37,3.2557097036147864,1.0,ipsl-cm5-mr_rcp85,37
37,-8.268752889427265e-06,1.0,ipsl-cm5-mr_rcp85,38,2.538982740052166,1.0,ipsl-cm5-mr_rcp85,38
38,-6.055613841864941e-06,1.0,ipsl-cm5-mr_rcp85,39,2.6271932694770137,1.0,ipsl-cm5-mr_rcp85,39
39,-9.173614347048783e-06,1.0,ipsl-cm5-mr_rcp85,40,2.8200124890003258,1.0,ipsl-cm5-mr_rcp85,40
40,-1.1424537595905242e-05,1.0,ipsl-cm5-mr_rcp85,41,3.311052846923506,1.0,ipsl-cm5-mr_rcp85,41
41,-7.143944923689509e-06,1.0,ipsl-cm5-mr_rcp85,42,3.284208921347056,1.0,ipsl-cm5-mr_rcp85,42
42,-1.4353815097493129e-05,1.0,ipsl-cm5-mr_rcp85,43,3.1651178796774895,1.0,ipsl-cm5-mr_rcp85,43
43,-1.871209904469817e-05,1.0,ipsl-cm5-mr_rcp85,44,3.338648709131911,1.0,ipsl-cm5-mr_rcp85,44
44,-1.7105285886726547e-05,1.0,ipsl-cm5-mr_rcp85,45,3.367876047711497,1.0,ipsl-cm5-mr_rcp85,45
45,-7.177247686213313e-06,1.0,ipsl-cm5-mr_rcp85,46,4.331171604067669,1.0,ipsl-cm5-mr_rcp85,46
46,-1.668888785888906e-05,1.0,ipsl-cm5-mr_rcp85,47,3.8122730395202327,1.0,ipsl-cm5-mr_rcp85,47
47,-1.4010349228696174e-05,1.0,ipsl-cm5-mr_rcp85,48,3.1179263145898473,1.0,ipsl-cm5-mr_rcp85,48
48,-2.3138982432016047e-05,1.0,ipsl-cm5-mr_rcp85,49,3.4527403208046934,1.0,ipsl-cm5-mr_rcp85,49
49,-2.229994585969699e-05,1.0,ipsl-cm5-mr_rcp85,50,4.277265381959929,1.0,ipsl-cm5-mr_rcp85,50
50,-1.8214025171504023e-05,1.0,ipsl-cm5-mr_rcp85,51,3.8902553510252638,1.0,ipsl-cm5-mr_rcp85,51
51,-8.862768723680112e-06,1.0,ipsl-cm5-mr_rcp85,52,3.0279795936543845,1.0,ipsl-cm5-mr_rcp85,52
52,-2.172671659860653e-05,1.0,ipsl-cm5-mr_rcp85,53,4.398844043318367,1.0,ipsl-cm5-mr_rcp85,53
53,-2.1839794262017314e-05,1.0,ipsl-cm5-mr_rcp85,54,4.043383443896195,1.0,ipsl-cm5-mr_rcp85,54
54,-2.022658226348397e-05,1.0,ipsl-cm5-mr_rcp85,55,4.272742120510379,1.0,ipsl-cm5-mr_rcp85,55
55,-2.6725471953144994e-05,1.0,ipsl-cm5-mr_rcp85,56,4.128371291767853,1.0,ipsl-cm5-mr_rcp85,56
56,-1.1913417286636292e-05,1.0,ipsl-cm5-mr_rcp85,57,3.8545115653847244,1.0,ipsl-cm5-mr_rcp85,57
57,-1.4771157330090216e-05,1.0,ipsl-cm5-mr_rcp85,58,4.3230275819505,1.0,ipsl-cm5-mr_rcp85,58
58,-2.545330503006586e-05,1.0,ipsl-cm5-mr_rcp85,59,4.467141579454755,1.0,ipsl-cm5-mr_rcp85,59
59,-2.8330294036076264e-05,1.0,ipsl-cm5-mr_rcp85,60,4.330716838390553,1.0,ipsl-cm5-mr_rcp85,60
60,-1.403593447058841e-06,1.0,ipsl-cm5-mr_rcp85,61,3.85575119813665,1.0,ipsl-cm5-mr_rcp85,61
61,-2.499270946119e-05,1.0,ipsl-cm5-mr_rcp85,62,4.208718666252452,1.0,ipsl-cm5-mr_rcp85,62
62,-2.1685621700288543e-05,1.0,ipsl-cm5-mr_rcp85,63,4.191707542025497,1.0,ipsl-cm5-mr_rcp85,63
63,-1.9110376794075807e-05,1.0,ipsl-cm5-mr_rcp85,64,3.8656393672657257,1.0,ipsl-cm5-mr_rcp85,64
64,-2.5056046769178095e-05,1.0,ipsl-cm5-mr_rcp85,65,4.253822074922799,1.0,ipsl-cm5-mr_rcp85,65
65,-1.7623254496865456e-05,1.0,ipsl-cm5-mr_rcp85,66,4.827284210320989,1.0,ipsl-cm5-mr_rcp85,66
66,-2.953700706647678e-05,1.0,ipsl-cm5-mr_rcp85,67,4.385604709825598,1.0,ipsl-cm5-mr_rcp85,67
67,-1.59151423677474e-05,1.0,ipsl-cm5-mr_rcp85,68,4.285098394504986,1.0,ipsl-cm5-mr_rcp85,68
68,-2.5353065410917313e-05,1.0,ipsl-cm5-mr_rcp85,69,5.199016623971506,1.0,ipsl-cm5-mr_rcp85,69
69,-1.9247415075946803e-05,1.0,ipsl-cm5-mr_rcp85,70,4.356166616159469,1.0,ipsl-cm5-mr_rcp85,70
70,-2.1166777650683828e-05,1.0,ipsl-cm5-mr_rcp85,71,4.247747315195723,1.0,ipsl-cm5-mr_rcp85,71
71,-1.6284063957029904e-05,1.0,ipsl-cm5-mr_rcp85,72,5.123801769628887,1.0,ipsl-cm5-mr_rcp85,72
72,-1.6972970894826286e-05,1.0,ipsl-cm5-mr_rcp85,73,4.684808044328039,1.0,ipsl-cm5-mr_rcp85,73
73,-3.6245481675188006e-05,1.0,ipsl-cm5-mr_rcp85,74,5.421493085351558,1.0,ipsl-cm5-mr_rcp85,74
74,-1.0495313201101791e-05,1.0,ipsl-cm5-mr_rcp85,75,4.021460541174848,1.0,ipsl-cm5-mr_rcp85,75
75,-3.020015252668802e-05,1.0,ipsl-cm5-mr_rcp85,76,5.60090785321804,1.0,ipsl-cm5-mr_rcp85,76
76,-3.420777628477482e-05,1.0,ipsl-cm5-mr_rcp85,77,5.03574919434247,1.0,ipsl-cm5-mr_rcp85,77
77,-2.738717862631089e-05,1.0,ipsl-cm5-mr_rcp85,78,5.197190803107473,1.0,ipsl-cm5-mr_rcp85,78
78,-2.427171524053746e-05,1.0,ipsl-cm5-mr_rcp85,79,5.322066469565264,1.0,ipsl-cm5-mr_rcp85,79
79,-1.6211336305670037e-05,1.0,ipsl-cm5-mr_rcp85,80,5.198300795219697,1.0,ipsl-cm5-mr_rcp85,80
80,-1.0893846358481838e-05,1.0,ipsl-cm5-mr_rcp85,81,4.625971496401858,1.0,ipsl-cm5-mr_rcp85,81
81,-2.4138017435282793e-05,1.0,ipsl-cm5-mr_rcp85,82,4.4942504709643485,1.0,ipsl-cm5-mr_rcp85,82
82,-3.223184739405023e-05,1.0,ipsl-cm5-mr_rcp85,83,5.868353242028714,1.0,ipsl-cm5-mr_rcp85,83
83,-1.3785313821622988e-05,1.0,ipsl-cm5-mr_rcp85,84,4.525275877675446,1.0,ipsl-cm5-mr_rcp85,84
84,-2.7685789790587243e-05,1.0,ipsl-cm5-mr_rcp85,85,5.276585743755972,1.0,ipsl-cm5-mr_rcp85,85
85,-3.334630638007265e-05,1.0,ipsl-cm5-mr_rcp85,86,6.194587089727377,1.0,ipsl-cm5-mr_rcp85,86
0,-1.0801797258842294e-06,2.0,ipsl-cm5-mr_rcp85,1,0.7485857591388656,2.0,ipsl-cm5-mr_rcp85,1
1,2.6268688804036294e-07,2.0,ipsl-cm5-mr_rcp85,2,1.3684674817013665,2.0,ipsl-cm5-mr_rcp85,2
2,5.82512935053975e-07,2.0,ipsl-cm5-mr_rcp85,3,0.7163920075731172,2.0,ipsl-cm5-mr_rcp85,3
3,-1.1469024406408951e-06,2.0,ipsl-cm5-mr_rcp85,4,1.074152748536758,2.0,ipsl-cm5-mr_rcp85,4
4,-9.602302479079707e-06,2.0,ipsl-cm5-mr_rcp85,5,1.4554411861494763,2.0,ipsl-cm5-mr_rcp85,5
5,-3.2710763803725837e-06,2.0,ipsl-cm5-mr_rcp85,6,0.701946070016301,2.0,ipsl-cm5-mr_rcp85,6
6,-3.1958657912461053e-06,2.0,ipsl-cm5-mr_rcp85,7,1.4282784389035321,2.0,ipsl-cm5-mr_rcp85,7
7,-1.0878251714317751e-05,2.0,ipsl-cm5-mr_rcp85,8,1.729230437928092,2.0,ipsl-cm5-mr_rcp85,8
8,-6.405969147201797e-06,2.0,ipsl-cm5-mr_rcp85,9,1.0999448351325791,2.0,ipsl-cm5-mr_rcp85,9
9,-6.095619322629948e-06,2.0,ipsl-cm5-mr_rcp85,10,1.4000581867613315,2.0,ipsl-cm5-mr_rcp85,10
10,-9.316179177806332e-06,2.0,ipsl-cm5-mr_rcp85,11,1.6146614507058357,2.0,ipsl-cm5-mr_rcp85,11
11,-9.098461153257462e-06,2.0,ipsl-cm5-mr_rcp85,12,1.7152347166129691,2.0,ipsl-cm5-mr_rcp85,12
12,-5.488823472193943e-06,2.0,ipsl-cm5-mr_rcp85,13,1.7491013548649796,2.0,ipsl-cm5-mr_rcp85,13
13,-3.5128691959780495e-06,2.0,ipsl-cm5-mr_rcp85,14,1.9104057225014843,2.0,ipsl-cm5-mr_rcp85,14
14,-6.022644670860625e-06,2.0,ipsl-cm5-mr_rcp85,15,1.3696860747699173,2.0,ipsl-cm5-mr_rcp85,15
15,-7.014583728357762e-06,2.0,ipsl-cm5-mr_rcp85,16,1.70917051106341,2.0,ipsl-cm5-mr_rcp85,16
16,-1.5718534567966288e-06,2.0,ipsl-cm5-mr_rcp85,17,1.5659196369899393,2.0,ipsl-cm5-mr_rcp85,17
17,-3.417630923078923e-06,2.0,ipsl-cm5-mr_rcp85,18,1.6635630645168435,2.0,ipsl-cm5-mr_rcp85,18
18,-4.6315211138969624e-06,2.0,ipsl-cm5-mr_rcp85,19,1.8950057951823052,2.0,ipsl-cm5-mr_rcp85,19
19,-7.626482562866039e-06,2.0,ipsl-cm5-mr_rcp85,20,1.8210638608739689,2.0,ipsl-cm5-mr_rcp85,20
20,-6.252635430804053e-06,2.0,ipsl-cm5-mr_rcp85,21,2.643940805852689,2.0,ipsl-cm5-mr_rcp85,21
21,-5.865368150462729e-06,2.0,ipsl-cm5-mr_rcp85,22,2.226931851881443,2.0,ipsl-cm5-mr_rcp85,22
22,-4.808065869608209e-06,2.0,ipsl-cm5-mr_rcp85,23,1.81394747564238,2.0,ipsl-cm5-mr_rcp85,23
23,-2.0891002115709346e-06,2.0,ipsl-cm5-mr_rcp85,24,2.070592365683845,2.0,ipsl-cm5-mr_rcp85,24
24,-9.543904794322396e-06,2.0,ipsl-cm5-mr_rcp85,25,1.7156873981766654,2.0,ipsl-cm5-mr_rcp85,25
25,-5.278882555824264e-06,2.0,ipsl-cm5-mr_rcp85,26,1.8768647768752704,2.0,ipsl-cm5-mr_rcp85,26
26,-8.075887050576006e-06,2.0,ipsl-cm5-mr_rcp85,27,1.731552935927034,2.0,ipsl-cm5-mr_rcp85,27
27,-3.5536660584414573e-06,2.0,ipsl-cm5-mr_rcp85,28,2.177228115167234,2.0,ipsl-cm5-mr_rcp85,28
28,-1.066606642254514e-05,2.0,ipsl-cm5-mr_rcp85,29,1.5892144299122546,2.0,ipsl-cm5-mr_rcp85,29
29,-9.697593024769567e-06,2.0,ipsl-cm5-mr_rcp85,30,1.8279757888016854,2.0,ipsl-cm5-mr_rcp85,30
30,-8.30169945476553e-06,2.0,ipsl-cm5-mr_rcp85,31,2.0437023576347695,2.0,ipsl-cm5-mr_rcp85,31
31,-3.189532760962198e-06,2.0,ipsl-cm5-mr_rcp85,32,2.2763595456940275,2.0,ipsl-cm5-mr_rcp85,32
32,-6.914431204618877e-06,2.0,ipsl-cm5-mr_rcp85,33,3.0065589015769243,2.0,ipsl-cm5-mr_rcp85,33
33,-8.849083582479372e-06,2.0,ipsl-cm5-mr_rcp85,34,2.6825905191036234,2.0,ipsl-cm5-mr_rcp85,34
34,-1.2534972639898475e-05,2.0,ipsl-cm5-mr_rcp85,35,2.0597435959217,2.0,ipsl-cm5-mr_rcp85,35
35,-1.4064507581949062e-05,2.0,ipsl-cm5-mr_rcp85,36,3.6320977135722985,2.0,ipsl-cm5-mr_rcp85,36
36,-1.0175675102236402e-05,2.0,ipsl-cm5-mr_rcp85,37,2.666032373013342,2.0,ipsl-cm5-mr_rcp85,37
