,aSMB,sector,aogcm,year,aST,sector,aogcm,year
0,-1.9525106257225855e-07,1.0,access1.3_rcp85,1,1.3766327414808552,1.0,access1.3_rcp85,1
1,1.0347472262611617e-06,1.0,access1.3_rcp85,2,1.344491238922834,1.0,access1.3_rcp85,2
2,-5.025701965676594e-06,1.0,access1.3_rcp85,3,0.6149023611087248,1.0,access1.3_rcp85,3
3,-3.833702422978898e-06,1.0,access1.3_rcp85,4,0.8511074703870194,1.0,access1.3_rcp85,4
4,-4.772951366061593e-08,1.0,access1.3_rcp85,5,0.7687341586102321,1.0,access1.3_rcp85,5
5,-4.5590095831119435e-06,1.0,access1.3_rcp85,6,0.6471966607410242,1.0,access1.3_rcp85,6
6,-4.985801868935354e-06,1.0,access1.3_rcp85,7,0.48171640800876253,1.0,access1.3_rcp85,7
7,-5.795645897233255e-06,1.0,access1.3_rcp85,8,0.06763370631818322,1.0,access1.3_rcp85,8
8,1.1048010463320244e-06,1.0,access1.3_rcp85,9,0.8811916775726831,1.0,access1.3_rcp85,9
9,2.5300006101987967e-06,1.0,access1.3_rcp85,10,0.5392454079359159,1.0,access1.3_rcp85,10
10,-4.693050921715983e-06,1.0,access1.3_rcp85,11,0.8683941198405228,1.0,access1.3_rcp85,11
11,6.07631832828079e-08,1.0,access1.3_rcp85,12,1.4449925393956324,1.0,access1.3_rcp85,12
12,-7.230246144265372e-06,1.0,access1.3_rcp85,13,1.1540344803628122,1.0,access1.3_rcp85,13
13,-8.990269716066603e-06,1.0,access1.3_rcp85,14,2.5066611419531153,1.0,access1.3_rcp85,14
14,-1.7304310193050616e-06,1.0,access1.3_rcp85,15,1.8798099975025635,1.0,access1.3_rcp85,15
15,-3.0559641035092955e-07,1.0,access1.3_rcp85,16,1.4086512883305073,1.0,access1.3_rcp85,16
16,-5.2196443926766904e-06,1.0,access1.3_rcp85,17,1.0696564043673127,1.0,access1.3_rcp85,17
17,-1.006519901305376e-05,1.0,access1.3_rcp85,18,1.621972493284582,1.0,access1.3_rcp85,18
18,-3.02172573483273e-06,1.0,access1.3_rcp85,19,1.0835426496598877,1.0,access1.3_rcp85,19
19,-8.484306166304983e-06,1.0,access1.3_rcp85,20,1.900140462362,1.0,access1.3_rcp85,20
20,-5.154381799086184e-06,1.0,access1.3_rcp85,21,1.441271522018498,1.0,access1.3_rcp85,21
21,-2.90520421248071e-06,1.0,access1.3_rcp85,22,1.9837785092610372,1.0,access1.3_rcp85,22
22,-8.83470696071751e-06,1.0,access1.3_rcp85,23,1.2993619467461879,1.0,access1.3_rcp85,23
23,-3.257677824340061e-06,1.0,access1.3_rcp85,24,1.4969731675715914,1.0,access1.3_rcp85,24
24,-7.871294925328817e-07,1.0,access1.3_rcp85,25,0.9415730704449988,1.0,access1.3_rcp85,25
25,-5.497451117640278e-06,1.0,access1.3_rcp85,26,1.9444709769002635,1.0,access1.3_rcp85,26
26,-1.3545964991571337e-05,1.0,access1.3_rcp85,27,2.024793534691959,1.0,access1.3_rcp85,27
27,-6.7479749229088984e-06,1.0,access1.3_rcp85,28,1.9299771220372617,1.0,access1.3_rcp85,28
28,-5.312307390841797e-06,1.0,access1.3_rcp85,29,1.791937958911626,1.0,access1.3_rcp85,29
29,-4.691417541964432e-06,1.0,access1.3_rcp85,30,2.0620089101723336,1.0,access1.3_rcp85,30
30,-1.0428220648005049e-05,1.0,access1.3_rcp85,31,2.5735990879393027,1.0,access1.3_rcp85,31
31,-3.7512281723676617e-06,1.0,access1.3_rcp85,32,2.3282960920800893,1.0,access1.3_rcp85,32
32,-1.6105066893759864e-06,1.0,access1.3_rcp85,33,1.95838994370099,1.0,access1.3_rcp85,33
33,-8.33699805185831e-06,1.0,access1.3_rcp85,34,2.8259590064681395,1.0,access1.3_rcp85,34
34,-7.123471120918258e-06,1.0,access1.3_rcp85,35,2.070708449470823,1.0,access1.3_rcp85,35
35,-1.0683271891551797e-05,1.0,access1.3_rcp85,36,2.7599908722616635,1.0,access1.3_rcp85,36
36,-4.822533602853387e-06,1.0,access1.3_rcp85,37,2.095530474664341,1.0,access1.3_rcp85,37
37,-8.082439767022763e-06,1.0,access1.3_rcp85,38,3.2002039530097095,1.0,access1.3_rcp85,38
38,-7.2235669892568434e-06,1.0,access1.3_rcp85,39,2.97868376190458,1.0,access1.3_rcp85,39
39,-1.1425345006428537e-05,1.0,access1.3_rcp85,40,2.6211680266441486,1.0,access1.3_rcp85,40
40,-9.364046400285439e-07,1.0,access1.3_rcp85,41,2.5059780412983113,1.0,access1.3_rcp85,41
41,-9.311338245296516e-06,1.0,access1.3_rcp85,42,2.655726300425744,1.0,access1.3_rcp85,42
42,-1.575666877268956e-05,1.0,access1.3_rcp85,43,3.2080157471891444,1.0,access1.3_rcp85,43
43,-9.244663646669267e-06,1.0,access1.3_rcp85,44,3.2477915855534647,1.0,access1.3_rcp85,44
44,-1.2689086368674992e-05,1.0,access1.3_rcp85,45,2.5167063025011536,1.0,access1.3_rcp85,45
45,-1.4825164964589087e-05,1.0,access1.3_rcp85,46,3.1520242105511693,1.0,access1.3_rcp85,46
46,-1.2921832386715006e-05,1.0,access1.3_rcp85,47,3.5625345591178355,1.0,access1.3_rcp85,47
47,-1.087958298038218e-05,1.0,access1.3_rcp85,48,3.415681301972797,1.0,access1.3_rcp85,48
48,-1.5215765202801548e-05,1.0,access1.3_rcp85,49,3.5391123954462524,1.0,access1.3_rcp85,49
49,-1.0890614271988165e-05,1.0,access1.3_rcp85,50,3.1842750693076227,1.0,access1.3_rcp85,50
50,-1.6212927841144136e-05,1.0,access1.3_rcp85,51,3.319014898979105,1.0,access1.3_rcp85,51
51,-7.545122849120687e-06,1.0,access1.3_rcp85,52,3.3379964298063602,1.0,access1.3_rcp85,52
52,-8.409168820337748e-06,1.0,access1.3_rcp85,53,3.3921886361905393,1.0,access1.3_rcp85,53
53,-2.2003404972086867e-06,1.0,access1.3_rcp85,54,3.2366100697781115,1.0,access1.3_rcp85,54
54,-1.4131209796077375e-05,1.0,access1.3_rcp85,55,3.3595048502714633,1.0,access1.3_rcp85,55
55,-1.0319141484376228e-05,1.0,access1.3_rcp85,56,4.302575713165587,1.0,access1.3_rcp85,56
56,-1.3455432039862388e-05,1.0,access1.3_rcp85,57,3.566727759018149,1.0,access1.3_rcp85,57
57,-1.602362445993253e-05,1.0,access1.3_rcp85,58,3.998675925579551,1.0,access1.3_rcp85,58
58,-3.3001951799893677e-06,1.0,access1.3_rcp85,59,4.047739141903778,1.0,access1.3_rcp85,59
59,-1.1607316025931018e-05,1.0,access1.3_rcp85,60,4.4848669215335075,1.0,access1.3_rcp85,60
60,-1.1490700764452917e-05,1.0,access1.3_rcp85,61,3.6926749311816716,1.0,access1.3_rcp85,61
61,-1.4204412040814222e-05,1.0,access1.3_rcp85,62,3.693694896850023,1.0,access1.3_rcp85,62
62,-1.5550804841948986e-05,1.0,access1.3_rcp85,63,4.506541665906276,1.0,access1.3_rcp85,63
63,-1.8923935321976423e-05,1.0,access1.3_rcp85,64,4.931268332733222,1.0,access1.3_rcp85,64
64,-1.7607532901174248e-05,1.0,access1.3_rcp85,65,4.331852218367961,1.0,access1.3_rcp85,65
65,-1.5011382220858009e-05,1.0,access1.3_rcp85,66,4.301287325486343,1.0,access1.3_rcp85,66
66,-1.3498244015882628e-05,1.0,access1.3_rcp85,67,4.854636888981015,1.0,access1.3_rcp85,67
67,-1.8570558702557604e-05,1.0,access1.3_rcp85,68,5.546333632821523,1.0,access1.3_rcp85,68
68,-1.4954708762380598e-05,1.0,access1.3_rcp85,69,5.1639293680313525,1.0,access1.3_rcp85,69
69,-2.1237040531245837e-05,1.0,access1.3_rcp85,70,4.905436857382904,1.0,access1.3_rcp85,70
70,-1.0915370283350944e-05,1.0,access1.3_rcp85,71,4.541901363257158,1.0,access1.3_rcp85,71
71,-1.2502609383839532e-05,1.0,access1.3_rcp85,72,4.349680146141699,1.0,access1.3_rcp85,72
72,-1.4163304887184247e-05,1.0,access1.3_rcp85,73,4.770048011627628,1.0,access1.3_rcp85,73
73,-2.7769784935480676e-05,1.0,access1.3_rcp85,74,5.333560440112204,1.0,access1.3_rcp85,74
74,-6.783320226338317e-06,1.0,access1.3_rcp85,75,4.862424343022563,1.0,access1.3_rcp85,75
75,-2.2622566827363148e-05,1.0,access1.3_rcp85,76,5.0106866354648725,1.0,access1.3_rcp85,76
76,-2.8185515994157096e-05,1.0,access1.3_rcp85,77,5.613780502653791,1.0,access1.3_rcp85,77
77,-2.1590756678742577e-05,1.0,access1.3_rcp85,78,5.9801394273151764,1.0,access1.3_rcp85,78
78,-2.4383292567766654e-05,1.0,access1.3_rcp85,79,5.672397586555902,1.0,access1.3_rcp85,79
79,-2.6342263711345546e-05,1.0,access1.3_rcp85,80,5.511598460918505,1.0,access1.3_rcp85,80
80,-2.1463072440575407e-05,1.0,access1.3_rcp85,81,5.075733430792788,1.0,access1.3_rcp85,81
81,-2.408589042255303e-05,1.0,access1.3_rcp85,82,5.492229152192963,1.0,access1.3_rcp85,82
82,-1.7446160364051725e-05,1.0,access1.3_rcp85,83,5.758566035516022,1.0,access1.3_rcp85,83
83,-1.760481540985288e-05,1.0,access1.3_rcp85,84,5.708609116554161,1.0,access1.3_rcp85,84
84,-1.9805383435297528e-05,1.0,access1.3_rcp85,85,5.632870301672213,1.0,access1.3_rcp85,85
85,-2.188054424826916e-05,1.0,access1.3_rcp85,86,5.330037439410111,1.0,access1.3_rcp85,86
0,-3.5927150236604726e-06,2.0,access1.3_rcp85,1,1.4079506791886547,2.0,access1.3_rcp85,1
1,1.1007813364195153e-06,2.0,access1.3_rcp85,2,1.306587019890791,2.0,access1.3_rcp85,2
2,-3.239290310923887e-06,2.0,access1.3_rcp85,3,0.029467120230473952,2.0,access1.3_rcp85,3
3,-6.644640883379674e-06,2.0,access1.3_rcp85,4,0.9253790682008524,2.0,access1.3_rcp85,4
4,-7.158064274680295e-07,2.0,access1.3_rcp85,5,0.5507937382560291,2.0,access1.3_rcp85,5
5,-2.253060770192743e-06,2.0,access1.3_rcp85,6,0.3662424677625261,2.0,access1.3_rcp85,6
6,-7.3807185990619585e-06,2.0,access1.3_rcp85,7,0.16171215871155878,2.0,access1.3_rcp85,7
7,-2.875840999387847e-06,2.0,access1.3_rcp85,8,0.5488687818654288,2.0,access1.3_rcp85,8
8,-4.785011899713009e-07,2.0,access1.3_rcp85,9,0.6290044579210339,2.0,access1.3_rcp85,9
9,1.3081062024973117e-06,2.0,access1.3_rcp85,10,1.2511654075435528,2.0,access1.3_rcp85,10
10,-3.131320609821619e-06,2.0,access1.3_rcp85,11,0.8245181007384405,2.0,access1.3_rcp85,11
11,-1.313546351021285e-06,2.0,access1.3_rcp85,12,1.2025724245340832,2.0,access1.3_rcp85,12
12,-2.677501535980184e-06,2.0,access1.3_rcp85,13,0.4542113874554846,2.0,access1.3_rcp85,13
13,-9.314882245562946e-06,2.0,access1.3_rcp85,14,1.4386468569727864,2.0,access1.3_rcp85,14
14,-8.966675878346535e-07,2.0,access1.3_rcp85,15,1.5272590951920404,2.0,access1.3_rcp85,15
15,1.93406327217556e-06,2.0,access1.3_rcp85,16,1.282450486735003,2.0,access1.3_rcp85,16
16,-4.50189872778226e-06,2.0,access1.3_rcp85,17,0.3110813104919492,2.0,access1.3_rcp85,17
17,-2.15135462734482e-06,2.0,access1.3_rcp85,18,1.245892854063036,2.0,access1.3_rcp85,18
18,-4.1418994221487186e-06,2.0,access1.3_rcp85,19,0.5326996391083704,2.0,access1.3_rcp85,19
19,-7.657484220786021e-06,2.0,access1.3_rcp85,20,1.1056052862132704,2.0,access1.3_rcp85,20
20,-6.713519921332235e-06,2.0,access1.3_rcp85,21,1.5345006974664157,2.0,access1.3_rcp85,21
21,-7.238069930436917e-06,2.0,access1.3_rcp85,22,1.20070433293877,2.0,access1.3_rcp85,22
22,-2.7095467765010953e-06,2.0,access1.3_rcp85,23,1.280834996900951,2.0,access1.3_rcp85,23
23,-3.216570716027879e-07,2.0,access1.3_rcp85,24,1.04511970913321,2.0,access1.3_rcp85,24
24,9.321219961132845e-07,2.0,access1.3_rcp85,25,0.8599150127306247,2.0,access1.3_rcp85,25
25,-2.671568973488155e-06,2.0,access1.3_rcp85,26,1.5244583989276892,2.0,access1.3_rcp85,26
26,-3.790281982750548e-06,2.0,access1.3_rcp85,27,1.9784883894517322,2.0,access1.3_rcp85,27
27,-5.857027227611613e-06,2.0,access1.3_rcp85,28,1.7249349681219257,2.0,access1.3_rcp85,28
28,-4.192554571439898e-06,2.0,access1.3_rcp85,29,1.5346838622319134,2.0,access1.3_rcp85,29
29,-5.338093471418942e-07,2.0,access1.3_rcp85,30,2.031375802334068,2.0,access1.3_rcp85,30
30,-5.4235295883561935e-06,2.0,access1.3_rcp85,31,2.1874214760988346,2.0,access1.3_rcp85,31
31,-4.825452349292567e-06,2.0,access1.3_rcp85,32,2.444833929778887,2.0,access1.3_rcp85,32
32,-4.50372273721242e-06,2.0,access1.3_rcp85,33,1.8982856840022655,2.0,access1.3_rcp85,33
33,-6.149403608937904e-06,2.0,access1.3_rcp85,34,1.9715709374719215,2.0,access1.3_rcp85,34
34,-6.4865593018779e-06,2.0,access1.3_rcp85,35,2.2635787048127924,2.0,access1.3_rcp85,35
35,-8.132155592362671e-06,2.0,access1.3_rcp85,36,2.2282175994031914,2.0,access1.3_rcp85,36
36,-6.278509676393153e-06,2.0,access1.3_rcp85,37,1.6094258491959825,2.0,access1.3_rcp85,37
37,-4.936625705445747e-07,2.0,access1.3_rcp85,38,2.7191238545006096,2.0,access1.3_rcp85,38
38,-5.2305512889763925e-06,2.0,access1.3_rcp85,39,2.241092871029181,2.0,access1.3_rcp85,39
39,-1.1803905672836867e-05,2.0,access1.3_rcp85,40,2.315268435356538,2.0,access1.3_rcp85,40
40,-3.2935871571792898e-06,2.0,access1.3_rcp85,41,2.5492453727596462,2.0,access1.3_rcp85,41
41,-5.471717994827687e-06,2.0,access1.3_rcp85,42,2.316943627348522,2.0,access1.3_rcp85,42
42,-6.213347773822486e-06,2.0,access1.3_rcp85,43,2.6801695201345557,2.0,access1.3_rcp85,43
43,-7.292927622342968e-06,2.0,access1.3_rcp85,44,2.4452981240211282,2.0,access1.3_rcp85,44
44,-9.293117460647936e-06,2.0,access1.3_rcp85,45,1.9803844138337574,2.0,access1.3_rcp85,45
45,-7.221427487265218e-06,2.0,access1.3_rcp85,46,2.3424202714063624,2.0,access1.3_rcp85,46
46,-5.136010456982405e-06,2.0,access1.3_rcp85,47,3.090616129123744,2.0,access1.3_rcp85,47
47,-8.311655510009077e-06,2.0,access1.3_rcp85,48,2.713494732625594,2.0,access1.3_rcp85,48
48,-8.90298430324953e-06,2.0,access1.3_rcp85,49,2.8353126463322695,2.0,access1.3_rcp85,49
49,-9.324751548550873e-06,2.0,access1.3_rcp85,50,2.316027695311105,2.0,access1.3_rcp85,50
50,-9.97179491299709e-06,2.0,access1.3_rcp85,51,2.6481241970872134,2.0,access1.3_rcp85,51
51,-1.101199609251118e-05,2.0,access1.3_rcp85,52,2.7330838211562907,2.0,access1.3_rcp85,52
52,-6.2607598066722e-06,2.0,access1.3_rcp85,53,3.4619067627996323,2.0,access1.3_rcp85,53
53,-9.428483954450335e-06,2.0,access1.3_rcp85,54,2.88434171408022,2.0,access1.3_rcp85,54
54,-1.0939698929883955e-05,2.0,access1.3_rcp85,55,2.3616736050513363,2.0,access1.3_rcp85,55
55,-4.2600644048570865e-06,2.0,access1.3_rcp85,56,4.015863114323614,2.0,access1.3_rcp85,56
56,-8.037316720642964e-06,2.0,access1.3_rcp85,57,3.438840247815429,2.0,access1.3_rcp85,57
57,-1.1463061443417603e-05,2.0,access1.3_rcp85,58,3.473131715800145,2.0,access1.3_rcp85,58
58,-8.784800438149523e-06,2.0,access1.3_rcp85,59,3.703833291183004,2.0,access1.3_rcp85,59
59,-1.1550780435477178e-05,2.0,access1.3_rcp85,60,4.1854633698535215,2.0,access1.3_rcp85,60
60,-1.292023752076934e-05,2.0,access1.3_rcp85,61,3.3814128261254615,2.0,access1.3_rcp85,61
61,-1.4517464239508064e-05,2.0,access1.3_rcp85,62,3.8186326497468315,2.0,access1.3_rcp85,62
62,-1.1447165373609452e-05,2.0,access1.3_rcp85,63,3.6747188236329493,2.0,access1.3_rcp85,63
63,-1.5893234293525826e-05,2.0,access1.3_rcp85,64,4.224416897741339,2.0,access1.3_rcp85,64
64,-1.6166769120876427e-05,2.0,access1.3_rcp85,65,3.84949110617173,2.0,access1.3_rcp85,65
65,-1.1576405800258587e-05,2.0,access1.3_rcp85,66,3.878128765930601,2.0,access1.3_rcp85,66
66,-9.333737621192884e-06,2.0,access1.3_rcp85,67,4.508822184479402,2.0,access1.3_rcp85,67
67,-1.3415765523640536e-05,2.0,access1.3_rcp85,68,5.1098683439872,2.0,access1.3_rcp85,68
68,-1.5831963612219076e-05,2.0,access1.3_rcp85,69,4.690991014550069,2.0,access1.3_rcp85,69
69,-1.1927399420531405e-05,2.0,access1.3_rcp85,70,4.472718833709128,2.0,access1.3_rcp85,70
70,-1.477024015036038e-05,2.0,access1.3_rcp85,71,4.185724125814727,2.0,access1.3_rcp85,71
71,-1.0623350861029014e-05,2.0,access1.3_rcp85,72,4.075242233522685,2.0,access1.3_rcp85,72
72,-8.589640923358116e-06,2.0,access1.3_rcp85,73,4.386522980354458,2.0,access1.3_rcp85,73
73,-1.4598984852994451e-05,2.0,access1.3_rcp85,74,4.968473578554733,2.0,access1.3_rcp85,74
74,-7.713877913444624e-06,2.0,access1.3_rcp85,75,4.6245663837686655,2.0,access1.3_rcp85,75
75,-1.7025991772041087e-05,2.0,access1.3_rcp85,76,4.479899051188785,2.0,access1.3_rcp85,76
76,-2.0759132362479984e-05,2.0,access1.3_rcp85,77,5.063834013529506,2.0,access1.3_rcp85,77
77,-1.7945715084966906e-05,2.0,access1.3_rcp85,78,4.8452902185585645,2.0,access1.3_rcp85,78
78,-1.825877318921614e-05,2.0,access1.3_rcp85,79,5.312466710195407,2.0,access1.3_rcp85,79
79,-1.7334527494839035e-05,2.0,access1.3_rcp85,80,5.393489743291928,2.0,access1.3_rcp85,80
80,-1.5145769607939673e-05,2.0,access1.3_rcp85,81,4.689478109740344,2.0,access1.3_rcp85,81
81,-1.881696910018987e-05,2.0,access1.3_rcp85,82,4.572572267077807,2.0,access1.3_rcp85,82
82,-1.539440625748197e-05,2.0,access1.3_rcp85,83,5.167414650947419,2.0,access1.3_rcp85,83
83,-2.016089155408271e-05,2.0,access1.3_rcp85,84,5.014909905590194,2.0,access1.3_rcp85,84
84,-1.6035575075131552e-05,2.0,access1.3_rcp85,85,4.9283117126974725,2.0,access1.3_rcp85,85
85,-1.7144717670199128e-05,2.0,access1.3_rcp85,86,4.597616069122358,2.0,access1.3_rcp85,86
0,-5.439412471083034e-06,3.0,access1.3_rcp85,1,0.5260357911799989,3.0,access1.3_rcp85,1
1,1.9343206932209323e-06,3.0,access1.3_rcp85,2,0.6332537444234925,3.0,access1.3_rcp85,2
2,-5.689572703116975e-07,3.0,access1.3_rcp85,3,0.19702795579849097,3.0,access1.3_rcp85,3
3,-1.1115702076929773e-05,3.0,access1.3_rcp85,4,0.4409832936171438,3.0,access1.3_rcp85,4
4,-3.7024428824304086e-06,3.0,access1.3_rcp85,5,0.4345602550003366,3.0,access1.3_rcp85,5
5,-7.42029720139964e-06,3.0,access1.3_rcp85,6,0.08080154012133672,3.0,access1.3_rcp85,6
6,-4.620291621680627e-06,3.0,access1.3_rcp85,7,0.14715876387016372,3.0,access1.3_rcp85,7
7,-1.0646221732869254e-06,3.0,access1.3_rcp85,8,0.25450145825958426,3.0,access1.3_rcp85,8
8,-2.881676755401207e-06,3.0,access1.3_rcp85,9,0.5263593087285293,3.0,access1.3_rcp85,9
9,-3.1064325133500094e-06,3.0,access1.3_rcp85,10,0.31696452176974377,3.0,access1.3_rcp85,10
10,-4.839464632924363e-06,3.0,access1.3_rcp85,11,0.37673123359660543,3.0,access1.3_rcp85,11
11,-4.887076296958761e-06,3.0,access1.3_rcp85,12,0.35333125162073586,3.0,access1.3_rcp85,12
12,-5.123889592714748e-06,3.0,access1.3_rcp85,13,0.28710211203438557,3.0,access1.3_rcp85,13
13,-6.325630995271903e-06,3.0,access1.3_rcp85,14,0.5479068171628998,3.0,access1.3_rcp85,14
14,-4.778420816720555e-06,3.0,access1.3_rcp85,15,0.306304097411209,3.0,access1.3_rcp85,15
15,-5.687425294913764e-07,3.0,access1.3_rcp85,16,0.3853222793844792,3.0,access1.3_rcp85,16
16,-5.354139377790989e-06,3.0,access1.3_rcp85,17,0.31324216774981956,3.0,access1.3_rcp85,17
17,-3.652600439303401e-06,3.0,access1.3_rcp85,18,0.39264848553804516,3.0,access1.3_rcp85,18
18,-3.2100137041833326e-06,3.0,access1.3_rcp85,19,-0.050316147822225585,3.0,access1.3_rcp85,19
19,-7.558033542265807e-06,3.0,access1.3_rcp85,20,0.439713337508446,3.0,access1.3_rcp85,20
20,-4.670937652967836e-06,3.0,access1.3_rcp85,21,0.735233156614108,3.0,access1.3_rcp85,21
21,-3.015372890711052e-06,3.0,access1.3_rcp85,22,0.30483421117354487,3.0,access1.3_rcp85,22
22,-4.564519999612018e-06,3.0,access1.3_rcp85,23,0.13895966478914973,3.0,access1.3_rcp85,23
23,-4.865054494404502e-06,3.0,access1.3_rcp85,24,0.43155888100437323,3.0,access1.3_rcp85,24
24,-2.5986276305840238e-06,3.0,access1.3_rcp85,25,0.378137901086671,3.0,access1.3_rcp85,25
25,-9.046700377515035e-06,3.0,access1.3_rcp85,26,0.4240762303069996,3.0,access1.3_rcp85,26
26,-4.808030528670055e-06,3.0,access1.3_rcp85,27,0.6675106651684033,3.0,access1.3_rcp85,27
27,-1.2166405739581693e-05,3.0,access1.3_rcp85,28,0.9469991869415177,3.0,access1.3_rcp85,28
28,-1.030191506623503e-05,3.0,access1.3_rcp85,29,0.28775759510199556,3.0,access1.3_rcp85,29
29,-7.168799299448393e-06,3.0,access1.3_rcp85,30,0.6741875806863409,3.0,access1.3_rcp85,30
30,-8.770122703227845e-06,3.0,access1.3_rcp85,31,0.7669616567126945,3.0,access1.3_rcp85,31
31,-7.197346018744387e-06,3.0,access1.3_rcp85,32,0.9866662440470413,3.0,access1.3_rcp85,32
32,-7.134100330095119e-06,3.0,access1.3_rcp85,33,0.7642332261009015,3.0,access1.3_rcp85,33
33,-1.1255478065077932e-05,3.0,access1.3_rcp85,34,0.7789490682961157,3.0,access1.3_rcp85,34
34,-7.435078676662271e-06,3.0,access1.3_rcp85,35,0.5785885430374835,3.0,access1.3_rcp85,35
35,-8.401431468155552e-06,3.0,access1.3_rcp85,36,0.8880259423900709,3.0,access1.3_rcp85,36
36,-6.657246571710869e-06,3.0,access1.3_rcp85,37,0.3221611567863196,3.0,access1.3_rcp85,37
37,-9.615147909611952e-06,3.0,access1.3_rcp85,38,0.864499895306913,3.0,access1.3_rcp85,38
38,-6.133881080591895e-06,3.0,access1.3_rcp85,39,0.7373204420830797,3.0,access1.3_rcp85,39
39,-1.2125652358767148e-05,3.0,access1.3_rcp85,40,1.1365461533190164,3.0,access1.3_rcp85,40
40,-5.712404975609861e-06,3.0,access1.3_rcp85,41,0.8794098376201894,3.0,access1.3_rcp85,41
41,-1.0533338638375195e-05,3.0,access1.3_rcp85,42,1.0192712134523878,3.0,access1.3_rcp85,42
42,-9.453733017908144e-06,3.0,access1.3_rcp85,43,0.847994572519127,3.0,access1.3_rcp85,43
43,-1.0761052450483326e-05,3.0,access1.3_rcp85,44,1.12304207369198,3.0,access1.3_rcp85,44
44,-9.374649206959117e-06,3.0,access1.3_rcp85,45,1.03381013673406,3.0,access1.3_rcp85,45
45,-1.0873573145480507e-05,3.0,access1.3_rcp85,46,0.6268813774501395,3.0,access1.3_rcp85,46
46,-9.612984167185515e-06,3.0,access1.3_rcp85,47,1.0468487522236491,3.0,access1.3_rcp85,47
47,-8.433955113832832e-06,3.0,access1.3_rcp85,48,1.2321288254678637,3.0,access1.3_rcp85,48
48,-8.167605764617834e-06,3.0,access1.3_rcp85,49,1.0234657279459263,3.0,access1.3_rcp85,49
49,-6.988900675441816e-06,3.0,access1.3_rcp85,50,0.9034178436126424,3.0,access1.3_rcp85,50
50,-1.0584546159469273e-05,3.0,access1.3_rcp85,51,0.808623577093436,3.0,access1.3_rcp85,51
51,-6.856953693415541e-06,3.0,access1.3_rcp85,52,1.176631231620855,3.0,access1.3_rcp85,52
52,-1.0058352292270735e-05,3.0,access1.3_rcp85,53,1.055548311347458,3.0,access1.3_rcp85,53
53,-1.4874238619209089e-05,3.0,access1.3_rcp85,54,0.7003154263745852,3.0,access1.3_rcp85,54
54,-1.139402898575032e-05,3.0,access1.3_rcp85,55,0.785627003049552,3.0,access1.3_rcp85,55
55,-1.2780389231111302e-05,3.0,access1.3_rcp85,56,1.0688067181400183,3.0,access1.3_rcp85,56
56,-1.604017457392127e-05,3.0,access1.3_rcp85,57,1.597488304287659,3.0,access1.3_rcp85,57
57,-1.532028334450114e-05,3.0,access1.3_rcp85,58,1.4879502815100936,3.0,access1.3_rcp85,58
58,-1.3268196070667046e-05,3.0,access1.3_rcp85,59,1.4110595126167942,3.0,access1.3_rcp85,59
59,-1.5831478181712496e-05,3.0,access1.3_rcp85,60,1.784998641805948,3.0,access1.3_rcp85,60
60,-1.300615101006661e-05,3.0,access1.3_rcp85,61,1.5217363728675262,3.0,access1.3_rcp85,61
61,-1.4133915315481073e-05,3.0,access1.3_rcp85,62,1.7132158878287815,3.0,access1.3_rcp85,62
62,-1.1563668431698292e-05,3.0,access1.3_rcp85,63,1.519593357374746,3.0,access1.3_rcp85,63
63,-1.4131793626243152e-05,3.0,access1.3_rcp85,64,1.8059561243783129,3.0,access1.3_rcp85,64
64,-1.3119394384855317e-05,3.0,access1.3_rcp85,65,1.712180119295897,3.0,access1.3_rcp85,65
65,-1.4032796806149912e-05,3.0,access1.3_rcp85,66,1.4124804372612927,3.0,access1.3_rcp85,66
66,-1.6831796775079053e-05,3.0,access1.3_rcp85,67,1.8592222418412436,3.0,access1.3_rcp85,67
67,-1.0954037738699217e-05,3.0,access1.3_rcp85,68,1.8312992127303147,3.0,access1.3_rcp85,68
68,-1.809771922624977e-05,3.0,access1.3_rcp85,69,1.7826412013965591,3.0,access1.3_rcp85,69
69,-1.7557895341534726e-05,3.0,access1.3_rcp85,70,1.7595409643980893,3.0,access1.3_rcp85,70
70,-2.2688512007934067e-05,3.0,access1.3_rcp85,71,1.7896066324023452,3.0,access1.3_rcp85,71
71,-1.9949734174581533e-05,3.0,access1.3_rcp85,72,1.491744803567994,3.0,access1.3_rcp85,72
72,-1.5170472845900664e-05,3.0,access1.3_rcp85,73,1.6837621808376029,3.0,access1.3_rcp85,73
73,-1.4365345763859785e-05,3.0,access1.3_rcp85,74,1.7947292500392202,3.0,access1.3_rcp85,74
74,-1.5416886102708457e-05,3.0,access1.3_rcp85,75,1.9069728406578275,3.0,access1.3_rcp85,75
75,-8.856770194783369e-06,3.0,access1.3_rcp85,76,1.759706961733598,3.0,access1.3_rcp85,76
76,-1.7807918270686985e-05,3.0,access1.3_rcp85,77,1.9421519803066265,3.0,access1.3_rcp85,77
77,-1.8699556274684998e-05,3.0,access1.3_rcp85,78,1.9086789873868957,3.0,access1.3_rcp85,78
78,-1.9042961241298027e-05,3.0,access1.3_rcp85,79,2.1877433353119113,3.0,access1.3_rcp85,79
79,-1.8158592057464772e-05,3.0,access1.3_rcp85,80,2.1280124483651996,3.0,access1.3_rcp85,80
80,-1.8369561186467925e-05,3.0,access1.3_rcp85,81,1.8947246663212864,3.0,access1.3_rcp85,81
